batch,samples,sum_L1,sum_L2,sum_D1,sum_D2,sum_product_LL,sum_product_L1D2,sum_product_D1L2,sum_product_DD,sum_four_LL,sum_four_L1D2,sum_four_D1L2,sum_four_DD
36,1000,8002755,8002755,4637146,4637146,64069430263,37221032195,37221032195,22573762088,1737008,1009004,1009004,594204
37,1000,8005015,8005015,4647790,4647790,64108048731,37332304431,37332304431,22769176706,1737640,1010273,1010273,601362
38,1000,8001652,8001652,4628458,4628458,64052970046,37144843836,37144843836,22441373412,1738374,1005833,1005833,590034
39,1000,8010091,8010091,4649325,4649325,64187577879,37358484405,37358484405,22708886421,1739650,1012657,1012657,601122
40,1000,8006871,8006871,4690567,4690567,64137548779,37677163398,37677163398,23066179965,1740302,1019558,1019558,611698
41,1000,8006030,8006030,4618400,4618400,64122785170,37092132708,37092132708,22416171326,1738982,1001882,1001882,590016
42,1000,7999307,7999307,4567852,4567852,64017859927,36668593494,36668593494,22001935028,1735234,992582,992582,582192
43,1000,7999676,7999676,4597718,4597718,64021625172,36899950557,36899950557,22240336564,1732002,997477,997477,585772
44,1000,8008692,8008692,4674712,4674712,64166389046,37552935157,37552935157,22914661696,1740638,1016377,1016377,602736
45,1000,8008622,8008622,4666724,4666724,64164477794,37492915182,37492915182,22912768868,1741954,1014016,1014016,606048
46,1000,7998120,7998120,4639279,4639279,63997233484,37223298861,37223298861,22592654337,1735726,1007489,1007489,593426
47,1000,8005828,8005828,4629357,4629357,64121134070,37186758717,37186758717,22576446343,1738744,1005895,1005895,596172
48,1000,8003477,8003477,4664237,4664237,64083491453,37449832359,37449832359,22855764189,1738578,1014982,1014982,603818
49,1000,7998134,7998134,4615500,4615500,63998581944,37042088973,37042088973,22410271474,1732882,1002270,1002270,593838
50,1000,8008059,8008059,4634171,4634171,64154332993,37225599810,37225599810,22542915151,1736698,1006123,1006123,594646
51,1000,8005625,8005625,4651546,4651546,64117932913,37352676404,37352676404,22671963674,1737732,1010900,1010900,597642
52,1000,8007006,8007006,4639257,4639257,64138033574,37261500378,37261500378,22596859743,1740912,1009482,1009482,594786
53,1000,8005388,8005388,4672286,4672286,64112729190,37525001560,37525001560,22902076310,1738588,1017280,1017280,606864
54,1000,8008126,8008126,4670616,4670616,64158627212,37526269227,37526269227,22938596968,1737936,1014683,1014683,603292
55,1000,7995414,7995414,4599687,4599687,63954250996,36903279493,36903279493,22292351539,1734130,998286,998286,586644
56,1000,8011768,8011768,4667467,4667467,64214134936,37506177004,37506177004,22830900555,1739198,1014377,1014377,601080
57,1000,8002932,8002932,4615370,4615370,64073049894,37052740781,37052740781,22412890046,1737220,1002153,1002153,592128
58,1000,8015063,8015063,4712333,4712333,64266839449,37882657376,37882657376,23198480447,1745800,1024925,1024925,613312
59,1000,8003770,8003770,4635262,4635262,64086156864,37214439053,37214439053,22561025582,1739610,1008210,1008210,597682
60,1000,8002884,8002884,4561246,4561246,64072690278,36622861292,36622861292,21940857008,1736604,990083,990083,578232
61,1000,8014125,8014125,4680301,4680301,64253242501,37628476406,37628476406,23003164649,1743898,1019991,1019991,611958
62,1000,7999221,7999221,4606481,4606481,64017020011,36979191493,36979191493,22371464779,1734328,1001504,1001504,591564
63,1000,7998012,7998012,4602434,4602434,63994772260,36923086472,36923086472,22188018332,1737248,998302,998302,582872
64,1000,7995184,7995184,4610920,4610920,63949287988,36985580080,36985580080,22396858914,1732678,1000338,1000338,590768
65,1000,8001320,8001320,4641506,4641506,64047865796,37255721199,37255721199,22599568184,1737334,1007515,1007515,595292
66,1000,8016147,8016147,4703307,4703307,64286234235,37828690865,37828690865,23255370119,1743938,1023624,1023624,614448
67,1000,8009232,8009232,4683566,4683566,64175764660,37635993509,37635993509,23032242082,1740134,1019606,1019606,605608
68,1000,8009098,8009098,4683998,4683998,64170943778,37631962015,37631962015,23062225112,1745354,1019109,1019109,610064
69,1000,8003576,8003576,4659298,4659298,64083387186,37404495959,37404495959,22762139342,1737822,1011033,1011033,605992
70,1000,8008024,8008024,4653758,4653758,64155542822,37385547112,37385547112,22709994844,1741326,1012228,1012228,601176
71,1000,8003200,8003200,4600975,4600975,64078466864,36940119815,36940119815,22258130505,1738688,998753,998753,586436
72,1000,8006463,8006463,4651217,4651217,64131452171,37363599311,37363599311,22696687441,1737714,1012719,1012719,595146
73,1000,7999116,7999116,4622564,4622564,64013084070,37092043387,37092043387,22421735392,1735728,1003828,1003828,590894
74,1000,8008649,8008649,4648246,4648246,64163761361,37335040803,37335040803,22635487944,1740356,1010118,1010118,601166
75,1000,7999827,7999827,4606979,4606979,64026811931,36985938407,36985938407,22367024457,1734558,1003416,1003416,589934
76,1000,8001689,8001689,4618536,4618536,64055838795,37085437012,37085437012,22492768928,1739776,1002863,1002863,594920
77,1000,8007461,8007461,4649579,4649579,64147203043,37353301314,37353301314,22711737751,1741228,1011797,1011797,598284
78,1000,7998716,7998716,4617192,4617192,64007668030,37056758599,37056758599,22437575700,1734050,1002568,1002568,594194
79,1000,8001374,8001374,4611338,4611338,64048514488,37016311921,37016311921,22375022596,1734884,999732,999732,590274
80,1000,8004745,8004745,4636112,4636112,64104921279,37239876603,37239876603,22618477622,1735942,1007956,1007956,598358
81,1000,8003780,8003780,4587439,4587439,64086594998,36835193008,36835193008,22161123707,1735132,996959,996959,587736
82,1000,7995583,7995583,4597079,4597079,63955305915,36873177897,36873177897,22219688911,1733644,998327,998327,586282
83,1000,7999592,7999592,4632810,4632810,64021772938,37183709250,37183709250,22568679054,1735650,1006011,1006011,592660
84,1000,7996126,7996126,4569944,4569944,63964836382,36665504722,36665504722,22012339048,1734874,992374,992374,582520
85,1000,8002790,8002790,4641785,4641785,64070388330,37254324199,37254324199,22568320395,1738766,1007587,1007587,595024
86,1000,7997937,7997937,4579657,4579657,63993654063,36749220819,36749220819,22067237435,1734570,996163,996163,586396
87,1000,7997049,7997049,4602225,4602225,63979382907,36928016219,36928016219,22304972857,1731128,999797,999797,587670
88,1000,7998896,7998896,4594337,4594337,64010955322,36879675500,36879675500,22256755967,1734998,999003,999003,588722
89,1000,8012009,8012009,4658776,4658776,64221300855,37452017749,37452017749,22811545420,1742456,1015419,1015419,602502
90,1000,8003063,8003063,4635657,4635657,64075584625,37212407984,37212407984,22527375611,1736454,1007864,1007864,594386
91,1000,8003174,8003174,4647782,4647782,64076385072,37312560735,37312560735,22710442118,1738116,1009855,1009855,599104
92,1000,8013840,8013840,4697621,4697621,64247871624,37765746747,37765746747,23126497011,1744620,1022110,1022110,608954
93,1000,8009031,8009031,4663211,4663211,64171167233,37465304664,37465304664,22824037043,1741046,1013571,1013571,601960
94,1000,8003322,8003322,4627265,4627265,64080801392,37165257084,37165257084,22582747835,1736510,1006251,1006251,600678
95,1000,8003735,8003735,4610772,4610772,64087056721,37021560159,37021560159,22361829950,1737794,1001582,1001582,589010
96,1000,8002318,8002318,4621226,4621226,64063261086,37098463801,37098463801,22467393194,1736346,1004701,1004701,593600
97,1000,7993287,7993287,4572276,4572276,63920896817,36666569047,36666569047,21976360196,1732332,991591,991591,581154
98,1000,8003726,8003726,4660531,4660531,64084317930,37411353191,37411353191,22745983673,1737672,1013150,1013150,601728
99,1000,8003629,8003629,4625322,4625322,64083803743,37134645127,37134645127,22459124322,1737450,1004180,1004180,589918
