joint_sector,geometry,tau,alpha,source_component,k_minus,count,sum_q0,sum_q1,sum_e0,sum_e1,sum_a0,sum_a1,sum_q0a0,sum_q1a1,sum_e0a0,sum_e1a1
0ed8d08d0d99aa707a01,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
0f3049eef35167d65d83,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,8,1,-1,0,1,0,0,0,0,0,0,0
0f3049eef35167d65d83,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,9,-9,0,9,0,0,0,0,0,0,0
0f3049eef35167d65d83,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,32,-32,0,32,0,0,0,0,0,0,0
0f3049eef35167d65d83,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,59,-59,0,59,0,0,0,0,0,0,0
0f3049eef35167d65d83,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,60,-60,0,60,0,0,0,0,0,0,0
0f3049eef35167d65d83,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,32,-32,0,32,0,0,0,0,0,0,0
0f3049eef35167d65d83,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,7,-7,0,7,0,0,0,0,0,0,0
0f3049eef35167d65d83,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,7,1,-1,0,1,0,0,0,0,0,0,0
0f3049eef35167d65d83,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,8,9,-9,0,9,0,0,0,0,0,0,0
0f3049eef35167d65d83,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,9,32,-32,0,32,0,0,0,0,0,0,0
0f3049eef35167d65d83,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,10,59,-59,0,59,0,0,0,0,0,0,0
0f3049eef35167d65d83,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,11,60,-60,0,60,0,0,0,0,0,0,0
0f3049eef35167d65d83,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,12,32,-32,0,32,0,0,0,0,0,0,0
0f3049eef35167d65d83,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,13,7,-7,0,7,0,0,0,0,0,0,0
0f3049eef35167d65d83,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
0f3049eef35167d65d83,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,1,-1,0,1,0,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,13,-13,0,13,0,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,64,-64,0,64,0,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,155,-155,0,155,0,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,193,-193,0,193,0,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,113,-113,0,113,0,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,24,-24,0,24,0,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,2,-2,0,2,0,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,10,2,0,2,0,2,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,11,22,0,22,0,22,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,94,0,94,0,94,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,199,0,199,0,199,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,217,0,217,0,217,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,117,0,117,0,117,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,28,0,28,0,28,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,17,3,0,3,0,3,0,0,0,0,0,0
0faf034d7affa7302501,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
0faf70675cadf65e0e61,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,3,-3,0,3,0,0,0,0,0,0,0
0faf70675cadf65e0e61,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,25,-25,0,25,0,0,0,0,0,0,0
0faf70675cadf65e0e61,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,85,-85,0,85,0,0,0,0,0,0,0
0faf70675cadf65e0e61,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,148,-148,0,148,0,0,0,0,0,0,0
0faf70675cadf65e0e61,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,137,-137,0,137,0,0,0,0,0,0,0
0faf70675cadf65e0e61,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,63,-63,0,63,0,0,0,0,0,0,0
0faf70675cadf65e0e61,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,11,-11,0,11,0,0,0,0,0,0,0
0faf70675cadf65e0e61,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
0faf70675cadf65e0e61,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,11,1,0,1,0,1,0,0,0,0,0,0
0faf70675cadf65e0e61,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,7,0,7,0,7,0,0,0,0,0,0
0faf70675cadf65e0e61,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,17,0,17,0,17,0,0,0,0,0,0
0faf70675cadf65e0e61,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,19,0,19,0,19,0,0,0,0,0,0
0faf70675cadf65e0e61,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,10,0,10,0,10,0,0,0,0,0,0
0faf70675cadf65e0e61,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,2,0,2,0,2,0,0,0,0,0,0
0faf70675cadf65e0e61,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
0fc919a3eb5a25780258,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,1,-1,0,1,0,0,0,0,0,0,0
0fc919a3eb5a25780258,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,7,-7,0,7,0,0,0,0,0,0,0
0fc919a3eb5a25780258,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,17,-17,0,17,0,0,0,0,0,0,0
0fc919a3eb5a25780258,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,16,-16,0,16,0,0,0,0,0,0,0
0fc919a3eb5a25780258,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,5,-5,0,5,0,0,0,0,0,0,0
0fc919a3eb5a25780258,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
0fc919a3eb5a25780258,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
0fc919a3eb5a25780258,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
102253f6dd9c9af2bade,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,1,-1,0,1,0,0,0,0,0,0,0
102253f6dd9c9af2bade,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,8,-8,0,8,0,0,0,0,0,0,0
102253f6dd9c9af2bade,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,23,-23,0,23,0,0,0,0,0,0,0
102253f6dd9c9af2bade,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,29,-29,0,29,0,0,0,0,0,0,0
102253f6dd9c9af2bade,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,15,-15,0,15,0,0,0,0,0,0,0
102253f6dd9c9af2bade,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,3,-3,0,3,0,0,0,0,0,0,0
102253f6dd9c9af2bade,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
102253f6dd9c9af2bade,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
102253f6dd9c9af2bade,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
103850ba8bcd3ac3496b,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,1,-1,0,1,0,0,0,0,0,0,0
103850ba8bcd3ac3496b,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,14,-14,0,14,0,0,0,0,0,0,0
103850ba8bcd3ac3496b,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,61,-61,0,61,0,0,0,0,0,0,0
103850ba8bcd3ac3496b,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,108,-108,0,108,0,0,0,0,0,0,0
103850ba8bcd3ac3496b,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,75,-75,0,75,0,0,0,0,0,0,0
103850ba8bcd3ac3496b,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,18,-18,0,18,0,0,0,0,0,0,0
103850ba8bcd3ac3496b,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,1,-1,0,1,0,0,0,0,0,0,0
103850ba8bcd3ac3496b,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
103850ba8bcd3ac3496b,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,11,6,0,6,0,6,0,0,0,0,0,0
103850ba8bcd3ac3496b,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,41,0,41,0,41,0,0,0,0,0,0
103850ba8bcd3ac3496b,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,107,0,107,0,107,0,0,0,0,0,0
103850ba8bcd3ac3496b,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,131,0,131,0,131,0,0,0,0,0,0
103850ba8bcd3ac3496b,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,78,0,78,0,78,0,0,0,0,0,0
103850ba8bcd3ac3496b,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,21,0,21,0,21,0,0,0,0,0,0
103850ba8bcd3ac3496b,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,17,2,0,2,0,2,0,0,0,0,0,0
103850ba8bcd3ac3496b,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
1046b88f70f255ab56be,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,7,2,-2,0,2,0,0,0,0,0,0,0
1046b88f70f255ab56be,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,8,21,-21,0,21,0,0,0,0,0,0,0
1046b88f70f255ab56be,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,99,-99,0,99,0,0,0,0,0,0,0
1046b88f70f255ab56be,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,268,-268,0,268,0,0,0,0,0,0,0
1046b88f70f255ab56be,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,449,-449,0,449,0,0,0,0,0,0,0
1046b88f70f255ab56be,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,470,-470,0,470,0,0,0,0,0,0,0
1046b88f70f255ab56be,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,287,-287,0,287,0,0,0,0,0,0,0
1046b88f70f255ab56be,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,89,-89,0,89,0,0,0,0,0,0,0
1046b88f70f255ab56be,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,10,-10,0,10,0,0,0,0,0,0,0
1046b88f70f255ab56be,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
1046b88f70f255ab56be,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
1046b88f70f255ab56be,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
1078093ec0507ce3e40f,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
1078093ec0507ce3e40f,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
1078093ec0507ce3e40f,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,1,0,1,0,1,0,0,0,0,0,0
1078093ec0507ce3e40f,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,1,0,1,0,1,0,0,0,0,0,0
1078093ec0507ce3e40f,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
1087fda412ce7a2698d5,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,2,-2,0,2,0,0,0,0,0,0,0
1087fda412ce7a2698d5,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,10,-10,0,10,0,0,0,0,0,0,0
1087fda412ce7a2698d5,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,15,-15,0,15,0,0,0,0,0,0,0
1087fda412ce7a2698d5,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,5,-5,0,5,0,0,0,0,0,0,0
1087fda412ce7a2698d5,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
1087fda412ce7a2698d5,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,1,0,1,0,1,0,0,0,0,0,0
1087fda412ce7a2698d5,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,6,0,6,0,6,0,0,0,0,0,0
1087fda412ce7a2698d5,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,21,0,21,0,21,0,0,0,0,0,0
1087fda412ce7a2698d5,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,36,0,36,0,36,0,0,0,0,0,0
1087fda412ce7a2698d5,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,27,0,27,0,27,0,0,0,0,0,0
1087fda412ce7a2698d5,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,17,9,0,9,0,9,0,0,0,0,0,0
1087fda412ce7a2698d5,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,18,1,0,1,0,1,0,0,0,0,0,0
1087fda412ce7a2698d5,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,8,2,-2,0,2,0,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,21,-21,0,21,0,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,100,-100,0,100,0,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,277,-277,0,277,0,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,483,-483,0,483,0,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,536,-536,0,536,0,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,361,-361,0,361,0,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,130,-130,0,130,0,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,21,-21,0,21,0,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,17,1,-1,0,1,0,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,11,9,0,9,0,9,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,62,0,62,0,62,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,182,0,182,0,182,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,286,0,286,0,286,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,234,0,234,0,234,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,86,0,86,0,86,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,17,11,0,11,0,11,0,0,0,0,0,0
10af607fb2b5c29fe6b1,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
10dd05889371e8f30d9d,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
10dd05889371e8f30d9d,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
10dd05889371e8f30d9d,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,11,1,0,1,0,1,0,0,0,0,0,0
10dd05889371e8f30d9d,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,7,0,7,0,7,0,0,0,0,0,0
10dd05889371e8f30d9d,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,14,0,14,0,14,0,0,0,0,0,0
10dd05889371e8f30d9d,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,10,0,10,0,10,0,0,0,0,0,0
10dd05889371e8f30d9d,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,2,0,2,0,2,0,0,0,0,0,0
10dd05889371e8f30d9d,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
10ee9bebb53abd6d48d5,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,2,-2,0,2,0,0,0,0,0,0,0
10ee9bebb53abd6d48d5,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,14,-14,0,14,0,0,0,0,0,0,0
10ee9bebb53abd6d48d5,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,41,-41,0,41,0,0,0,0,0,0,0
10ee9bebb53abd6d48d5,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,59,-59,0,59,0,0,0,0,0,0,0
10ee9bebb53abd6d48d5,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,35,-35,0,35,0,0,0,0,0,0,0
10ee9bebb53abd6d48d5,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,6,-6,0,6,0,0,0,0,0,0,0
10ee9bebb53abd6d48d5,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
10ee9bebb53abd6d48d5,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
10ee9bebb53abd6d48d5,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
1182637c6e18ce6c6f7f,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
1182637c6e18ce6c6f7f,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
1182637c6e18ce6c6f7f,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
1182637c6e18ce6c6f7f,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,1,-1,0,1,0,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,9,-9,0,9,0,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,35,-35,0,35,0,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,72,-72,0,72,0,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,75,-75,0,75,0,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,34,-34,0,34,0,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,5,-5,0,5,0,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,8,1,-1,0,1,0,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,9,9,-9,0,9,0,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,10,37,-37,0,37,0,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,11,87,-87,0,87,0,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,12,109,-109,0,109,0,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,13,59,-59,0,59,0,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,14,10,-10,0,10,0,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,11,2,0,2,0,2,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,16,0,16,0,16,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,42,0,42,0,42,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,45,0,45,0,45,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,20,0,20,0,20,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,3,0,3,0,3,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,11,2,0,2,0,2,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,12,15,0,15,0,15,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,13,31,0,31,0,31,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,14,21,0,21,0,21,0,0,0,0,0,0
11b8129464c4c0481dca,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,15,4,0,4,0,4,0,0,0,0,0,0
11fd260436a954d1f376,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,1,-1,0,1,0,0,0,0,0,0,0
11fd260436a954d1f376,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,7,-7,0,7,0,0,0,0,0,0,0
11fd260436a954d1f376,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,19,-19,0,19,0,0,0,0,0,0,0
11fd260436a954d1f376,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,23,-23,0,23,0,0,0,0,0,0,0
11fd260436a954d1f376,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,11,-11,0,11,0,0,0,0,0,0,0
11fd260436a954d1f376,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,1,-1,0,1,0,0,0,0,0,0,0
11fd260436a954d1f376,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
11fd260436a954d1f376,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
11fd260436a954d1f376,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
123040655aa47b3a9539,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,1,-1,0,1,0,0,0,0,0,0,0
123040655aa47b3a9539,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,8,-8,0,8,0,0,0,0,0,0,0
123040655aa47b3a9539,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,30,-30,0,30,0,0,0,0,0,0,0
123040655aa47b3a9539,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,42,-42,0,42,0,0,0,0,0,0,0
123040655aa47b3a9539,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,15,-15,0,15,0,0,0,0,0,0,0
123040655aa47b3a9539,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,1,-1,0,1,0,0,0,0,0,0,0
123040655aa47b3a9539,tilted,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
123040655aa47b3a9539,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,1,0,1,0,1,0,0,0,0,0,0
123040655aa47b3a9539,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,9,0,9,0,9,0,0,0,0,0,0
123040655aa47b3a9539,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,17,0,17,0,17,0,0,0,0,0,0
123040655aa47b3a9539,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,8,0,8,0,8,0,0,0,0,0,0
123040655aa47b3a9539,tilted,"collar_r1_birth:[1,2]",axial2:absent,axial2,17,1,0,1,0,1,0,0,0,0,0,0
123040655aa47b3a9539,tilted,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
12670183dc68c5c6d321,tilted,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,1,-1,0,1,0,0,0,0,0,0,0
