joint_sector,geometry,tau,alpha,source_component,k_minus,count,sum_q0,sum_q1,sum_e0,sum_e1,sum_a0,sum_a1,sum_q0a0,sum_q1a1,sum_e0a0,sum_e1a1
229763109625904199d5,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
229763109625904199d5,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
229763109625904199d5,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,1,-1,0,1,0,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,11,-11,0,11,0,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,54,-54,0,54,0,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,150,-150,0,150,0,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,249,-249,0,249,0,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,231,-231,0,231,0,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,102,-102,0,102,0,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,16,-16,0,16,0,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,10,2,0,2,0,2,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,11,27,0,27,0,27,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,146,0,146,0,146,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,437,0,437,0,437,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,771,0,771,0,771,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,800,0,800,0,800,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,477,0,477,0,477,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,17,166,0,166,0,166,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,18,33,0,33,0,33,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,19,3,0,3,0,3,0,0,0,0,0,0
22a16acf4dc24472d97e,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
22a8f1175de301e8e9bf,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
22a8f1175de301e8e9bf,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
22a8f1175de301e8e9bf,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
22a8f1175de301e8e9bf,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
22c7bc7832baf1de3b9f,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,1,-1,0,1,0,0,0,0,0,0,0
22c7bc7832baf1de3b9f,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,6,-6,0,6,0,0,0,0,0,0,0
22c7bc7832baf1de3b9f,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,14,-14,0,14,0,0,0,0,0,0,0
22c7bc7832baf1de3b9f,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,15,-15,0,15,0,0,0,0,0,0,0
22c7bc7832baf1de3b9f,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,4,-4,0,4,0,0,0,0,0,0,0
22c7bc7832baf1de3b9f,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,9,1,-1,0,1,0,0,0,0,0,0,0
22c7bc7832baf1de3b9f,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,10,6,-6,0,6,0,0,0,0,0,0,0
22c7bc7832baf1de3b9f,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,11,14,-14,0,14,0,0,0,0,0,0,0
22c7bc7832baf1de3b9f,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,12,15,-15,0,15,0,0,0,0,0,0,0
22c7bc7832baf1de3b9f,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,13,4,-4,0,4,0,0,0,0,0,0,0
22c7bc7832baf1de3b9f,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
22c7bc7832baf1de3b9f,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,4,1,-1,0,1,0,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,5,12,-12,0,12,0,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,6,66,-66,0,66,0,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,7,220,-220,0,220,0,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,8,493,-493,0,493,0,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,9,772,-772,0,772,0,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,10,846,-846,0,846,0,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,11,632,-632,0,632,0,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,12,304,-304,0,304,0,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,13,84,-84,0,84,0,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,14,10,-10,0,10,0,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,8,2,0,2,0,2,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,9,20,0,20,0,20,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,10,78,0,78,0,78,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,11,160,0,160,0,160,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,12,191,0,191,0,191,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,13,136,0,136,0,136,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,14,56,0,56,0,56,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,15,12,0,12,0,12,0,0,0,0,0,0
22d8741f063e1e3a13b2,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,16,1,0,1,0,1,0,0,0,0,0,0
233410de8f24bfce1b26,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,2,-2,0,2,0,0,0,0,0,0,0
233410de8f24bfce1b26,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,21,-21,0,21,0,0,0,0,0,0,0
233410de8f24bfce1b26,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,29,-29,0,29,0,0,0,0,0,0,0
233410de8f24bfce1b26,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,11,-11,0,11,0,0,0,0,0,0,0
233410de8f24bfce1b26,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,1,-1,0,1,0,0,0,0,0,0,0
233410de8f24bfce1b26,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,11,2,-2,0,2,0,0,0,0,0,0,0
233410de8f24bfce1b26,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,12,21,-21,0,21,0,0,0,0,0,0,0
233410de8f24bfce1b26,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,13,29,-29,0,29,0,0,0,0,0,0,0
233410de8f24bfce1b26,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,14,11,-11,0,11,0,0,0,0,0,0,0
233410de8f24bfce1b26,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,15,1,-1,0,1,0,0,0,0,0,0,0
233410de8f24bfce1b26,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
233410de8f24bfce1b26,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
233d1d50cf500cdf1b64,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
233d1d50cf500cdf1b64,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
233d1d50cf500cdf1b64,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
233d1d50cf500cdf1b64,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
2353c30be53f10df6dbc,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,2,-2,0,2,0,0,0,0,0,0,0
2353c30be53f10df6dbc,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,12,2,-2,0,2,0,0,0,0,0,0,0
2353c30be53f10df6dbc,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
2353c30be53f10df6dbc,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
23717680a0bea45c76cb,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,2,-2,0,2,0,0,0,0,0,0,0
23717680a0bea45c76cb,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,13,-13,0,13,0,0,0,0,0,0,0
23717680a0bea45c76cb,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,34,-34,0,34,0,0,0,0,0,0,0
23717680a0bea45c76cb,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,44,-44,0,44,0,0,0,0,0,0,0
23717680a0bea45c76cb,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,26,-26,0,26,0,0,0,0,0,0,0
23717680a0bea45c76cb,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,4,-4,0,4,0,0,0,0,0,0,0
23717680a0bea45c76cb,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
23717680a0bea45c76cb,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
23717680a0bea45c76cb,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
23c3d513b4bd8b71ad96,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
23c3d513b4bd8b71ad96,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
23c3d513b4bd8b71ad96,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
23c3d513b4bd8b71ad96,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,8,1,-1,0,1,0,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,11,-11,0,11,0,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,56,-56,0,56,0,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,169,-169,0,169,0,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,320,-320,0,320,0,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,364,-364,0,364,0,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,221,-221,0,221,0,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,64,-64,0,64,0,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,7,-7,0,7,0,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,11,3,0,3,0,3,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,24,0,24,0,24,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,74,0,74,0,74,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,108,0,108,0,108,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,75,0,75,0,75,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,24,0,24,0,24,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,17,3,0,3,0,3,0,0,0,0,0,0
23d23ecdc88edfb835ab,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
23dddd9240609acab0fe,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
23dddd9240609acab0fe,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
23dddd9240609acab0fe,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
23dddd9240609acab0fe,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,8,1,-1,0,1,0,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,11,-11,0,11,0,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,55,-55,0,55,0,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,163,-163,0,163,0,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,306,-306,0,306,0,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,348,-348,0,348,0,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,196,-196,0,196,0,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,39,-39,0,39,0,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,10,1,0,1,0,1,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,11,9,0,9,0,9,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,39,0,39,0,39,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,98,0,98,0,98,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,137,0,137,0,137,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,85,0,85,0,85,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,18,0,18,0,18,0,0,0,0,0,0
2437e23679dc03348856,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
24afef043496d7bef353,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
24afef043496d7bef353,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,8,2,-2,0,2,0,0,0,0,0,0,0
24afef043496d7bef353,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,9,24,-24,0,24,0,0,0,0,0,0,0
24afef043496d7bef353,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,10,114,-114,0,114,0,0,0,0,0,0,0
24afef043496d7bef353,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,11,270,-270,0,270,0,0,0,0,0,0,0
24afef043496d7bef353,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,12,322,-322,0,322,0,0,0,0,0,0,0
24afef043496d7bef353,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,13,182,-182,0,182,0,0,0,0,0,0,0
24afef043496d7bef353,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,14,38,-38,0,38,0,0,0,0,0,0,0
24afef043496d7bef353,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
24afef043496d7bef353,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,10,2,0,2,0,2,0,0,0,0,0,0
24afef043496d7bef353,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,11,22,0,22,0,22,0,0,0,0,0,0
24afef043496d7bef353,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,12,80,0,80,0,80,0,0,0,0,0,0
24afef043496d7bef353,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,13,124,0,124,0,124,0,0,0,0,0,0
24afef043496d7bef353,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,14,88,0,88,0,88,0,0,0,0,0,0
24afef043496d7bef353,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,15,26,0,26,0,26,0,0,0,0,0,0
24afef043496d7bef353,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,16,2,0,2,0,2,0,0,0,0,0,0
24d00672121cee7e528e,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
24d00672121cee7e528e,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
24d00672121cee7e528e,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
24d00672121cee7e528e,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
253a2f932746b89ba983,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
253a2f932746b89ba983,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
253a2f932746b89ba983,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,0,0,0,0,0,0,0,0,0,0,0,0
253a2f932746b89ba983,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,6,1,-1,0,1,0,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,7,13,-13,0,13,0,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,8,79,-79,0,79,0,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,292,-292,0,292,0,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,730,-730,0,730,0,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,1261,-1261,0,1261,0,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,1449,-1449,0,1449,0,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,1046,-1046,0,1046,0,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,442,-442,0,442,0,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,98,-98,0,98,0,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,9,-9,0,9,0,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,10,4,0,4,0,4,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,11,47,0,47,0,47,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,195,0,195,0,195,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,384,0,384,0,384,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,406,0,406,0,406,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,241,0,241,0,241,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,80,0,80,0,80,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,17,14,0,14,0,14,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,18,1,0,1,0,1,0,0,0,0,0,0
2543f9a4347233b7b107,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,9,1,-1,0,1,0,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,10,11,-11,0,11,0,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,11,58,-58,0,58,0,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,177,-177,0,177,0,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,308,-308,0,308,0,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,288,-288,0,288,0,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,128,-128,0,128,0,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,16,25,-25,0,25,0,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,17,1,-1,0,1,0,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,10,1,0,1,0,1,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,11,14,0,14,0,14,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,12,84,0,84,0,84,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,13,290,0,290,0,290,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,14,576,0,576,0,576,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,15,632,0,632,0,632,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,16,370,0,370,0,370,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,17,123,0,123,0,123,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,18,23,0,23,0,23,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[1,2]",axial2:absent,axial2,19,2,0,2,0,2,0,0,0,0,0,0
2576d8fe8967ba52b060,axis,"collar_r1_birth:[1,2]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
262c88e6edd5d1a249f5,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,12,4,-4,0,4,0,0,0,0,0,0,0
262c88e6edd5d1a249f5,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,13,17,-17,0,17,0,0,0,0,0,0,0
262c88e6edd5d1a249f5,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,14,16,-16,0,16,0,0,0,0,0,0,0
262c88e6edd5d1a249f5,axis,"collar_r1_birth:[0,1]",axial2:absent,axial2,15,3,-3,0,3,0,0,0,0,0,0,0
262c88e6edd5d1a249f5,axis,"collar_r1_birth:[0,1]",axial2:present,axial2,0,0,0,0,0,0,0,0,0,0,0,0
