sector,full_axis_tilted_rectangle,pooled_four_cell_rectangle,det_lower,det_upper,det_midpoint,det_excludes_zero,p4_01_absent,p4_01_present,p4_12_absent,p4_12_present
0e9ec29c91151ec9e421,0,0,0,0,0.0,0,-1.5192331548359964e-09,0.0,5.100250559298311e-11,0.0
0ecf4007cd3061f1a759,0,0,0,0,0.0,0,1.5127052477348416e-10,0.0,0.0,0.0
0ed8d08d0d99aa707a01,0,0,0,0,0.0,0,1.1855056921246946e-10,0.0,0.0,0.0
0f3049eef35167d65d83,0,0,0,0,0.0,0,-6.318413400620562e-10,-5.239649030777799e-10,0.0,0.0
0faf034d7affa7302501,0,0,0,0,0.0,0,2.1297898837151227e-09,0.0,-3.274655922421926e-10,0.0
0faf70675cadf65e0e61,0,0,0,0,0.0,0,-3.018380915918799e-10,0.0,-1.2443746327254234e-10,0.0
0fc919a3eb5a25780258,0,0,0,0,0.0,0,-1.6789993496696484e-10,0.0,0.0,0.0
102253f6dd9c9af2bade,0,0,0,0,0.0,0,-2.99402599868023e-10,0.0,0.0,0.0
103850ba8bcd3ac3496b,0,0,0,0,0.0,0,-4.501348429182225e-10,0.0,1.1027604552713416e-09,0.0
1046b88f70f255ab56be,0,0,0,0,0.0,0,-4.42115372572905e-09,0.0,0.0,0.0
1078093ec0507ce3e40f,0,0,0,0,0.0,0,0.0,0.0,8.521879555420999e-12,0.0
1087fda412ce7a2698d5,0,0,0,0,0.0,0,4.1088421497942414e-11,0.0,3.265473884368068e-11,0.0
10af607fb2b5c29fe6b1,0,0,0,0,0.0,0,-2.476614215299408e-09,0.0,-5.984927623209921e-09,0.0
10dd05889371e8f30d9d,0,0,0,0,0.0,0,0.0,0.0,1.3732455573504455e-10,0.0
10ee9bebb53abd6d48d5,0,0,0,0,0.0,0,-6.323370509488822e-10,0.0,0.0,0.0
1182637c6e18ce6c6f7f,0,0,0,0,0.0,0,6.134028642821498e-10,4.933426837518381e-10,0.0,0.0
11b8129464c4c0481dca,1,1,20945073754501740800579414364939/25000000000000000000000000000000000000000000000000,83780295018006963202317657459757/100000000000000000000000000000000000000000000000000,8.378029501800696e-19,1,-9.544322082433863e-11,5.812591643946913e-10,-1.3684064076059989e-09,-4.4428703030369727e-10
11fd260436a954d1f376,0,0,0,0,0.0,0,-2.330182095111493e-10,0.0,0.0,0.0
123040655aa47b3a9539,0,0,0,0,0.0,0,-4.1009062209227475e-11,0.0,2.0433640353767524e-11,0.0
12670183dc68c5c6d321,0,0,0,0,0.0,0,2.2136438130746026e-10,0.0,3.4326835257551357e-10,0.0
128d784b0b1283120b0a,0,0,0,0,0.0,0,4.252877650553664e-09,0.0,2.1144271095777322e-10,0.0
12930d40b9bce418ffbe,0,0,0,0,0.0,0,-4.898675621549971e-10,0.0,6.595664167208485e-11,0.0
12ccc753788f1302e9d1,1,1,-62928150834856625855026704563/250000000000000000000000000000000000000000000000,-25171260333942650342010681825199/100000000000000000000000000000000000000000000000000,-2.517126033394265e-19,1,5.272324299353038e-10,-8.11429270200168e-11,-1.0080978150552509e-09,-3.2227265671842244e-10
12cf2808a997fa915d61,0,0,0,0,0.0,0,1.7592964136484284e-09,0.0,-5.604862975984771e-10,0.0
12d7313440e73f62b311,0,0,0,0,0.0,0,1.4816548441451516e-09,0.0,0.0,0.0
13127411d433e6bb3967,0,0,0,0,0.0,0,-1.3629677467609148e-09,0.0,1.3273053620511048e-09,0.0
1323d6ea3e8275ed4c7a,0,0,0,0,0.0,0,-2.8114672389223083e-09,0.0,-8.844689635010028e-10,0.0
13463ab9925952f87616,0,0,0,0,0.0,0,-1.5083572139794414e-11,0.0,0.0,0.0
139ac17200326c95fec9,0,0,0,0,0.0,0,-6.436513270430338e-10,0.0,3.2503973499041805e-10,0.0
13af8f81c96aa54099d0,0,0,0,0,0.0,0,-3.227399156444482e-10,0.0,0.0,0.0
13c6e28d1d729e80c788,0,0,0,0,0.0,0,9.366201373977674e-10,0.0,-8.360994421398586e-10,0.0
14311b2f207fb5971f60,0,0,0,0,0.0,0,6.756763928071941e-12,4.7857862135914775e-12,0.0,0.0
144646b797ab4d7821fb,0,0,0,0,0.0,0,3.1022050000874535e-09,0.0,-2.3876843176141456e-10,0.0
147c8716075385612662,0,0,0,0,0.0,0,3.2601338589892513e-09,0.0,-2.9697780804200247e-09,0.0
14836bceccc657e1763e,0,0,0,0,0.0,0,-1.7473934476396972e-09,0.0,0.0,0.0
1490ae80ef02feb04bb0,0,0,0,0,0.0,0,-1.8511664072394333e-10,0.0,0.0,0.0
14b5fa2a8df1b4f1d82c,0,0,0,0,0.0,0,0.0,0.0,1.4378725868288586e-11,0.0
150b61be6590677756da,0,0,0,0,0.0,0,2.0906056025890612e-10,0.0,5.886396863110774e-10,0.0
15172c399baecaf1e4dd,0,0,0,0,0.0,0,6.101624112065548e-09,0.0,1.8992478463901637e-09,0.0
1519d4d88f89299d1178,0,1,245485294268451555967233956622079/50000000000000000000000000000000000000000000000000,490970588536903111934467913244159/100000000000000000000000000000000000000000000000000,4.909705885369031e-18,1,-2.1319176748988576e-09,-3.167384349374061e-09,2.668496143981037e-09,1.6616246861453488e-09
152754c95d41b11ff1ad,0,0,0,0,0.0,0,3.416564438502603e-09,0.0,-3.04983244343165e-09,0.0
15763048e9e4736566e4,0,0,0,0,0.0,0,3.3136757402135984e-10,0.0,5.243025672274583e-11,0.0
1579a9bb7a4831ab22ed,0,0,0,0,0.0,0,-2.1411030396598656e-11,0.0,0.0,0.0
159611ff79504cb86dd9,0,0,0,0,0.0,0,7.121834311318203e-10,0.0,-1.8485002539999125e-10,0.0
15dd3d40d21be2e23d05,0,0,0,0,0.0,0,-1.4021067252725723e-10,0.0,0.0,0.0
15fc59b942f3edc90797,0,0,0,0,0.0,0,-6.897976655034387e-11,0.0,0.0,0.0
1642b7525574315b39d3,0,0,0,0,0.0,0,1.2607690608634985e-10,0.0,0.0,0.0
1680f9681a50dfbe5c01,0,0,0,0,0.0,0,0.0,0.0,-3.363293678834643e-10,0.0
168c4969cb4ffd1f1a5e,1,1,-12004999107902553412987278793969/3125000000000000000000000000000000000000000000000,-384159971452881709215592921407007/100000000000000000000000000000000000000000000000000,-3.841599714528817e-18,1,4.261258690479527e-09,4.389195879137703e-09,-1.4482256705219772e-09,-2.3932238337066787e-09
16a14e9cebdcc1416763,0,0,0,0,0.0,0,-4.161740126695592e-10,0.0,5.127622036457853e-10,0.0
16a324088892d3354880,0,0,0,0,0.0,0,-1.1355908989846597e-09,0.0,2.3895257047236713e-10,0.0
16b650eafc734a739c05,0,0,0,0,0.0,0,1.6853759876976786e-10,0.0,9.568931009831193e-11,0.0
16f64925f55d71510f7f,0,0,0,0,0.0,0,-3.789849651122126e-09,0.0,-1.5431803997135637e-09,0.0
173686cf2a768c4fde0c,0,0,0,0,0.0,0,0.0,0.0,-8.650034812247822e-10,0.0
174cb454ec140bc26875,0,0,0,0,0.0,0,0.0,0.0,-9.254466037543956e-10,0.0
1755f5ba878e9579d461,0,0,0,0,0.0,0,-1.1907262284688662e-10,0.0,0.0,0.0
1756fd58a4f4c8676780,0,1,87603882460075284275090678429663/100000000000000000000000000000000000000000000000000,2737621326877352633596583700927/3125000000000000000000000000000000000000000000000,8.760388246007529e-19,1,-7.299731153000358e-10,-1.2042531530281143e-09,1.0650651356677271e-09,5.569646534726343e-10
177e8363db1a50cb53b4,0,0,0,0,0.0,0,3.5876505517440147e-09,0.0,-6.228880254068524e-10,0.0
180c804e2bef91a416e8,0,0,0,0,0.0,0,0.0,0.0,9.704369443310936e-11,0.0
182fa7a78004e807bef6,0,0,0,0,0.0,0,-1.5554734585865373e-09,0.0,1.0134139603916806e-10,0.0
192ce3bb8fb54eff66d0,0,0,0,0,0.0,0,1.955712939973354e-08,0.0,-6.8430649669794575e-09,0.0
19441efdf2bc430013d4,0,1,-326022812740747661995480443691/100000000000000000000000000000000000000000000000000,-32602281274074766199548044369/10000000000000000000000000000000000000000000000000,-3.2602281274074766e-21,1,5.521981409646191e-10,4.71675997703758e-10,-6.418990057235148e-11,-6.07337494179018e-11
197a1117e90e5d65c09e,0,0,0,0,0.0,0,-1.8212640293734447e-10,0.0,2.9691533198704295e-11,0.0
19a42dab1c6fb73a23ee,0,0,0,0,0.0,0,-2.3035544155409018e-10,0.0,2.386966454526095e-11,0.0
19d5f76abaa9a60867e6,0,0,0,0,0.0,0,-3.257495663808093e-11,0.0,0.0,0.0
1a05a6fdaf144706b112,0,0,0,0,0.0,0,-5.7146749495217984e-11,0.0,3.636168727803771e-11,0.0
1a25f9cc5e6a10414f4e,0,1,-6859434874375446451291411357/1562500000000000000000000000000000000000000000000,-439003831960028572882650326847/100000000000000000000000000000000000000000000000000,-4.390038319600286e-21,1,6.07887825759255e-10,5.055279990575199e-10,-1.8358960835554714e-10,-1.5989747048796515e-10
1a51f3b4604160001c37,0,0,6487708634375609723502157529/50000000000000000000000000000000000000000000000000,12975417268751219447004315059/100000000000000000000000000000000000000000000000000,1.297541726875122e-22,1,0.0,1.0367963939579099e-11,-1.2514913578372239e-11,1.1566203537414718e-10
1a7dae4a0b99a8a1bc8b,0,0,0,0,0.0,0,-1.920973037783281e-09,0.0,8.378002715891897e-10,0.0
1b0859fbe6109cce2452,0,0,0,0,0.0,0,1.7959695299202477e-09,0.0,0.0,0.0
1b21e783a0c152fb122a,0,0,0,0,0.0,0,2.7088693173518805e-10,3.037176612637607e-10,0.0,0.0
1b563fa0992a97d9ff56,0,0,0,0,0.0,0,-5.679945768880783e-10,0.0,5.576813184290345e-10,0.0
1b60242e60038d2001b0,0,0,0,0,0.0,0,-4.023228329455844e-12,0.0,0.0,0.0
1b68004305c8079e3d01,0,0,0,0,0.0,0,-4.053334457270044e-10,0.0,0.0,0.0
1b8803d425c3ee07b9e1,0,0,0,0,0.0,0,4.4587265797794737e-10,0.0,5.5951704152843266e-11,0.0
1bb583242d82b33c3326,0,0,0,0,0.0,0,-1.9879473714037585e-11,0.0,0.0,0.0
1bce069e1571b0b26dd4,0,0,0,0,0.0,0,8.74878602581235e-10,0.0,0.0,0.0
1bd18f528f7ee2d39b64,0,0,0,0,0.0,0,0.0,0.0,7.952584803334208e-10,0.0
1c0c7944b1c23023a637,1,1,-170092424010471075795225127666019/100000000000000000000000000000000000000000000000000,-85046212005235537897612563833009/50000000000000000000000000000000000000000000000000,-1.7009242401047108e-18,1,5.4253625091100994e-09,4.1641991461670195e-09,-1.1921261343082412e-10,-4.0501428235919114e-10
1c1d4f0ac493aba08a55,0,0,0,0,0.0,0,-6.60440178770567e-11,0.0,6.825905434418954e-12,0.0
1ce98c6a7b6d2d46de64,0,0,0,0,0.0,0,1.2298226017667478e-09,0.0,0.0,0.0
1d24a507e7c8fd7601da,0,0,0,0,0.0,0,-1.5596173909689648e-10,0.0,2.943571416507106e-11,0.0
1d6f977e74a84cb0d61e,0,0,0,0,0.0,0,-1.1477641380120272e-10,0.0,0.0,0.0
1d9cb119f53f39f5515c,0,0,0,0,0.0,0,2.268840964566891e-09,0.0,-2.9792713714762234e-10,0.0
1da61898d4342ee64eba,0,0,0,0,0.0,0,-9.110626539131678e-11,0.0,6.825905434418954e-12,0.0
1db35dbe5ad778879a0f,0,0,0,0,0.0,0,-6.533873729432483e-10,0.0,1.1738007817261367e-11,0.0
1e1b576bcc463963c4f9,0,0,0,0,0.0,0,-1.837561803515466e-10,0.0,0.0,0.0
1e293f54801cb591144a,0,0,0,0,0.0,0,-5.1921701830319654e-09,0.0,-4.1280741089664097e-10,0.0
1e575ba6b8183f554e66,0,0,0,0,0.0,0,-6.8012174264967e-10,-5.862305280201149e-10,0.0,0.0
1ed260cfce143d029c84,0,0,0,0,0.0,0,-1.805736277998115e-10,0.0,0.0,0.0
1edf92315b6fbf99a6de,0,0,0,0,0.0,0,1.8930254593842783e-09,0.0,-8.553415127968943e-10,0.0
1efa65cbcec9d30d2f1e,0,0,0,0,0.0,0,-6.549028575597887e-11,0.0,0.0,0.0
1efa8eb0f8413e325646,0,1,-825312266582087972155432634221/20000000000000000000000000000000000000000000000000,-128955041653451245649286349097/3125000000000000000000000000000000000000000000000,-4.12656133291044e-20,1,2.9389661089265893e-09,2.3480731065571123e-09,-2.724705911077803e-10,-2.3172995379852959e-10
1f2f2d161167fd3e44f2,0,0,0,0,0.0,0,-1.3496050696344576e-10,0.0,0.0,0.0
1f55dd32af4e14298a04,0,0,0,0,0.0,0,7.608987652905147e-11,6.597497306726255e-11,0.0,0.0
1f9f3561a83660e1d682,0,0,0,0,0.0,0,-3.43747296097275e-10,0.0,0.0,0.0
1fb5680bdce58a6b7289,0,0,0,0,0.0,0,0.0,0.0,-3.3241732414188444e-10,0.0
201333f6fbae6b7ca580,0,0,0,0,0.0,0,-7.235800295177724e-11,0.0,0.0,0.0
201e0f12fc4852e9894a,0,0,0,0,0.0,0,-1.2569540999289802e-10,0.0,-1.891421363653199e-10,0.0
2029e56c472468cfb1cb,0,0,0,0,0.0,0,-1.519990632572036e-11,0.0,0.0,0.0
208cd27a14693106a142,0,0,0,0,0.0,0,-2.5030608782282663e-11,-2.253812737146256e-11,0.0,0.0
20ed466228a1469e3b1a,0,0,0,0,0.0,0,-1.2382182181198862e-10,0.0,1.733500556925027e-10,0.0
211aba894754d7669f6b,0,0,0,0,0.0,0,-1.1258088086933048e-09,0.0,2.627615313336821e-10,0.0
2171b5f97824ac3f5ab3,0,0,0,0,0.0,0,-2.420128103634744e-10,0.0,0.0,0.0
21af9bc0c03ad40a0e5f,0,0,0,0,0.0,0,-2.4208331981491866e-10,0.0,0.0,0.0
21c91a5605d2c3f65d51,0,0,0,0,0.0,0,8.126563890335689e-10,0.0,-1.7502363214112569e-09,0.0
21e7b72d7b90bfde995a,1,1,-47279764699518787662703024292117/100000000000000000000000000000000000000000000000000,-11819941174879696915675756073029/25000000000000000000000000000000000000000000000000,-4.727976469951879e-19,1,4.6915736736812624e-09,3.951471195843764e-09,-1.2398302267616502e-09,-1.1450211484295347e-09
221cb2f3018d1c751020,0,0,0,0,0.0,0,1.3866690155488724e-10,1.203085722967404e-10,0.0,0.0
229763109625904199d5,0,0,0,0,0.0,0,-5.7146749495217984e-11,0.0,0.0,0.0
22a16acf4dc24472d97e,0,0,0,0,0.0,0,1.285473203927416e-09,0.0,-5.564541998784149e-09,0.0
22a8f1175de301e8e9bf,0,0,0,0,0.0,0,-1.5144055395049445e-10,0.0,0.0,0.0
22c7bc7832baf1de3b9f,0,0,0,0,0.0,0,8.104017184454577e-11,6.685857168075908e-11,0.0,0.0
22d8741f063e1e3a13b2,0,0,0,0,0.0,0,0.0,3.956262367513652e-09,0.0,-9.615538404300667e-10
233410de8f24bfce1b26,0,1,-4542242952671900014577471847/20000000000000000000000000000000000000000000000000,-11355607381679750036443679617/50000000000000000000000000000000000000000000000000,-2.2711214763359502e-22,1,-2.6368435298955785e-11,-2.2389180500617954e-11,5.78927968971735e-11,5.776923847697368e-11
233d1d50cf500cdf1b64,0,0,0,0,0.0,0,-8.363207494518281e-10,0.0,1.4593780077577965e-10,0.0
2353c30be53f10df6dbc,0,0,0,0,0.0,0,9.217697262455634e-12,7.809322421811586e-12,0.0,0.0
23717680a0bea45c76cb,0,0,0,0,0.0,0,4.5768495929805524e-10,0.0,0.0,0.0
23c3d513b4bd8b71ad96,0,0,0,0,0.0,0,-5.308859481609024e-10,0.0,2.5533445731377274e-11,0.0
23d23ecdc88edfb835ab,0,0,0,0,0.0,0,4.150022879104215e-09,0.0,-2.670393406200731e-11,0.0
23dddd9240609acab0fe,0,0,0,0,0.0,0,-2.5030608782282663e-11,0.0,0.0,0.0
2437e23679dc03348856,0,0,0,0,0.0,0,4.140565982943825e-09,0.0,-1.828665197756879e-09,0.0
24afef043496d7bef353,0,0,0,0,0.0,0,0.0,-7.642954720273248e-10,0.0,5.727725595989388e-10
24d00672121cee7e528e,0,0,0,0,0.0,0,0.0,0.0,1.4040927325512333e-10,0.0
253a2f932746b89ba983,0,0,0,0,0.0,0,0.0,0.0,4.093701597555582e-12,0.0
2543f9a4347233b7b107,0,0,0,0,0.0,0,1.3792387875028307e-08,0.0,-5.211172334972346e-09,0.0
2576d8fe8967ba52b060,0,0,0,0,0.0,0,-1.945720822255087e-09,0.0,-7.005228071914253e-09,0.0
262c88e6edd5d1a249f5,0,0,0,0,0.0,0,-1.6732402372797984e-10,0.0,9.025214806296973e-11,0.0
263beda7bb9b2b10d984,0,0,0,0,0.0,0,1.791048339263737e-09,0.0,1.7011566175956274e-11,0.0
267c6a7dda56f7875a8e,0,0,0,0,0.0,0,6.5869095281849425e-09,0.0,-3.243905902717156e-09,0.0
269e771612432c627df0,0,0,0,0,0.0,0,-1.402891276303268e-10,0.0,0.0,0.0
26f4db9b6e6adb12a172,0,0,0,0,0.0,0,3.2103410493349197e-09,0.0,-2.9854200626433923e-10,0.0
272851f49892278876c4,0,0,0,0,0.0,0,1.574335535692896e-09,0.0,-2.330367963864509e-09,0.0
2778a4aae4d5c833c7b3,0,0,0,0,0.0,0,-3.257495663808093e-11,0.0,0.0,0.0
27bf4322b0cfb2dd0ebc,0,0,0,0,0.0,0,2.072217727338748e-09,0.0,0.0,0.0
27f7aa6ab2caa8e7fdfd,0,0,0,0,0.0,0,9.449228465456746e-11,7.792639785104279e-11,0.0,0.0
2810deb9cda660032cc6,0,0,0,0,0.0,0,3.0687052687117105e-09,0.0,0.0,0.0
2815914e62afb371ebb3,0,0,0,0,0.0,0,3.569475104109262e-11,0.0,0.0,0.0
28202ffa0899039a6364,0,0,0,0,0.0,0,1.5176613317222626e-10,0.0,1.1566203537414718e-10,0.0
283eafb46163cdf982df,0,0,0,0,0.0,0,3.12445903920564e-10,0.0,1.0185125309253062e-10,0.0
287ecf08665072d39a75,0,0,0,0,0.0,0,0.0,0.0,-3.453404450499483e-10,0.0
28ad7e6852e99e34dc35,0,0,0,0,0.0,0,-1.5398313363557595e-10,0.0,5.0157125192153616e-11,0.0
28e5faefcfc58f5fac59,0,0,0,0,0.0,0,2.6244716946722855e-11,2.1999049015950455e-11,0.0,0.0
2973ca6f0174d7db193b,0,1,772590313021622519228963263751/25000000000000000000000000000000000000000000000000,618072250417298015383170611001/20000000000000000000000000000000000000000000000000,3.09036125208649e-20,1,1.4635106315976755e-10,7.248329145943316e-11,4.311674437787824e-10,4.247051348595059e-10
2994553def9b909b4e0a,0,0,0,0,0.0,0,-6.669092594804566e-09,0.0,3.921131435762455e-10,0.0
29c7a3b38a11136d817e,0,0,0,0,0.0,0,0.0,0.0,4.395985022979696e-12,0.0
2a2f14a09a31fc6b68c2,0,0,0,0,0.0,0,-2.410963049020384e-10,0.0,0.0,0.0
2a3167a622fdabe13170,0,0,0,0,0.0,0,-2.74830807010886e-10,-2.4208331981491866e-10,0.0,0.0
2a98d3feb6bf8f504b11,0,0,0,0,0.0,0,-4.929366789158011e-11,0.0,0.0,0.0
2a9e929aafe862a53bcf,0,0,0,0,0.0,0,0.0,0.0,3.2391544100681946e-11,0.0
2ab751988a2c6ebdb6fd,0,0,0,0,0.0,0,-3.312272841218578e-10,0.0,0.0,0.0
2acd3080f1424c5671b5,0,0,0,0,0.0,0,-2.3707307657258257e-10,0.0,0.0,0.0
2bd26f7f25f04b38d049,0,0,0,0,0.0,0,-3.434036190817492e-10,0.0,1.5077694499301557e-11,0.0
2bd7fe1f2c18dd73bccc,0,0,0,0,0.0,0,-2.1446325694157763e-09,0.0,5.151249250957729e-10,0.0
2bf3e7cfa2ff2b79df6f,0,0,0,0,0.0,0,-1.585624538458174e-11,0.0,0.0,0.0
2c27383d6204572bae59,0,0,0,0,0.0,0,-1.730586098815662e-10,0.0,0.0,0.0
2c334343ea0e40d2687a,0,0,0,0,0.0,0,-2.9586927837064725e-09,0.0,2.6107224071089087e-10,0.0
2c767655fbfee8061cb2,0,0,0,0,0.0,0,2.483369121750577e-09,0.0,-5.451060553005892e-11,0.0
2c98c4cf81071f7bc3fb,0,0,0,0,0.0,0,3.775949501205451e-10,0.0,-2.0365484104341945e-10,0.0
2d20b25ab353472497e9,0,0,0,0,0.0,0,-4.8803213234457096e-11,0.0,0.0,0.0
2d2ef75ae65f8b94c03c,0,0,0,0,0.0,0,-1.0179419218459189e-10,0.0,0.0,0.0
2d2f1c7fc3ed511b5cb1,0,0,0,0,0.0,0,5.586922358872168e-09,0.0,-1.9633760039243234e-09,0.0
2d6165804a2e0a552684,0,1,-9169496972647848400914305612261/100000000000000000000000000000000000000000000000000,-458474848632392420045715280613/5000000000000000000000000000000000000000000000000,-9.169496972647849e-20,1,2.64595717708397e-09,2.19238242158575e-09,-6.125961622209099e-10,-5.42238566722262e-10
2d6478d2056156018b96,0,0,0,0,0.0,0,5.142085090717308e-10,0.0,-1.484397574954615e-09,0.0
2d893c1f75173419db71,0,0,0,0,0.0,0,-1.9150843075483905e-09,0.0,0.0,0.0
2d8b8c90cae34ddf0483,0,0,0,0,0.0,0,-3.254331790610352e-11,0.0,0.0,0.0
2d97adbbb1011501c6b9,0,0,0,0,0.0,0,-2.510423336575258e-11,0.0,6.825905434418954e-12,0.0
2db71a4d33d484958d57,0,0,0,0,0.0,0,1.144545640300002e-10,0.0,0.0,0.0
2e01058cc79ee4ae321d,0,0,0,0,0.0,0,-5.526728048648363e-11,0.0,0.0,0.0
2e0173320b11cf88f3df,0,0,0,0,0.0,0,1.059860575442049e-08,0.0,-3.107613677391447e-09,0.0
2e06e6466d3eef2745af,0,0,0,0,0.0,0,4.0602567904583745e-09,0.0,0.0,0.0
2e5d38771f0521d1182d,0,0,0,0,0.0,0,-1.0847501400200559e-08,0.0,-1.2940617196044488e-10,0.0
2e83821ff4091aabbcc6,0,0,0,0,0.0,0,-3.3528215118329103e-10,0.0,0.0,0.0
2ebc905b2679a33401e4,0,0,0,0,0.0,0,-1.062910191417254e-09,0.0,2.996162368924269e-11,0.0
2ed3e2dbcf5e744b9d34,0,0,0,0,0.0,0,-6.912988794002964e-10,0.0,5.400035737185106e-10,0.0
2eef7ef2c8b6673473f5,1,1,5064416848435742052389007593011/4000000000000000000000000000000000000000000000000,31652605302723387827431297456319/25000000000000000000000000000000000000000000000000,1.2661042121089355e-18,1,4.3104891934293877e-10,1.0264413753344515e-09,-1.4455761216973237e-09,-5.050353234350921e-10
2ef6a5e0f682c0f72a65,0,0,0,0,0.0,0,-1.46097568852972e-09,0.0,1.0576239270643716e-11,0.0
2f42fb848e6de45ae6f9,0,0,0,0,0.0,0,1.2607690608634985e-10,0.0,0.0,0.0
2fa70e4ba13027a1c950,0,0,0,0,0.0,0,7.147804286764107e-09,0.0,-1.4632033159650579e-08,0.0
2fc9e5b2beb4a826e67d,0,0,0,0,0.0,0,-2.8520089576647672e-11,0.0,0.0,0.0
2fd63f07d2974a0de13a,0,0,0,0,0.0,0,-9.109283143048847e-10,0.0,9.8741834683505e-11,0.0
3048868c04a16636dc78,0,0,0,0,0.0,0,1.2167110071851147e-09,0.0,5.00915832286861e-11,0.0
30a5870327b0ecf3292a,0,0,0,0,0.0,0,-3.975820503967639e-10,0.0,1.2917864578400694e-11,0.0
30d38c4cf4a2f4489863,0,0,0,0,0.0,0,-2.9787104318546195e-10,0.0,6.228878192015319e-11,0.0
3106079735375d85766f,0,1,-662159541465874913934001565844097/25000000000000000000000000000000000000000000000000,-2648638165863499655736006263376387/100000000000000000000000000000000000000000000000000,-2.6486381658634998e-17,1,-2.048027393827071e-10,9.033761008667298e-09,3.0553870963743214e-09,-5.4455089923992915e-09
3111223c5e1c3661c19b,0,0,0,0,0.0,0,9.981905711164303e-10,0.0,0.0,0.0
31312f7f72e17d9f4fa8,0,0,0,0,0.0,0,-6.358924051129838e-10,0.0,0.0,0.0
31391bce22d345d6af46,0,0,0,0,0.0,0,-2.4655205941848894e-10,0.0,0.0,0.0
3143e4c9ec023f4cd3d1,0,0,0,0,0.0,0,-5.909285446772137e-10,0.0,5.2686610054623404e-11,0.0
314dd2d1e7a63e79c39e,0,1,768927988502669056583164543/50000000000000000000000000000000000000000000000000,1537855977005338113166329087/100000000000000000000000000000000000000000000000000,1.5378559770053382e-23,1,-1.529976377755256e-11,-1.4158162134626026e-11,7.478080465292995e-11,6.819583702297072e-11
321c82e1f001b9d56f02,0,0,0,0,0.0,0,-2.996816532477928e-10,0.0,0.0,0.0
32217ac00825f4c8c42a,0,1,764834257974501503559894109287/50000000000000000000000000000000000000000000000000,61186740637960120284791528743/4000000000000000000000000000000000000000000000000,1.529668515949003e-20,1,3.4546113397258373e-10,2.0376803210774812e-10,3.6013400607613254e-10,2.5670176512458607e-10
328ebe0f77e0dc82b254,0,0,0,0,0.0,0,-7.97237591298976e-10,0.0,-1.48631519759735e-10,0.0
329eb72e0a43013d4dbf,0,0,0,0,0.0,0,-3.260968264008915e-10,0.0,1.4267503348770229e-11,0.0
33133e3a174dea9a49c8,0,0,0,0,0.0,0,-1.1907262284688662e-10,0.0,0.0,0.0
3323a431f4d200fc52d8,0,0,0,0,0.0,0,-7.206303872071952e-09,0.0,-7.550164535662254e-10,0.0
33aac5dc415799f3952a,0,0,0,0,0.0,0,2.205912667946134e-10,0.0,0.0,0.0
33fff4bc1b7079cc666b,0,0,0,0,0.0,0,1.2891192110953885e-09,0.0,-3.2418099697542295e-10,0.0
34027c5964385b4477db,0,0,0,0,0.0,0,1.2831027236722954e-10,0.0,6.787065297245873e-11,0.0
340b25279664e341d457,0,0,0,0,0.0,0,1.802590541889521e-09,0.0,-1.1923740240799301e-10,0.0
345c96734195b83290e6,0,0,0,0,0.0,0,-2.036328055475352e-09,0.0,1.9615313280176478e-10,0.0
34692cf6647a112d7ad6,0,0,0,0,0.0,0,6.237958315171874e-10,0.0,-1.7347506607028092e-10,0.0
34c7a2e190865aa8f0d4,0,1,71438944745487775012719227093363/100000000000000000000000000000000000000000000000000,17859736186371943753179806773341/25000000000000000000000000000000000000000000000000,7.143894474548777e-19,1,1.294910892509783e-09,9.82015486950986e-10,2.1245874158079137e-09,2.1629034162582448e-09
3575fa3fe00c1ddb175d,0,0,0,0,0.0,0,-8.602475503809427e-10,0.0,0.0,0.0
357eee61b0413fe3168d,0,0,0,0,0.0,0,-1.6520380800579832e-09,0.0,3.1160846913520953e-10,0.0
359ca41f3479cde0a4fd,0,0,0,0,0.0,0,-1.549179412858055e-09,0.0,-1.4875159311578108e-10,0.0
35b71401f42ddb04dd56,0,0,0,0,0.0,0,-1.9879473714037585e-11,0.0,0.0,0.0
35b75af7d89bb9284157,0,0,0,0,0.0,0,-1.110551413775813e-09,0.0,9.694510282482718e-10,0.0
35cbf7dd2c300a3930b0,0,0,0,0,0.0,0,-3.541155494463978e-09,0.0,-3.1094620364390485e-10,0.0
3600ddd147d481e35393,0,0,0,0,0.0,0,0.0,0.0,-1.5814585938972347e-09,0.0
3638880fa68f1ee649f8,0,0,0,0,0.0,0,5.226644577803991e-11,0.0,2.4447197070198535e-10,0.0
3648ddb809aee5a130b3,0,0,0,0,0.0,0,-1.2616358581885797e-09,0.0,1.1946760915825877e-10,0.0
36b5540a47cb16bcc140,0,0,0,0,0.0,0,-2.9065541366349027e-10,0.0,0.0,0.0
36c0117ad1bb80ee90f4,0,0,0,0,0.0,0,1.2185051244387976e-10,0.0,3.429828764397141e-10,0.0
36c1858ee21754958b97,0,0,0,0,0.0,0,0.0,5.134820818381874e-09,0.0,-7.201953812944208e-10
3728d10002f8ee737bdd,0,0,0,0,0.0,0,-1.7672173907051032e-09,0.0,-1.883571341106086e-09,0.0
372ec435a877e112d5aa,0,0,0,0,0.0,0,1.4899881113697866e-11,0.0,0.0,0.0
3740ee4409c42f51f468,0,0,0,0,0.0,0,-4.320307931305044e-12,0.0,0.0,0.0
