n,a,b,orientation,batch,samples,tau1,tau2,kind,ell_x,ell_y,count
145,12,1,first,0,60000,44,97,LINE,1,0,1
145,12,1,first,0,60000,45,87,LINE,1,0,1
145,12,1,first,0,60000,47,81,LINE,1,0,1
145,12,1,first,0,60000,47,94,LINE,0,1,1
145,12,1,first,0,60000,48,71,LINE,0,1,1
145,12,1,first,0,60000,48,79,LINE,0,1,1
145,12,1,first,0,60000,48,105,LINE,0,1,1
145,12,1,first,0,60000,49,71,LINE,0,1,1
145,12,1,first,0,60000,49,74,LINE,0,1,1
145,12,1,first,0,60000,49,80,LINE,1,0,1
145,12,1,first,0,60000,49,82,LINE,1,0,1
145,12,1,first,0,60000,49,88,LINE,0,1,1
145,12,1,first,0,60000,49,92,LINE,0,1,1
145,12,1,first,0,60000,49,93,LINE,0,1,1
145,12,1,first,0,60000,49,99,LINE,1,0,1
145,12,1,first,0,60000,50,77,LINE,0,1,1
145,12,1,first,0,60000,50,78,LINE,0,1,1
145,12,1,first,0,60000,50,87,LINE,1,0,1
145,12,1,first,0,60000,50,88,LINE,1,0,1
145,12,1,first,0,60000,50,89,LINE,1,0,1
145,12,1,first,0,60000,50,91,LINE,0,1,1
145,12,1,first,0,60000,50,94,LINE,0,1,1
145,12,1,first,0,60000,50,96,LINE,1,0,1
145,12,1,first,0,60000,51,82,LINE,0,1,1
145,12,1,first,0,60000,51,85,LINE,1,0,1
145,12,1,first,0,60000,51,88,LINE,1,0,1
145,12,1,first,0,60000,51,93,LINE,1,0,1
145,12,1,first,0,60000,51,98,LINE,1,0,1
145,12,1,first,0,60000,52,75,LINE,1,0,1
145,12,1,first,0,60000,52,78,LINE,0,1,1
145,12,1,first,0,60000,52,85,LINE,0,1,1
145,12,1,first,0,60000,52,90,LINE,0,1,1
145,12,1,first,0,60000,52,91,LINE,0,1,1
145,12,1,first,0,60000,52,92,LINE,0,1,1
145,12,1,first,0,60000,52,96,LINE,0,1,1
145,12,1,first,0,60000,53,69,LINE,1,0,1
145,12,1,first,0,60000,53,74,LINE,0,1,1
145,12,1,first,0,60000,53,80,LINE,1,0,1
145,12,1,first,0,60000,53,81,LINE,1,0,1
145,12,1,first,0,60000,53,83,LINE,0,1,1
145,12,1,first,0,60000,53,86,LINE,1,0,1
145,12,1,first,0,60000,53,87,LINE,0,1,1
145,12,1,first,0,60000,53,89,LINE,0,1,1
145,12,1,first,0,60000,53,91,LINE,1,0,1
145,12,1,first,0,60000,53,92,LINE,1,0,1
145,12,1,first,0,60000,54,81,LINE,1,0,1
145,12,1,first,0,60000,54,87,LINE,0,1,1
145,12,1,first,0,60000,54,88,LINE,0,1,1
145,12,1,first,0,60000,54,89,LINE,1,0,1
145,12,1,first,0,60000,54,93,LINE,1,0,1
145,12,1,first,0,60000,54,94,LINE,1,0,1
145,12,1,first,0,60000,54,95,LINE,1,0,1
145,12,1,first,0,60000,54,96,LINE,1,0,1
145,12,1,first,0,60000,54,97,LINE,0,1,1
145,12,1,first,0,60000,54,104,LINE,0,1,1
145,12,1,first,0,60000,55,65,LINE,1,0,1
145,12,1,first,0,60000,55,71,LINE,0,1,1
145,12,1,first,0,60000,55,75,LINE,0,1,3
145,12,1,first,0,60000,55,78,LINE,0,1,1
145,12,1,first,0,60000,55,78,LINE,1,0,2
145,12,1,first,0,60000,55,80,LINE,0,1,1
145,12,1,first,0,60000,55,80,LINE,1,0,2
145,12,1,first,0,60000,55,81,LINE,0,1,1
145,12,1,first,0,60000,55,81,LINE,1,0,1
145,12,1,first,0,60000,55,84,LINE,1,0,1
145,12,1,first,0,60000,55,85,LINE,1,0,2
145,12,1,first,0,60000,55,86,LINE,0,1,1
145,12,1,first,0,60000,55,87,LINE,0,1,1
145,12,1,first,0,60000,55,87,LINE,1,0,1
145,12,1,first,0,60000,55,90,LINE,0,1,1
145,12,1,first,0,60000,55,92,LINE,0,1,2
145,12,1,first,0,60000,55,93,LINE,0,1,1
145,12,1,first,0,60000,55,97,LINE,1,0,1
145,12,1,first,0,60000,56,67,LINE,0,1,1
145,12,1,first,0,60000,56,69,LINE,1,-1,1
145,12,1,first,0,60000,56,69,LINE,1,0,1
145,12,1,first,0,60000,56,75,LINE,0,1,1
145,12,1,first,0,60000,56,79,LINE,0,1,2
145,12,1,first,0,60000,56,81,LINE,0,1,1
145,12,1,first,0,60000,56,82,LINE,0,1,2
145,12,1,first,0,60000,56,82,LINE,1,0,2
145,12,1,first,0,60000,56,87,LINE,0,1,1
145,12,1,first,0,60000,56,89,LINE,1,0,1
145,12,1,first,0,60000,56,90,LINE,1,0,2
145,12,1,first,0,60000,56,92,LINE,0,1,2
145,12,1,first,0,60000,56,92,LINE,1,0,2
145,12,1,first,0,60000,56,93,LINE,0,1,1
145,12,1,first,0,60000,56,93,LINE,1,0,1
145,12,1,first,0,60000,56,94,LINE,1,0,1
145,12,1,first,0,60000,56,95,LINE,0,1,1
145,12,1,first,0,60000,56,98,LINE,0,1,1
145,12,1,first,0,60000,56,98,LINE,1,0,1
145,12,1,first,0,60000,56,99,LINE,0,1,1
145,12,1,first,0,60000,56,115,LINE,1,0,1
145,12,1,first,0,60000,57,67,LINE,1,0,1
145,12,1,first,0,60000,57,74,LINE,0,1,1
145,12,1,first,0,60000,57,75,LINE,0,1,1
145,12,1,first,0,60000,57,77,LINE,0,1,2
145,12,1,first,0,60000,57,79,LINE,1,0,1
145,12,1,first,0,60000,57,80,LINE,1,0,1
145,12,1,first,0,60000,57,81,LINE,0,1,1
145,12,1,first,0,60000,57,81,LINE,1,0,1
145,12,1,first,0,60000,57,82,LINE,1,0,1
145,12,1,first,0,60000,57,83,LINE,0,1,1
145,12,1,first,0,60000,57,83,LINE,1,0,1
145,12,1,first,0,60000,57,84,LINE,0,1,2
145,12,1,first,0,60000,57,85,LINE,0,1,2
145,12,1,first,0,60000,57,85,LINE,1,0,1
145,12,1,first,0,60000,57,87,LINE,0,1,3
145,12,1,first,0,60000,57,87,LINE,1,0,2
145,12,1,first,0,60000,57,90,LINE,0,1,1
145,12,1,first,0,60000,57,91,LINE,0,1,1
145,12,1,first,0,60000,57,91,LINE,1,0,1
145,12,1,first,0,60000,57,92,LINE,1,0,1
145,12,1,first,0,60000,57,93,LINE,0,1,1
145,12,1,first,0,60000,57,94,LINE,0,1,2
145,12,1,first,0,60000,57,94,LINE,1,0,1
145,12,1,first,0,60000,57,95,LINE,1,0,1
145,12,1,first,0,60000,57,97,LINE,0,1,1
145,12,1,first,0,60000,57,98,LINE,0,1,1
145,12,1,first,0,60000,57,98,LINE,1,0,1
145,12,1,first,0,60000,57,100,LINE,1,0,1
145,12,1,first,0,60000,57,101,LINE,1,0,1
145,12,1,first,0,60000,57,102,LINE,1,0,1
145,12,1,first,0,60000,57,104,LINE,0,1,1
145,12,1,first,0,60000,58,66,LINE,0,1,1
145,12,1,first,0,60000,58,72,LINE,1,0,1
145,12,1,first,0,60000,58,75,LINE,1,0,1
145,12,1,first,0,60000,58,79,LINE,0,1,1
145,12,1,first,0,60000,58,80,LINE,1,0,1
145,12,1,first,0,60000,58,82,LINE,1,0,1
145,12,1,first,0,60000,58,83,LINE,0,1,1
145,12,1,first,0,60000,58,83,LINE,1,0,1
145,12,1,first,0,60000,58,84,LINE,1,0,2
145,12,1,first,0,60000,58,85,LINE,0,1,1
145,12,1,first,0,60000,58,85,LINE,1,0,1
145,12,1,first,0,60000,58,86,LINE,0,1,1
145,12,1,first,0,60000,58,87,LINE,0,1,2
145,12,1,first,0,60000,58,87,LINE,1,0,4
145,12,1,first,0,60000,58,88,LINE,0,1,1
145,12,1,first,0,60000,58,88,LINE,1,0,1
145,12,1,first,0,60000,58,89,LINE,0,1,4
145,12,1,first,0,60000,58,89,LINE,1,0,2
145,12,1,first,0,60000,58,90,LINE,1,0,1
145,12,1,first,0,60000,58,91,LINE,1,0,1
145,12,1,first,0,60000,58,92,LINE,0,1,2
145,12,1,first,0,60000,58,92,LINE,1,0,1
145,12,1,first,0,60000,58,93,LINE,0,1,1
145,12,1,first,0,60000,58,94,LINE,0,1,1
145,12,1,first,0,60000,58,95,LINE,0,1,1
145,12,1,first,0,60000,58,95,LINE,1,0,2
145,12,1,first,0,60000,58,96,LINE,1,0,1
145,12,1,first,0,60000,58,97,LINE,1,0,2
145,12,1,first,0,60000,58,99,LINE,1,0,1
145,12,1,first,0,60000,58,100,LINE,0,1,2
145,12,1,first,0,60000,58,100,LINE,1,0,1
145,12,1,first,0,60000,58,101,LINE,0,1,1
145,12,1,first,0,60000,58,102,LINE,0,1,1
145,12,1,first,0,60000,58,103,LINE,1,0,1
145,12,1,first,0,60000,58,104,LINE,0,1,1
145,12,1,first,0,60000,58,104,LINE,1,0,1
145,12,1,first,0,60000,58,105,LINE,1,0,1
145,12,1,first,0,60000,58,106,LINE,0,1,1
145,12,1,first,0,60000,59,61,LINE,1,0,1
145,12,1,first,0,60000,59,64,LINE,1,0,1
145,12,1,first,0,60000,59,68,LINE,0,1,1
145,12,1,first,0,60000,59,73,LINE,1,0,1
145,12,1,first,0,60000,59,76,LINE,1,0,1
145,12,1,first,0,60000,59,77,LINE,0,1,1
145,12,1,first,0,60000,59,77,LINE,1,0,1
145,12,1,first,0,60000,59,79,LINE,0,1,2
145,12,1,first,0,60000,59,80,LINE,1,1,1
145,12,1,first,0,60000,59,81,LINE,0,1,2
145,12,1,first,0,60000,59,81,LINE,1,0,1
145,12,1,first,0,60000,59,82,LINE,0,1,1
145,12,1,first,0,60000,59,82,LINE,1,0,1
145,12,1,first,0,60000,59,83,LINE,0,1,1
145,12,1,first,0,60000,59,83,LINE,1,0,2
145,12,1,first,0,60000,59,83,LINE,1,1,1
145,12,1,first,0,60000,59,84,LINE,0,1,1
145,12,1,first,0,60000,59,84,LINE,1,0,1
145,12,1,first,0,60000,59,85,LINE,0,1,1
145,12,1,first,0,60000,59,86,LINE,0,1,1
145,12,1,first,0,60000,59,86,LINE,1,0,2
145,12,1,first,0,60000,59,87,LINE,0,1,1
145,12,1,first,0,60000,59,87,LINE,1,0,2
145,12,1,first,0,60000,59,88,LINE,1,0,3
145,12,1,first,0,60000,59,89,LINE,0,1,1
145,12,1,first,0,60000,59,89,LINE,1,0,4
145,12,1,first,0,60000,59,89,LINE,1,1,1
145,12,1,first,0,60000,59,90,LINE,0,1,1
145,12,1,first,0,60000,59,92,LINE,0,1,2
145,12,1,first,0,60000,59,93,LINE,0,1,3
145,12,1,first,0,60000,59,93,LINE,1,0,2
145,12,1,first,0,60000,59,94,LINE,0,1,2
145,12,1,first,0,60000,59,94,LINE,1,0,1
145,12,1,first,0,60000,59,95,LINE,1,1,1
145,12,1,first,0,60000,59,96,LINE,1,0,2
145,12,1,first,0,60000,59,97,LINE,0,1,1
145,12,1,first,0,60000,59,97,LINE,1,0,1
145,12,1,first,0,60000,59,99,LINE,0,1,1
145,12,1,first,0,60000,59,99,LINE,1,0,1
145,12,1,first,0,60000,59,100,LINE,1,0,2
145,12,1,first,0,60000,59,101,LINE,0,1,1
145,12,1,first,0,60000,59,101,LINE,1,0,1
145,12,1,first,0,60000,59,102,LINE,1,0,1
145,12,1,first,0,60000,59,104,LINE,0,1,1
145,12,1,first,0,60000,59,105,LINE,0,1,3
145,12,1,first,0,60000,59,107,LINE,0,1,1
145,12,1,first,0,60000,59,120,LINE,0,1,1
145,12,1,first,0,60000,60,69,LINE,0,1,1
145,12,1,first,0,60000,60,72,LINE,0,1,1
145,12,1,first,0,60000,60,73,LINE,1,0,1
145,12,1,first,0,60000,60,75,LINE,1,0,1
145,12,1,first,0,60000,60,76,LINE,0,1,1
145,12,1,first,0,60000,60,76,LINE,1,0,1
145,12,1,first,0,60000,60,77,LINE,0,1,1
145,12,1,first,0,60000,60,77,LINE,1,0,1
145,12,1,first,0,60000,60,78,LINE,0,1,1
145,12,1,first,0,60000,60,78,LINE,1,0,1
145,12,1,first,0,60000,60,79,LINE,0,1,3
145,12,1,first,0,60000,60,79,LINE,1,0,2
145,12,1,first,0,60000,60,80,LINE,1,0,1
145,12,1,first,0,60000,60,81,LINE,0,1,2
145,12,1,first,0,60000,60,81,LINE,1,0,2
145,12,1,first,0,60000,60,82,LINE,0,1,2
145,12,1,first,0,60000,60,82,LINE,1,0,3
145,12,1,first,0,60000,60,83,LINE,0,1,1
145,12,1,first,0,60000,60,83,LINE,1,0,1
145,12,1,first,0,60000,60,84,LINE,0,1,1
145,12,1,first,0,60000,60,84,LINE,1,0,3
145,12,1,first,0,60000,60,85,LINE,1,0,2
145,12,1,first,0,60000,60,86,LINE,0,1,1
145,12,1,first,0,60000,60,86,LINE,1,0,1
145,12,1,first,0,60000,60,87,LINE,0,1,1
145,12,1,first,0,60000,60,87,LINE,1,0,2
145,12,1,first,0,60000,60,88,LINE,0,1,2
145,12,1,first,0,60000,60,88,LINE,1,0,4
145,12,1,first,0,60000,60,89,LINE,0,1,2
145,12,1,first,0,60000,60,89,LINE,1,-1,1
145,12,1,first,0,60000,60,89,LINE,1,0,3
145,12,1,first,0,60000,60,90,LINE,0,1,1
