stage,mode,N,a1,b1,a2,b2,t,p,channel,observable,mean,batch_se,z_batch,samples,batches
pilot_n85,site,85,9,2,7,6,1,0.59274605079,direction_0,matching_delta,-0.0026050000000000795,0.001386124377346302,-1.8793407305824041,200000,20
pilot_n85,site,85,9,2,7,6,1,0.59274605079,direction_0,M_delta,0.0033450000000000424,0.001994881278620229,1.6767915142868206,200000,20
pilot_n85,site,85,9,2,7,6,1,0.59274605079,direction_0,S_delta,-0.0009325000000000583,0.000912156748706341,-1.0223023634069133,200000,20
pilot_n85,site,85,9,2,7,6,1,0.59274605079,direction_1,o1_primal,0.520625,0.0010931334728539247,476.26846394225373,200000,20
pilot_n85,site,85,9,2,7,6,1,0.59274605079,direction_1,o1_matching,0.518475,0.0012252792377765622,423.1484416081711,200000,20
pilot_n85,site,85,9,2,7,6,1,0.59274605079,direction_1,o2_primal,0.518065,0.00124315547149815,416.73387752190814,200000,20
pilot_n85,site,85,9,2,7,6,1,0.59274605079,direction_1,o2_matching,0.51926,0.0011559548343025204,449.2044019291731,200000,20
pilot_n85,site,85,9,2,7,6,1,0.59274605079,direction_1,o1_M,0.0021499999999999853,0.0016455921986356517,1.30652053514992,200000,20
pilot_n85,site,85,9,2,7,6,1,0.59274605079,direction_1,o2_M,-0.0011950000000000571,0.001980915192530967,-0.60325651724304,200000,20
pilot_n85,site,85,9,2,7,6,1,0.59274605079,direction_1,o1_S,0.51955,0.0008192262074344117,634.1960197136342,200000,20
pilot_n85,site,85,9,2,7,6,1,0.59274605079,direction_1,o2_S,0.5186625,0.0006781056721718049,764.8697264820868,200000,20
pilot_n85,site,85,9,2,7,6,1,0.59274605079,direction_1,primal_delta,0.0025600000000000067,0.0015700050284867468,1.6305680259301265,200000,20
pilot_n85,site,85,9,2,7,6,1,0.59274605079,direction_1,matching_delta,-0.0007850000000000357,0.0014860628838433596,-0.528241441553142,200000,20
pilot_n85,site,85,9,2,7,6,1,0.59274605079,direction_1,M_delta,0.0033450000000000424,0.0019948812786202245,1.6767915142868242,200000,20
pilot_n85,site,85,9,2,7,6,1,0.59274605079,direction_1,S_delta,0.0008874999999999855,0.0011583442981937153,0.7661797976507713,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,cross,o1_primal,0.314325,0.0011330414355780814,277.4170388919893,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,cross,o1_matching,0.312175,0.0009343130040161511,334.12250354871816,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,cross,o2_primal,0.31401,0.0012127806240640813,258.9173950914046,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,cross,o2_matching,0.31351,0.0010009179996909152,313.2224618768094,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,cross,o1_M,0.0021500000000000408,0.0016455921986356537,1.3065205351499523,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,cross,o2_M,0.0005000000000000004,0.0018807893079908317,0.2658458328509584,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,cross,o1_S,0.31325000000000003,0.000633536440193168,494.4466965538537,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,cross,o2_S,0.31376000000000004,0.0005932914434256632,528.8463258265629,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,cross,primal_delta,0.0003150000000000097,0.0010494177583683934,0.3001664470494222,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,cross,matching_delta,-0.0013350000000000306,0.0009117731423758286,-1.4641800004345267,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,cross,M_delta,0.0016500000000000403,0.0013301661946024468,1.2404464996144213,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,cross,S_delta,-0.0005100000000000104,0.0007238566301779862,-0.7045594096093429,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,both,o1_primal,0.352145,0.0011853597055657616,297.07859845963327,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,both,o1_matching,0.349995,0.0010292939583187964,340.03405652129396,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,both,o2_primal,0.35243,0.0011071799169155186,318.3132159602671,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,both,o2_matching,0.35193,0.001053767676382927,333.9730453756229,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,both,o1_M,0.0021499999999999853,0.0016455921986356526,1.3065205351499194,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,both,o2_M,0.0005000000000000004,0.001880789307990831,0.26584583285095853,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,both,o1_S,0.35107,0.0007451633519253555,471.13159697521917,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,both,o2_S,0.35218000000000005,0.0005327238842422082,661.0929421739197,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,both,primal_delta,-0.0002850000000000352,0.0010442896099615712,-0.27291279859666795,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,both,matching_delta,-0.00193500000000002,0.0011047332376260763,-1.751554071241738,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,both,M_delta,0.0016499999999999848,0.0013301661946024503,1.2404464996143763,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,both,S_delta,-0.0011100000000000276,0.0008444836479050087,-1.3144126624046668,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,either,o1_primal,0.687825,0.0009343130040161514,736.1826251410171,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,either,o1_matching,0.685675,0.0011330414355780825,605.1632168687333,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,either,o2_primal,0.68649,0.0010009179996909152,685.8603803827976,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,either,o2_matching,0.68599,0.0012127806240640805,565.6340366827578,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,either,o1_M,0.0021499999999999853,0.0016455921986356535,1.3065205351499187,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,either,o2_M,0.000500000000000056,0.0018807893079908291,0.26584583285098834,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,either,o1_S,0.68675,0.0006335364401931705,1083.9944736100804,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,either,o2_S,0.68624,0.000593291443425663,1156.6659313973119,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,either,primal_delta,0.001334999999999975,0.0009117731423758284,1.4641800004344663,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,either,matching_delta,-0.0003149999999999542,0.001049417758368397,-0.3001664470493683,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,either,M_delta,0.0016499999999999293,0.0013301661946024446,1.2404464996143398,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,either,S_delta,0.0005100000000000104,0.0007238566301779896,0.7045594096093396,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_0,o1_primal,0.519345,0.0011239609236511493,462.0667756961916,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_0,o1_matching,0.517195,0.0010110045811755224,511.5654366260569,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_0,o2_primal,0.519975,0.0013393218040250257,388.2375381609811,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_0,o2_matching,0.519475,0.0009870443652376373,526.2934659223074,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_0,o1_M,0.0021499999999999853,0.0016455921986356574,1.3065205351499156,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_0,o2_M,0.0004999999999999449,0.0018807893079908326,0.2658458328509288,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_0,o1_S,0.51827,0.0006824337253343261,759.4437097112956,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_0,o2_S,0.519725,0.0007068787955363728,735.2391998201583,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_0,primal_delta,-0.0006300000000000194,0.0014335105969538403,-0.43948053215563754,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_0,matching_delta,-0.0022800000000000598,0.0011631762322917476,-1.960150093084253,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_0,M_delta,0.0016500000000000403,0.001330166194602451,1.2404464996144176,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_0,S_delta,-0.0014550000000000396,0.0011232231582183033,-1.2953792746830581,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_1,o1_primal,0.520625,0.0010931334728539247,476.26846394225373,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_1,o1_matching,0.518475,0.0012252792377765622,423.1484416081711,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_1,o2_primal,0.518945,0.0008402842564150208,617.5826763838478,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_1,o2_matching,0.518445,0.001370832920066059,378.1970745019873,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_1,o1_M,0.0021499999999999853,0.0016455921986356517,1.30652053514992,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_1,o2_M,0.0004999999999999449,0.0018807893079908302,0.26584583285092916,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_1,o1_S,0.51955,0.0008192262074344117,634.1960197136342,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_1,o2_S,0.518695,0.0006389743014353034,811.7619109796362,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_1,primal_delta,0.0016800000000000148,0.0010804872195352196,1.554854115463467,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_1,matching_delta,2.999999999997449e-05,0.0015064091147668432,0.019914908709655402,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_1,M_delta,0.0016500000000000403,0.0013301661946024416,1.2404464996144262,200000,20
pilot_n85,site,85,9,2,7,6,3,0.59274605079,direction_1,S_delta,0.0008549999999999947,0.0011296127655086063,0.7568965455299475,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,cross,o1_primal,0.312125,0.0007106659219574118,439.2007416653711,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,cross,o1_matching,0.31233,0.0009411107658953908,331.87379351977046,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,cross,o2_primal,0.311955,0.0010000124999218762,311.9511006356128,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,cross,o2_matching,0.31033,0.0009626744544565195,322.3623505987781,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,cross,o1_M,-0.00020500000000001073,0.0013582394758230997,-0.15093067433913282,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,cross,o2_M,0.0016249999999999876,0.001686586009790503,0.9634848092934405,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,cross,o1_S,0.3122275,0.0004839050988952708,645.224653992691,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,cross,o2_S,0.3111425,0.0005022354632304619,619.5151931300903,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,cross,primal_delta,0.00017000000000000348,0.0012050354875752787,0.14107468348676624,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,cross,matching_delta,0.0020000000000000018,0.0010700959130647589,1.868991345151477,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,cross,M_delta,-0.0018299999999999983,0.0018483292597996678,-0.9900833362332553,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,cross,S_delta,0.0010850000000000026,0.0006667290540984005,1.6273477109336694,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,both,o1_primal,0.351665,0.000836700128638188,420.29992342940056,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,both,o1_matching,0.35187,0.0007995097181858913,440.10722070821396,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,both,o2_primal,0.35179,0.0012523220537528652,280.9101691899316,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,both,o2_matching,0.350165,0.0010155702313167912,344.7964396770227,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,both,o1_M,-0.00020500000000001073,0.0013582394758231019,-0.15093067433913257,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,both,o2_M,0.0016249999999999876,0.001686586009790505,0.9634848092934394,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,both,o1_S,0.3517675,0.0004565499194473348,770.4907722376196,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,both,o2_S,0.3509775,0.0007672702381958102,457.4366142824756,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,both,primal_delta,-0.00012499999999998623,0.0013527530408295842,-0.09240415377172555,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,both,matching_delta,0.001705000000000012,0.0011727043644140607,1.453904369880905,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,both,M_delta,-0.0018299999999999983,0.0018483292597996665,-0.990083336233256,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,both,S_delta,0.0007900000000000129,0.0008651635075156837,0.9131221938249536,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,either,o1_primal,0.68767,0.0009411107658953926,730.7003860972054,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,either,o1_matching,0.687875,0.0007106659219574109,967.9301887803525,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,either,o2_primal,0.68967,0.0009626744544565207,716.410409362482,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,either,o2_matching,0.688045,0.001000012499921879,688.0363995987551,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,either,o1_M,-0.00020500000000001073,0.0013582394758230995,-0.15093067433913285,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,either,o2_M,0.0016249999999999876,0.0016865860097905068,0.9634848092934383,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,either,o1_S,0.6877725,0.0004839050988952711,1421.2962450078476,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,either,o2_S,0.6888575,0.0005022354632304657,1371.5827543701296,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,either,primal_delta,-0.0020000000000000018,0.0010700959130647582,-1.8689913451514784,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,either,matching_delta,-0.00017000000000000348,0.0012050354875752806,-0.14107468348676602,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,either,M_delta,-0.0018299999999999983,0.0018483292597996667,-0.9900833362332558,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,either,S_delta,-0.0010850000000000026,0.0006667290540984024,-1.6273477109336647,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_0,o1_primal,0.520515,0.0011142681100402348,467.1362262904615,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_0,o1_matching,0.52072,0.0007404692679930132,703.2297254028823,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_0,o2_primal,0.52013,0.0010810594219025202,481.1298893123198,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_0,o2_matching,0.518505,0.0009464191516058391,547.8597924822477,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_0,o1_M,-0.00020500000000001073,0.0013582394758231012,-0.15093067433913265,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_0,o2_M,0.0016249999999999876,0.0016865860097905053,0.9634848092934392,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_0,o1_S,0.5206175,0.0006585897513067729,790.5034947279265,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_0,o2_S,0.5193175,0.0005666182577361926,916.5209431740285,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_0,primal_delta,0.0003849999999999687,0.0013754095083972175,0.2799166340275008,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_0,matching_delta,0.002214999999999967,0.0010566898414637283,2.0961685379048838,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_0,M_delta,-0.0018299999999999983,0.0018483292597996678,-0.9900833362332553,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_0,S_delta,0.0012999999999999678,0.0008062828940658239,1.612337319280691,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_1,o1_primal,0.51882,0.0008342535270338523,621.8972808477528,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_1,o1_matching,0.519025,0.0009735414191172587,533.1308866864819,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_1,o2_primal,0.52133,0.0010838552049342923,480.9959832518451,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_1,o2_matching,0.519705,0.000992006870731722,523.8925408013114,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_1,o1_M,-0.00020500000000001073,0.0013582394758231027,-0.1509306743391325,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_1,o2_M,0.0016249999999999876,0.0016865860097905003,0.963484809293442,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_1,o1_S,0.5189225,0.0006005641536352126,864.0583971903152,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_1,o2_S,0.5205175,0.0006068498795548925,857.7368432235417,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_1,primal_delta,-0.0025100000000000122,0.0009868583858306192,-2.543424706157201,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_1,matching_delta,-0.0006800000000000139,0.0012654435461216928,-0.5373609925816643,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_1,M_delta,-0.0018299999999999983,0.0018483292597996615,-0.9900833362332586,200000,20
pilot_n145,site,145,12,1,9,8,1,0.59274605079,direction_1,S_delta,-0.001595000000000013,0.0006584361456471986,-2.422406501441738,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,cross,o1_primal,0.312125,0.0007106659219574118,439.2007416653711,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,cross,o1_matching,0.31233,0.0009411107658953908,331.87379351977046,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,cross,o2_primal,0.31269,0.0009795514548157117,319.2175341711152,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,cross,o2_matching,0.31186,0.0010083963297705606,309.2633231528691,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,cross,o1_M,-0.00020500000000001073,0.0013582394758230997,-0.15093067433913282,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,cross,o2_M,0.0008299999999999974,0.0016812604920431766,0.49367721654562147,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,cross,o1_S,0.3122275,0.0004839050988952708,645.224653992691,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,cross,o2_S,0.312275,0.0005305967345704673,588.5354727122383,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,cross,primal_delta,-0.0005650000000000377,0.0013213484938142765,-0.42759347942273573,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,cross,matching_delta,0.00046999999999997044,0.0011799219421104444,0.39833143467042753,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,cross,M_delta,-0.0010350000000000081,0.002098775018659066,-0.4931448062790851,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,cross,S_delta,-4.7500000000033626e-05,0.0006840136482941179,-0.06944305880225533,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,both,o1_primal,0.351665,0.000836700128638188,420.29992342940056,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,both,o1_matching,0.35187,0.0007995097181858913,440.10722070821396,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,both,o2_primal,0.352125,0.0010489562481468511,335.690836125992,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,both,o2_matching,0.351295,0.0011145089785003501,315.20158812241425,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,both,o1_M,-0.00020500000000001073,0.0013582394758231019,-0.15093067433913257,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,both,o2_M,0.0008299999999999974,0.0016812604920431774,0.49367721654562124,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,both,o1_S,0.3517675,0.0004565499194473348,770.4907722376196,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,both,o2_S,0.35171,0.0006815867709366054,516.016470678702,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,both,primal_delta,-0.00046000000000001595,0.0014750450483754212,-0.31185488233505054,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,both,matching_delta,0.0005749999999999922,0.0013237680469422367,0.4343661273046898,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,both,M_delta,-0.0010350000000000081,0.002098775018659072,-0.49314480627908364,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,both,S_delta,5.7499999999988116e-05,0.0009288948937765829,0.061901513707554055,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,either,o1_primal,0.68767,0.0009411107658953926,730.7003860972054,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,either,o1_matching,0.687875,0.0007106659219574109,967.9301887803525,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,either,o2_primal,0.68814,0.0010083963297705552,682.4102584314002,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,either,o2_matching,0.68731,0.0009795514548157152,701.6578829228577,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,either,o1_M,-0.00020500000000001073,0.0013582394758230995,-0.15093067433913285,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,either,o2_M,0.0008299999999999974,0.0016812604920431735,0.49367721654562235,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,either,o1_S,0.6877725,0.0004839050988952711,1421.2962450078476,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,either,o2_S,0.6877249999999999,0.0005305967345704656,1296.1350027092317,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,either,primal_delta,-0.00046999999999997044,0.0011799219421104413,-0.39833143467042853,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,either,matching_delta,0.0005650000000000377,0.00132134849381428,0.4275934794227346,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,either,M_delta,-0.0010350000000000081,0.0020987750186590637,-0.4931448062790856,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,either,S_delta,4.7500000000033626e-05,0.0006840136482941205,0.06944305880225507,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_0,o1_primal,0.520515,0.0011142681100402348,467.1362262904615,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_0,o1_matching,0.52072,0.0007404692679930132,703.2297254028823,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_0,o2_primal,0.519625,0.0011454228132234106,453.65344045984966,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_0,o2_matching,0.518795,0.0010926181737845124,474.81820497552644,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_0,o1_M,-0.00020500000000001073,0.0013582394758231012,-0.15093067433913265,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_0,o2_M,0.0008299999999999974,0.0016812604920431742,0.4936772165456222,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_0,o1_S,0.5206175,0.0006585897513067729,790.5034947279265,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_0,o2_S,0.51921,0.0007390837143667186,702.5049935579805,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_0,primal_delta,0.0008899999999999464,0.0016457904835638954,0.5407735728746504,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_0,matching_delta,0.0019249999999999545,0.001340303873636201,1.4362414657338054,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_0,M_delta,-0.0010350000000000081,0.002098775018659064,-0.49314480627908547,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_0,S_delta,0.0014074999999999505,0.0010729893988292729,1.3117557373219701,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_1,o1_primal,0.51882,0.0008342535270338523,621.8972808477528,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_1,o1_matching,0.519025,0.0009735414191172587,533.1308866864819,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_1,o2_primal,0.52064,0.001068407570565703,487.3046713103412,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_1,o2_matching,0.51981,0.0011593759664487377,448.3532650691562,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_1,o1_M,-0.00020500000000001073,0.0013582394758231027,-0.1509306743391325,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_1,o2_M,0.0008299999999999974,0.001681260492043176,0.4936772165456217,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_1,o1_S,0.5189225,0.0006005641536352126,864.0583971903152,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_1,o2_S,0.5202249999999999,0.0007322325270596852,710.4642047096547,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_1,primal_delta,-0.0018200000000000438,0.0013334285053752857,-1.3649025745762164,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_1,matching_delta,-0.0007850000000000357,0.0016188247036206928,-0.48491970640446147,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_1,M_delta,-0.0010350000000000081,0.0020987750186590637,-0.4931448062790856,200000,20
pilot_n145,site,145,12,1,9,8,8,0.59274605079,direction_1,S_delta,-0.0013025000000000397,0.0010479018824599744,-1.2429598818377825,200000,20
