n,a,b,orientation,batch,k,samples,sum_rank1,sum_rank1_s,sum_line4_re,sum_line4_im,sum_line4_s_re,sum_line4_s_im
65,8,1,first,0,0,1000,0,0,0,0,0,0
65,8,1,first,0,1,1000,0,0,0,0,0,0
65,8,1,first,0,2,1000,0,0,0,0,0,0
65,8,1,first,0,3,1000,0,0,0,0,0,0
65,8,1,first,0,4,1000,0,0,0,0,0,0
65,8,1,first,0,5,1000,0,0,0,0,0,0
65,8,1,first,0,6,1000,0,0,0,0,0,0
65,8,1,first,0,7,1000,0,0,0,0,0,0
65,8,1,first,0,8,1000,0,0,0,0,0,0
65,8,1,first,0,9,1000,0,0,0,0,0,0
65,8,1,first,0,10,1000,0,0,0,0,0,0
65,8,1,first,0,11,1000,0,0,0,0,0,0
65,8,1,first,0,12,1000,0,0,0,0,0,0
65,8,1,first,0,13,1000,0,0,0,0,0,0
65,8,1,first,0,14,1000,0,0,0,0,0,0
65,8,1,first,0,15,1000,0,0,0,0,0,0
65,8,1,first,0,16,1000,0,0,0,0,0,0
65,8,1,first,0,17,1000,0,0,0,0,0,0
65,8,1,first,0,18,1000,0,0,0,0,0,0
65,8,1,first,0,19,1000,0,0,0,0,0,0
65,8,1,first,0,20,1000,0,0,0,0,0,0
65,8,1,first,0,21,1000,2,15,1.75763313609467464183,0.954319526627218972514,13.1822485207100594806,7.15739644970414268244
65,8,1,first,0,22,1000,2,14,1.75763313609467464183,0.954319526627218972514,12.3034319526627218266,6.68023668639053269658
65,8,1,first,0,23,1000,2,14,1.75763313609467464183,0.954319526627218972514,12.3034319526627218266,6.68023668639053269658
65,8,1,first,0,24,1000,6,46,5.27289940828402414752,2.86295857988165680652,40.4255621301775178722,21.9493491124260380332
65,8,1,first,0,25,1000,10,74,8.78816568047337476344,4.7715976331360945295,65.0324260355029650782,35.309822485207106979
65,8,1,first,0,26,1000,15,103,13.1822485207100630333,7.1573964497041400179,90.5181065088757321746,49.1474556213017734763
65,8,1,first,0,27,1000,24,155,21.0915976331361001428,11.4518343195266290024,136.21656804733726176,73.9597633136094856354
65,8,1,first,0,28,1000,38,242,31.6373964497041519905,17.17775147928994528,202.127810650887539623,109.746745562130243457
65,8,1,first,0,29,1000,72,428,58.0018934911241785812,31.492544378698191565,348.011360946745639922,188.955266272189220444
65,8,1,first,0,30,1000,104,589,86.1240236686390545628,46.7616568047336542691,487.743195266272721256,264.823668639052982599
65,8,1,first,0,31,1000,135,735,104.579171597633219903,56.7820118343194266686,575.624852071006898768,312.539644970414087766
65,8,1,first,0,32,1000,173,922,137.974201183432171547,74.914082840236545735,734.690650887575770867,398.905562130177600011
65,8,1,first,0,33,1000,236,1195,184.551479289941255502,100.203550295857780839,932.424378698227542372,506.266508875740157691
65,8,1,first,0,34,1000,297,1454,222.340591715976927389,120.721420118342933847,1091.49017751479641447,592.632426035503840467
65,8,1,first,0,35,1000,363,1708,248.70508875739716359,135.036213017751180132,1179.37183431953053514,640.348402366865116164
65,8,1,first,0,36,1000,427,1934,292.645917159764223925,158.894201183431590607,1327.01301775148385786,720.511242603551863795
65,8,1,first,0,37,1000,479,2064,326.040946745563189779,177.026272189348702568,1423.6828402366913906,772.998816568049164744
65,8,1,first,0,38,1000,513,2126,341.8596449704153315,185.615147928993650339,1448.28970414201694439,786.359289940830308296
65,8,1,first,0,39,1000,522,2109,351.526627218936084773,190.863905325443340644,1457.95668639053769766,791.608047337280027023
65,8,1,first,0,40,1000,472,1894,328.677396449705213399,178.457751479289527197,1353.37751479290409407,734.82603550296028061
65,8,1,first,0,41,1000,418,1632,277.706035502959423411,150.782485207100251046,1110.82414201183792102,603.129940828403391606
65,8,1,first,0,42,1000,343,1354,238.15928994082906911,129.310295857987881618,957.910059171600551053,520.104142011835051562
65,8,1,first,0,43,1000,275,1087,195.976094674556691189,106.406627218934687562,784.783195266274333335,426.103668639053466904
65,8,1,first,0,44,1000,225,922,167.853964497041772574,91.137514792899224858,703.053254437871601112,381.727810650887533939
65,8,1,first,0,45,1000,158,659,128.307218934911418273,69.6653254437868554305,540.472189349113591561,293.453254437869702542
65,8,1,first,0,46,1000,109,442,88.7604733727810781829,48.1931360946744788976,367.345325443787316999,199.452781065088487367
65,8,1,first,0,47,1000,70,297,58.0018934911241785812,31.492544378698191565,250.462721893491078617,135.990532544378567081
65,8,1,first,0,48,1000,51,223,39.5467455621301624547,21.4721893491124191655,174.884497041420132746,94.9547928994082326426
65,8,1,first,0,49,1000,31,141,27.2433136094674637206,14.7919526627218989034,123.913136094674570131,67.2795266272189564916
65,8,1,first,0,50,1000,17,73,14.9398816568047383413,8.11171597633135910144,64.1536094674556096606,34.8326627218934987695
65,8,1,first,0,51,1000,10,45,8.78816568047337476344,4.7715976331360945295,39.5467455621301837709,21.4721893491124227182
65,8,1,first,0,52,1000,3,12,2.63644970414201207376,1.43147928994082840326,10.545798816568048295,5.72591715976331361304
65,8,1,first,0,53,1000,1,3,0.878816568047337320913,0.477159763313609486257,2.63644970414201207376,1.43147928994082840326
65,8,1,first,0,54,1000,0,0,0,0,0,0
65,8,1,first,0,55,1000,0,0,0,0,0,0
65,8,1,first,0,56,1000,0,0,0,0,0,0
65,8,1,first,0,57,1000,0,0,0,0,0,0
65,8,1,first,0,58,1000,0,0,0,0,0,0
