n,batch,samples,p_ref,channel,a1,b1,a2,b2,first_primal_sum,first_matching_sum,second_primal_sum,second_matching_sum
65,0,50000,0.59274605000000002,either,8,1,7,4,34334,34450,34148,34481
65,0,50000,0.59274605000000002,cross,8,1,7,4,15550,15666,15519,15852
65,1,50000,0.59274605000000002,either,8,1,7,4,34238,34398,34140,34430
65,1,50000,0.59274605000000002,cross,8,1,7,4,15602,15762,15570,15860
65,2,50000,0.59274605000000002,either,8,1,7,4,34480,34303,34272,34561
65,2,50000,0.59274605000000002,cross,8,1,7,4,15697,15520,15439,15728
65,3,50000,0.59274605000000002,either,8,1,7,4,34381,34317,34274,34258
65,3,50000,0.59274605000000002,cross,8,1,7,4,15683,15619,15742,15726
65,4,50000,0.59274605000000002,either,8,1,7,4,34299,34302,34384,34199
65,4,50000,0.59274605000000002,cross,8,1,7,4,15698,15701,15801,15616
65,5,50000,0.59274605000000002,either,8,1,7,4,34442,34252,34289,34242
65,5,50000,0.59274605000000002,cross,8,1,7,4,15748,15558,15758,15711
65,6,50000,0.59274605000000002,either,8,1,7,4,34519,34474,34281,34274
65,6,50000,0.59274605000000002,cross,8,1,7,4,15526,15481,15726,15719
65,7,50000,0.59274605000000002,either,8,1,7,4,34422,34254,34452,34284
65,7,50000,0.59274605000000002,cross,8,1,7,4,15746,15578,15716,15548
65,8,50000,0.59274605000000002,either,8,1,7,4,34520,34292,34346,34240
65,8,50000,0.59274605000000002,cross,8,1,7,4,15708,15480,15760,15654
65,9,50000,0.59274605000000002,either,8,1,7,4,34293,34250,34262,34231
65,9,50000,0.59274605000000002,cross,8,1,7,4,15750,15707,15769,15738
65,10,50000,0.59274605000000002,either,8,1,7,4,34583,34197,34310,34206
65,10,50000,0.59274605000000002,cross,8,1,7,4,15803,15417,15794,15690
65,11,50000,0.59274605000000002,either,8,1,7,4,34105,34639,34211,34526
65,11,50000,0.59274605000000002,cross,8,1,7,4,15361,15895,15474,15789
65,12,50000,0.59274605000000002,either,8,1,7,4,34397,34341,34253,34302
65,12,50000,0.59274605000000002,cross,8,1,7,4,15659,15603,15698,15747
65,13,50000,0.59274605000000002,either,8,1,7,4,34573,34155,34475,34279
65,13,50000,0.59274605000000002,cross,8,1,7,4,15845,15427,15721,15525
65,14,50000,0.59274605000000002,either,8,1,7,4,34411,34230,34317,34284
65,14,50000,0.59274605000000002,cross,8,1,7,4,15770,15589,15716,15683
65,15,50000,0.59274605000000002,either,8,1,7,4,34300,34413,34293,34261
65,15,50000,0.59274605000000002,cross,8,1,7,4,15587,15700,15739,15707
65,16,50000,0.59274605000000002,either,8,1,7,4,34493,34146,34395,34315
65,16,50000,0.59274605000000002,cross,8,1,7,4,15854,15507,15685,15605
65,17,50000,0.59274605000000002,either,8,1,7,4,34110,34294,34392,34311
65,17,50000,0.59274605000000002,cross,8,1,7,4,15706,15890,15689,15608
65,18,50000,0.59274605000000002,either,8,1,7,4,34369,34207,34334,34308
65,18,50000,0.59274605000000002,cross,8,1,7,4,15793,15631,15692,15666
65,19,50000,0.59274605000000002,either,8,1,7,4,34357,34201,34382,34226
65,19,50000,0.59274605000000002,cross,8,1,7,4,15799,15643,15774,15618
65,20,50000,0.59274605000000002,either,8,1,7,4,34127,34462,34222,34383
65,20,50000,0.59274605000000002,cross,8,1,7,4,15538,15873,15617,15778
65,21,50000,0.59274605000000002,either,8,1,7,4,34276,34364,34134,34430
65,21,50000,0.59274605000000002,cross,8,1,7,4,15636,15724,15570,15866
65,22,50000,0.59274605000000002,either,8,1,7,4,34201,34470,34271,34458
65,22,50000,0.59274605000000002,cross,8,1,7,4,15530,15799,15542,15729
65,23,50000,0.59274605000000002,either,8,1,7,4,34382,34223,34273,34215
65,23,50000,0.59274605000000002,cross,8,1,7,4,15777,15618,15785,15727
65,24,50000,0.59274605000000002,either,8,1,7,4,34485,34279,34311,34231
65,24,50000,0.59274605000000002,cross,8,1,7,4,15721,15515,15769,15689
65,25,50000,0.59274605000000002,either,8,1,7,4,34417,34179,34364,34203
65,25,50000,0.59274605000000002,cross,8,1,7,4,15821,15583,15797,15636
65,26,50000,0.59274605000000002,either,8,1,7,4,34350,34421,34269,34364
65,26,50000,0.59274605000000002,cross,8,1,7,4,15579,15650,15636,15731
65,27,50000,0.59274605000000002,either,8,1,7,4,34427,34405,34356,34175
65,27,50000,0.59274605000000002,cross,8,1,7,4,15595,15573,15825,15644
65,28,50000,0.59274605000000002,either,8,1,7,4,34504,34198,34090,34462
65,28,50000,0.59274605000000002,cross,8,1,7,4,15802,15496,15538,15910
65,29,50000,0.59274605000000002,either,8,1,7,4,34348,34443,34212,34347
65,29,50000,0.59274605000000002,cross,8,1,7,4,15557,15652,15653,15788
65,30,50000,0.59274605000000002,either,8,1,7,4,34177,34392,34196,34354
65,30,50000,0.59274605000000002,cross,8,1,7,4,15608,15823,15646,15804
65,31,50000,0.59274605000000002,either,8,1,7,4,34584,34141,34440,34282
65,31,50000,0.59274605000000002,cross,8,1,7,4,15859,15416,15718,15560
65,32,50000,0.59274605000000002,either,8,1,7,4,34449,34230,34240,34342
65,32,50000,0.59274605000000002,cross,8,1,7,4,15770,15551,15658,15760
65,33,50000,0.59274605000000002,either,8,1,7,4,34422,34240,34226,34339
65,33,50000,0.59274605000000002,cross,8,1,7,4,15760,15578,15661,15774
65,34,50000,0.59274605000000002,either,8,1,7,4,34433,34204,34329,34269
65,34,50000,0.59274605000000002,cross,8,1,7,4,15796,15567,15731,15671
65,35,50000,0.59274605000000002,either,8,1,7,4,34417,34169,34408,34377
65,35,50000,0.59274605000000002,cross,8,1,7,4,15831,15583,15623,15592
65,36,50000,0.59274605000000002,either,8,1,7,4,34228,34449,34252,34467
65,36,50000,0.59274605000000002,cross,8,1,7,4,15551,15772,15533,15748
65,37,50000,0.59274605000000002,either,8,1,7,4,34366,34161,34326,34282
65,37,50000,0.59274605000000002,cross,8,1,7,4,15839,15634,15718,15674
65,38,50000,0.59274605000000002,either,8,1,7,4,34371,34311,34385,34227
65,38,50000,0.59274605000000002,cross,8,1,7,4,15689,15629,15773,15615
65,39,50000,0.59274605000000002,either,8,1,7,4,34326,34384,34438,34197
65,39,50000,0.59274605000000002,cross,8,1,7,4,15616,15674,15803,15562
85,0,50000,0.59274605000000002,either,9,2,7,6,34136,34479,34196,34579
85,0,50000,0.59274605000000002,cross,9,2,7,6,15521,15864,15421,15804
85,1,50000,0.59274605000000002,either,9,2,7,6,34335,34527,34319,34445
85,1,50000,0.59274605000000002,cross,9,2,7,6,15473,15665,15555,15681
85,2,50000,0.59274605000000002,either,9,2,7,6,34379,34545,34382,34370
85,2,50000,0.59274605000000002,cross,9,2,7,6,15455,15621,15630,15618
85,3,50000,0.59274605000000002,either,9,2,7,6,34471,34317,34335,34245
85,3,50000,0.59274605000000002,cross,9,2,7,6,15683,15529,15755,15665
85,4,50000,0.59274605000000002,either,9,2,7,6,34389,34353,34164,34472
85,4,50000,0.59274605000000002,cross,9,2,7,6,15647,15611,15528,15836
85,5,50000,0.59274605000000002,either,9,2,7,6,34192,34487,34198,34381
85,5,50000,0.59274605000000002,cross,9,2,7,6,15513,15808,15619,15802
85,6,50000,0.59274605000000002,either,9,2,7,6,34553,34175,34349,34297
85,6,50000,0.59274605000000002,cross,9,2,7,6,15825,15447,15703,15651
85,7,50000,0.59274605000000002,either,9,2,7,6,34324,34427,34259,34303
85,7,50000,0.59274605000000002,cross,9,2,7,6,15573,15676,15697,15741
85,8,50000,0.59274605000000002,either,9,2,7,6,34506,34318,34349,34365
85,8,50000,0.59274605000000002,cross,9,2,7,6,15682,15494,15635,15651
85,9,50000,0.59274605000000002,either,9,2,7,6,34377,34639,34253,34472
85,9,50000,0.59274605000000002,cross,9,2,7,6,15361,15623,15528,15747
85,10,50000,0.59274605000000002,either,9,2,7,6,34318,34302,34360,34347
85,10,50000,0.59274605000000002,cross,9,2,7,6,15698,15682,15653,15640
85,11,50000,0.59274605000000002,either,9,2,7,6,34338,34351,34223,34487
85,11,50000,0.59274605000000002,cross,9,2,7,6,15649,15662,15513,15777
85,12,50000,0.59274605000000002,either,9,2,7,6,34388,34236,34480,34334
85,12,50000,0.59274605000000002,cross,9,2,7,6,15764,15612,15666,15520
85,13,50000,0.59274605000000002,either,9,2,7,6,34405,34214,34332,34220
85,13,50000,0.59274605000000002,cross,9,2,7,6,15786,15595,15780,15668
85,14,50000,0.59274605000000002,either,9,2,7,6,34406,34295,34460,34353
85,14,50000,0.59274605000000002,cross,9,2,7,6,15705,15594,15647,15540
85,15,50000,0.59274605000000002,either,9,2,7,6,34351,34246,34221,34220
85,15,50000,0.59274605000000002,cross,9,2,7,6,15754,15649,15780,15779
85,16,50000,0.59274605000000002,either,9,2,7,6,34173,34638,34318,34464
85,16,50000,0.59274605000000002,cross,9,2,7,6,15362,15827,15536,15682
85,17,50000,0.59274605000000002,either,9,2,7,6,34361,34363,34336,34473
85,17,50000,0.59274605000000002,cross,9,2,7,6,15637,15639,15527,15664
85,18,50000,0.59274605000000002,either,9,2,7,6,34484,34214,34392,34325
85,18,50000,0.59274605000000002,cross,9,2,7,6,15786,15516,15675,15608
85,19,50000,0.59274605000000002,either,9,2,7,6,34456,34474,34535,34280
85,19,50000,0.59274605000000002,cross,9,2,7,6,15526,15544,15720,15465
85,20,50000,0.59274605000000002,either,9,2,7,6,34473,34303,34314,34477
85,20,50000,0.59274605000000002,cross,9,2,7,6,15697,15527,15523,15686
85,21,50000,0.59274605000000002,either,9,2,7,6,34403,34334,34438,34458
85,21,50000,0.59274605000000002,cross,9,2,7,6,15666,15597,15542,15562
85,22,50000,0.59274605000000002,either,9,2,7,6,34330,34358,34312,34475
85,22,50000,0.59274605000000002,cross,9,2,7,6,15642,15670,15525,15688
85,23,50000,0.59274605000000002,either,9,2,7,6,34345,34419,34364,34482
85,23,50000,0.59274605000000002,cross,9,2,7,6,15581,15655,15518,15636
85,24,50000,0.59274605000000002,either,9,2,7,6,34437,34369,34357,34356
85,24,50000,0.59274605000000002,cross,9,2,7,6,15631,15563,15644,15643
85,25,50000,0.59274605000000002,either,9,2,7,6,34535,34382,34598,34270
85,25,50000,0.59274605000000002,cross,9,2,7,6,15618,15465,15730,15402
85,26,50000,0.59274605000000002,either,9,2,7,6,34311,34513,34302,34424
85,26,50000,0.59274605000000002,cross,9,2,7,6,15487,15689,15576,15698
85,27,50000,0.59274605000000002,either,9,2,7,6,34271,34565,34172,34433
85,27,50000,0.59274605000000002,cross,9,2,7,6,15435,15729,15567,15828
