a1,b1,a2,b2,N,channel,sector,cos4_first,cos4_second,delta_cos4_first_minus_second,first_estimate,first_batch_se,second_estimate,second_batch_se,difference_first_minus_second,difference_batch_se,difference_z,normalized_by_delta_cos4,normalized_batch_se,hypothesis_N_exponent,hypothesis_scaled_amplitude,hypothesis_scaled_batch_se
8,1,7,4,65,either,primal,0.8788165680473373,-0.48449704142011835,1.3633136094674556,0.6871069666666667,9.296423577758218e-05,0.6863706333333333,8.218506732918098e-05,0.0007363333333333296,9.914585690597073e-05,7.426768564133378,0.0005401056134259232,7.272417455342471e-05,1.0,0.035106864872685,0.004727071345972606
8,1,7,4,65,either,matching,0.8788165680473373,-0.48449704142011835,1.3633136094674556,0.6862326,9.95406659651766e-05,0.6865000333333333,8.428734135901415e-05,-0.0002674333333333297,0.0001031016512459539,-2.593880215316385,-0.00019616420717592328,7.562577717259639e-05,1.0,-0.012750673466435013,0.004915675516218765
8,1,7,4,65,either,even,0.8788165680473373,-0.48449704142011835,1.3633136094674556,0.6866697833333333,4.6134212776550843e-05,0.6864353333333334,3.686141910528868e-05,0.00023445000000000087,5.600193915629515e-05,4.186462174919999,0.00017197070312500065,4.107781127349775e-05,1.0,0.011178095703125043,0.0026700577327773535
8,1,7,4,65,either,odd,0.8788165680473373,-0.48449704142011835,1.3633136094674556,0.00043718333333333436,8.453981942693153e-05,-6.469999999999531e-05,7.463649498858274e-05,0.0005018833333333296,8.422415643011953e-05,5.958900090020378,0.00036813491030092323,6.17790036314679e-05,1.625,0.3250807164049221,0.05455381219586959
8,1,7,4,65,either,matching_function,0.8788165680473373,-0.48449704142011835,1.3633136094674556,0.0008743666666666687,0.00016907963885386305,-0.00012939999999999062,0.00014927298997716547,0.0010037666666666593,0.00016844831286023907,5.958900090020378,0.0007362698206018465,0.0001235580072629358,1.625,0.6501614328098442,0.10910762439173918
8,1,7,4,65,cross,primal,0.8788165680473373,-0.48449704142011835,1.3633136094674556,0.3137674,9.954066596517743e-05,0.3134999666666667,8.428734135901445e-05,0.0002674333333333334,0.00010310165124595335,2.5938802153164344,0.00019616420717592597,7.5625777172596e-05,1.0,0.012750673466435188,0.00491567551621874
8,1,7,4,65,cross,matching,0.8788165680473373,-0.48449704142011835,1.3633136094674556,0.31289303333333335,9.296423577758292e-05,0.31362936666666663,8.218506732918133e-05,-0.0007363333333333296,9.914585690597284e-05,-7.42676856413322,-0.0005401056134259232,7.272417455342626e-05,1.0,-0.035106864872685,0.0047270713459727064
8,1,7,4,65,cross,even,0.8788165680473373,-0.48449704142011835,1.3633136094674556,0.31333021666666666,4.613421277655346e-05,0.31356466666666666,3.686141910528843e-05,-0.00023445000000000087,5.60019391562975e-05,-4.186462174919824,-0.00017197070312500065,4.107781127349947e-05,1.0,-0.011178095703125043,0.0026700577327774654
8,1,7,4,65,cross,odd,0.8788165680473373,-0.48449704142011835,1.3633136094674556,0.0004371833333333306,8.453981942693211e-05,-6.470000000000087e-05,7.463649498858329e-05,0.0005018833333333315,8.42241564301203e-05,5.958900090020346,0.0003681349103009246,6.177900363146845e-05,1.625,0.32508071640492325,0.054553812195870084
8,1,7,4,65,cross,matching_function,0.8788165680473373,-0.48449704142011835,1.3633136094674556,0.0008743666666666612,0.00016907963885386422,-0.00012940000000000174,0.00014927298997716659,0.001003766666666663,0.0001684483128602406,5.958900090020346,0.0007362698206018492,0.0001235580072629369,1.625,0.6501614328098465,0.10910762439174017
9,2,7,6,85,either,primal,0.6412456747404844,-0.9532179930795848,1.5944636678200692,0.6876296666666666,7.770941332310148e-05,0.6872385,8.159510931671538e-05,0.0003911666666666776,0.00010155053615612656,3.8519409298370153,0.0002453280526620439,6.368946386527903e-05,1.0,0.02085288447627373,0.005413604428548717
9,2,7,6,85,either,matching,0.6412456747404844,-0.9532179930795848,1.5944636678200692,0.6872316,9.061084356605207e-05,0.6876007666666666,6.809719029299486e-05,-0.00036916666666666673,9.723513688772411e-05,-3.7966385247437633,-0.0002315303096064815,6.098297430675406e-05,1.0,-0.01968007631655093,0.005183552816074095
9,2,7,6,85,either,even,0.6412456747404844,-0.9532179930795848,1.5944636678200692,0.6874306333333333,4.054455571487732e-05,0.6874196333333333,4.5823284774175905e-05,1.0999999999999898e-05,6.01244472119482e-05,0.18295386502637032,6.898871527777714e-06,3.770825790853522e-05,1.0,0.0005864040798611057,0.0032052019222254934
9,2,7,6,85,either,odd,0.6412456747404844,-0.9532179930795848,1.5944636678200692,0.0001990333333333381,7.403160100436395e-05,-0.00018113333333333407,5.956274983249357e-05,0.00038016666666667215,7.917475902737712e-05,4.801614445523197,0.0002384291811342627,4.965604461569442e-05,1.625,0.3255855796494571,0.067807522520476
9,2,7,6,85,either,matching_function,0.6412456747404844,-0.9532179930795848,1.5944636678200692,0.0003980666666666762,0.0001480632020087279,-0.00036226666666666814,0.00011912549966498714,0.0007603333333333443,0.00015834951805475424,4.801614445523197,0.0004768583622685254,9.931208923138884e-05,1.625,0.6511711592989142,0.135615045040952
9,2,7,6,85,cross,primal,0.6412456747404844,-0.9532179930795848,1.5944636678200692,0.3127684,9.061084356605109e-05,0.3123992333333333,6.809719029299482e-05,0.0003691666666666649,9.72351368877234e-05,3.7966385247437717,0.00023153030960648037,6.098297430675361e-05,1.0,0.019680076316550832,0.0051835528160740565
9,2,7,6,85,cross,matching,0.6412456747404844,-0.9532179930795848,1.5944636678200692,0.3123703333333333,7.770941332310218e-05,0.31276149999999997,8.159510931671537e-05,-0.00039116666666666927,0.00010155053615612761,-3.8519409298368936,-0.0002453280526620387,6.368946386527969e-05,1.0,-0.02085288447627329,0.0054136044285487735
9,2,7,6,85,cross,even,0.6412456747404844,-0.9532179930795848,1.5944636678200692,0.3125693666666667,4.054455571487701e-05,0.31258036666666666,4.582328477417651e-05,-1.1000000000002675e-05,6.012444721194861e-05,-0.18295386502641525,-6.898871527779455e-06,3.7708257908535476e-05,1.0,-0.0005864040798612537,0.0032052019222255155
