batch,replica_first,samples,cpu_seconds,comparator_classification_cpu_seconds,base_sha256,l0_F_re,l0_F_im,l0_energy_re,l0_energy_im,l0_euler_energy,l0_degree5_energy,l1_F_re,l1_F_im,l1_energy_re,l1_energy_im,l1_euler_energy,l1_degree5_energy,l2_F_re,l2_F_im,l2_energy_re,l2_energy_im,l2_euler_energy,l2_degree5_energy,l3_F_re,l3_F_im,l3_energy_re,l3_energy_im,l3_euler_energy,l3_degree5_energy,l4_F_re,l4_F_im,l4_energy_re,l4_energy_im,l4_euler_energy,l4_degree5_energy,l5_F_re,l5_F_im,l5_energy_re,l5_energy_im,l5_euler_energy,l5_degree5_energy,unfiltered_variance,euler_variance
10,43700002000,200,0.673552,0.18991200000000036,d0690f89d45af4cb1c3f6884bc04e1a65fa5a7ece07382c2106a7816596f8eaa,-2.833333333333332,1.443375672974064,16.11111111111107,-6.082886861915407e-18,100.27551020408157,200.0,-4.996003610813204e-16,2.220446049250313e-16,0.05555555555555558,0.09622504486493753,19.704081632653054,6.0,-3.4999999999999982,1.443375672974064,0.38888888888888884,-0.28867513459481287,4.494897959183671,4.0,-5.333333333333339,3.4641016151377553,0.16666666666666669,-0.6735753140545633,1.2959183673469397,-2.0,-3.1666666666666656,0.2886751345948131,0.5000000000000002,-0.2886751345948129,-4.433673469387752,-2.0,-1.0,1.1547005383792517,-0.11111111111111124,0.5773502691896257,-1.7908163265306065,-8.0,16.333333333333304,98.55612244897958
11,43700002200,200,0.673241,0.19445000000000023,9580ff5ae61619bc4d06268cf78bdcc2c6f7469079e73dc96b06a7efcdc61e45,-2.6666666666666665,1.732050807568877,14.66666666666663,-5.725069987685089e-18,95.3112244897959,200.0,3.5000000000000004,-1.4433756729740643,1.2777777777777781,0.09622504486493759,17.647959183673464,10.0,0.49999999999999933,-2.598076211353316,-0.7777777777777779,-0.5773502691896257,1.3877551020408159,-10.0,0.9999999999999999,-0.577350269189626,0.9444444444444446,-1.250925583244189,-3.494897959183671,28.0,-1.0000000000000004,3.4641016151377553,-0.27777777777777773,-0.4811252243246881,-0.22448979591836857,14.0,0.33333333333333365,1.732050807568877,-0.0555555555555558,0.09622504486493759,-1.0204081632653075,22.0,14.944444444444411,83.1301020408163
12,43700002400,200,0.6536660000000001,0.18274900000000022,53e352ed8b6cffa1b3064021e756a9c94b656b1dc13d1d31e39f13b046ce1d27,-0.33333333333333187,1.1547005383792515,15.333333333333295,-7.156337484606361e-19,80.77040816326529,200.0,1.8333333333333328,8.948929172439204,-0.6111111111111112,-0.4811252243246881,13.224489795918368,14.0,1.3333333333333335,2.309401076758503,2.111111111111112,-0.5773502691896257,3.4285714285714253,-22.0,-0.16666666666666738,3.175426480542942,0.4444444444444444,0.1924500897298752,6.801020408163265,-4.0,3.6666666666666683,-2.886751345948129,-0.055555555555555636,1.058475493514314,7.5969387755102025,-16.0,3.333333333333333,-2.309401076758503,-0.3333333333333333,0.5773502691896256,7.0714285714285685,-16.0,16.38888888888886,73.88265306122443
13,43700002600,200,0.673826,0.19062999999999958,79ae9236d2e9e68282892618bf8745a3d666cc0e09bc22b0c58bf4cf138fc011,3.4999999999999996,3.7527767497325684,17.4444444444444,1.7890843711515903e-18,80.07653061224485,200.0,0.6666666666666669,3.4641016151377553,1.3333333333333337,0.3849001794597504,6.3061224489795915,14.0,1.3333333333333321,-6.350852961085886,-1.6111111111111116,0.8660254037844387,-9.321428571428571,6.0,0.6666666666666674,-5.196152422706634,-0.7222222222222223,-0.6735753140545633,-9.775510204081636,12.0,-0.8333333333333334,-6.062177826491073,-0.7777777777777779,-0.769800358919501,-11.239795918367347,6.0,-0.5000000000000001,-4.3301270189221945,-1.2777777777777781,0.2886751345948128,-11.137755102040817,10.0,16.66666666666664,90.7142857142857
14,43700002800,200,0.691972,0.19588699999999992,d95f0c68811d9696a166cfb90a1ca0a17c03ff50348754009ecb8a8cb82bbb09,0.1666666666666668,0.28867513459481264,16.444444444444404,5.367253113454771e-18,75.94387755102038,200.0,-5.500000000000004,1.443375672974064,0.5555555555555556,-0.7698003589195009,25.244897959183668,10.0,1.8333333333333337,2.02072594216369,-0.11111111111111119,1.1547005383792515,7.892857142857134,-18.0,1.166666666666666,-4.3301270189221945,-0.7777777777777777,1.3471506281091266,3.612244897959184,-6.0,3.5000000000000013,-6.639528095680699,-0.11111111111111108,0.1924500897298752,-2.0000000000000013,-16.0,2.0,-5.196152422706634,-0.6111111111111109,0.2886751345948128,-4.8061224489795915,-22.0,17.555555555555536,91.75255102040815
15,43700003000,200,0.668033,0.18922399999999945,15799dfd02e6f86e9e2b35fddbb09712567e3dd1efe6997d357c78a3054a0eb0,1.3333333333333333,0.5773502691896257,15.333333333333295,7.156337484606361e-19,84.7806122448979,200.0,-1.833333333333333,-0.2886751345948131,0.9444444444444446,0.2886751345948129,17.556122448979586,14.0,-1.6666666666666663,4.0414518843273814,-1.2222222222222225,0.9622504486493763,2.7040816326530583,-8.0,-1.6666666666666654,-1.1547005383792512,-0.33333333333333337,-0.19245008972987526,2.8316326530612215,-8.0,-4.500000000000001,2.02072594216369,-0.38888888888888895,0.2886751345948128,3.959183673469385,-4.0,-4.000000000000001,6.350852961085886,-0.5555555555555555,-0.1924500897298752,3.1122448979591844,0.0,16.611111111111086,85.4489795918367
16,43700003200,200,0.653113,0.1836300000000024,f1603b6dfc0b76705a9eaa2cadbe8663bfc02ef38826bf3db0b7375cc2da9ed3,-2.333333333333333,-3.4641016151377553,15.111111111111073,0.0,73.66326530612243,200.0,-1.6666666666666667,-2.309401076758503,0.33333333333333326,0.3849001794597505,14.882653061224486,42.0,-2.333333333333334,1.1547005383792512,-0.6111111111111112,1.058475493514314,3.5969387755102042,16.0,-2.166666666666667,-0.2886751345948131,-0.11111111111111097,-0.19245008972987515,3.6683673469387736,0.0,-1.6666666666666665,-4.0414518843273814,0.3888888888888889,0.481125224324688,6.943877551020408,0.0,0.8333333333333341,-4.3301270189221945,8.326672684688674e-17,0.7698003589195009,3.3928571428571423,12.0,16.222222222222193,73.94897959183669
17,43700003400,200,0.6915699999999999,0.19039499999999798,15ef5131a572412f5c2542466264d8c111cf025a58ca7a96511bcbe3a9e4bcf7,-5.333333333333334,2.220446049250313e-16,15.99999999999996,-2.8625349938425445e-18,92.36224489795914,200.0,-1.6666666666666665,-1.1547005383792512,0.9444444444444446,-0.09622504486493764,10.13775510204082,-4.0,-2.1666666666666665,2.02072594216369,-0.9444444444444444,-0.8660254037844386,3.2346938775510186,-8.0,1.9999999999999996,0.577350269189626,-0.7222222222222219,-0.481125224324688,-2.5663265306122445,-18.0,3.9999999999999996,-1.1547005383792512,5.551115123125783e-17,0.769800358919501,2.0306122448979576,-22.0,2.999999999999997,1.7320508075688774,-0.38888888888888884,-0.6735753140545633,-1.5765306122448968,-16.0,15.611111111111079,89.53061224489794
18,43700003600,200,0.640071,0.18304800000000088,112ef3d0f47df59c09e47525b8fc554bfb23140142d439dc8758e7097c3e7ebc,-1.666666666666666,-3.4641016151377553,16.555555555555515,-2.1469012453819084e-18,86.984693877551,200.0,-4.333333333333332,-0.5773502691896255,-0.5555555555555554,-1.7320508075688767,17.051020408163257,-16.0,-2.666666666666665,2.886751345948129,0.8333333333333335,1.058475493514314,8.484693877551019,-24.0,2.0,2.886751345948129,-0.3333333333333335,0.7698003589195009,-2.209183673469389,-16.0,3.6666666666666643,0.5773502691896255,-0.6111111111111112,0.481125224324688,1.6020408163265305,-2.0,6.16666666666667,-1.4433756729740645,-0.7777777777777777,0.3849001794597504,4.183673469387753,4.0,16.11111111111108,83.08163265306116
19,43700003800,200,0.740098,0.21200700000000094,76a6526b478e72309ed372f9beae49fd6871574fcff7b0d29bb9d445e45e9edb,1.999999999999999,-2.220446049250313e-16,16.333333333333293,-4.293802490763817e-18,85.39285714285711,200.0,-2.3333333333333335,-1.732050807568877,0.5555555555555554,0.19245008972987526,23.877551020408152,8.0,-2.6666666666666665,-2.309401076758503,0.05555555555555536,1.058475493514314,3.316326530612242,4.0,-0.666666666666667,-5.196152422706634,-0.16666666666666674,0.09622504486493753,-8.122448979591837,14.0,2.8333333333333304,-3.175426480542942,0.05555555555555547,-0.8660254037844386,-9.897959183673471,26.0,2.6666666666666647,-2.220446049250313e-16,-0.8333333333333333,0.09622504486493759,-8.056122448979593,24.0,17.222222222222204,91.40816326530611
20,43700004000,200,0.662996,0.18654399999999982,acb2c1134837a017672867c20d7d00a13b7741004b9a9649e151dbae13af4f95,3.3306690738754696e-16,3.4641016151377553,14.999999999999963,-2.8625349938425445e-18,82.67857142857139,200.0,2.666666666666666,-1.1547005383792512,0.6111111111111112,-0.8660254037844386,18.1734693877551,4.0,-4.166666666666666,0.8660254037844384,0.11111111111111113,-2.7755575615628914e-17,3.790816326530609,0.0,0.8333333333333327,1.4433756729740645,-1.6653345369377348e-16,0.1924500897298752,1.9642857142857155,10.0,-1.3333333333333344,-1.1547005383792512,-0.16666666666666669,0.6735753140545633,2.0000000000000004,14.0,-2.166666666666667,1.443375672974064,0.22222222222222224,0.9622504486493763,-0.0612244897959206,20.0,16.11111111111108,88.62755102040816
21,43700004200,200,0.662302,0.18740800000000135,b665b115e82c69a1fdca1002c7e41cdeb8c31582e04cf559de2e50b9a09b5bad,-1.1666666666666643,-1.443375672974064,16.222222222222182,1.7890843711515903e-18,78.24999999999994,200.0,-2.999999999999999,-1.732050807568877,0.3888888888888889,-0.481125224324688,16.30612244897959,-6.0,-4.000000000000002,0.577350269189626,1.4444444444444449,-0.5773502691896256,8.250000000000004,10.0,-0.49999999999999856,-1.443375672974064,1.7777777777777783,-0.5773502691896256,5.137755102040815,-30.0,0.3333333333333335,-3.4641016151377553,1.2777777777777781,-0.28867513459481287,-1.5510204081632648,-16.0,3.3333333333333326,-2.886751345948129,1.1111111111111114,-0.1924500897298752,0.08163265306122292,-14.0,14.222222222222191,77.484693877551
22,43700004400,200,0.7126110000000001,0.19646100000000033,274a23c4f79c93be5f84bea6f91d75ad5b949edf68a20989b22a7a1469cdc2df,-2.6666666666666674,-1.1547005383792517,15.888888888888848,2.8625349938425445e-18,82.33673469387752,200.0,-2.3333333333333335,-5.196152422706634,0.7777777777777779,-0.3849001794597504,11.05102040816326,-8.0,-0.8333333333333333,2.02072594216369,1.7222222222222225,-0.2886751345948128,-5.826530612244898,-4.0,0.16666666666666693,-3.7527767497325684,0.11111111111111102,0.19245008972987526,-7.852040816326532,-18.0,3.4999999999999987,-1.443375672974064,-0.11111111111111108,-0.1924500897298752,-10.418367346938773,-32.0,0.6666666666666662,-0.577350269189626,0.3333333333333329,0.19245008972987532,-7.688775510204082,-38.0,15.666666666666632,84.54591836734693
23,43700004600,200,0.671374,0.19087500000000013,444f5c10dbfd03d9be1e2fbe49f8a2bf5a37085d9abe20e02a21e711d0195346,-5.833333333333335,0.8660254037844384,15.333333333333295,-3.5781687423031806e-19,88.4489795918367,200.0,1.333333333333333,-3.4641016151377553,1.166666666666667,2.2131760318935645,14.04591836734694,24.0,-3.000000000000001,0.5773502691896257,-0.8888888888888888,0.7698003589195009,7.540816326530611,8.0,-0.6666666666666672,8.082903768654765,-0.6111111111111109,0.8660254037844386,4.459183673469387,-6.0,-4.166666666666665,0.8660254037844384,-0.16666666666666669,0.8660254037844386,3.5969387755102034,24.0,-6.16666666666667,2.02072594216369,-1.0555555555555556,1.058475493514314,-2.8265306122448948,-2.0,15.999999999999964,87.5306122448979
24,43700004800,200,0.6636460000000001,0.1895409999999994,7412713826ba9471e9c6fde7a787c8357adab4e68b90a9489cc15fcf3a264be1,-3.5000000000000018,-0.8660254037844384,16.666666666666625,-2.5047181196122264e-18,94.56122448979589,200.0,0.3333333333333334,3.4641016151377553,-0.6111111111111112,-0.8660254037844386,22.68367346938774,2.0,1.1666666666666665,1.443375672974064,-0.22222222222222213,-8.326672684688674e-17,3.612244897959183,-2.0,-0.3333333333333337,3.4641016151377553,-0.8888888888888891,0.3849001794597505,0.7500000000000019,6.0,0.8333333333333345,3.175426480542942,-0.38888888888888884,0.2886751345948129,3.3673469387755097,8.0,-0.49999999999999856,2.598076211353316,-8.326672684688674e-17,0.19245008972987532,2.086734693877552,-4.0,16.333333333333304,95.76530612244895
25,43700005000,200,0.691801,0.19635700000000056,9205d8a67c2088e4bfc34b4f00dde93653926f4db30f3a2fcbf0b47bec3d9961,-0.8333333333333331,3.175426480542942,16.333333333333293,-3.5781687423031806e-19,78.81632653061224,200.0,-2.000000000000001,1.1547005383792512,0.8888888888888891,8.326672684688674e-17,25.91326530612242,14.0,-2.0,0.577350269189626,0.38888888888888895,0.4811252243246881,10.82142857142858,14.0,-5.666666666666667,1.732050807568877,-0.5555555555555556,0.19245008972987532,3.2959183673469368,2.0,-2.4999999999999982,-0.8660254037844384,-0.9444444444444446,-1.058475493514314,11.005102040816324,2.0,-3.666666666666666,0.5773502691896255,-1.0000000000000002,-0.19245008972987515,7.698979591836735,-8.0,16.77777777777776,73.50255102040813
26,43700005200,200,0.683302,0.19707499999999945,8d059b3ca7f988d124a601b8d3a5045f100e49da2e2f1d6bba50ba96878de5ea,-8.66666666666667,-1.1547005383792512,16.888888888888847,1.4312674969212723e-18,93.85714285714283,200.0,0.6666666666666666,1.732050807568877,0.49999999999999994,-0.2886751345948129,12.60714285714286,8.0,1.8333333333333333,-0.2886751345948131,-1.0000000000000002,-8.326672684688674e-17,-3.2500000000000027,8.0,2.3333333333333335,-2.886751345948129,-0.38888888888888906,-0.6735753140545633,-14.188775510204076,16.0,1.999999999999999,-2.886751345948129,-0.7777777777777779,-0.769800358919501,-17.84183673469387,8.0,-1.4999999999999993,-3.7527767497325684,-0.7222222222222221,-1.250925583244189,-14.147959183673462,4.0,16.388888888888857,103.17346938775506
27,43700005400,200,0.7189049999999999,0.20352200000000076,fa2902b9bd8809068b3a5314dfa01384e1effbafefa159528b5130d03ff7030b,-0.33333333333333337,-1.732050807568877,16.222222222222182,2.1469012453819084e-18,88.70918367346937,200.0,1.4999999999999993,2.02072594216369,0.0,0.38490017945975036,16.60204081632654,16.0,0.6666666666666666,5.77350269189626,0.8888888888888888,1.1547005383792515,4.030612244897958,-28.0,0.16666666666666585,6.062177826491073,0.4444444444444442,2.7755575615628914e-17,1.1887755102040793,-6.0,-2.9999999999999987,1.732050807568877,-1.2222222222222225,0.19245008972987526,-4.209183673469386,4.0,-1.8333333333333355,4.907477288111821,-1.5000000000000004,-0.0962250448649377,-5.000000000000001,8.0,16.222222222222193,88.52040816326532
28,43700005600,200,0.6670960000000001,0.18801400000000024,692639e28e7f506256243ad091d7a56c8806be97fe1caab5a132b347a9d06227,-5.499999999999997,-0.8660254037844384,16.333333333333293,-3.2203518680728626e-18,101.44387755102035,200.0,-2.6666666666666674,-5.196152422706634,0.5555555555555554,-0.9622504486493763,19.69897959183673,26.0,1.666666666666667,0.0,0.5000000000000001,0.09622504486493764,12.571428571428571,-2.0,-2.500000000000001,-2.598076211353316,-0.4444444444444445,0.3849001794597505,6.683673469387756,6.0,-5.499999999999999,-1.443375672974064,-0.33333333333333304,1.1547005383792515,0.8979591836734687,-6.0,-1.8333333333333317,-3.175426480542942,0.38888888888888895,2.0207259421636894,1.3571428571428559,-8.0,15.444444444444411,95.83928571428567
29,43700005800,200,0.691431,0.19732200000000066,c83bfd9055dd80ed452efed19c28f752c544a08fc47376fd20d38ca3f63d5520,-3.166666666666668,-3.7527767497325684,16.444444444444404,2.5047181196122264e-18,74.69387755102038,200.0,3.8333333333333344,1.443375672974064,-0.49999999999999983,1.250925583244189,17.923469387755095,8.0,-3.666666666666669,-0.5773502691896257,-0.5,0.481125224324688,4.913265306122449,-2.0,-1.166666666666666,5.484827557301447,0.16666666666666674,1.250925583244189,-5.688775510204081,2.0,1.1666666666666674,4.907477288111821,-0.05555555555555558,-0.09622504486493759,-3.494897959183673,-16.0,1.3333333333333341,4.0414518843273814,-0.27777777777777773,0.28867513459481287,-3.0816326530612255,-16.0,17.49999999999998,79.22448979591832
30,43700006000,200,0.6506419999999999,0.18501099999999937,a3f2d406c6f36e98ec9f1bf650666e522386beb4d459be9c598513593faf0cbb,-0.8333333333333333,0.8660254037844386,15.555555555555516,-3.935985616533499e-18,98.44387755102036,200.0,-1.666666666666668,2.309401076758503,-0.16666666666666657,-1.058475493514314,25.428571428571406,26.0,-0.666666666666667,6.928203230275512,0.05555555555555558,-0.6735753140545633,12.83673469387755,-6.0,-0.8333333333333335,1.443375672974064,-0.4444444444444443,-0.3849001794597504,4.091836734693876,6.0,-0.16666666666666732,2.598076211353316,-0.7222222222222223,-0.6735753140545633,2.984693877551019,10.0,-0.16666666666666644,4.907477288111821,-0.2777777777777777,-1.250925583244189,2.6224489795918355,6.0,15.888888888888856,84.54081632653057
31,43700006200,200,0.6925779999999999,0.19394199999999884,3de79adeaf758a8608ea582ac63a317a5712a1001a338a8aa04fa2ee9453bbf5,-0.5000000000000011,1.443375672974064,16.444444444444404,3.2203518680728626e-18,84.68877551020404,200.0,2.5000000000000004,0.28867513459481287,1.2222222222222225,1.5396007178390017,12.38775510204082,8.0,0.8333333333333311,5.484827557301447,0.055555555555555636,0.8660254037844386,2.8010204081632635,2.0,-2.499999999999998,-3.175426480542942,1.3888888888888893,1.250925583244189,-2.3418367346938727,-10.0,-0.8333333333333333,-6.062177826491073,1.1111111111111114,0.1924500897298752,-1.8010204081632635,12.0,-1.3333333333333335,-4.0414518843273814,-0.6666666666666667,-0.5773502691896257,-3.311224489795916,12.0,16.722222222222204,84.76020408163264
32,43700006400,200,0.6767749999999999,0.18966799999999995,aad785cb1294860befd73469d280f199520dd2fbefdaf7c3b88c2a4f5fd3c7d6,-4.0,8.66025403784439,15.99999999999996,-2.1469012453819084e-18,98.17857142857139,200.0,-1.8333333333333326,-2.598076211353316,0.6111111111111112,1.6358257627039392,17.91836734693878,-12.0,0.1666666666666677,-0.28867513459481287,-0.9444444444444449,1.058475493514314,-4.525510204081633,-16.0,-0.5000000000000006,-2.598076211353316,-0.3333333333333336,1.1547005383792515,-6.0102040816326525,-2.0,1.9999999999999984,-1.732050807568877,0.666666666666667,-0.1924500897298752,-1.0408163265306136,0.0,-0.33333333333333204,2.309401076758503,-0.33333333333333326,-2.7755575615628914e-17,7.418367346938774,8.0,16.611111111111082,87.54846938775508
33,43700006600,200,0.6560279999999998,0.1784980000000007,d6fd5568d46779612e5fd67b13aea92c04f26de599de58bbbfc6b88b0da9b5a4,2.833333333333335,-1.4433756729740643,15.555555555555516,-1.0734506226909542e-18,70.07142857142854,200.0,-1.5000000000000007,-3.7527767497325684,0.11111111111111108,-0.7698003589195009,19.35204081632652,24.0,-5.166666666666668,0.28867513459481264,-2.000000000000001,0.5773502691896256,-1.3979591836734684,-24.0,-2.66666666666667,-1.1547005383792512,0.33333333333333337,-0.3849001794597505,-6.112244897959184,-10.0,-1.6666666666666667,-2.309401076758503,0.9444444444444446,0.0962250448649377,-6.163265306122449,-12.0,-2.9999999999999987,-1.732050807568877,0.5555555555555557,0.3849001794597504,-5.989795918367346,-12.0,14.38888888888886,85.72704081632648
