design,batch,samples,point,category,count
pell_Dminus2_N30,19,5000,center,"rank1:1,-2",8
pell_Dminus2_N30,19,5000,center,"rank1:1,-1",659
pell_Dminus2_N30,19,5000,center,"rank1:1,0",572
pell_Dminus2_N30,19,5000,center,"rank1:1,1",6
pell_Dminus2_N30,19,5000,center,"rank1:2,-1",3
pell_Dminus2_N30,19,5000,center,rank2,1543
pell_Dminus2_N30,19,5000,plus,rank0,1405
pell_Dminus2_N30,19,5000,plus,"rank1:0,1",586
pell_Dminus2_N30,19,5000,plus,"rank1:1,-2",6
pell_Dminus2_N30,19,5000,plus,"rank1:1,-1",638
pell_Dminus2_N30,19,5000,plus,"rank1:1,0",587
pell_Dminus2_N30,19,5000,plus,"rank1:1,1",7
pell_Dminus2_N30,19,5000,plus,"rank1:2,-1",4
pell_Dminus2_N30,19,5000,plus,rank2,1767
pell_Dminus2_N30,20,5000,minus,rank0,1778
pell_Dminus2_N30,20,5000,minus,"rank1:0,1",670
pell_Dminus2_N30,20,5000,minus,"rank1:1,-2",10
pell_Dminus2_N30,20,5000,minus,"rank1:1,-1",628
pell_Dminus2_N30,20,5000,minus,"rank1:1,0",584
pell_Dminus2_N30,20,5000,minus,"rank1:1,1",4
pell_Dminus2_N30,20,5000,minus,"rank1:2,-1",5
pell_Dminus2_N30,20,5000,minus,rank2,1321
pell_Dminus2_N30,20,5000,center,rank0,1558
pell_Dminus2_N30,20,5000,center,"rank1:0,1",691
pell_Dminus2_N30,20,5000,center,"rank1:1,-2",7
pell_Dminus2_N30,20,5000,center,"rank1:1,-1",649
pell_Dminus2_N30,20,5000,center,"rank1:1,0",587
pell_Dminus2_N30,20,5000,center,"rank1:1,1",4
pell_Dminus2_N30,20,5000,center,"rank1:2,-1",4
pell_Dminus2_N30,20,5000,center,rank2,1500
pell_Dminus2_N30,20,5000,plus,rank0,1387
pell_Dminus2_N30,20,5000,plus,"rank1:0,1",674
pell_Dminus2_N30,20,5000,plus,"rank1:1,-2",9
pell_Dminus2_N30,20,5000,plus,"rank1:1,-1",627
pell_Dminus2_N30,20,5000,plus,"rank1:1,0",577
pell_Dminus2_N30,20,5000,plus,"rank1:1,1",3
pell_Dminus2_N30,20,5000,plus,"rank1:2,-1",3
pell_Dminus2_N30,20,5000,plus,rank2,1720
pell_Dminus2_N30,21,5000,minus,rank0,1799
pell_Dminus2_N30,21,5000,minus,"rank1:0,1",617
pell_Dminus2_N30,21,5000,minus,"rank1:1,-2",11
pell_Dminus2_N30,21,5000,minus,"rank1:1,-1",610
pell_Dminus2_N30,21,5000,minus,"rank1:1,0",585
pell_Dminus2_N30,21,5000,minus,"rank1:1,1",5
pell_Dminus2_N30,21,5000,minus,"rank1:2,-1",6
pell_Dminus2_N30,21,5000,minus,rank2,1367
pell_Dminus2_N30,21,5000,center,rank0,1620
pell_Dminus2_N30,21,5000,center,"rank1:0,1",618
pell_Dminus2_N30,21,5000,center,"rank1:1,-2",10
pell_Dminus2_N30,21,5000,center,"rank1:1,-1",609
pell_Dminus2_N30,21,5000,center,"rank1:1,0",584
pell_Dminus2_N30,21,5000,center,"rank1:1,1",6
pell_Dminus2_N30,21,5000,center,"rank1:2,-1",5
pell_Dminus2_N30,21,5000,center,rank2,1548
pell_Dminus2_N30,21,5000,plus,rank0,1421
pell_Dminus2_N30,21,5000,plus,"rank1:0,1",612
pell_Dminus2_N30,21,5000,plus,"rank1:1,-2",9
pell_Dminus2_N30,21,5000,plus,"rank1:1,-1",632
pell_Dminus2_N30,21,5000,plus,"rank1:1,0",586
pell_Dminus2_N30,21,5000,plus,"rank1:1,1",6
pell_Dminus2_N30,21,5000,plus,"rank1:2,-1",6
pell_Dminus2_N30,21,5000,plus,rank2,1728
pell_Dminus2_N30,22,5000,minus,rank0,1813
pell_Dminus2_N30,22,5000,minus,"rank1:0,1",625
pell_Dminus2_N30,22,5000,minus,"rank1:1,-2",9
pell_Dminus2_N30,22,5000,minus,"rank1:1,-1",609
pell_Dminus2_N30,22,5000,minus,"rank1:1,0",575
pell_Dminus2_N30,22,5000,minus,"rank1:1,1",7
pell_Dminus2_N30,22,5000,minus,"rank1:2,-1",9
pell_Dminus2_N30,22,5000,minus,rank2,1353
pell_Dminus2_N30,22,5000,center,rank0,1583
pell_Dminus2_N30,22,5000,center,"rank1:0,1",645
pell_Dminus2_N30,22,5000,center,"rank1:1,-2",9
pell_Dminus2_N30,22,5000,center,"rank1:1,-1",629
pell_Dminus2_N30,22,5000,center,"rank1:1,0",577
pell_Dminus2_N30,22,5000,center,"rank1:1,1",5
pell_Dminus2_N30,22,5000,center,"rank1:2,-1",10
pell_Dminus2_N30,22,5000,center,rank2,1542
pell_Dminus2_N30,22,5000,plus,rank0,1397
pell_Dminus2_N30,22,5000,plus,"rank1:0,1",657
pell_Dminus2_N30,22,5000,plus,"rank1:1,-2",11
pell_Dminus2_N30,22,5000,plus,"rank1:1,-1",623
pell_Dminus2_N30,22,5000,plus,"rank1:1,0",563
pell_Dminus2_N30,22,5000,plus,"rank1:1,1",4
pell_Dminus2_N30,22,5000,plus,"rank1:2,-1",12
pell_Dminus2_N30,22,5000,plus,rank2,1733
pell_Dminus2_N30,23,5000,minus,rank0,1781
pell_Dminus2_N30,23,5000,minus,"rank1:0,1",629
pell_Dminus2_N30,23,5000,minus,"rank1:1,-2",8
pell_Dminus2_N30,23,5000,minus,"rank1:1,-1",619
pell_Dminus2_N30,23,5000,minus,"rank1:1,0",577
pell_Dminus2_N30,23,5000,minus,"rank1:1,1",6
pell_Dminus2_N30,23,5000,minus,"rank1:2,-1",6
pell_Dminus2_N30,23,5000,minus,rank2,1374
pell_Dminus2_N30,23,5000,center,rank0,1563
pell_Dminus2_N30,23,5000,center,"rank1:0,1",637
pell_Dminus2_N30,23,5000,center,"rank1:1,-2",6
pell_Dminus2_N30,23,5000,center,"rank1:1,-1",651
pell_Dminus2_N30,23,5000,center,"rank1:1,0",574
pell_Dminus2_N30,23,5000,center,"rank1:1,1",6
pell_Dminus2_N30,23,5000,center,"rank1:2,-1",6
pell_Dminus2_N30,23,5000,center,rank2,1557
pell_Dminus2_N30,23,5000,plus,rank0,1372
pell_Dminus2_N30,23,5000,plus,"rank1:0,1",641
pell_Dminus2_N30,23,5000,plus,"rank1:1,-2",6
pell_Dminus2_N30,23,5000,plus,"rank1:1,-1",651
pell_Dminus2_N30,23,5000,plus,"rank1:1,0",571
pell_Dminus2_N30,23,5000,plus,"rank1:1,1",5
pell_Dminus2_N30,23,5000,plus,"rank1:2,-1",4
pell_Dminus2_N30,23,5000,plus,rank2,1750
pell_Dminus2_N30,24,5000,minus,rank0,1743
pell_Dminus2_N30,24,5000,minus,"rank1:0,1",655
pell_Dminus2_N30,24,5000,minus,"rank1:1,-2",12
pell_Dminus2_N30,24,5000,minus,"rank1:1,-1",631
pell_Dminus2_N30,24,5000,minus,"rank1:1,0",586
pell_Dminus2_N30,24,5000,minus,"rank1:1,1",4
pell_Dminus2_N30,24,5000,minus,"rank1:2,-1",4
pell_Dminus2_N30,24,5000,minus,rank2,1365
pell_Dminus2_N30,24,5000,center,rank0,1513
pell_Dminus2_N30,24,5000,center,"rank1:0,1",676
pell_Dminus2_N30,24,5000,center,"rank1:1,-2",13
pell_Dminus2_N30,24,5000,center,"rank1:1,-1",639
pell_Dminus2_N30,24,5000,center,"rank1:1,0",598
pell_Dminus2_N30,24,5000,center,"rank1:1,1",5
pell_Dminus2_N30,24,5000,center,"rank1:2,-1",4
pell_Dminus2_N30,24,5000,center,rank2,1552
pell_Dminus2_N30,24,5000,plus,rank0,1309
pell_Dminus2_N30,24,5000,plus,"rank1:0,1",688
pell_Dminus2_N30,24,5000,plus,"rank1:1,-2",8
pell_Dminus2_N30,24,5000,plus,"rank1:1,-1",633
pell_Dminus2_N30,24,5000,plus,"rank1:1,0",596
pell_Dminus2_N30,24,5000,plus,"rank1:1,1",4
pell_Dminus2_N30,24,5000,plus,"rank1:2,-1",4
pell_Dminus2_N30,24,5000,plus,rank2,1758
pell_Dminus2_N30,25,5000,minus,rank0,1758
pell_Dminus2_N30,25,5000,minus,"rank1:0,1",633
pell_Dminus2_N30,25,5000,minus,"rank1:1,-2",8
pell_Dminus2_N30,25,5000,minus,"rank1:1,-1",632
pell_Dminus2_N30,25,5000,minus,"rank1:1,0",613
pell_Dminus2_N30,25,5000,minus,"rank1:1,1",1
pell_Dminus2_N30,25,5000,minus,"rank1:2,-1",5
pell_Dminus2_N30,25,5000,minus,rank2,1350
pell_Dminus2_N30,25,5000,center,rank0,1541
pell_Dminus2_N30,25,5000,center,"rank1:0,1",640
pell_Dminus2_N30,25,5000,center,"rank1:1,-2",7
pell_Dminus2_N30,25,5000,center,"rank1:1,-1",649
pell_Dminus2_N30,25,5000,center,"rank1:1,0",608
pell_Dminus2_N30,25,5000,center,"rank1:1,1",1
pell_Dminus2_N30,25,5000,center,"rank1:2,-1",4
pell_Dminus2_N30,25,5000,center,rank2,1550
pell_Dminus2_N30,25,5000,plus,rank0,1339
pell_Dminus2_N30,25,5000,plus,"rank1:0,1",611
pell_Dminus2_N30,25,5000,plus,"rank1:1,-2",6
pell_Dminus2_N30,25,5000,plus,"rank1:1,-1",649
pell_Dminus2_N30,25,5000,plus,"rank1:1,0",589
pell_Dminus2_N30,25,5000,plus,"rank1:1,1",4
pell_Dminus2_N30,25,5000,plus,"rank1:2,-1",4
pell_Dminus2_N30,25,5000,plus,rank2,1798
pell_Dminus2_N30,26,5000,minus,rank0,1834
pell_Dminus2_N30,26,5000,minus,"rank1:0,1",638
pell_Dminus2_N30,26,5000,minus,"rank1:1,-2",4
pell_Dminus2_N30,26,5000,minus,"rank1:1,-1",647
pell_Dminus2_N30,26,5000,minus,"rank1:1,0",553
pell_Dminus2_N30,26,5000,minus,"rank1:1,1",2
pell_Dminus2_N30,26,5000,minus,"rank1:2,-1",6
pell_Dminus2_N30,26,5000,minus,rank2,1316
pell_Dminus2_N30,26,5000,center,rank0,1637
pell_Dminus2_N30,26,5000,center,"rank1:0,1",638
pell_Dminus2_N30,26,5000,center,"rank1:1,-2",4
pell_Dminus2_N30,26,5000,center,"rank1:1,-1",657
pell_Dminus2_N30,26,5000,center,"rank1:1,0",555
pell_Dminus2_N30,26,5000,center,"rank1:1,1",3
pell_Dminus2_N30,26,5000,center,"rank1:2,-1",4
pell_Dminus2_N30,26,5000,center,rank2,1502
pell_Dminus2_N30,26,5000,plus,rank0,1468
pell_Dminus2_N30,26,5000,plus,"rank1:0,1",629
pell_Dminus2_N30,26,5000,plus,"rank1:1,-2",8
pell_Dminus2_N30,26,5000,plus,"rank1:1,-1",646
pell_Dminus2_N30,26,5000,plus,"rank1:1,0",545
pell_Dminus2_N30,26,5000,plus,"rank1:1,1",4
pell_Dminus2_N30,26,5000,plus,"rank1:2,-1",4
pell_Dminus2_N30,26,5000,plus,rank2,1696
pell_Dminus2_N30,27,5000,minus,rank0,1768
pell_Dminus2_N30,27,5000,minus,"rank1:0,1",635
pell_Dminus2_N30,27,5000,minus,"rank1:1,-2",6
pell_Dminus2_N30,27,5000,minus,"rank1:1,-1",652
pell_Dminus2_N30,27,5000,minus,"rank1:1,0",599
pell_Dminus2_N30,27,5000,minus,"rank1:1,1",4
pell_Dminus2_N30,27,5000,minus,"rank1:2,-1",4
pell_Dminus2_N30,27,5000,minus,rank2,1332
pell_Dminus2_N30,27,5000,center,rank0,1535
pell_Dminus2_N30,27,5000,center,"rank1:0,1",633
pell_Dminus2_N30,27,5000,center,"rank1:1,-2",6
pell_Dminus2_N30,27,5000,center,"rank1:1,-1",684
pell_Dminus2_N30,27,5000,center,"rank1:1,0",605
pell_Dminus2_N30,27,5000,center,"rank1:1,1",3
pell_Dminus2_N30,27,5000,center,"rank1:2,-1",4
pell_Dminus2_N30,27,5000,center,rank2,1530
pell_Dminus2_N30,27,5000,plus,rank0,1347
pell_Dminus2_N30,27,5000,plus,"rank1:0,1",625
pell_Dminus2_N30,27,5000,plus,"rank1:1,-2",6
pell_Dminus2_N30,27,5000,plus,"rank1:1,-1",679
pell_Dminus2_N30,27,5000,plus,"rank1:1,0",620
pell_Dminus2_N30,27,5000,plus,"rank1:1,1",3
pell_Dminus2_N30,27,5000,plus,"rank1:2,-1",7
pell_Dminus2_N30,27,5000,plus,rank2,1713
pell_Dminus2_N30,28,5000,minus,rank0,1719
pell_Dminus2_N30,28,5000,minus,"rank1:0,1",618
pell_Dminus2_N30,28,5000,minus,"rank1:1,-2",7
pell_Dminus2_N30,28,5000,minus,"rank1:1,-1",665
pell_Dminus2_N30,28,5000,minus,"rank1:1,0",585
pell_Dminus2_N30,28,5000,minus,"rank1:1,1",7
pell_Dminus2_N30,28,5000,minus,"rank1:2,-1",4
pell_Dminus2_N30,28,5000,minus,rank2,1395
pell_Dminus2_N30,28,5000,center,rank0,1527
pell_Dminus2_N30,28,5000,center,"rank1:0,1",629
pell_Dminus2_N30,28,5000,center,"rank1:1,-2",6
pell_Dminus2_N30,28,5000,center,"rank1:1,-1",668
pell_Dminus2_N30,28,5000,center,"rank1:1,0",564
pell_Dminus2_N30,28,5000,center,"rank1:1,1",6
pell_Dminus2_N30,28,5000,center,"rank1:2,-1",6
pell_Dminus2_N30,28,5000,center,rank2,1594
pell_Dminus2_N30,28,5000,plus,rank0,1322
pell_Dminus2_N30,28,5000,plus,"rank1:0,1",636
pell_Dminus2_N30,28,5000,plus,"rank1:1,-2",9
pell_Dminus2_N30,28,5000,plus,"rank1:1,-1",649
pell_Dminus2_N30,28,5000,plus,"rank1:1,0",549
pell_Dminus2_N30,28,5000,plus,"rank1:1,1",7
pell_Dminus2_N30,28,5000,plus,"rank1:2,-1",9
pell_Dminus2_N30,28,5000,plus,rank2,1819
pell_Dminus2_N30,29,5000,minus,rank0,1781
pell_Dminus2_N30,29,5000,minus,"rank1:0,1",626
pell_Dminus2_N30,29,5000,minus,"rank1:1,-2",4
pell_Dminus2_N30,29,5000,minus,"rank1:1,-1",607
pell_Dminus2_N30,29,5000,minus,"rank1:1,0",580
pell_Dminus2_N30,29,5000,minus,"rank1:1,1",5
pell_Dminus2_N30,29,5000,minus,"rank1:2,-1",5
pell_Dminus2_N30,29,5000,minus,rank2,1392
pell_Dminus2_N30,29,5000,center,rank0,1532
pell_Dminus2_N30,29,5000,center,"rank1:0,1",624
pell_Dminus2_N30,29,5000,center,"rank1:1,-2",5
pell_Dminus2_N30,29,5000,center,"rank1:1,-1",622
pell_Dminus2_N30,29,5000,center,"rank1:1,0",608
pell_Dminus2_N30,29,5000,center,"rank1:1,1",4
pell_Dminus2_N30,29,5000,center,"rank1:2,-1",5
pell_Dminus2_N30,29,5000,center,rank2,1600
pell_Dminus2_N30,29,5000,plus,rank0,1341
pell_Dminus2_N30,29,5000,plus,"rank1:0,1",606
pell_Dminus2_N30,29,5000,plus,"rank1:1,-2",4
pell_Dminus2_N30,29,5000,plus,"rank1:1,-1",609
pell_Dminus2_N30,29,5000,plus,"rank1:1,0",609
pell_Dminus2_N30,29,5000,plus,"rank1:1,1",6
pell_Dminus2_N30,29,5000,plus,"rank1:2,-1",4
pell_Dminus2_N30,29,5000,plus,rank2,1821
pell_Dminus2_N30,30,5000,minus,rank0,1782
pell_Dminus2_N30,30,5000,minus,"rank1:0,1",674
pell_Dminus2_N30,30,5000,minus,"rank1:1,-2",16
pell_Dminus2_N30,30,5000,minus,"rank1:1,-1",604
pell_Dminus2_N30,30,5000,minus,"rank1:1,0",547
pell_Dminus2_N30,30,5000,minus,"rank1:1,1",3
pell_Dminus2_N30,30,5000,minus,"rank1:2,-1",3
pell_Dminus2_N30,30,5000,minus,rank2,1371
pell_Dminus2_N30,30,5000,center,rank0,1574
pell_Dminus2_N30,30,5000,center,"rank1:0,1",653
pell_Dminus2_N30,30,5000,center,"rank1:1,-2",14
pell_Dminus2_N30,30,5000,center,"rank1:1,-1",610
pell_Dminus2_N30,30,5000,center,"rank1:1,0",568
pell_Dminus2_N30,30,5000,center,"rank1:1,1",3
pell_Dminus2_N30,30,5000,center,"rank1:2,-1",2
pell_Dminus2_N30,30,5000,center,rank2,1576
pell_Dminus2_N30,30,5000,plus,rank0,1383
pell_Dminus2_N30,30,5000,plus,"rank1:0,1",658
pell_Dminus2_N30,30,5000,plus,"rank1:1,-2",12
pell_Dminus2_N30,30,5000,plus,"rank1:1,-1",598
pell_Dminus2_N30,30,5000,plus,"rank1:1,0",540
pell_Dminus2_N30,30,5000,plus,"rank1:1,1",4
pell_Dminus2_N30,30,5000,plus,"rank1:2,-1",3
pell_Dminus2_N30,30,5000,plus,rank2,1802
pell_Dminus2_N30,31,5000,minus,rank0,1815
pell_Dminus2_N30,31,5000,minus,"rank1:0,1",595
pell_Dminus2_N30,31,5000,minus,"rank1:1,-2",10
pell_Dminus2_N30,31,5000,minus,"rank1:1,-1",637
pell_Dminus2_N30,31,5000,minus,"rank1:1,0",573
pell_Dminus2_N30,31,5000,minus,"rank1:1,1",7
pell_Dminus2_N30,31,5000,minus,"rank1:2,-1",4
pell_Dminus2_N30,31,5000,minus,rank2,1359
pell_Dminus2_N30,31,5000,center,rank0,1584
pell_Dminus2_N30,31,5000,center,"rank1:0,1",620
pell_Dminus2_N30,31,5000,center,"rank1:1,-2",9
pell_Dminus2_N30,31,5000,center,"rank1:1,-1",640
pell_Dminus2_N30,31,5000,center,"rank1:1,0",608
pell_Dminus2_N30,31,5000,center,"rank1:1,1",8
pell_Dminus2_N30,31,5000,center,"rank1:2,-1",5
pell_Dminus2_N30,31,5000,center,rank2,1526
pell_Dminus2_N30,31,5000,plus,rank0,1389
pell_Dminus2_N30,31,5000,plus,"rank1:0,1",605
pell_Dminus2_N30,31,5000,plus,"rank1:1,-2",10
pell_Dminus2_N30,31,5000,plus,"rank1:1,-1",629
pell_Dminus2_N30,31,5000,plus,"rank1:1,0",606
pell_Dminus2_N30,31,5000,plus,"rank1:1,1",9
pell_Dminus2_N30,31,5000,plus,"rank1:2,-1",6
pell_Dminus2_N30,31,5000,plus,rank2,1746
pell_Dminus2_N30,32,5000,minus,rank0,1772
pell_Dminus2_N30,32,5000,minus,"rank1:0,1",620
pell_Dminus2_N30,32,5000,minus,"rank1:1,-2",7
pell_Dminus2_N30,32,5000,minus,"rank1:1,-1",617
pell_Dminus2_N30,32,5000,minus,"rank1:1,0",587
pell_Dminus2_N30,32,5000,minus,"rank1:1,1",3
pell_Dminus2_N30,32,5000,minus,"rank1:2,-1",3
pell_Dminus2_N30,32,5000,minus,rank2,1391
pell_Dminus2_N30,32,5000,center,rank0,1573
pell_Dminus2_N30,32,5000,center,"rank1:0,1",624
pell_Dminus2_N30,32,5000,center,"rank1:1,-2",7
pell_Dminus2_N30,32,5000,center,"rank1:1,-1",619
pell_Dminus2_N30,32,5000,center,"rank1:1,0",587
pell_Dminus2_N30,32,5000,center,"rank1:1,1",4
pell_Dminus2_N30,32,5000,center,"rank1:2,-1",7
pell_Dminus2_N30,32,5000,center,rank2,1579
pell_Dminus2_N30,32,5000,plus,rank0,1371
pell_Dminus2_N30,32,5000,plus,"rank1:0,1",617
pell_Dminus2_N30,32,5000,plus,"rank1:1,-2",8
pell_Dminus2_N30,32,5000,plus,"rank1:1,-1",637
pell_Dminus2_N30,32,5000,plus,"rank1:1,0",595
pell_Dminus2_N30,32,5000,plus,"rank1:1,1",5
pell_Dminus2_N30,32,5000,plus,"rank1:2,-1",7
pell_Dminus2_N30,32,5000,plus,rank2,1760
pell_Dminus2_N30,33,5000,minus,rank0,1735
pell_Dminus2_N30,33,5000,minus,"rank1:0,1",645
pell_Dminus2_N30,33,5000,minus,"rank1:1,-2",11
pell_Dminus2_N30,33,5000,minus,"rank1:1,-1",629
pell_Dminus2_N30,33,5000,minus,"rank1:1,0",578
pell_Dminus2_N30,33,5000,minus,"rank1:1,1",4
pell_Dminus2_N30,33,5000,minus,"rank1:2,-1",4
pell_Dminus2_N30,33,5000,minus,rank2,1394
pell_Dminus2_N30,33,5000,center,rank0,1541
pell_Dminus2_N30,33,5000,center,"rank1:0,1",646
pell_Dminus2_N30,33,5000,center,"rank1:1,-2",11
pell_Dminus2_N30,33,5000,center,"rank1:1,-1",633
pell_Dminus2_N30,33,5000,center,"rank1:1,0",583
pell_Dminus2_N30,33,5000,center,"rank1:1,1",5
pell_Dminus2_N30,33,5000,center,"rank1:2,-1",3
pell_Dminus2_N30,33,5000,center,rank2,1578
pell_Dminus2_N30,33,5000,plus,rank0,1359
pell_Dminus2_N30,33,5000,plus,"rank1:0,1",638
pell_Dminus2_N30,33,5000,plus,"rank1:1,-2",11
pell_Dminus2_N30,33,5000,plus,"rank1:1,-1",630
pell_Dminus2_N30,33,5000,plus,"rank1:1,0",567
pell_Dminus2_N30,33,5000,plus,"rank1:1,1",4
pell_Dminus2_N30,33,5000,plus,"rank1:2,-1",4
pell_Dminus2_N30,33,5000,plus,rank2,1787
pell_Dminus2_N30,34,5000,minus,rank0,1852
pell_Dminus2_N30,34,5000,minus,"rank1:0,1",614
pell_Dminus2_N30,34,5000,minus,"rank1:1,-2",9
pell_Dminus2_N30,34,5000,minus,"rank1:1,-1",582
pell_Dminus2_N30,34,5000,minus,"rank1:1,0",591
pell_Dminus2_N30,34,5000,minus,"rank1:1,1",1
pell_Dminus2_N30,34,5000,minus,"rank1:2,-1",2
pell_Dminus2_N30,34,5000,minus,rank2,1349
pell_Dminus2_N30,34,5000,center,rank0,1622
pell_Dminus2_N30,34,5000,center,"rank1:0,1",615
pell_Dminus2_N30,34,5000,center,"rank1:1,-2",7
pell_Dminus2_N30,34,5000,center,"rank1:1,-1",602
pell_Dminus2_N30,34,5000,center,"rank1:1,0",597
pell_Dminus2_N30,34,5000,center,"rank1:1,1",1
pell_Dminus2_N30,34,5000,center,"rank1:2,-1",5
pell_Dminus2_N30,34,5000,center,rank2,1551
pell_Dminus2_N30,34,5000,plus,rank0,1423
pell_Dminus2_N30,34,5000,plus,"rank1:0,1",607
pell_Dminus2_N30,34,5000,plus,"rank1:1,-2",10
pell_Dminus2_N30,34,5000,plus,"rank1:1,-1",610
pell_Dminus2_N30,34,5000,plus,"rank1:1,0",601
pell_Dminus2_N30,34,5000,plus,"rank1:1,1",1
pell_Dminus2_N30,34,5000,plus,"rank1:2,-1",8
pell_Dminus2_N30,34,5000,plus,rank2,1740
pell_Dminus2_N30,35,5000,minus,rank0,1808
pell_Dminus2_N30,35,5000,minus,"rank1:0,1",663
pell_Dminus2_N30,35,5000,minus,"rank1:1,-2",5
pell_Dminus2_N30,35,5000,minus,"rank1:1,-1",614
pell_Dminus2_N30,35,5000,minus,"rank1:1,0",549
pell_Dminus2_N30,35,5000,minus,"rank1:1,1",7
pell_Dminus2_N30,35,5000,minus,"rank1:2,-1",4
pell_Dminus2_N30,35,5000,minus,rank2,1350
pell_Dminus2_N30,35,5000,center,rank0,1610
pell_Dminus2_N30,35,5000,center,"rank1:0,1",667
pell_Dminus2_N30,35,5000,center,"rank1:1,-2",7
pell_Dminus2_N30,35,5000,center,"rank1:1,-1",606
pell_Dminus2_N30,35,5000,center,"rank1:1,0",558
pell_Dminus2_N30,35,5000,center,"rank1:1,1",6
pell_Dminus2_N30,35,5000,center,"rank1:2,-1",3
pell_Dminus2_N30,35,5000,center,rank2,1543
pell_Dminus2_N30,35,5000,plus,rank0,1413
pell_Dminus2_N30,35,5000,plus,"rank1:0,1",676
pell_Dminus2_N30,35,5000,plus,"rank1:1,-2",7
pell_Dminus2_N30,35,5000,plus,"rank1:1,-1",602
pell_Dminus2_N30,35,5000,plus,"rank1:1,0",575
pell_Dminus2_N30,35,5000,plus,"rank1:1,1",4
pell_Dminus2_N30,35,5000,plus,"rank1:2,-1",4
pell_Dminus2_N30,35,5000,plus,rank2,1719
pell_Dminus2_N30,36,5000,minus,rank0,1753
pell_Dminus2_N30,36,5000,minus,"rank1:0,1",616
pell_Dminus2_N30,36,5000,minus,"rank1:1,-2",9
pell_Dminus2_N30,36,5000,minus,"rank1:1,-1",613
pell_Dminus2_N30,36,5000,minus,"rank1:1,0",613
pell_Dminus2_N30,36,5000,minus,"rank1:1,1",5
pell_Dminus2_N30,36,5000,minus,"rank1:2,-1",2
pell_Dminus2_N30,36,5000,minus,rank2,1389
pell_Dminus2_N30,36,5000,center,rank0,1532
pell_Dminus2_N30,36,5000,center,"rank1:0,1",626
pell_Dminus2_N30,36,5000,center,"rank1:1,-2",11
pell_Dminus2_N30,36,5000,center,"rank1:1,-1",619
pell_Dminus2_N30,36,5000,center,"rank1:1,0",620
pell_Dminus2_N30,36,5000,center,"rank1:1,1",4
pell_Dminus2_N30,36,5000,center,"rank1:2,-1",2
pell_Dminus2_N30,36,5000,center,rank2,1586
pell_Dminus2_N30,36,5000,plus,rank0,1324
pell_Dminus2_N30,36,5000,plus,"rank1:0,1",636
pell_Dminus2_N30,36,5000,plus,"rank1:1,-2",10
pell_Dminus2_N30,36,5000,plus,"rank1:1,-1",605
pell_Dminus2_N30,36,5000,plus,"rank1:1,0",639
pell_Dminus2_N30,36,5000,plus,"rank1:1,1",4
pell_Dminus2_N30,36,5000,plus,"rank1:2,-1",2
pell_Dminus2_N30,36,5000,plus,rank2,1780
pell_Dminus2_N30,37,5000,minus,rank0,1733
pell_Dminus2_N30,37,5000,minus,"rank1:0,1",639
pell_Dminus2_N30,37,5000,minus,"rank1:1,-2",9
pell_Dminus2_N30,37,5000,minus,"rank1:1,-1",622
pell_Dminus2_N30,37,5000,minus,"rank1:1,0",616
pell_Dminus2_N30,37,5000,minus,"rank1:1,1",3
pell_Dminus2_N30,37,5000,minus,"rank1:2,-1",7
pell_Dminus2_N30,37,5000,minus,rank2,1371
pell_Dminus2_N30,37,5000,center,rank0,1534
pell_Dminus2_N30,37,5000,center,"rank1:0,1",624
pell_Dminus2_N30,37,5000,center,"rank1:1,-2",12
pell_Dminus2_N30,37,5000,center,"rank1:1,-1",603
pell_Dminus2_N30,37,5000,center,"rank1:1,0",622
pell_Dminus2_N30,37,5000,center,"rank1:1,1",3
pell_Dminus2_N30,37,5000,center,"rank1:2,-1",5
pell_Dminus2_N30,37,5000,center,rank2,1597
pell_Dminus2_N30,37,5000,plus,rank0,1345
pell_Dminus2_N30,37,5000,plus,"rank1:0,1",621
pell_Dminus2_N30,37,5000,plus,"rank1:1,-2",11
pell_Dminus2_N30,37,5000,plus,"rank1:1,-1",598
pell_Dminus2_N30,37,5000,plus,"rank1:1,0",618
pell_Dminus2_N30,37,5000,plus,"rank1:1,1",2
pell_Dminus2_N30,37,5000,plus,"rank1:2,-1",4
pell_Dminus2_N30,37,5000,plus,rank2,1801
pell_Dminus2_N30,38,5000,minus,rank0,1776
pell_Dminus2_N30,38,5000,minus,"rank1:0,1",581
pell_Dminus2_N30,38,5000,minus,"rank1:1,-2",13
pell_Dminus2_N30,38,5000,minus,"rank1:1,-1",610
pell_Dminus2_N30,38,5000,minus,"rank1:1,0",572
pell_Dminus2_N30,38,5000,minus,"rank1:1,1",4
pell_Dminus2_N30,38,5000,minus,"rank1:2,-1",5
pell_Dminus2_N30,38,5000,minus,rank2,1439
pell_Dminus2_N30,38,5000,center,rank0,1589
pell_Dminus2_N30,38,5000,center,"rank1:0,1",581
pell_Dminus2_N30,38,5000,center,"rank1:1,-2",12
pell_Dminus2_N30,38,5000,center,"rank1:1,-1",607
pell_Dminus2_N30,38,5000,center,"rank1:1,0",565
pell_Dminus2_N30,38,5000,center,"rank1:1,1",4
pell_Dminus2_N30,38,5000,center,"rank1:2,-1",4
pell_Dminus2_N30,38,5000,center,rank2,1638
pell_Dminus2_N30,38,5000,plus,rank0,1382
pell_Dminus2_N30,38,5000,plus,"rank1:0,1",572
pell_Dminus2_N30,38,5000,plus,"rank1:1,-2",13
