design,batch,samples,point,category,count
pell_Dminus2_N30,38,5000,plus,"rank1:1,-1",615
pell_Dminus2_N30,38,5000,plus,"rank1:1,0",574
pell_Dminus2_N30,38,5000,plus,"rank1:1,1",4
pell_Dminus2_N30,38,5000,plus,"rank1:2,-1",4
pell_Dminus2_N30,38,5000,plus,rank2,1836
pell_Dminus2_N30,39,5000,minus,rank0,1781
pell_Dminus2_N30,39,5000,minus,"rank1:0,1",676
pell_Dminus2_N30,39,5000,minus,"rank1:1,-2",9
pell_Dminus2_N30,39,5000,minus,"rank1:1,-1",594
pell_Dminus2_N30,39,5000,minus,"rank1:1,0",586
pell_Dminus2_N30,39,5000,minus,"rank1:1,1",3
pell_Dminus2_N30,39,5000,minus,"rank1:2,-1",5
pell_Dminus2_N30,39,5000,minus,rank2,1346
pell_Dminus2_N30,39,5000,center,rank0,1553
pell_Dminus2_N30,39,5000,center,"rank1:0,1",690
pell_Dminus2_N30,39,5000,center,"rank1:1,-2",11
pell_Dminus2_N30,39,5000,center,"rank1:1,-1",584
pell_Dminus2_N30,39,5000,center,"rank1:1,0",591
pell_Dminus2_N30,39,5000,center,"rank1:1,1",3
pell_Dminus2_N30,39,5000,center,"rank1:2,-1",3
pell_Dminus2_N30,39,5000,center,rank2,1565
pell_Dminus2_N30,39,5000,plus,rank0,1375
pell_Dminus2_N30,39,5000,plus,"rank1:0,1",685
pell_Dminus2_N30,39,5000,plus,"rank1:1,-2",11
pell_Dminus2_N30,39,5000,plus,"rank1:1,-1",580
pell_Dminus2_N30,39,5000,plus,"rank1:1,0",569
pell_Dminus2_N30,39,5000,plus,"rank1:1,1",2
pell_Dminus2_N30,39,5000,plus,"rank1:2,-1",3
pell_Dminus2_N30,39,5000,plus,rank2,1775
pell_Dminus2_N30,40,5000,minus,rank0,1739
pell_Dminus2_N30,40,5000,minus,"rank1:0,1",613
pell_Dminus2_N30,40,5000,minus,"rank1:1,-2",6
pell_Dminus2_N30,40,5000,minus,"rank1:1,-1",610
pell_Dminus2_N30,40,5000,minus,"rank1:1,0",604
pell_Dminus2_N30,40,5000,minus,"rank1:1,1",5
pell_Dminus2_N30,40,5000,minus,"rank1:2,-1",1
pell_Dminus2_N30,40,5000,minus,rank2,1422
pell_Dminus2_N30,40,5000,center,rank0,1551
pell_Dminus2_N30,40,5000,center,"rank1:0,1",616
pell_Dminus2_N30,40,5000,center,"rank1:1,-2",6
pell_Dminus2_N30,40,5000,center,"rank1:1,-1",605
pell_Dminus2_N30,40,5000,center,"rank1:1,0",600
pell_Dminus2_N30,40,5000,center,"rank1:1,1",4
pell_Dminus2_N30,40,5000,center,"rank1:2,-1",2
pell_Dminus2_N30,40,5000,center,rank2,1616
pell_Dminus2_N30,40,5000,plus,rank0,1346
pell_Dminus2_N30,40,5000,plus,"rank1:0,1",618
pell_Dminus2_N30,40,5000,plus,"rank1:1,-2",6
pell_Dminus2_N30,40,5000,plus,"rank1:1,-1",621
pell_Dminus2_N30,40,5000,plus,"rank1:1,0",584
pell_Dminus2_N30,40,5000,plus,"rank1:1,1",5
pell_Dminus2_N30,40,5000,plus,"rank1:2,-1",2
pell_Dminus2_N30,40,5000,plus,rank2,1818
pell_Dminus2_N30,41,5000,minus,rank0,1743
pell_Dminus2_N30,41,5000,minus,"rank1:0,1",635
pell_Dminus2_N30,41,5000,minus,"rank1:1,-2",12
pell_Dminus2_N30,41,5000,minus,"rank1:1,-1",631
pell_Dminus2_N30,41,5000,minus,"rank1:1,0",590
pell_Dminus2_N30,41,5000,minus,"rank1:1,1",3
pell_Dminus2_N30,41,5000,minus,"rank1:2,-1",4
pell_Dminus2_N30,41,5000,minus,rank2,1382
pell_Dminus2_N30,41,5000,center,rank0,1565
pell_Dminus2_N30,41,5000,center,"rank1:0,1",621
pell_Dminus2_N30,41,5000,center,"rank1:1,-2",12
pell_Dminus2_N30,41,5000,center,"rank1:1,-1",633
pell_Dminus2_N30,41,5000,center,"rank1:1,0",586
pell_Dminus2_N30,41,5000,center,"rank1:1,1",2
pell_Dminus2_N30,41,5000,center,"rank1:2,-1",5
pell_Dminus2_N30,41,5000,center,rank2,1576
pell_Dminus2_N30,41,5000,plus,rank0,1382
pell_Dminus2_N30,41,5000,plus,"rank1:0,1",616
pell_Dminus2_N30,41,5000,plus,"rank1:1,-2",9
pell_Dminus2_N30,41,5000,plus,"rank1:1,-1",629
pell_Dminus2_N30,41,5000,plus,"rank1:1,0",566
pell_Dminus2_N30,41,5000,plus,"rank1:1,1",2
pell_Dminus2_N30,41,5000,plus,"rank1:2,-1",4
pell_Dminus2_N30,41,5000,plus,rank2,1792
pell_Dminus2_N30,42,5000,minus,rank0,1778
pell_Dminus2_N30,42,5000,minus,"rank1:0,1",586
pell_Dminus2_N30,42,5000,minus,"rank1:1,-2",9
pell_Dminus2_N30,42,5000,minus,"rank1:1,-1",634
pell_Dminus2_N30,42,5000,minus,"rank1:1,0",583
pell_Dminus2_N30,42,5000,minus,"rank1:1,1",6
pell_Dminus2_N30,42,5000,minus,"rank1:2,-1",6
pell_Dminus2_N30,42,5000,minus,rank2,1398
pell_Dminus2_N30,42,5000,center,rank0,1591
pell_Dminus2_N30,42,5000,center,"rank1:0,1",594
pell_Dminus2_N30,42,5000,center,"rank1:1,-2",10
pell_Dminus2_N30,42,5000,center,"rank1:1,-1",645
pell_Dminus2_N30,42,5000,center,"rank1:1,0",561
pell_Dminus2_N30,42,5000,center,"rank1:1,1",4
pell_Dminus2_N30,42,5000,center,"rank1:2,-1",8
pell_Dminus2_N30,42,5000,center,rank2,1587
pell_Dminus2_N30,42,5000,plus,rank0,1387
pell_Dminus2_N30,42,5000,plus,"rank1:0,1",592
pell_Dminus2_N30,42,5000,plus,"rank1:1,-2",11
pell_Dminus2_N30,42,5000,plus,"rank1:1,-1",634
pell_Dminus2_N30,42,5000,plus,"rank1:1,0",574
pell_Dminus2_N30,42,5000,plus,"rank1:1,1",3
pell_Dminus2_N30,42,5000,plus,"rank1:2,-1",7
pell_Dminus2_N30,42,5000,plus,rank2,1792
pell_Dminus2_N30,43,5000,minus,rank0,1821
pell_Dminus2_N30,43,5000,minus,"rank1:0,1",604
pell_Dminus2_N30,43,5000,minus,"rank1:1,-2",21
pell_Dminus2_N30,43,5000,minus,"rank1:1,-1",622
pell_Dminus2_N30,43,5000,minus,"rank1:1,0",581
pell_Dminus2_N30,43,5000,minus,"rank1:2,-1",3
pell_Dminus2_N30,43,5000,minus,rank2,1348
pell_Dminus2_N30,43,5000,center,rank0,1619
pell_Dminus2_N30,43,5000,center,"rank1:0,1",611
pell_Dminus2_N30,43,5000,center,"rank1:1,-2",16
pell_Dminus2_N30,43,5000,center,"rank1:1,-1",619
pell_Dminus2_N30,43,5000,center,"rank1:1,0",585
pell_Dminus2_N30,43,5000,center,"rank1:2,-1",4
pell_Dminus2_N30,43,5000,center,rank2,1546
pell_Dminus2_N30,43,5000,plus,rank0,1419
pell_Dminus2_N30,43,5000,plus,"rank1:0,1",619
pell_Dminus2_N30,43,5000,plus,"rank1:1,-2",12
pell_Dminus2_N30,43,5000,plus,"rank1:1,-1",616
pell_Dminus2_N30,43,5000,plus,"rank1:1,0",573
pell_Dminus2_N30,43,5000,plus,"rank1:2,-1",5
pell_Dminus2_N30,43,5000,plus,rank2,1756
pell_Dminus2_N30,44,5000,minus,rank0,1787
pell_Dminus2_N30,44,5000,minus,"rank1:0,1",620
pell_Dminus2_N30,44,5000,minus,"rank1:1,-2",14
pell_Dminus2_N30,44,5000,minus,"rank1:1,-1",614
pell_Dminus2_N30,44,5000,minus,"rank1:1,0",594
pell_Dminus2_N30,44,5000,minus,"rank1:1,1",4
pell_Dminus2_N30,44,5000,minus,"rank1:2,-1",5
pell_Dminus2_N30,44,5000,minus,rank2,1362
pell_Dminus2_N30,44,5000,center,rank0,1580
pell_Dminus2_N30,44,5000,center,"rank1:0,1",619
pell_Dminus2_N30,44,5000,center,"rank1:1,-2",11
pell_Dminus2_N30,44,5000,center,"rank1:1,-1",625
pell_Dminus2_N30,44,5000,center,"rank1:1,0",589
pell_Dminus2_N30,44,5000,center,"rank1:1,1",4
pell_Dminus2_N30,44,5000,center,"rank1:2,-1",5
pell_Dminus2_N30,44,5000,center,rank2,1567
pell_Dminus2_N30,44,5000,plus,rank0,1388
pell_Dminus2_N30,44,5000,plus,"rank1:0,1",606
pell_Dminus2_N30,44,5000,plus,"rank1:1,-2",15
pell_Dminus2_N30,44,5000,plus,"rank1:1,-1",629
pell_Dminus2_N30,44,5000,plus,"rank1:1,0",582
pell_Dminus2_N30,44,5000,plus,"rank1:1,1",3
pell_Dminus2_N30,44,5000,plus,"rank1:2,-1",1
pell_Dminus2_N30,44,5000,plus,rank2,1776
pell_Dminus2_N30,45,5000,minus,rank0,1759
pell_Dminus2_N30,45,5000,minus,"rank1:0,1",627
pell_Dminus2_N30,45,5000,minus,"rank1:1,-2",11
pell_Dminus2_N30,45,5000,minus,"rank1:1,-1",654
pell_Dminus2_N30,45,5000,minus,"rank1:1,0",608
pell_Dminus2_N30,45,5000,minus,"rank1:1,1",2
pell_Dminus2_N30,45,5000,minus,"rank1:2,-1",6
pell_Dminus2_N30,45,5000,minus,rank2,1333
pell_Dminus2_N30,45,5000,center,rank0,1568
pell_Dminus2_N30,45,5000,center,"rank1:0,1",611
pell_Dminus2_N30,45,5000,center,"rank1:1,-2",15
pell_Dminus2_N30,45,5000,center,"rank1:1,-1",647
pell_Dminus2_N30,45,5000,center,"rank1:1,0",590
pell_Dminus2_N30,45,5000,center,"rank1:1,1",4
pell_Dminus2_N30,45,5000,center,"rank1:2,-1",6
pell_Dminus2_N30,45,5000,center,rank2,1559
pell_Dminus2_N30,45,5000,plus,rank0,1386
pell_Dminus2_N30,45,5000,plus,"rank1:0,1",601
pell_Dminus2_N30,45,5000,plus,"rank1:1,-2",14
pell_Dminus2_N30,45,5000,plus,"rank1:1,-1",630
pell_Dminus2_N30,45,5000,plus,"rank1:1,0",594
pell_Dminus2_N30,45,5000,plus,"rank1:1,1",4
pell_Dminus2_N30,45,5000,plus,"rank1:2,-1",4
pell_Dminus2_N30,45,5000,plus,rank2,1767
pell_Dminus2_N30,46,5000,minus,rank0,1778
pell_Dminus2_N30,46,5000,minus,"rank1:0,1",611
pell_Dminus2_N30,46,5000,minus,"rank1:1,-2",12
pell_Dminus2_N30,46,5000,minus,"rank1:1,-1",636
pell_Dminus2_N30,46,5000,minus,"rank1:1,0",590
pell_Dminus2_N30,46,5000,minus,"rank1:1,1",4
pell_Dminus2_N30,46,5000,minus,"rank1:2,-1",2
pell_Dminus2_N30,46,5000,minus,rank2,1367
pell_Dminus2_N30,46,5000,center,rank0,1576
pell_Dminus2_N30,46,5000,center,"rank1:0,1",607
pell_Dminus2_N30,46,5000,center,"rank1:1,-2",13
pell_Dminus2_N30,46,5000,center,"rank1:1,-1",644
pell_Dminus2_N30,46,5000,center,"rank1:1,0",577
pell_Dminus2_N30,46,5000,center,"rank1:1,1",3
pell_Dminus2_N30,46,5000,center,"rank1:2,-1",2
pell_Dminus2_N30,46,5000,center,rank2,1578
pell_Dminus2_N30,46,5000,plus,rank0,1390
pell_Dminus2_N30,46,5000,plus,"rank1:0,1",615
pell_Dminus2_N30,46,5000,plus,"rank1:1,-2",16
pell_Dminus2_N30,46,5000,plus,"rank1:1,-1",627
pell_Dminus2_N30,46,5000,plus,"rank1:1,0",596
pell_Dminus2_N30,46,5000,plus,"rank1:1,1",3
pell_Dminus2_N30,46,5000,plus,"rank1:2,-1",4
pell_Dminus2_N30,46,5000,plus,rank2,1749
pell_Dminus2_N30,47,5000,minus,rank0,1814
pell_Dminus2_N30,47,5000,minus,"rank1:0,1",626
pell_Dminus2_N30,47,5000,minus,"rank1:1,-2",11
pell_Dminus2_N30,47,5000,minus,"rank1:1,-1",635
pell_Dminus2_N30,47,5000,minus,"rank1:1,0",542
pell_Dminus2_N30,47,5000,minus,"rank1:1,1",8
pell_Dminus2_N30,47,5000,minus,"rank1:2,-1",2
pell_Dminus2_N30,47,5000,minus,rank2,1362
pell_Dminus2_N30,47,5000,center,rank0,1587
pell_Dminus2_N30,47,5000,center,"rank1:0,1",635
pell_Dminus2_N30,47,5000,center,"rank1:1,-2",9
pell_Dminus2_N30,47,5000,center,"rank1:1,-1",659
pell_Dminus2_N30,47,5000,center,"rank1:1,0",555
pell_Dminus2_N30,47,5000,center,"rank1:1,1",8
pell_Dminus2_N30,47,5000,center,"rank1:2,-1",1
pell_Dminus2_N30,47,5000,center,rank2,1546
pell_Dminus2_N30,47,5000,plus,rank0,1380
pell_Dminus2_N30,47,5000,plus,"rank1:0,1",643
pell_Dminus2_N30,47,5000,plus,"rank1:1,-2",8
pell_Dminus2_N30,47,5000,plus,"rank1:1,-1",657
pell_Dminus2_N30,47,5000,plus,"rank1:1,0",548
pell_Dminus2_N30,47,5000,plus,"rank1:1,1",8
pell_Dminus2_N30,47,5000,plus,"rank1:2,-1",3
pell_Dminus2_N30,47,5000,plus,rank2,1753
pell_Dplus1_N56,0,5000,minus,rank0,1795
pell_Dplus1_N56,0,5000,minus,"rank1:0,1",573
pell_Dplus1_N56,0,5000,minus,"rank1:1,-2",6
pell_Dplus1_N56,0,5000,minus,"rank1:1,-1",622
pell_Dplus1_N56,0,5000,minus,"rank1:1,0",620
pell_Dplus1_N56,0,5000,minus,"rank1:1,1",5
pell_Dplus1_N56,0,5000,minus,"rank1:2,-1",6
pell_Dplus1_N56,0,5000,minus,rank2,1373
pell_Dplus1_N56,0,5000,center,rank0,1550
pell_Dplus1_N56,0,5000,center,"rank1:0,1",580
pell_Dplus1_N56,0,5000,center,"rank1:1,-2",7
pell_Dplus1_N56,0,5000,center,"rank1:1,-1",629
pell_Dplus1_N56,0,5000,center,"rank1:1,0",619
pell_Dplus1_N56,0,5000,center,"rank1:1,1",4
pell_Dplus1_N56,0,5000,center,"rank1:2,-1",3
pell_Dplus1_N56,0,5000,center,rank2,1608
pell_Dplus1_N56,0,5000,plus,rank0,1296
pell_Dplus1_N56,0,5000,plus,"rank1:0,1",584
pell_Dplus1_N56,0,5000,plus,"rank1:1,-2",8
pell_Dplus1_N56,0,5000,plus,"rank1:1,-1",627
pell_Dplus1_N56,0,5000,plus,"rank1:1,0",622
pell_Dplus1_N56,0,5000,plus,"rank1:1,1",4
pell_Dplus1_N56,0,5000,plus,"rank1:2,-1",5
pell_Dplus1_N56,0,5000,plus,rank2,1854
pell_Dplus1_N56,1,5000,minus,rank0,1796
pell_Dplus1_N56,1,5000,minus,"rank1:0,1",628
pell_Dplus1_N56,1,5000,minus,"rank1:1,-2",9
pell_Dplus1_N56,1,5000,minus,"rank1:1,-1",601
pell_Dplus1_N56,1,5000,minus,"rank1:1,0",633
pell_Dplus1_N56,1,5000,minus,"rank1:1,1",14
pell_Dplus1_N56,1,5000,minus,"rank1:2,-1",8
pell_Dplus1_N56,1,5000,minus,rank2,1311
pell_Dplus1_N56,1,5000,center,rank0,1534
pell_Dplus1_N56,1,5000,center,"rank1:0,1",643
pell_Dplus1_N56,1,5000,center,"rank1:1,-2",7
pell_Dplus1_N56,1,5000,center,"rank1:1,-1",619
pell_Dplus1_N56,1,5000,center,"rank1:1,0",629
pell_Dplus1_N56,1,5000,center,"rank1:1,1",13
pell_Dplus1_N56,1,5000,center,"rank1:2,-1",7
pell_Dplus1_N56,1,5000,center,rank2,1548
pell_Dplus1_N56,1,5000,plus,rank0,1314
pell_Dplus1_N56,1,5000,plus,"rank1:0,1",615
pell_Dplus1_N56,1,5000,plus,"rank1:1,-2",5
pell_Dplus1_N56,1,5000,plus,"rank1:1,-1",595
pell_Dplus1_N56,1,5000,plus,"rank1:1,0",632
pell_Dplus1_N56,1,5000,plus,"rank1:1,1",10
pell_Dplus1_N56,1,5000,plus,"rank1:2,-1",4
pell_Dplus1_N56,1,5000,plus,rank2,1825
pell_Dplus1_N56,2,5000,minus,rank0,1869
pell_Dplus1_N56,2,5000,minus,"rank1:0,1",606
pell_Dplus1_N56,2,5000,minus,"rank1:1,-2",9
pell_Dplus1_N56,2,5000,minus,"rank1:1,-1",579
pell_Dplus1_N56,2,5000,minus,"rank1:1,0",638
pell_Dplus1_N56,2,5000,minus,"rank1:1,1",7
pell_Dplus1_N56,2,5000,minus,"rank1:2,-1",2
pell_Dplus1_N56,2,5000,minus,rank2,1290
pell_Dplus1_N56,2,5000,center,rank0,1620
pell_Dplus1_N56,2,5000,center,"rank1:0,1",629
pell_Dplus1_N56,2,5000,center,"rank1:1,-2",12
pell_Dplus1_N56,2,5000,center,"rank1:1,-1",585
pell_Dplus1_N56,2,5000,center,"rank1:1,0",643
pell_Dplus1_N56,2,5000,center,"rank1:1,1",6
pell_Dplus1_N56,2,5000,center,"rank1:2,-1",1
pell_Dplus1_N56,2,5000,center,rank2,1504
pell_Dplus1_N56,2,5000,plus,rank0,1347
pell_Dplus1_N56,2,5000,plus,"rank1:0,1",614
pell_Dplus1_N56,2,5000,plus,"rank1:1,-2",11
pell_Dplus1_N56,2,5000,plus,"rank1:1,-1",584
pell_Dplus1_N56,2,5000,plus,"rank1:1,0",665
pell_Dplus1_N56,2,5000,plus,"rank1:1,1",8
pell_Dplus1_N56,2,5000,plus,"rank1:2,-1",2
pell_Dplus1_N56,2,5000,plus,rank2,1769
pell_Dplus1_N56,3,5000,minus,rank0,1846
pell_Dplus1_N56,3,5000,minus,"rank1:0,1",564
pell_Dplus1_N56,3,5000,minus,"rank1:1,-2",8
pell_Dplus1_N56,3,5000,minus,"rank1:1,-1",585
pell_Dplus1_N56,3,5000,minus,"rank1:1,0",617
pell_Dplus1_N56,3,5000,minus,"rank1:1,1",1
pell_Dplus1_N56,3,5000,minus,"rank1:2,-1",5
pell_Dplus1_N56,3,5000,minus,rank2,1374
pell_Dplus1_N56,3,5000,center,rank0,1597
pell_Dplus1_N56,3,5000,center,"rank1:0,1",568
pell_Dplus1_N56,3,5000,center,"rank1:1,-2",5
pell_Dplus1_N56,3,5000,center,"rank1:1,-1",578
pell_Dplus1_N56,3,5000,center,"rank1:1,0",637
pell_Dplus1_N56,3,5000,center,"rank1:1,1",4
pell_Dplus1_N56,3,5000,center,"rank1:2,-1",5
pell_Dplus1_N56,3,5000,center,rank2,1606
pell_Dplus1_N56,3,5000,plus,rank0,1365
pell_Dplus1_N56,3,5000,plus,"rank1:0,1",547
pell_Dplus1_N56,3,5000,plus,"rank1:1,-2",5
pell_Dplus1_N56,3,5000,plus,"rank1:1,-1",576
pell_Dplus1_N56,3,5000,plus,"rank1:1,0",638
pell_Dplus1_N56,3,5000,plus,"rank1:1,1",3
pell_Dplus1_N56,3,5000,plus,"rank1:2,-1",6
pell_Dplus1_N56,3,5000,plus,rank2,1860
pell_Dplus1_N56,4,5000,minus,rank0,1862
pell_Dplus1_N56,4,5000,minus,"rank1:0,1",558
pell_Dplus1_N56,4,5000,minus,"rank1:1,-2",8
pell_Dplus1_N56,4,5000,minus,"rank1:1,-1",596
pell_Dplus1_N56,4,5000,minus,"rank1:1,0",657
pell_Dplus1_N56,4,5000,minus,"rank1:1,1",10
pell_Dplus1_N56,4,5000,minus,"rank1:2,-1",3
pell_Dplus1_N56,4,5000,minus,rank2,1306
pell_Dplus1_N56,4,5000,center,rank0,1577
pell_Dplus1_N56,4,5000,center,"rank1:0,1",593
pell_Dplus1_N56,4,5000,center,"rank1:1,-2",7
pell_Dplus1_N56,4,5000,center,"rank1:1,-1",610
pell_Dplus1_N56,4,5000,center,"rank1:1,0",661
pell_Dplus1_N56,4,5000,center,"rank1:1,1",11
pell_Dplus1_N56,4,5000,center,"rank1:2,-1",2
pell_Dplus1_N56,4,5000,center,rank2,1539
pell_Dplus1_N56,4,5000,plus,rank0,1319
pell_Dplus1_N56,4,5000,plus,"rank1:0,1",575
pell_Dplus1_N56,4,5000,plus,"rank1:1,-2",8
pell_Dplus1_N56,4,5000,plus,"rank1:1,-1",607
pell_Dplus1_N56,4,5000,plus,"rank1:1,0",647
pell_Dplus1_N56,4,5000,plus,"rank1:1,1",6
pell_Dplus1_N56,4,5000,plus,"rank1:2,-1",4
pell_Dplus1_N56,4,5000,plus,rank2,1834
pell_Dplus1_N56,5,5000,minus,rank0,1884
pell_Dplus1_N56,5,5000,minus,"rank1:0,1",584
pell_Dplus1_N56,5,5000,minus,"rank1:1,-2",3
pell_Dplus1_N56,5,5000,minus,"rank1:1,-1",603
pell_Dplus1_N56,5,5000,minus,"rank1:1,0",609
pell_Dplus1_N56,5,5000,minus,"rank1:1,1",3
pell_Dplus1_N56,5,5000,minus,"rank1:2,-1",3
pell_Dplus1_N56,5,5000,minus,rank2,1311
pell_Dplus1_N56,5,5000,center,rank0,1623
pell_Dplus1_N56,5,5000,center,"rank1:0,1",593
pell_Dplus1_N56,5,5000,center,"rank1:1,-2",3
pell_Dplus1_N56,5,5000,center,"rank1:1,-1",612
pell_Dplus1_N56,5,5000,center,"rank1:1,0",613
pell_Dplus1_N56,5,5000,center,"rank1:1,1",3
pell_Dplus1_N56,5,5000,center,"rank1:2,-1",3
pell_Dplus1_N56,5,5000,center,rank2,1550
pell_Dplus1_N56,5,5000,plus,rank0,1355
pell_Dplus1_N56,5,5000,plus,"rank1:0,1",582
pell_Dplus1_N56,5,5000,plus,"rank1:1,-2",3
pell_Dplus1_N56,5,5000,plus,"rank1:1,-1",619
pell_Dplus1_N56,5,5000,plus,"rank1:1,0",625
pell_Dplus1_N56,5,5000,plus,"rank1:1,1",3
pell_Dplus1_N56,5,5000,plus,"rank1:2,-1",3
pell_Dplus1_N56,5,5000,plus,rank2,1810
pell_Dplus1_N56,6,5000,minus,rank0,1853
pell_Dplus1_N56,6,5000,minus,"rank1:0,1",582
pell_Dplus1_N56,6,5000,minus,"rank1:1,-2",6
pell_Dplus1_N56,6,5000,minus,"rank1:1,-1",599
pell_Dplus1_N56,6,5000,minus,"rank1:1,0",627
pell_Dplus1_N56,6,5000,minus,"rank1:1,1",4
pell_Dplus1_N56,6,5000,minus,"rank1:2,-1",5
pell_Dplus1_N56,6,5000,minus,rank2,1324
pell_Dplus1_N56,6,5000,center,rank0,1606
pell_Dplus1_N56,6,5000,center,"rank1:0,1",579
pell_Dplus1_N56,6,5000,center,"rank1:1,-2",4
pell_Dplus1_N56,6,5000,center,"rank1:1,-1",589
pell_Dplus1_N56,6,5000,center,"rank1:1,0",621
pell_Dplus1_N56,6,5000,center,"rank1:1,1",4
pell_Dplus1_N56,6,5000,center,"rank1:2,-1",4
pell_Dplus1_N56,6,5000,center,rank2,1593
pell_Dplus1_N56,6,5000,plus,rank0,1332
pell_Dplus1_N56,6,5000,plus,"rank1:0,1",561
pell_Dplus1_N56,6,5000,plus,"rank1:1,-2",5
pell_Dplus1_N56,6,5000,plus,"rank1:1,-1",603
pell_Dplus1_N56,6,5000,plus,"rank1:1,0",625
pell_Dplus1_N56,6,5000,plus,"rank1:1,1",3
pell_Dplus1_N56,6,5000,plus,"rank1:2,-1",5
pell_Dplus1_N56,6,5000,plus,rank2,1866
pell_Dplus1_N56,7,5000,minus,rank0,1779
pell_Dplus1_N56,7,5000,minus,"rank1:0,1",599
pell_Dplus1_N56,7,5000,minus,"rank1:1,-2",5
pell_Dplus1_N56,7,5000,minus,"rank1:1,-1",600
pell_Dplus1_N56,7,5000,minus,"rank1:1,0",651
pell_Dplus1_N56,7,5000,minus,"rank1:1,1",8
pell_Dplus1_N56,7,5000,minus,"rank1:2,-1",7
pell_Dplus1_N56,7,5000,minus,rank2,1351
pell_Dplus1_N56,7,5000,center,rank0,1539
pell_Dplus1_N56,7,5000,center,"rank1:0,1",599
pell_Dplus1_N56,7,5000,center,"rank1:1,-2",5
pell_Dplus1_N56,7,5000,center,"rank1:1,-1",607
pell_Dplus1_N56,7,5000,center,"rank1:1,0",657
pell_Dplus1_N56,7,5000,center,"rank1:1,1",9
pell_Dplus1_N56,7,5000,center,"rank1:2,-1",7
pell_Dplus1_N56,7,5000,center,rank2,1577
pell_Dplus1_N56,7,5000,plus,rank0,1285
pell_Dplus1_N56,7,5000,plus,"rank1:0,1",576
pell_Dplus1_N56,7,5000,plus,"rank1:1,-2",5
pell_Dplus1_N56,7,5000,plus,"rank1:1,-1",596
pell_Dplus1_N56,7,5000,plus,"rank1:1,0",666
pell_Dplus1_N56,7,5000,plus,"rank1:1,1",7
pell_Dplus1_N56,7,5000,plus,"rank1:2,-1",10
pell_Dplus1_N56,7,5000,plus,rank2,1855
pell_Dplus1_N56,8,5000,minus,rank0,1830
pell_Dplus1_N56,8,5000,minus,"rank1:0,1",602
pell_Dplus1_N56,8,5000,minus,"rank1:1,-2",11
pell_Dplus1_N56,8,5000,minus,"rank1:1,-1",610
pell_Dplus1_N56,8,5000,minus,"rank1:1,0",644
pell_Dplus1_N56,8,5000,minus,"rank1:1,1",7
pell_Dplus1_N56,8,5000,minus,"rank1:2,-1",9
pell_Dplus1_N56,8,5000,minus,rank2,1287
pell_Dplus1_N56,8,5000,center,rank0,1576
pell_Dplus1_N56,8,5000,center,"rank1:0,1",597
pell_Dplus1_N56,8,5000,center,"rank1:1,-2",10
pell_Dplus1_N56,8,5000,center,"rank1:1,-1",609
pell_Dplus1_N56,8,5000,center,"rank1:1,0",654
pell_Dplus1_N56,8,5000,center,"rank1:1,1",6
pell_Dplus1_N56,8,5000,center,"rank1:2,-1",8
pell_Dplus1_N56,8,5000,center,rank2,1540
pell_Dplus1_N56,8,5000,plus,rank0,1336
pell_Dplus1_N56,8,5000,plus,"rank1:0,1",592
pell_Dplus1_N56,8,5000,plus,"rank1:1,-2",9
pell_Dplus1_N56,8,5000,plus,"rank1:1,-1",599
pell_Dplus1_N56,8,5000,plus,"rank1:1,0",641
pell_Dplus1_N56,8,5000,plus,"rank1:1,1",4
pell_Dplus1_N56,8,5000,plus,"rank1:2,-1",7
pell_Dplus1_N56,8,5000,plus,rank2,1812
pell_Dplus1_N56,9,5000,minus,rank0,1831
pell_Dplus1_N56,9,5000,minus,"rank1:0,1",610
pell_Dplus1_N56,9,5000,minus,"rank1:1,-2",5
pell_Dplus1_N56,9,5000,minus,"rank1:1,-1",608
pell_Dplus1_N56,9,5000,minus,"rank1:1,0",611
pell_Dplus1_N56,9,5000,minus,"rank1:1,1",8
pell_Dplus1_N56,9,5000,minus,"rank1:2,-1",4
pell_Dplus1_N56,9,5000,minus,rank2,1323
pell_Dplus1_N56,9,5000,center,rank0,1584
pell_Dplus1_N56,9,5000,center,"rank1:0,1",611
pell_Dplus1_N56,9,5000,center,"rank1:1,-2",5
pell_Dplus1_N56,9,5000,center,"rank1:1,-1",618
pell_Dplus1_N56,9,5000,center,"rank1:1,0",622
pell_Dplus1_N56,9,5000,center,"rank1:1,1",7
pell_Dplus1_N56,9,5000,center,"rank1:2,-1",5
pell_Dplus1_N56,9,5000,center,rank2,1548
pell_Dplus1_N56,9,5000,plus,rank0,1336
pell_Dplus1_N56,9,5000,plus,"rank1:0,1",589
pell_Dplus1_N56,9,5000,plus,"rank1:1,-2",5
pell_Dplus1_N56,9,5000,plus,"rank1:1,-1",626
pell_Dplus1_N56,9,5000,plus,"rank1:1,0",614
pell_Dplus1_N56,9,5000,plus,"rank1:1,1",7
pell_Dplus1_N56,9,5000,plus,"rank1:2,-1",3
pell_Dplus1_N56,9,5000,plus,rank2,1820
pell_Dplus1_N56,10,5000,minus,rank0,1786
pell_Dplus1_N56,10,5000,minus,"rank1:0,1",633
pell_Dplus1_N56,10,5000,minus,"rank1:1,-2",2
pell_Dplus1_N56,10,5000,minus,"rank1:1,-1",594
pell_Dplus1_N56,10,5000,minus,"rank1:1,0",657
pell_Dplus1_N56,10,5000,minus,"rank1:1,1",3
pell_Dplus1_N56,10,5000,minus,"rank1:2,-1",6
