batch,k,count
0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,1
0,22,0
0,23,3
0,24,0
0,25,6
0,26,4
0,27,10
0,28,13
0,29,25
0,30,30
0,31,61
0,32,80
0,33,124
0,34,181
0,35,240
0,36,351
0,37,530
0,38,680
0,39,921
0,40,1132
0,41,1482
0,42,1919
0,43,2358
0,44,2774
0,45,3333
0,46,3610
0,47,3926
0,48,4098
0,49,4110
0,50,3806
0,51,3542
0,52,2995
0,53,2422
0,54,1803
0,55,1340
0,56,874
0,57,549
0,58,285
0,59,194
0,60,93
0,61,59
0,62,18
0,63,8
0,64,8
0,65,0
0,66,2
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
1,0,0
1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
1,6,0
1,7,0
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,0
1,14,0
1,15,0
1,16,0
1,17,0
1,18,0
1,19,0
1,20,0
1,21,0
1,22,0
1,23,2
1,24,2
1,25,8
1,26,8
1,27,11
1,28,15
1,29,20
1,30,32
1,31,50
1,32,81
1,33,131
1,34,172
1,35,233
1,36,345
1,37,449
1,38,652
1,39,877
1,40,1216
1,41,1491
1,42,1976
1,43,2328
1,44,2727
1,45,3327
1,46,3696
1,47,3950
1,48,4134
1,49,4111
1,50,3801
1,51,3548
1,52,3045
1,53,2333
1,54,1808
1,55,1322
1,56,849
1,57,560
1,58,317
1,59,184
1,60,98
1,61,43
1,62,27
1,63,12
1,64,5
1,65,1
1,66,2
1,67,0
1,68,0
1,69,0
1,70,1
1,71,0
1,72,0
1,73,0
1,74,0
1,75,0
1,76,0
1,77,0
1,78,0
1,79,0
1,80,0
1,81,0
1,82,0
1,83,0
1,84,0
1,85,0
1,86,0
2,0,0
2,1,0
2,2,0
2,3,0
2,4,0
2,5,0
2,6,0
2,7,0
2,8,0
2,9,0
2,10,0
2,11,0
2,12,0
2,13,0
2,14,0
2,15,0
2,16,0
2,17,0
2,18,0
2,19,0
2,20,0
2,21,0
2,22,2
2,23,0
2,24,2
2,25,5
2,26,8
2,27,11
2,28,26
2,29,21
2,30,36
2,31,59
2,32,65
2,33,148
2,34,156
2,35,263
2,36,340
2,37,501
2,38,658
2,39,841
2,40,1169
2,41,1548
2,42,1919
2,43,2354
2,44,2807
2,45,3228
2,46,3526
2,47,3909
2,48,4050
2,49,4140
2,50,3978
2,51,3620
2,52,2965
2,53,2410
2,54,1769
2,55,1290
2,56,897
2,57,559
2,58,325
2,59,196
2,60,96
2,61,69
2,62,18
2,63,13
2,64,2
2,65,1
2,66,0
2,67,0
2,68,0
2,69,0
2,70,0
2,71,0
2,72,0
2,73,0
2,74,0
2,75,0
2,76,0
2,77,0
2,78,0
2,79,0
2,80,0
2,81,0
2,82,0
2,83,0
2,84,0
2,85,0
2,86,0
3,0,0
3,1,0
3,2,0
3,3,0
3,4,0
3,5,0
3,6,0
3,7,0
3,8,0
3,9,0
3,10,0
3,11,0
3,12,0
3,13,0
3,14,0
3,15,0
3,16,0
3,17,0
3,18,0
3,19,0
3,20,0
3,21,1
3,22,1
3,23,0
3,24,2
3,25,5
3,26,8
3,27,12
3,28,18
3,29,27
3,30,28
3,31,51
3,32,91
3,33,119
3,34,163
3,35,277
3,36,374
3,37,491
3,38,673
3,39,880
3,40,1173
3,41,1475
3,42,1842
3,43,2379
3,44,2788
3,45,3241
3,46,3612
3,47,3972
3,48,4170
3,49,4077
3,50,3804
3,51,3503
3,52,2956
3,53,2470
3,54,1798
3,55,1335
3,56,883
3,57,557
3,58,341
3,59,203
3,60,98
3,61,60
3,62,28
3,63,10
3,64,2
3,65,2
3,66,0
3,67,0
3,68,0
3,69,0
3,70,0
3,71,0
3,72,0
3,73,0
3,74,0
3,75,0
3,76,0
3,77,0
3,78,0
3,79,0
3,80,0
3,81,0
3,82,0
3,83,0
3,84,0
3,85,0
3,86,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,0
4,5,0
4,6,0
4,7,0
4,8,0
4,9,0
4,10,0
4,11,0
4,12,0
4,13,0
4,14,0
4,15,0
4,16,0
4,17,0
4,18,0
4,19,0
4,20,0
4,21,0
4,22,0
4,23,1
4,24,1
4,25,6
4,26,5
4,27,6
4,28,19
4,29,21
4,30,43
4,31,52
4,32,86
4,33,116
4,34,193
4,35,265
4,36,328
4,37,486
4,38,669
4,39,910
4,40,1174
4,41,1544
4,42,1884
4,43,2357
4,44,2754
4,45,3305
4,46,3666
4,47,3933
4,48,4055
4,49,4177
4,50,3773
4,51,3466
4,52,2942
4,53,2398
4,54,1883
4,55,1301
4,56,936
4,57,588
4,58,316
4,59,185
4,60,83
4,61,40
4,62,17
4,63,12
4,64,3
4,65,1
4,66,0
4,67,0
4,68,0
4,69,0
4,70,0
4,71,0
4,72,0
4,73,0
4,74,0
4,75,0
4,76,0
4,77,0
4,78,0
4,79,0
4,80,0
4,81,0
4,82,0
4,83,0
4,84,0
4,85,0
4,86,0
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
5,6,0
5,7,0
5,8,0
5,9,0
5,10,0
5,11,0
5,12,0
5,13,0
5,14,0
5,15,0
5,16,0
5,17,0
5,18,0
5,19,0
5,20,0
5,21,0
5,22,0
5,23,1
5,24,3
5,25,1
5,26,5
5,27,14
5,28,17
5,29,27
5,30,38
5,31,56
5,32,100
5,33,122
5,34,166
5,35,248
5,36,402
5,37,498
5,38,683
5,39,909
5,40,1151
5,41,1452
5,42,1915
5,43,2370
5,44,2874
5,45,3217
5,46,3742
5,47,4018
5,48,3987
5,49,4013
5,50,3869
5,51,3427
5,52,3062
5,53,2421
5,54,1786
5,55,1335
5,56,797
5,57,557
5,58,353
5,59,187
5,60,90
5,61,50
5,62,20
5,63,10
5,64,7
5,65,0
5,66,0
5,67,0
5,68,0
5,69,0
5,70,0
5,71,0
5,72,0
5,73,0
5,74,0
5,75,0
5,76,0
5,77,0
5,78,0
5,79,0
5,80,0
5,81,0
5,82,0
5,83,0
5,84,0
5,85,0
5,86,0
6,0,0
6,1,0
6,2,0
6,3,0
6,4,0
6,5,0
6,6,0
6,7,0
6,8,0
6,9,0
6,10,0
6,11,0
6,12,0
6,13,0
6,14,0
6,15,0
6,16,0
6,17,0
6,18,0
6,19,0
6,20,0
6,21,0
6,22,1
6,23,4
6,24,0
6,25,4
6,26,6
6,27,8
6,28,13
6,29,30
6,30,40
6,31,46
6,32,98
6,33,123
6,34,188
6,35,245
6,36,354
6,37,456
6,38,650
6,39,872
6,40,1170
6,41,1569
6,42,1982
6,43,2376
6,44,2801
6,45,3234
6,46,3650
6,47,3884
6,48,4109
6,49,4104
6,50,3875
6,51,3419
6,52,2982
6,53,2357
6,54,1799
6,55,1351
6,56,879
6,57,558
6,58,352
6,59,197
6,60,129
6,61,43
6,62,24
6,63,13
6,64,3
6,65,2
6,66,0
6,67,0
6,68,0
6,69,0
6,70,0
6,71,0
6,72,0
6,73,0
6,74,0
6,75,0
6,76,0
6,77,0
6,78,0
6,79,0
6,80,0
6,81,0
