kminus,kplus,count
19,53,1
19,54,1
19,55,1
20,48,2
20,55,1
20,56,1
20,57,1
20,61,1
21,40,1
21,42,1
21,45,1
21,47,1
21,48,3
21,50,1
21,52,2
21,53,1
21,54,2
21,56,2
21,59,1
21,62,1
21,66,1
22,39,1
22,40,1
22,45,2
22,46,2
22,47,1
22,48,1
22,49,3
22,50,1
22,51,1
22,52,1
22,53,3
22,54,3
22,55,3
22,56,2
22,57,1
22,58,2
22,60,1
22,61,1
22,65,1
23,38,1
23,42,2
23,43,1
23,44,1
23,45,4
23,46,2
23,47,1
23,48,4
23,49,3
23,50,1
23,51,4
23,52,2
23,53,1
23,54,2
23,55,3
23,56,4
23,57,2
23,58,2
23,59,5
23,61,3
23,62,3
23,66,1
24,39,1
24,40,1
24,41,4
24,42,1
24,43,1
24,44,3
24,46,3
24,47,4
24,48,9
24,49,9
24,50,4
24,51,3
24,52,5
24,53,7
24,54,6
24,55,12
24,56,6
24,57,1
24,58,2
24,59,2
24,60,3
24,61,2
24,62,1
24,63,4
24,66,1
24,67,2
25,33,1
25,36,1
25,37,1
25,38,2
25,39,1
25,40,2
25,42,2
25,43,6
25,44,4
25,45,2
25,46,6
25,47,3
25,48,9
25,49,9
25,50,10
25,51,7
25,52,9
25,53,14
25,54,11
25,55,7
25,56,5
25,57,8
25,58,4
25,59,4
25,60,5
25,62,5
25,63,4
25,64,2
25,68,1
26,35,1
26,36,1
26,39,4
26,41,3
26,42,4
26,43,4
26,44,6
26,45,10
26,46,9
26,47,13
26,48,11
26,49,20
26,50,20
26,51,20
26,52,17
26,53,20
26,54,15
26,55,11
26,56,16
26,57,12
26,58,6
26,59,5
26,60,8
26,61,3
26,62,5
26,63,6
26,64,2
26,67,3
26,69,1
27,33,2
27,34,1
27,36,1
27,37,2
27,38,2
27,39,4
27,40,4
27,41,4
27,42,4
27,43,9
27,44,13
27,45,12
27,46,18
27,47,22
27,48,16
27,49,17
27,50,23
27,51,32
27,52,21
27,53,28
27,54,21
27,55,25
27,56,30
27,57,19
27,58,11
27,59,8
27,60,13
27,61,7
27,62,2
27,63,2
27,64,4
27,65,2
27,66,1
27,67,1
27,69,1
28,30,1
28,33,2
28,34,1
28,36,2
28,37,3
28,38,5
28,39,7
28,40,7
28,41,8
28,42,15
28,43,17
28,44,13
28,45,23
28,46,14
28,47,31
28,48,29
28,49,31
28,50,51
28,51,50
28,52,43
28,53,45
28,54,31
28,55,43
28,56,32
28,57,38
28,58,21
28,59,23
28,60,20
28,61,18
28,62,6
28,63,7
28,64,2
28,65,3
28,66,2
28,67,2
28,68,1
29,31,1
29,34,1
29,35,1
29,36,3
29,37,5
29,38,5
29,39,7
29,40,14
29,41,15
29,42,12
29,43,22
29,44,27
29,45,36
29,46,41
29,47,52
29,48,61
29,49,63
29,50,57
29,51,58
29,52,56
29,53,71
29,54,73
29,55,51
29,56,42
29,57,51
29,58,37
29,59,19
29,60,29
29,61,23
29,62,13
29,63,9
29,64,10
29,65,9
29,66,2
29,67,1
29,72,1
30,32,1
30,33,1
30,34,5
30,35,4
30,36,7
30,37,7
30,38,6
30,39,12
30,40,22
30,41,18
30,42,27
30,43,34
30,44,43
30,45,57
30,46,68
30,47,53
30,48,76
30,49,98
30,50,104
30,51,105
30,52,111
30,53,93
30,54,91
30,55,82
30,56,96
30,57,77
30,58,48
30,59,44
30,60,37
30,61,28
30,62,15
30,63,23
30,64,9
30,65,7
30,66,4
30,67,6
30,68,2
31,32,1
31,33,2
31,34,2
31,35,7
31,36,8
31,37,9
31,38,12
31,39,20
31,40,23
31,41,29
31,42,32
31,43,51
31,44,72
31,45,76
31,46,79
31,47,94
31,48,111
31,49,125
31,50,138
31,51,149
31,52,155
31,53,144
31,54,129
31,55,117
31,56,120
31,57,116
31,58,105
31,59,70
31,60,68
31,61,37
31,62,30
31,63,20
31,64,15
31,65,11
31,66,11
31,67,4
31,68,6
31,69,3
31,70,1
31,71,2
31,73,1
32,33,3
32,34,7
32,35,6
32,36,15
32,37,19
32,38,21
32,39,25
32,40,35
32,41,40
32,42,57
32,43,80
32,44,94
32,45,131
32,46,140
32,47,147
32,48,186
32,49,193
32,50,247
32,51,218
32,52,231
32,53,220
32,54,202
32,55,228
32,56,169
32,57,148
32,58,122
32,59,100
32,60,96
32,61,74
32,62,45
32,63,36
32,64,19
32,65,18
32,66,11
32,67,5
32,68,5
32,69,2
32,70,3
32,74,2
33,33,1
33,34,8
33,35,13
33,36,13
33,37,21
33,38,32
33,39,40
33,40,59
33,41,79
33,42,115
33,43,118
33,44,151
33,45,184
33,46,208
33,47,214
33,48,300
33,49,315
33,50,323
33,51,305
33,52,335
33,53,320
33,54,280
33,55,284
33,56,235
33,57,238
33,58,189
33,59,163
33,60,125
33,61,95
33,62,69
33,63,59
33,64,33
33,65,24
33,66,12
33,67,13
33,68,6
33,69,4
33,70,1
34,34,1
34,35,14
34,36,30
34,37,39
34,38,50
34,39,64
34,40,105
34,41,111
34,42,137
34,43,173
34,44,195
34,45,262
34,46,312
34,47,324
34,48,391
34,49,424
34,50,477
34,51,502
34,52,512
34,53,464
34,54,438
34,55,419
34,56,413
34,57,351
34,58,251
34,59,242
34,60,178
34,61,142
34,62,93
34,63,76
34,64,66
34,65,34
34,66,19
34,67,15
34,68,8
34,69,6
34,70,2
34,71,1
35,35,3
35,36,43
35,37,52
35,38,83
35,39,103
35,40,136
35,41,147
35,42,208
35,43,264
35,44,295
35,45,390
35,46,407
35,47,500
35,48,524
35,49,588
35,50,638
35,51,717
35,52,629
35,53,646
35,54,623
35,55,591
35,56,522
35,57,432
35,58,403
35,59,294
35,60,238
35,61,180
35,62,140
35,63,111
35,64,79
35,65,52
35,66,36
35,67,26
35,68,18
35,69,7
35,70,5
35,71,2
35,72,1
35,73,1
36,36,4
36,37,87
36,38,107
36,39,141
36,40,183
36,41,235
36,42,298
36,43,360
36,44,414
36,45,589
36,46,596
36,47,710
36,48,827
36,49,891
36,50,944
36,51,911
36,52,1006
36,53,946
36,54,883
36,55,762
36,56,714
36,57,589
36,58,586
36,59,427
36,60,327
36,61,296
36,62,193
36,63,153
36,64,103
36,65,62
36,66,45
36,67,17
36,68,18
36,69,11
36,70,4
36,72,1
36,76,1
37,37,19
37,38,161
37,39,201
37,40,257
37,41,360
37,42,423
37,43,525
37,44,631
37,45,724
37,46,867
37,47,1026
37,48,1070
37,49,1238
37,50,1247
37,51,1273
37,52,1239
37,53,1235
37,54,1182
37,55,1116
37,56,1001
37,57,875
37,58,705
37,59,608
37,60,444
37,61,364
37,62,248
37,63,195
37,64,157
37,65,110
37,66,57
37,67,26
37,68,29
37,69,14
37,70,9
37,71,1
37,72,2
38,38,28
38,39,279
38,40,353
38,41,501
38,42,585
38,43,726
38,44,847
38,45,1067
38,46,1195
38,47,1323
38,48,1501
38,49,1644
38,50,1738
38,51,1749
38,52,1724
38,53,1707
38,54,1664
38,55,1489
38,56,1364
38,57,1140
38,58,941
38,59,744
38,60,636
38,61,478
38,62,333
38,63,271
38,64,193
38,65,137
38,66,93
38,67,65
38,68,34
38,69,21
38,70,6
38,71,5
38,72,2
38,73,2
39,39,43
39,40,531
39,41,666
39,42,887
39,43,1039
39,44,1169
39,45,1405
39,46,1697
39,47,1882
39,48,2053
39,49,2233
39,50,2431
39,51,2376
39,52,2498
39,53,2365
39,54,2142
39,55,1952
39,56,1760
39,57,1514
39,58,1319
39,59,1040
39,60,898
39,61,662
39,62,497
39,63,375
39,64,246
39,65,149
39,66,119
39,67,70
39,68,37
39,69,17
39,70,14
39,71,10
39,72,1
39,73,2
40,40,94
40,41,951
40,42,1117
40,43,1432
40,44,1741
40,45,2025
40,46,2272
40,47,2542
40,48,2732
40,49,2876
40,50,3152
40,51,3243
40,52,3132
40,53,3022
40,54,2797
40,55,2600
40,56,2250
40,57,2056
40,58,1698
40,59,1367
40,60,1023
40,61,776
40,62,572
40,63,443
40,64,315
40,65,227
40,66,123
40,67,104
40,68,49
40,69,29
40,70,11
40,71,9
40,72,4
40,74,1
41,41,150
41,42,1606
41,43,1900
41,44,2278
41,45,2645
41,46,3050
41,47,3336
41,48,3685
41,49,4021
41,50,4064
41,51,4209
41,52,4115
41,53,3908
41,54,3618
41,55,3185
41,56,2979
41,57,2530
41,58,2072
41,59,1762
41,60,1379
41,61,1104
41,62,759
41,63,574
41,64,373
41,65,266
41,66,182
41,67,107
41,68,78
41,69,40
41,70,20
41,71,15
41,72,5
41,73,2
41,74,3
42,42,264
42,43,2565
42,44,3073
42,45,3562
42,46,4028
42,47,4555
42,48,4826
42,49,5152
42,50,5238
42,51,5384
42,52,5224
42,53,5039
42,54,4787
42,55,4244
42,56,3690
42,57,3168
42,58,2640
42,59,2077
42,60,1725
42,61,1257
42,62,982
42,63,712
42,64,510
42,65,356
42,66,229
42,67,126
42,68,81
42,69,61
42,70,29
42,71,13
42,72,1
42,73,3
42,74,1
42,75,1
43,43,444
43,44,4131
43,45,4759
43,46,5397
43,47,5888
43,48,6299
43,49,6714
43,50,7057
43,51,7111
43,52,6744
43,53,6404
43,54,5866
43,55,5388
43,56,4689
43,57,3948
43,58,3235
43,59,2593
43,60,2056
43,61,1654
43,62,1231
43,63,891
43,64,618
43,65,408
43,66,272
43,67,168
43,68,95
43,69,66
43,70,33
43,71,14
43,72,12
43,73,4
43,74,2
43,75,1
44,44,637
44,45,6098
44,46,6693
44,47,7525
44,48,8136
44,49,8550
44,50,8739
44,51,8721
44,52,8418
44,53,7911
44,54,7240
44,55,6470
44,56,5715
44,57,4835
44,58,3970
44,59,3142
44,60,2567
44,61,1937
44,62,1421
44,63,976
44,64,702
44,65,489
44,66,310
44,67,214
44,68,112
44,69,66
44,70,35
44,71,19
44,72,11
44,73,2
45,45,952
45,46,8640
45,47,9579
45,48,9999
45,49,10567
45,50,10957
45,51,10668
45,52,10572
45,53,9573
45,54,9029
45,55,7906
45,56,6866
45,57,5900
45,58,4813
45,59,3836
45,60,3046
45,61,2335
45,62,1760
45,63,1282
45,64,826
45,65,594
45,66,377
45,67,223
45,68,149
45,69,85
45,70,40
45,71,21
45,72,11
45,73,2
45,74,2
46,46,1324
46,47,11700
46,48,12424
46,49,13076
46,50,13177
46,51,13080
46,52,12678
46,53,11535
46,54,10473
46,55,9358
46,56,8223
46,57,6791
46,58,5588
46,59,4356
46,60,3414
46,61,2624
46,62,1907
46,63,1379
46,64,959
46,65,665
46,66,421
46,67,257
46,68,134
46,69,97
46,70,48
46,71,23
46,72,8
46,73,2
