batch,M_pref,M_p0,M_p1,M_p2,M_p3,M_p4,M_p5,M_p6,M_p7,M_p8,M_p9,M_p10,M_p11,M_p12,M_p13,M_p14,Mp,Mpp,meanKminus,meanKplus,gap,varKminus
0,-0.00022169337601707362,-1.970099927750546e-05,-3.549272299363526e-05,-2.4565462319436904e-05,1.9363125259741487e-05,8.783728416195125e-05,0.00015533146313784219,0.00018539732900424433,0.00014514060049197752,2.2330390566871472e-05,-0.00016462937481331874,-0.0003714475251077598,-0.0005460860709561866,-0.0006498887856292157,-0.0006699160050168684,-0.000617870348480376,-0.008153346921869087,-0.8255348141283889,-0.013139999999992824,0.03943999999998482,-0.052579999999977645,1.0466681071848143
1,0.0004311128039459211,-0.0005691130725251625,-0.0005863373694346974,-0.0005608657585051136,-0.000491307791051443,-0.0003841206358022875,-0.0002504294006457908,-0.0001008582166848182,5.778684817880908e-05,0.00022168703473879336,0.00038655608052495793,0.0005451006647334555,0.0006871210730048372,0.0008009588018157432,0.000874569438200079,0.0008966451166475542,0.0161272625711808,0.05255121696357179,0.014859999999998763,-0.03190000000000737,0.04676000000000613,-2.0012604652001755
2,-0.00047622908160505073,-0.00042621132408515727,-0.0005016477658282836,-0.0005919221278011255,-0.0006904697401608484,-0.0007824319479239339,-0.0008451276673300256,-0.0008545646909363658,-0.0007969626555046627,-0.0006780199518268137,-0.0005216572676750575,-0.00035763875336081163,-0.00020762644444372036,-8.094358707821936e-05,1.8537642321070358e-05,8.431815603715531e-05,0.008827236955477602,0.6134066824614592,0.07828000000000657,-0.014990000000011605,0.09327000000001817,-1.2178555528080324
3,0.0011743047181198563,-0.000532010524274984,-0.000654785433055638,-0.0007355001104548675,-0.0007425172389460277,-0.0006488395959380888,-0.0004397600099518284,-0.00012080021381510875,0.0002773628537426909,0.0007011233823903673,0.0010846361492033996,0.0013656993462206612,0.0015013323539376788,0.0014786052280829631,0.0013178576399074382,0.0010663318153846246,0.0410961798102738,0.25597461089876106,0.012880000000023983,-0.04716999999999416,0.060050000000018144,-1.780319899204187
4,0.002559792332809674,-0.000134651321507695,2.7865164883733584e-05,0.00022610703446412916,0.00046493217462717507,0.0007540149167314381,0.0010983974208682579,0.001487535059191858,0.0018888900584752566,0.0022503458142233423,0.002512303722825182,0.002625957721733574,0.0025701676445016863,0.002358434671155485,0.00203195815959889,0.001642834103344537,0.03814053775158044,-0.3989924353542378,-0.03604999999998881,-0.09952000000001249,0.06347000000002367,-1.4258640755069791
5,0.001253536420700363,0.00015495297607592828,0.0002376922846781815,0.0003374599433348946,0.00045444569935537693,0.0005871278443196903,0.000731810781100406,0.0008819229032768217,0.0010270951675276363,0.00115244843186324,0.0012391524858886838,0.0012677117294448426,0.0012244334872767437,0.0011087803528647688,0.0009368175391775146,0.0007369508065760977,0.013526276429310258,-0.19818999914988922,-0.005590000000012196,-0.07597999999998706,0.07038999999997486,0.06706697070330847
6,-0.0002843270150507671,-0.0008496956472316963,-0.0009737356518046969,-0.0010909491526570614,-0.0011893097519009022,-0.0012495862376517008,-0.0012463526829142868,-0.0011552999635935368,-0.0009655499220644348,-0.0006908248216831447,-0.00037199798604170553,-6.74431681241261e-05,0.00016564171560096153,0.00029049780204504216,0.00030169001497915016,0.0002231422195962951,0.023223757095514053,0.849750588522987,0.06176999999999566,0.028540000000020882,0.03322999999997478,-1.8735164248937508
7,0.0007682520739192844,0.0004017303034594688,0.0004945984823780947,0.0005773836492232176,0.0006404397486808877,0.0006799537324337912,0.0006991731276833058,0.0007065585230110472,0.0007127396816204445,0.000727682111006045,0.0007574767554288098,0.0008001138990640921,0.0008423068025081859,0.0008612702778941772,0.0008329336709660407,0.0007430630130519367,0.0010561793997609925,0.0876127077598099,-0.08344999999999914,0.006069999999994025,-0.08951999999999316,0.5675815654976759
8,-0.0029434617713504085,-7.924978446127717e-05,-0.0001997007296881126,-0.00041309660046517926,-0.0007318492500620888,-0.0011474061928201662,-0.0016265335219465271,-0.0021133563302693226,-0.0025381248207707596,-0.0028322440947171623,-0.002946483476064299,-0.0028662596541577656,-0.0026167275713179228,-0.0022537126105196537,-0.0018439978573069338,-0.0014450679625589435,-0.035944388222397095,1.3064921655514539,0.09640999999999167,0.09853000000001089,-0.0021200000000192176,1.0082024302973878
9,0.001164121994054912,-0.0004860132302615394,-0.0005460587892952562,-0.0005503118857621558,-0.000477289817756521,-0.00031613208055070174,-7.184761916212423e-05,0.00023341886427186154,0.0005632316881372113,0.0008724522764732567,0.0011147248071786686,0.0012520241403385368,0.0012650649673372483,0.0011601979620702307,0.0009679540206132264,0.0007329925374031099,0.03195167061006998,-0.20592235529304048,-0.03421000000000163,-0.0042400000000100135,-0.029969999999991614,-2.2451731807013857
10,-0.00029241801780577337,-0.0004892410724707252,-0.0004197631754723208,-0.00034292004571301327,-0.00028133827588028293,-0.00024804062834882235,-0.00024124809560577276,-0.00024891379863756224,-0.00025942744709173127,-0.0002699006716246899,-0.000285991800362817,-0.0003145445258696533,-0.0003553689096902346,-0.00039791351479667725,-0.00042474876391762617,-0.00042000711276146685,-0.0010493436493455022,0.00040423920988530426,0.034279999999995425,0.024830000000008567,0.009449999999986858,-1.3651014112037956
11,2.7860771072640844e-05,-0.00021949694950584853,-0.00015678032216326354,-8.224448245042204e-05,-1.696658996974687e-05,2.4141466624105767e-05,3.972196932477967e-05,4.050737671923432e-05,3.920154533032516e-05,3.9298844087931606e-05,3.252595069824782e-05,8.090845759034515e-06,-3.359990641871313e-05,-7.524032910644074e-05,-9.169495042249398e-05,-6.814632312612812e-05,-6.0426631559806765e-05,0.014031301464051182,0.046640000000024884,-0.03226000000000795,0.07890000000003283,0.13628894239082
12,-0.0007240740800378287,0.0002254337839469045,0.00021434537246001195,0.0001679847881846941,8.046561004315667e-05,-4.86902362180075e-05,-0.00021030408797784172,-0.00038448551166558875,-0.0005444981343938338,-0.0006635569515566209,-0.0007208857099587629,-0.0007052969394260034,-0.000617456460991539,-0.00047206624542106557,-0.00029821612922531493,-0.00013411903167093175,-0.013953571994545833,0.4095380556534636,-0.007559999999983802,0.03491999999999962,-0.04247999999998342,0.27059219520015176
