label,n,a,b,radius,batch,counter_first,counter_last_exclusive,samples,primal_pivotal,matching_pivotal,primal_h4,matching_h4,h4_plus,h4_minus
n365_second,365,19,2,2,146,25336646000,25336647000,1000,22,21,-2,0,-2,-2
n365_second,365,19,2,4,146,25336646000,25336647000,1000,22,21,7,4,11,3
n365_second,365,19,2,7,146,25336646000,25336647000,1000,22,21,0,1,1,-1
n365_second,365,19,2,8,146,25336646000,25336647000,1000,22,21,-2,-5,-7,3
n365_first,365,14,13,2,147,25336647000,25336648000,1000,29,18,-4,-1,-5,-3
n365_first,365,14,13,4,147,25336647000,25336648000,1000,29,18,2,3,5,-1
n365_first,365,14,13,7,147,25336647000,25336648000,1000,29,18,2,4,6,-2
n365_first,365,14,13,8,147,25336647000,25336648000,1000,29,18,-4,0,-4,-4
n365_second,365,19,2,2,147,25336647000,25336648000,1000,24,21,-1,-2,-3,1
n365_second,365,19,2,4,147,25336647000,25336648000,1000,24,21,6,3,9,3
n365_second,365,19,2,7,147,25336647000,25336648000,1000,24,21,1,-2,-1,3
n365_second,365,19,2,8,147,25336647000,25336648000,1000,24,21,-3,-5,-8,2
n365_first,365,14,13,2,148,25336648000,25336649000,1000,25,23,-2,-5,-7,3
n365_first,365,14,13,4,148,25336648000,25336649000,1000,25,23,7,10,17,-3
n365_first,365,14,13,7,148,25336648000,25336649000,1000,25,23,1,-1,0,2
n365_first,365,14,13,8,148,25336648000,25336649000,1000,25,23,-5,-2,-7,-3
n365_second,365,19,2,2,148,25336648000,25336649000,1000,21,28,-4,1,-3,-5
n365_second,365,19,2,4,148,25336648000,25336649000,1000,21,28,4,0,4,4
n365_second,365,19,2,7,148,25336648000,25336649000,1000,21,28,4,-2,2,6
n365_second,365,19,2,8,148,25336648000,25336649000,1000,21,28,-2,-7,-9,5
n365_first,365,14,13,2,149,25336649000,25336650000,1000,19,21,-7,-4,-11,-3
n365_first,365,14,13,4,149,25336649000,25336650000,1000,19,21,5,6,11,-1
n365_first,365,14,13,7,149,25336649000,25336650000,1000,19,21,-3,-4,-7,1
n365_first,365,14,13,8,149,25336649000,25336650000,1000,19,21,-1,-4,-5,3
n365_second,365,19,2,2,149,25336649000,25336650000,1000,25,23,0,-5,-5,5
n365_second,365,19,2,4,149,25336649000,25336650000,1000,25,23,5,5,10,0
n365_second,365,19,2,7,149,25336649000,25336650000,1000,25,23,7,1,8,6
n365_second,365,19,2,8,149,25336649000,25336650000,1000,25,23,1,-7,-6,8
n365_first,365,14,13,2,150,25336650000,25336651000,1000,24,28,-3,-5,-8,2
n365_first,365,14,13,4,150,25336650000,25336651000,1000,24,28,4,-1,3,5
n365_first,365,14,13,7,150,25336650000,25336651000,1000,24,28,0,2,2,-2
n365_first,365,14,13,8,150,25336650000,25336651000,1000,24,28,-8,-2,-10,-6
n365_second,365,19,2,2,150,25336650000,25336651000,1000,25,24,3,-5,-2,8
n365_second,365,19,2,4,150,25336650000,25336651000,1000,25,24,4,4,8,0
n365_second,365,19,2,7,150,25336650000,25336651000,1000,25,24,-3,6,3,-9
n365_second,365,19,2,8,150,25336650000,25336651000,1000,25,24,-2,-5,-7,3
n365_first,365,14,13,2,151,25336651000,25336652000,1000,20,14,2,-5,-3,7
n365_first,365,14,13,4,151,25336651000,25336652000,1000,20,14,9,2,11,7
n365_first,365,14,13,7,151,25336651000,25336652000,1000,20,14,3,0,3,3
n365_first,365,14,13,8,151,25336651000,25336652000,1000,20,14,-3,-2,-5,-1
n365_second,365,19,2,2,151,25336651000,25336652000,1000,20,21,-3,-3,-6,0
n365_second,365,19,2,4,151,25336651000,25336652000,1000,20,21,3,4,7,-1
n365_second,365,19,2,7,151,25336651000,25336652000,1000,20,21,6,1,7,5
n365_second,365,19,2,8,151,25336651000,25336652000,1000,20,21,2,-5,-3,7
n365_first,365,14,13,2,152,25336652000,25336653000,1000,30,22,-2,-2,-4,0
n365_first,365,14,13,4,152,25336652000,25336653000,1000,30,22,4,5,9,-1
n365_first,365,14,13,7,152,25336652000,25336653000,1000,30,22,1,6,7,-5
n365_first,365,14,13,8,152,25336652000,25336653000,1000,30,22,-6,2,-4,-8
n365_second,365,19,2,2,152,25336652000,25336653000,1000,19,22,-3,-7,-10,4
n365_second,365,19,2,4,152,25336652000,25336653000,1000,19,22,4,4,8,0
n365_second,365,19,2,7,152,25336652000,25336653000,1000,19,22,6,-1,5,7
n365_second,365,19,2,8,152,25336652000,25336653000,1000,19,22,-2,-7,-9,5
n365_first,365,14,13,2,153,25336653000,25336654000,1000,18,22,-2,3,1,-5
n365_first,365,14,13,4,153,25336653000,25336654000,1000,18,22,1,4,5,-3
n365_first,365,14,13,7,153,25336653000,25336654000,1000,18,22,4,4,8,0
n365_first,365,14,13,8,153,25336653000,25336654000,1000,18,22,-1,-1,-2,0
n365_second,365,19,2,2,153,25336653000,25336654000,1000,25,25,-3,-1,-4,-2
n365_second,365,19,2,4,153,25336653000,25336654000,1000,25,25,1,5,6,-4
n365_second,365,19,2,7,153,25336653000,25336654000,1000,25,25,-1,0,-1,-1
n365_second,365,19,2,8,153,25336653000,25336654000,1000,25,25,-3,-4,-7,1
n365_first,365,14,13,2,154,25336654000,25336655000,1000,29,23,-2,-7,-9,5
n365_first,365,14,13,4,154,25336654000,25336655000,1000,29,23,12,5,17,7
n365_first,365,14,13,7,154,25336654000,25336655000,1000,29,23,-1,1,0,-2
n365_first,365,14,13,8,154,25336654000,25336655000,1000,29,23,-8,-7,-15,-1
n365_second,365,19,2,2,154,25336654000,25336655000,1000,22,22,-3,-8,-11,5
n365_second,365,19,2,4,154,25336654000,25336655000,1000,22,22,6,6,12,0
n365_second,365,19,2,7,154,25336654000,25336655000,1000,22,22,-3,1,-2,-4
n365_second,365,19,2,8,154,25336654000,25336655000,1000,22,22,-10,4,-6,-14
n365_first,365,14,13,2,155,25336655000,25336656000,1000,22,18,-3,-4,-7,1
n365_first,365,14,13,4,155,25336655000,25336656000,1000,22,18,8,-4,4,12
n365_first,365,14,13,7,155,25336655000,25336656000,1000,22,18,7,-2,5,9
n365_first,365,14,13,8,155,25336655000,25336656000,1000,22,18,-4,-10,-14,6
n365_second,365,19,2,2,155,25336655000,25336656000,1000,19,24,0,-1,-1,1
n365_second,365,19,2,4,155,25336655000,25336656000,1000,19,24,5,1,6,4
n365_second,365,19,2,7,155,25336655000,25336656000,1000,19,24,-1,2,1,-3
n365_second,365,19,2,8,155,25336655000,25336656000,1000,19,24,-1,-1,-2,0
n365_first,365,14,13,2,156,25336656000,25336657000,1000,23,25,-1,-1,-2,0
n365_first,365,14,13,4,156,25336656000,25336657000,1000,23,25,1,7,8,-6
n365_first,365,14,13,7,156,25336656000,25336657000,1000,23,25,1,4,5,-3
n365_first,365,14,13,8,156,25336656000,25336657000,1000,23,25,0,-6,-6,6
n365_second,365,19,2,2,156,25336656000,25336657000,1000,19,18,-3,-5,-8,2
n365_second,365,19,2,4,156,25336656000,25336657000,1000,19,18,3,3,6,0
n365_second,365,19,2,7,156,25336656000,25336657000,1000,19,18,3,-1,2,4
n365_second,365,19,2,8,156,25336656000,25336657000,1000,19,18,-2,-3,-5,1
n365_first,365,14,13,2,157,25336657000,25336658000,1000,23,24,-2,-1,-3,-1
n365_first,365,14,13,4,157,25336657000,25336658000,1000,23,24,5,5,10,0
n365_first,365,14,13,7,157,25336657000,25336658000,1000,23,24,-1,-3,-4,2
n365_first,365,14,13,8,157,25336657000,25336658000,1000,23,24,-5,-6,-11,1
n365_second,365,19,2,2,157,25336657000,25336658000,1000,34,27,-5,-2,-7,-3
n365_second,365,19,2,4,157,25336657000,25336658000,1000,34,27,5,9,14,-4
n365_second,365,19,2,7,157,25336657000,25336658000,1000,34,27,4,2,6,2
n365_second,365,19,2,8,157,25336657000,25336658000,1000,34,27,-2,-1,-3,-1
n365_first,365,14,13,2,158,25336658000,25336659000,1000,29,24,-4,2,-2,-6
n365_first,365,14,13,4,158,25336658000,25336659000,1000,29,24,8,1,9,7
n365_first,365,14,13,7,158,25336658000,25336659000,1000,29,24,0,5,5,-5
n365_first,365,14,13,8,158,25336658000,25336659000,1000,29,24,-4,-8,-12,4
n365_second,365,19,2,2,158,25336658000,25336659000,1000,18,22,-2,0,-2,-2
n365_second,365,19,2,4,158,25336658000,25336659000,1000,18,22,3,5,8,-2
n365_second,365,19,2,7,158,25336658000,25336659000,1000,18,22,1,-2,-1,3
n365_second,365,19,2,8,158,25336658000,25336659000,1000,18,22,-3,-6,-9,3
n365_first,365,14,13,2,159,25336659000,25336660000,1000,25,19,-1,-3,-4,2
n365_first,365,14,13,4,159,25336659000,25336660000,1000,25,19,6,6,12,0
n365_first,365,14,13,7,159,25336659000,25336660000,1000,25,19,4,4,8,0
n365_first,365,14,13,8,159,25336659000,25336660000,1000,25,19,-5,-2,-7,-3
n365_second,365,19,2,2,159,25336659000,25336660000,1000,23,18,-6,-5,-11,-1
n365_second,365,19,2,4,159,25336659000,25336660000,1000,23,18,3,3,6,0
n365_second,365,19,2,7,159,25336659000,25336660000,1000,23,18,3,-2,1,5
n365_second,365,19,2,8,159,25336659000,25336660000,1000,23,18,-1,-5,-6,4
n365_first,365,14,13,2,160,25336660000,25336661000,1000,18,22,-2,-5,-7,3
n365_first,365,14,13,4,160,25336660000,25336661000,1000,18,22,3,-2,1,5
n365_first,365,14,13,7,160,25336660000,25336661000,1000,18,22,-1,5,4,-6
n365_first,365,14,13,8,160,25336660000,25336661000,1000,18,22,-2,0,-2,-2
n365_second,365,19,2,2,160,25336660000,25336661000,1000,24,30,-3,-7,-10,4
n365_second,365,19,2,4,160,25336660000,25336661000,1000,24,30,3,6,9,-3
n365_second,365,19,2,7,160,25336660000,25336661000,1000,24,30,-5,-5,-10,0
n365_second,365,19,2,8,160,25336660000,25336661000,1000,24,30,-5,-12,-17,7
n365_first,365,14,13,2,161,25336661000,25336662000,1000,26,15,-2,-5,-7,3
n365_first,365,14,13,4,161,25336661000,25336662000,1000,26,15,6,4,10,2
n365_first,365,14,13,7,161,25336661000,25336662000,1000,26,15,3,4,7,-1
n365_first,365,14,13,8,161,25336661000,25336662000,1000,26,15,-3,2,-1,-5
n365_second,365,19,2,2,161,25336661000,25336662000,1000,25,17,-2,-1,-3,-1
n365_second,365,19,2,4,161,25336661000,25336662000,1000,25,17,10,4,14,6
n365_second,365,19,2,7,161,25336661000,25336662000,1000,25,17,5,2,7,3
n365_second,365,19,2,8,161,25336661000,25336662000,1000,25,17,-7,0,-7,-7
n365_first,365,14,13,2,162,25336662000,25336663000,1000,25,27,-1,-2,-3,1
n365_first,365,14,13,4,162,25336662000,25336663000,1000,25,27,6,-1,5,7
n365_first,365,14,13,7,162,25336662000,25336663000,1000,25,27,2,-2,0,4
n365_first,365,14,13,8,162,25336662000,25336663000,1000,25,27,-4,-3,-7,-1
n365_second,365,19,2,2,162,25336662000,25336663000,1000,24,18,-2,-2,-4,0
n365_second,365,19,2,4,162,25336662000,25336663000,1000,24,18,0,0,0,0
n365_second,365,19,2,7,162,25336662000,25336663000,1000,24,18,-1,1,0,-2
n365_second,365,19,2,8,162,25336662000,25336663000,1000,24,18,0,-2,-2,2
n365_first,365,14,13,2,163,25336663000,25336664000,1000,25,26,-6,-2,-8,-4
n365_first,365,14,13,4,163,25336663000,25336664000,1000,25,26,1,9,10,-8
n365_first,365,14,13,7,163,25336663000,25336664000,1000,25,26,2,3,5,-1
n365_first,365,14,13,8,163,25336663000,25336664000,1000,25,26,4,-4,0,8
n365_second,365,19,2,2,163,25336663000,25336664000,1000,27,21,0,-2,-2,2
n365_second,365,19,2,4,163,25336663000,25336664000,1000,27,21,3,4,7,-1
n365_second,365,19,2,7,163,25336663000,25336664000,1000,27,21,0,2,2,-2
n365_second,365,19,2,8,163,25336663000,25336664000,1000,27,21,-5,0,-5,-5
n365_first,365,14,13,2,164,25336664000,25336665000,1000,26,21,-4,-5,-9,1
n365_first,365,14,13,4,164,25336664000,25336665000,1000,26,21,5,5,10,0
n365_first,365,14,13,7,164,25336664000,25336665000,1000,26,21,0,2,2,-2
n365_first,365,14,13,8,164,25336664000,25336665000,1000,26,21,-6,1,-5,-7
n365_second,365,19,2,2,164,25336664000,25336665000,1000,15,16,-2,-5,-7,3
n365_second,365,19,2,4,164,25336664000,25336665000,1000,15,16,4,2,6,2
n365_second,365,19,2,7,164,25336664000,25336665000,1000,15,16,1,6,7,-5
n365_second,365,19,2,8,164,25336664000,25336665000,1000,15,16,-2,-2,-4,0
n365_first,365,14,13,2,165,25336665000,25336666000,1000,17,21,3,-1,2,4
n365_first,365,14,13,4,165,25336665000,25336666000,1000,17,21,0,5,5,-5
n365_first,365,14,13,7,165,25336665000,25336666000,1000,17,21,-3,6,3,-9
n365_first,365,14,13,8,165,25336665000,25336666000,1000,17,21,-3,1,-2,-4
n365_second,365,19,2,2,165,25336665000,25336666000,1000,20,20,-5,-7,-12,2
n365_second,365,19,2,4,165,25336665000,25336666000,1000,20,20,4,-1,3,5
n365_second,365,19,2,7,165,25336665000,25336666000,1000,20,20,8,3,11,5
n365_second,365,19,2,8,165,25336665000,25336666000,1000,20,20,0,-2,-2,2
n365_first,365,14,13,2,166,25336666000,25336667000,1000,20,8,-2,0,-2,-2
n365_first,365,14,13,4,166,25336666000,25336667000,1000,20,8,-1,5,4,-6
n365_first,365,14,13,7,166,25336666000,25336667000,1000,20,8,-3,1,-2,-4
n365_first,365,14,13,8,166,25336666000,25336667000,1000,20,8,0,1,1,-1
n365_second,365,19,2,2,166,25336666000,25336667000,1000,29,28,-3,-3,-6,0
n365_second,365,19,2,4,166,25336666000,25336667000,1000,29,28,8,2,10,6
n365_second,365,19,2,7,166,25336666000,25336667000,1000,29,28,2,-1,1,3
n365_second,365,19,2,8,166,25336666000,25336667000,1000,29,28,-3,-1,-4,-2
n365_first,365,14,13,2,167,25336667000,25336668000,1000,16,30,1,-6,-5,7
n365_first,365,14,13,4,167,25336667000,25336668000,1000,16,30,5,7,12,-2
n365_first,365,14,13,7,167,25336667000,25336668000,1000,16,30,1,4,5,-3
n365_first,365,14,13,8,167,25336667000,25336668000,1000,16,30,-1,-6,-7,5
n365_second,365,19,2,2,167,25336667000,25336668000,1000,19,15,-4,-4,-8,0
n365_second,365,19,2,4,167,25336667000,25336668000,1000,19,15,6,1,7,5
n365_second,365,19,2,7,167,25336667000,25336668000,1000,19,15,2,-1,1,3
n365_second,365,19,2,8,167,25336667000,25336668000,1000,19,15,3,-6,-3,9
n365_first,365,14,13,2,168,25336668000,25336669000,1000,14,16,2,-5,-3,7
n365_first,365,14,13,4,168,25336668000,25336669000,1000,14,16,-2,0,-2,-2
n365_first,365,14,13,7,168,25336668000,25336669000,1000,14,16,1,2,3,-1
n365_first,365,14,13,8,168,25336668000,25336669000,1000,14,16,-3,2,-1,-5
n365_second,365,19,2,2,168,25336668000,25336669000,1000,27,21,-4,1,-3,-5
n365_second,365,19,2,4,168,25336668000,25336669000,1000,27,21,4,2,6,2
n365_second,365,19,2,7,168,25336668000,25336669000,1000,27,21,3,4,7,-1
n365_second,365,19,2,8,168,25336668000,25336669000,1000,27,21,1,-1,0,2
n365_first,365,14,13,2,169,25336669000,25336670000,1000,28,25,-4,0,-4,-4
n365_first,365,14,13,4,169,25336669000,25336670000,1000,28,25,2,3,5,-1
n365_first,365,14,13,7,169,25336669000,25336670000,1000,28,25,2,2,4,0
n365_first,365,14,13,8,169,25336669000,25336670000,1000,28,25,0,1,1,-1
n365_second,365,19,2,2,169,25336669000,25336670000,1000,22,18,2,-2,0,4
n365_second,365,19,2,4,169,25336669000,25336670000,1000,22,18,11,-2,9,13
n365_second,365,19,2,7,169,25336669000,25336670000,1000,22,18,4,-1,3,5
n365_second,365,19,2,8,169,25336669000,25336670000,1000,22,18,1,-2,-1,3
n365_first,365,14,13,2,170,25336670000,25336671000,1000,20,27,-2,-7,-9,5
n365_first,365,14,13,4,170,25336670000,25336671000,1000,20,27,0,10,10,-10
n365_first,365,14,13,7,170,25336670000,25336671000,1000,20,27,-2,0,-2,-2
n365_first,365,14,13,8,170,25336670000,25336671000,1000,20,27,-4,0,-4,-4
n365_second,365,19,2,2,170,25336670000,25336671000,1000,22,23,1,-7,-6,8
n365_second,365,19,2,4,170,25336670000,25336671000,1000,22,23,4,7,11,-3
n365_second,365,19,2,7,170,25336670000,25336671000,1000,22,23,1,4,5,-3
n365_second,365,19,2,8,170,25336670000,25336671000,1000,22,23,-3,4,1,-7
n365_first,365,14,13,2,171,25336671000,25336672000,1000,18,16,2,-5,-3,7
n365_first,365,14,13,4,171,25336671000,25336672000,1000,18,16,2,4,6,-2
n365_first,365,14,13,7,171,25336671000,25336672000,1000,18,16,5,4,9,1
n365_first,365,14,13,8,171,25336671000,25336672000,1000,18,16,-3,3,0,-6
n365_second,365,19,2,2,171,25336671000,25336672000,1000,20,29,-2,-4,-6,2
n365_second,365,19,2,4,171,25336671000,25336672000,1000,20,29,5,13,18,-8
n365_second,365,19,2,7,171,25336671000,25336672000,1000,20,29,-1,0,-1,-1
n365_second,365,19,2,8,171,25336671000,25336672000,1000,20,29,-1,-3,-4,2
n365_first,365,14,13,2,172,25336672000,25336673000,1000,24,17,-3,-3,-6,0
n365_first,365,14,13,4,172,25336672000,25336673000,1000,24,17,3,4,7,-1
n365_first,365,14,13,7,172,25336672000,25336673000,1000,24,17,0,-3,-3,3
n365_first,365,14,13,8,172,25336672000,25336673000,1000,24,17,3,-4,-1,7
n365_second,365,19,2,2,172,25336672000,25336673000,1000,25,21,-3,-2,-5,-1
n365_second,365,19,2,4,172,25336672000,25336673000,1000,25,21,6,5,11,1
n365_second,365,19,2,7,172,25336672000,25336673000,1000,25,21,5,2,7,3
n365_second,365,19,2,8,172,25336672000,25336673000,1000,25,21,-1,-2,-3,1
n365_first,365,14,13,2,173,25336673000,25336674000,1000,12,22,-4,-5,-9,1
n365_first,365,14,13,4,173,25336673000,25336674000,1000,12,22,-2,5,3,-7
n365_first,365,14,13,7,173,25336673000,25336674000,1000,12,22,-3,-1,-4,-2
n365_first,365,14,13,8,173,25336673000,25336674000,1000,12,22,-4,0,-4,-4
n365_second,365,19,2,2,173,25336673000,25336674000,1000,28,21,-10,-2,-12,-8
n365_second,365,19,2,4,173,25336673000,25336674000,1000,28,21,5,10,15,-5
n365_second,365,19,2,7,173,25336673000,25336674000,1000,28,21,2,5,7,-3
n365_second,365,19,2,8,173,25336673000,25336674000,1000,28,21,-3,-2,-5,-1
n365_first,365,14,13,2,174,25336674000,25336675000,1000,11,23,-1,-2,-3,1
n365_first,365,14,13,4,174,25336674000,25336675000,1000,11,23,0,8,8,-8
n365_first,365,14,13,7,174,25336674000,25336675000,1000,11,23,3,3,6,0
n365_first,365,14,13,8,174,25336674000,25336675000,1000,11,23,0,0,0,0
n365_second,365,19,2,2,174,25336674000,25336675000,1000,24,29,-4,-1,-5,-3
n365_second,365,19,2,4,174,25336674000,25336675000,1000,24,29,3,6,9,-3
n365_second,365,19,2,7,174,25336674000,25336675000,1000,24,29,1,5,6,-4
n365_second,365,19,2,8,174,25336674000,25336675000,1000,24,29,-6,6,0,-12
n365_first,365,14,13,2,175,25336675000,25336676000,1000,20,23,-2,-2,-4,0
n365_first,365,14,13,4,175,25336675000,25336676000,1000,20,23,3,8,11,-5
n365_first,365,14,13,7,175,25336675000,25336676000,1000,20,23,2,0,2,2
n365_first,365,14,13,8,175,25336675000,25336676000,1000,20,23,1,-1,0,2
n365_second,365,19,2,2,175,25336675000,25336676000,1000,16,25,-2,-4,-6,2
n365_second,365,19,2,4,175,25336675000,25336676000,1000,16,25,1,5,6,-4
n365_second,365,19,2,7,175,25336675000,25336676000,1000,16,25,2,3,5,-1
n365_second,365,19,2,8,175,25336675000,25336676000,1000,16,25,-3,-5,-8,2
n365_first,365,14,13,2,176,25336676000,25336677000,1000,13,18,1,-5,-4,6
n365_first,365,14,13,4,176,25336676000,25336677000,1000,13,18,1,3,4,-2
n365_first,365,14,13,7,176,25336676000,25336677000,1000,13,18,-3,-4,-7,1
n365_first,365,14,13,8,176,25336676000,25336677000,1000,13,18,-3,-8,-11,5
n365_second,365,19,2,2,176,25336676000,25336677000,1000,23,26,2,-2,0,4
n365_second,365,19,2,4,176,25336676000,25336677000,1000,23,26,2,2,4,0
n365_second,365,19,2,7,176,25336676000,25336677000,1000,23,26,8,7,15,1
n365_second,365,19,2,8,176,25336676000,25336677000,1000,23,26,1,5,6,-4
n365_first,365,14,13,2,177,25336677000,25336678000,1000,24,25,-2,-1,-3,-1
n365_first,365,14,13,4,177,25336677000,25336678000,1000,24,25,4,3,7,1
n365_first,365,14,13,7,177,25336677000,25336678000,1000,24,25,3,2,5,1
n365_first,365,14,13,8,177,25336677000,25336678000,1000,24,25,-1,-2,-3,1
n365_second,365,19,2,2,177,25336677000,25336678000,1000,19,21,-1,-6,-7,5
n365_second,365,19,2,4,177,25336677000,25336678000,1000,19,21,10,3,13,7
n365_second,365,19,2,7,177,25336677000,25336678000,1000,19,21,3,3,6,0
n365_second,365,19,2,8,177,25336677000,25336678000,1000,19,21,-2,-4,-6,2
n365_first,365,14,13,2,178,25336678000,25336679000,1000,23,23,-4,-4,-8,0
n365_first,365,14,13,4,178,25336678000,25336679000,1000,23,23,3,4,7,-1
n365_first,365,14,13,7,178,25336678000,25336679000,1000,23,23,11,3,14,8
n365_first,365,14,13,8,178,25336678000,25336679000,1000,23,23,-3,-4,-7,1
n365_second,365,19,2,2,178,25336678000,25336679000,1000,24,22,-6,-4,-10,-2
n365_second,365,19,2,4,178,25336678000,25336679000,1000,24,22,5,3,8,2
n365_second,365,19,2,7,178,25336678000,25336679000,1000,24,22,1,6,7,-5
n365_second,365,19,2,8,178,25336678000,25336679000,1000,24,22,-1,1,0,-2
n365_first,365,14,13,2,179,25336679000,25336680000,1000,22,13,-7,-3,-10,-4
n365_first,365,14,13,4,179,25336679000,25336680000,1000,22,13,5,2,7,3
n365_first,365,14,13,7,179,25336679000,25336680000,1000,22,13,0,0,0,0
n365_first,365,14,13,8,179,25336679000,25336680000,1000,22,13,-2,1,-1,-3
n365_second,365,19,2,2,179,25336679000,25336680000,1000,15,17,-2,0,-2,-2
n365_second,365,19,2,4,179,25336679000,25336680000,1000,15,17,2,1,3,1
n365_second,365,19,2,7,179,25336679000,25336680000,1000,15,17,-1,5,4,-6
n365_second,365,19,2,8,179,25336679000,25336680000,1000,15,17,-5,0,-5,-5
n365_first,365,14,13,2,180,25336680000,25336681000,1000,25,20,-7,-3,-10,-4
n365_first,365,14,13,4,180,25336680000,25336681000,1000,25,20,2,8,10,-6
n365_first,365,14,13,7,180,25336680000,25336681000,1000,25,20,3,3,6,0
n365_first,365,14,13,8,180,25336680000,25336681000,1000,25,20,1,-2,-1,3
n365_second,365,19,2,2,180,25336680000,25336681000,1000,18,23,-6,0,-6,-6
n365_second,365,19,2,4,180,25336680000,25336681000,1000,18,23,7,2,9,5
n365_second,365,19,2,7,180,25336680000,25336681000,1000,18,23,3,7,10,-4
n365_second,365,19,2,8,180,25336680000,25336681000,1000,18,23,0,-3,-3,3
n365_first,365,14,13,2,181,25336681000,25336682000,1000,16,20,-1,2,1,-3
n365_first,365,14,13,4,181,25336681000,25336682000,1000,16,20,2,10,12,-8
n365_first,365,14,13,7,181,25336681000,25336682000,1000,16,20,-1,2,1,-3
n365_first,365,14,13,8,181,25336681000,25336682000,1000,16,20,-4,-4,-8,0
n365_second,365,19,2,2,181,25336681000,25336682000,1000,26,22,-1,1,0,-2
n365_second,365,19,2,4,181,25336681000,25336682000,1000,26,22,7,1,8,6
n365_second,365,19,2,7,181,25336681000,25336682000,1000,26,22,1,4,5,-3
n365_second,365,19,2,8,181,25336681000,25336682000,1000,26,22,-6,-4,-10,-2
n365_first,365,14,13,2,182,25336682000,25336683000,1000,15,26,-2,-4,-6,2
n365_first,365,14,13,4,182,25336682000,25336683000,1000,15,26,2,6,8,-4
n365_first,365,14,13,7,182,25336682000,25336683000,1000,15,26,2,-2,0,4
n365_first,365,14,13,8,182,25336682000,25336683000,1000,15,26,-1,-5,-6,4
n365_second,365,19,2,2,182,25336682000,25336683000,1000,18,16,-3,-3,-6,0
n365_second,365,19,2,4,182,25336682000,25336683000,1000,18,16,1,-1,0,2
n365_second,365,19,2,7,182,25336682000,25336683000,1000,18,16,2,5,7,-3
n365_second,365,19,2,8,182,25336682000,25336683000,1000,18,16,-1,4,3,-5
n365_first,365,14,13,2,183,25336683000,25336684000,1000,12,16,0,-1,-1,1
n365_first,365,14,13,4,183,25336683000,25336684000,1000,12,16,0,-2,-2,2
n365_first,365,14,13,7,183,25336683000,25336684000,1000,12,16,1,2,3,-1
n365_first,365,14,13,8,183,25336683000,25336684000,1000,12,16,-1,-2,-3,1
n365_second,365,19,2,2,183,25336683000,25336684000,1000,33,18,-1,-1,-2,0
n365_second,365,19,2,4,183,25336683000,25336684000,1000,33,18,10,3,13,7
n365_second,365,19,2,7,183,25336683000,25336684000,1000,33,18,2,8,10,-6
n365_second,365,19,2,8,183,25336683000,25336684000,1000,33,18,-9,2,-7,-11
n365_first,365,14,13,2,184,25336684000,25336685000,1000,25,26,-2,-2,-4,0
n365_first,365,14,13,4,184,25336684000,25336685000,1000,25,26,1,8,9,-7
n365_first,365,14,13,7,184,25336684000,25336685000,1000,25,26,2,-1,1,3
n365_first,365,14,13,8,184,25336684000,25336685000,1000,25,26,-4,-4,-8,0
n365_second,365,19,2,2,184,25336684000,25336685000,1000,28,27,-1,-3,-4,2
n365_second,365,19,2,4,184,25336684000,25336685000,1000,28,27,7,1,8,6
n365_second,365,19,2,7,184,25336684000,25336685000,1000,28,27,6,6,12,0
n365_second,365,19,2,8,184,25336684000,25336685000,1000,28,27,-1,-1,-2,0
n365_first,365,14,13,2,185,25336685000,25336686000,1000,16,19,1,1,2,0
n365_first,365,14,13,4,185,25336685000,25336686000,1000,16,19,4,6,10,-2
n365_first,365,14,13,7,185,25336685000,25336686000,1000,16,19,1,7,8,-6
n365_first,365,14,13,8,185,25336685000,25336686000,1000,16,19,2,-8,-6,10
n365_second,365,19,2,2,185,25336685000,25336686000,1000,29,25,-6,-4,-10,-2
n365_second,365,19,2,4,185,25336685000,25336686000,1000,29,25,3,3,6,0
n365_second,365,19,2,7,185,25336685000,25336686000,1000,29,25,2,0,2,2
n365_second,365,19,2,8,185,25336685000,25336686000,1000,29,25,-2,-6,-8,4
n365_first,365,14,13,2,186,25336686000,25336687000,1000,15,23,0,-4,-4,4
n365_first,365,14,13,4,186,25336686000,25336687000,1000,15,23,9,6,15,3
n365_first,365,14,13,7,186,25336686000,25336687000,1000,15,23,-2,9,7,-11
n365_first,365,14,13,8,186,25336686000,25336687000,1000,15,23,-7,0,-7,-7
n365_second,365,19,2,2,186,25336686000,25336687000,1000,27,19,0,-2,-2,2
n365_second,365,19,2,4,186,25336686000,25336687000,1000,27,19,6,1,7,5
n365_second,365,19,2,7,186,25336686000,25336687000,1000,27,19,0,0,0,0
n365_second,365,19,2,8,186,25336686000,25336687000,1000,27,19,-10,-2,-12,-8
n365_first,365,14,13,2,187,25336687000,25336688000,1000,18,31,-1,-4,-5,3
n365_first,365,14,13,4,187,25336687000,25336688000,1000,18,31,-1,4,3,-5
n365_first,365,14,13,7,187,25336687000,25336688000,1000,18,31,1,0,1,1
n365_first,365,14,13,8,187,25336687000,25336688000,1000,18,31,-4,-4,-8,0
n365_second,365,19,2,2,187,25336687000,25336688000,1000,27,21,-4,-3,-7,-1
n365_second,365,19,2,4,187,25336687000,25336688000,1000,27,21,7,10,17,-3
n365_second,365,19,2,7,187,25336687000,25336688000,1000,27,21,6,1,7,5
n365_second,365,19,2,8,187,25336687000,25336688000,1000,27,21,6,-3,3,9
