batch,replica_first,samples,field_sha256,translation_sha256,d1_T1_plus_re,d1_T1_plus_im,d1_A1_plus_re,d1_A1_plus_im,d1_T2_plus_re,d1_T2_plus_im,d1_A2_plus_re,d1_A2_plus_im,d1_T1_minus_re,d1_T1_minus_im,d1_A1_minus_re,d1_A1_minus_im,d1_T2_minus_re,d1_T2_minus_im,d1_A2_minus_re,d1_A2_minus_im,d2_T1_plus_re,d2_T1_plus_im,d2_A1_plus_re,d2_A1_plus_im,d2_T2_plus_re,d2_T2_plus_im,d2_A2_plus_re,d2_A2_plus_im,d2_T1_minus_re,d2_T1_minus_im,d2_A1_minus_re,d2_A1_minus_im,d2_T2_minus_re,d2_T2_minus_im,d2_A2_minus_re,d2_A2_minus_im,d3_T1_plus_re,d3_T1_plus_im,d3_A1_plus_re,d3_A1_plus_im,d3_T2_plus_re,d3_T2_plus_im,d3_A2_plus_re,d3_A2_plus_im,d3_T1_minus_re,d3_T1_minus_im,d3_A1_minus_re,d3_A1_minus_im,d3_T2_minus_re,d3_T2_minus_im,d3_A2_minus_re,d3_A2_minus_im,d4_T1_plus_re,d4_T1_plus_im,d4_A1_plus_re,d4_A1_plus_im,d4_T2_plus_re,d4_T2_plus_im,d4_A2_plus_re,d4_A2_plus_im,d4_T1_minus_re,d4_T1_minus_im,d4_A1_minus_re,d4_A1_minus_im,d4_T2_minus_re,d4_T2_minus_im,d4_A2_minus_re,d4_A2_minus_im,d5_T1_plus_re,d5_T1_plus_im,d5_A1_plus_re,d5_A1_plus_im,d5_T2_plus_re,d5_T2_plus_im,d5_A2_plus_re,d5_A2_plus_im,d5_T1_minus_re,d5_T1_minus_im,d5_A1_minus_re,d5_A1_minus_im,d5_T2_minus_re,d5_T2_minus_im,d5_A2_minus_re,d5_A2_minus_im
0,0,400,19bad2b964468fa89e55db509bb9ab9cb7b2c8cfdbd25543905bdad176656edf,5c37a5c8a15b3717adf7a0ea2570d8a4b5d1c6b70182b2ad01c53dd937469d47,3.5733939353874575,-1.3467606775180752,-0.6439512162874651,1.0979255025887797,2.6566060646125447,1.7963116871776614,0.09395121628746597,-0.372906946523091,3.2597058314499203,-1.0562983198749145,0.49583592135001286,0.7715409068192527,1.5602941685500806,1.5815289625642124,0.7641640786499877,0.24025950367160354,2.6504759747124513,1.7446439336694834,1.7588041320124268,1.111146107171251,1.5995240252875502,0.02678702503579063,0.17119586798757533,0.37128739342748585,1.8865247584249856,0.7048418333211333,1.304721359549995,0.6710396177202055,1.5734752415750155,0.6459086545329018,1.215278640450004,1.4661875157870896,2.3226237921249258,-1.1609440728689062,0.33318107302493505,1.1540835358627533,0.7573762078750736,-0.3757776731932819,-1.053181073024935,0.8972687402615374,0.5490169943749474,-1.657208595593924,0.5377708763999667,0.7830463771501845,-0.5690169943749475,-0.5510532376183039,-0.17777087639996614,1.1148266103892448,2.0424109297624056,-0.07421473349309086,0.33673762078750735,-0.9457564599815556,0.0075890702375961475,1.2684605525330894,0.49326237921249294,0.46695258688988645,1.6919349550499532,-1.3652813384141431,-0.6708203932499374,-1.6944410796979277,0.7080650449500457,-0.0026204919552738626,0.6708203932499378,0.5299711571700121,-0.21570436517504818,-0.032491969623290776,0.36747670784988656,0.2876872121289024,-1.244295634824952,0.13763819204711775,-2.0474767078498872,-0.29535752568285634,-1.645065778087483,-0.5640236074858568,-0.12077014326253067,-0.7473743737387349,-1.2649342219125184,0.01942601859980341,-0.7692298567374695,-0.6196220989269451
1,400,400,451c8a4d75d7f2b76063affb20f2540f41773a857e5871f8145693d4250cac70,dedc3abd10c59cfc54a728e48625bf9f8249dfd74b207f47c51076cc23aac224,3.4880650449500483,1.6888907886694107,-1.1820665112249178,1.1190666554401223,4.471934955049952,-0.6911207593088295,0.5620665112249181,0.06074389419570203,2.7246711095625886,0.4101394306270931,-0.5476895702124085,0.8098334021859757,4.625328890437412,0.016901107800462202,1.3976895702124075,-0.6298173232802411,1.0211145618000168,-0.06922398429745982,-0.36721359549995825,-0.9711376578837765,1.378885438199983,-0.5685138872516536,0.5272135954999576,-0.8104885251747944,1.3490169943749473,-0.49454938847348084,1.3759674775249762,1.0741638577821637,0.23098300562505253,-0.3056483311920861,0.8840325224750231,0.5587235511722587,0.1709830056250526,0.03249196962329057,-0.3155417527999326,0.5544835061213802,1.2890169943749477,-0.13763819204711825,1.1155417527999323,-1.9179541291280522,-0.47755801403744436,-0.16997550811142462,1.927689570212409,0.34222569230727157,0.707558014037445,1.5510023619073774,-0.017689570212408943,-1.2342534486582606,3.083181073024936,-0.47234822435941826,-0.24334368540005033,0.5616533502455006,1.6968189269750646,0.3389500773631792,-1.31665631459995,0.4522670827707957,1.3079837387624884,0.4729077661923028,0.7082468511124167,-0.4118545648786323,1.062016261237512,1.6591739645603782,-1.0582468511124177,0.11347165896660032,-0.25005024998740594,-0.07795430911413442,-0.6414589803375036,-0.2660455898477253,1.7400502499874049,-1.362506192899885,-0.7085410196624969,-1.0581681076854361,0.0433436854000512,-0.24752492895165676,0.500688837074972,-2.4946387993634938,1.1166563145999504,0.7407640714474999,-0.08068883707497256,0.7188722144514061
2,800,400,48eeb4a1179d3ca5f1053d2d9dd1192c491d670ba6dbb17fa0fe88e910af1251,d3eedb589e975b367a2524e35a8883f3ad816a625e60bd1d3c1d46b490e0e416,1.6815402865250602,0.25681479560121623,0.10944271909999155,-1.050652447690465,2.9784597134749395,2.051352276124289,-0.06944271909999183,-0.5967658118240649,4.428459713474937,0.8471249586930301,0.38639320225002116,-0.43047080693063416,3.13154028652506,2.074458797942087,0.8336067977499794,0.6539838563607584,1.0446711095625891,-1.342425051311262,1.1535254915624216,-1.3466650963621418,2.9453288904374113,0.3006575819964554,-0.523525491562421,-0.5431326893494317,1.8877708763999668,0.2756812723681354,0.7747213595499958,-0.11927218471003302,1.172229123600034,0.6172518416865882,0.6852786404500044,0.32058407002609424,0.966393202250021,0.34752574862086927,1.4174767078498867,-0.4748731351587586,1.413606797749978,-0.17951560947590167,-0.9974767078498863,-0.6352129607497721,2.875967477524978,1.333599145338654,-0.268753882025019,0.6086761704288983,2.3840325224750236,1.2447944888824065,-0.6712461179749809,0.3761825614671828,-0.8706888370749724,1.2811216152826743,1.2298373876248843,0.7424792056990375,-0.28931116292502795,-1.1797149684798924,-1.2298373876248845,0.11715216218459353,1.2170007331374366,0.8606913791463513,1.5994929690873982,-1.601455450593853,-0.14700073313743628,-0.4143794756779728,-0.5694929690873984,0.16685454672631594,0.19909830056250546,1.2398993208427094,-0.3660487837125354,-1.5535272727067175,0.3109016994374946,-1.836069082081006,-1.1039512162874654,-1.1441385462243754,0.49214781741247576,0.8367750807807511,0.334214328637393,-1.4753227288776674,-0.022147817412475887,-0.9286051174661748,-1.9242143286373938,-0.675220590368033
3,1200,400,33ed64dd264e905e9bf06feb5e0d0ac1fa58941cc7cb881b7fa58a4eb92f17db,649f458ba7357d10bf8bf92af9305e2a37b35918720119ecf7fc90a162fa4f0e,4.0894929690874,0.07592986774462754,-0.011722092687431459,0.3139737677348595,1.9205070309126018,-1.3988333193001528,1.441722092687432,-0.25282498526525543,3.492492235949963,-0.6381427598230143,-1.814984471899925,-0.9519618739988899,2.6875077640500384,-1.0515578053942003,-0.2050155281000757,0.6471233193546055,1.6352786404500053,-0.0974759088698717,1.0581966011250106,-0.37306160008207434,1.724721359549996,0.41291457614135163,1.2818033988749895,-2.5437816420723314,2.8756733089748963,-0.5702290215031915,-0.2542956348249511,0.43521132141134766,0.6843266910251034,0.1995967510645236,0.7742956348249512,-1.5973700591019568,1.759574275274956,0.2013118853160613,0.5177708763999663,0.11119698288217668,0.8204257247250446,0.43985625473612705,-0.1977708763999666,-1.4558967102778624,0.8704759747124504,-0.10751647966418333,0.5188041320124254,-0.6657395614066075,-0.18047597471245028,0.3015629397001916,-1.0688041320124255,-0.4114496766047309,-1.2867376207875076,-0.35706584998534585,1.0984094634875328,0.3374851778265579,-1.443262379212493,-1.7190125010523456,1.7915905365124671,-0.29086724591706226,-2.191083505599866,0.47234822435941803,1.1993111629250277,0.6779001547263583,0.6710835055998655,-0.338950077363179,1.7806888370749732,0.9446964487188352,0.08278640450004186,0.11372189368151686,0.3266563145999491,-0.3821377407695999,0.9772135954999575,-0.4817336721649113,-0.7466563145999496,-0.10474133414992595,0.2818033988749892,-0.5907150513657151,0.5842956348249517,-0.4163448446444285,0.05819660112501027,-0.5753744242578054,-0.44429563482495205,0.1632696246642556
4,1600,400,7a835a214895cb66f029099ff194f56d7a6fa16d5c5c3e82ba1c1c2404af3d02,2e1327aa7651d974bfc264465ab24b3bad0500844322c87ed462f6c7573a9d27,4.569918693812443,1.3611959469222465,0.1139512162874654,-0.2925823801685996,3.3400813061875576,0.604686360092936,-0.6239512162874655,-0.20711241105949424,3.8993614129124348,1.0111452875020366,0.8647716095374027,-0.1023710769095689,2.4906385870875667,-0.18996106854411382,-1.2147716095374013,-0.08955536060099933,3.114508497187474,0.2023718965787807,1.5118536488623953,-1.2736059552877037,2.555491502812526,0.6508038225725985,-0.7018536488623963,0.31690356680810144,2.4022793735874406,0.7842019695688373,1.2236570477373854,-0.1596847026021958,1.1277206264125603,-1.0136701983013778,-1.2136570477373856,0.7687657613049949,2.1912963679623885,0.2545401195167928,0.05883518821257673,-0.7226482988253328,-0.2012963679623877,0.18360100096779558,1.6911648117874236,0.9991393477412711,1.42845971347494,2.0137149037463877,1.1488854381999838,-1.1413634007101174,0.1315402865250613,0.27194169674709184,0.7911145618000174,1.6341020737761252,2.0053288904374114,-0.19732207498010074,2.0624109297624056,0.46916819057125814,0.1046711095625895,1.2975222536533038,0.027589070237595617,-0.9717927808725954,0.67257354213752,0.2421292914821257,1.7960177275123828,1.070078466290269,1.0974264578624804,0.5439424658972337,-0.686017727512383,1.1607894193099224,0.4716718427000252,1.1074656039532575,1.4049844718999243,0.09535588634443198,1.0083281572999754,1.5256211640051565,-0.20498447189992441,-0.8348097118142962,1.7743458848123579,0.05918341350314852,0.6617220926874328,2.355940596053656,-1.2443458848123583,0.4571622508104927,-0.7917220926874314,-0.9623117519111684
5,2000,400,82dd5dc3485deafefac139cb7399c676900412647e9563705b15cfb2843c46af,bb9ff03476d828fe2809ec2ae7f29e0c37b195ee89bb11f43f576fd3e2b47b73,5.200951949424903,0.5907150513657136,1.6263621460498707,-0.349240882872408,3.0990480505750995,0.5753744242578044,-1.1463621460498703,0.3098883762429652,5.108509963462343,1.1338477407151448,-0.8178521825875246,-0.4623076535651061,1.821490036537654,-0.7712906721043353,-1.3321478174124757,0.4503017138043401,0.9574264578624803,-1.3087184168662682,-0.8668691769624711,-0.2258833066704799,0.5325735421375204,1.8198230972693608,-0.2631308230375285,-0.6127615619207929,2.713049516849972,0.7304732659382712,-2.0103946685248926,0.5180607985651797,2.08695048315003,1.0297615295540392,0.27039466852489324,0.2676060705402799,1.987000733137434,-1.953721713695435,0.9872638454873642,-0.5507074217474531,0.6229992668625651,1.2897563589434153,-1.8972638454873645,-1.575824017976714,-0.05785218258752413,0.0689737495825424,-1.4947716095374022,0.40337447477687577,-0.5721478174124753,1.4621021242951968,0.584771609537402,-1.801052201658376,2.036869176962472,0.7076169788353901,-0.7152283904625981,0.013875727571289194,1.4331308230375288,0.7264834556023101,-2.7947716095374022,0.4028740053470414,-0.382016261237511,2.1883353451825887,-1.4022793735874404,-1.4483810502828913,-0.6279837387624884,0.11699750862560956,-0.12772062641255974,-0.9740083845539671,0.2869504831500289,0.21877253494941057,0.5584597134749395,2.2352035118070037,0.913049516849971,2.02784086603259,-0.7384597134749393,-1.4049431521615534,0.4250657780874825,0.00661030229123519,0.45296821066241266,1.1782500689432711,0.044934221912517364,0.3720971699752876,-1.402968210662413,0.5179061450061955
6,2400,400,d791238c1f8ecde8b7c521708183490c28c3b6947c9e13ed0d239c891b8d4ee0,32f3c1068793b78ab8347635ec2f9c0cf9db0507104c984cd86a83b58f3ef37d,3.335785671362605,-0.05282334592683108,-0.21673762078750727,-0.10065594265803035,5.594214328637395,0.8085231562083378,-0.3732623792124927,-0.219928127368064,3.1597368876500713,-0.7386440489220616,1.0247213595499962,-0.2248232954077612,4.680263112349929,0.1743702067212855,0.9352786404500048,-0.40181399408432183,0.5068691769624722,0.31306841003112384,-3.3572638454873625,-0.5896550401029939,-0.09686917696247173,0.9820835863818237,-0.47273615451263595,-0.3644268564213323,2.2831810730249344,0.3209889582999952,-1.5654101966249692,-1.6170463124166792,0.8968189269750652,0.67154008715004,-0.8945898033750322,-0.10564669185366102,1.5951973342624473,2.1327368537415006,-0.23493422191251861,-0.8897530802665655,0.4548026657375537,0.8449458637645404,-0.6150657780874823,0.2912721341909628,0.14806504495004652,0.3312797638092244,-0.08472135954999589,0.3672020019355907,1.131934955049954,-0.1106965134523426,0.004721359549995557,-0.5090802390335867,0.3443769410125095,1.2611951272530355,-0.9715905365124673,0.022951868258814206,0.5456230589874899,0.04343789812133747,-0.27840946348753254,-2.0361663025753636,1.298115294937453,-1.3885425137909244,-1.4363118960624641,0.17169064236296222,0.2918847050625471,-0.8581664683470108,-0.653688103937537,-1.6813751286744392,0.6592298567374693,-0.5294116153371268,-0.6721788736126268,-0.8456600591564097,0.010770143262530537,0.303682962225631,-3.3778211263873716,-1.3112433276656075,1.310344418537486,-0.8521157078886611,-0.769655581462514,0.35675654286737896,1.0196555814625134,-0.23748435815734598,-1.0603444185374868,-1.1726997779147557
7,2800,400,e9792693496e151974f19f829189791d50eafffab3e8e10233432897b65ffde0,99d8e581c357c8661d64a68ab987519ce4e8e728a5d9987d46ab08420b6803f2,4.0170007331374356,0.5563532939319018,0.9279837387624881,0.4652374526383482,2.652999266862563,-0.6024707564115652,0.6820162612375119,1.076129226748619,4.2794929690873955,-0.010040570794311893,0.11811529493745246,-1.2701756867846274,2.110507030912602,-0.11135163644116104,-0.8881152949374531,0.0561580332739737,0.918277907312569,1.435256026856354,2.578215794912264,-0.6464681963657879,2.371722092687431,-2.1096303319237033,-2.408215794912267,-1.2932822086024245,1.9472949016875154,0.4435367579541204,0.9700502499874056,-0.4448470039317578,2.282705098312485,-1.3556456558937333,-1.0200502499874058,2.0382863251008043,1.1566563145999507,1.547012551571416,1.3364937022248333,0.42663565015365607,0.08334368540005008,-1.5674030002780075,-2.1964937022248345,-0.9455062252666379,2.2212963679623883,1.862200984127979,-0.6899497500125937,0.062113212576390325,-0.1712963679623874,-0.16342427822323927,-2.680050249987406,1.9835931913634497,0.04368810393753714,0.9483769519368287,0.537852182587525,0.4609974075874696,0.8263118960624629,-1.8322339253040287,1.0521478174124756,0.23233895540273108,2.4056230589874925,1.6023608082975869,-0.10090169943749444,0.4904639969815855,2.204376941012508,-1.401763118373395,0.010901699437495,0.9077141993297492,-0.5504759747124509,-0.03274220433820729,0.4668691769624722,1.4936887362147513,0.5004759747124511,1.0312264290906605,-0.1368691769624709,1.0282966300174186,0.8968691769624727,1.17572515814393,1.9524109297624053,0.4130692297003362,0.2931308230375284,-0.4562568931067562,-0.08241092976240358,1.5433320483534232
8,3200,400,c2af643ac6c6b4e243bb36a36c5ef7f35a0e1849cccc118f59834a0360c40bcd,98ff6930f00b00b110cd01dfc2c6af22e1b6f7d19245133150d4ddd888f99672,4.221722092687432,0.7803668127918592,1.091853648862396,-0.6263870547771646,2.7682779073125685,-1.3051925672072593,-1.1218536488623967,-1.070578935720104,5.794001466274869,-1.484958411398078,-1.3530495168499717,0.36458150998031796,3.065998533725128,-0.23430432436918808,-0.7269504831500289,0.8562010993805558,3.11845971347494,1.228953392344661,0.18652475842498545,0.8202788612541886,1.821540286525061,-0.7125121468750881,-0.12652475842498512,0.03380221560092759,0.8888351882125767,-0.07502451004089282,0.7385410196624966,0.08057480106940743,2.521164811787424,0.16392474765307338,0.6714589803375031,-0.002775145514257643,2.042623792124926,1.1442931997833592,1.551640786499874,-0.4983845452504573,0.47737620787507407,-0.1076711332231679,-1.131640786499873,-0.5971707000979658,0.7900813061875571,-1.076939003296422,2.2458861713374185,-0.07673964429243074,2.0199186938124427,-0.6392983522416673,0.524113828662581,0.29429751442013785,0.6001315561749645,1.5101849557413134,1.4574767078498871,2.141562759714108,-0.1601315561749642,0.06588929695031757,-0.9574767078498869,-0.7005062071143209,0.30222912360003334,-0.1492392435339832,2.4670509831248433,0.7890971376085347,1.017770876399967,1.4323853001861635,-0.8870509831248419,-0.5112002615590261,1.0005572809000087,0.8587260101798961,-1.2126548483250787,2.268910146251997,1.1794427190999919,0.6095815281326339,-2.8673451516749213,0.11422236311135206,2.161246117974981,0.7583203022367815,-1.578591269649904,0.3005029284374726,1.758753882025019,-0.5039348362789732,0.4785912696499036,-0.10343108817228831
9,3600,400,0e8e5b9d45eb294ff352de0de7384f430a097669fa46f0cdb658ba0e75d9a259,1f6f8a78e67cce6779d5a73f9e95723ce2750d2ccea0aef75246bbbf7739dfc8,3.4075580140374444,-0.012160593319751625,0.2545084971874738,-1.1911613664077738,2.2224419859625555,-0.533246772114105,-0.30450849718747286,1.6296117940103307,2.603262379212494,-1.1851106059494232,0.05227937358744026,0.019830906873705645,2.4467376207875087,0.0035849220620595423,-1.22227937358744,1.116291509925866,2.754082772462428,-0.9970193252158324,0.3709016994374943,-2.7406032476225954,1.2559172275375716,-0.30075316315238915,0.2590983005625054,-0.11659262035170809,3.300181806162372,-1.2915670743508878,1.9868691769624724,-1.9874283481404291,0.5498181938376296,0.5160954295987242,1.3831308230375283,-0.22940915632948988,1.191590536512468,0.024070951924583694,-0.7832623792124931,-1.489448691163872,0.4984094634875332,1.9600817812717521,-0.6267376207875078,-0.18450635867153112,0.09467110956258946,0.31992894703727653,-0.515359946637563,-1.5813743090052286,1.9953288904374111,0.4605925193135678,-1.8346400533624403,0.38955781960863745,0.32355654776257203,-1.143233188520639,0.8804759747124508,0.899948304619861,1.866443452237428,0.3186187010596387,-0.17047597471244988,1.2659356417337493,-0.46777087639996595,0.048737954434935865,0.25901699437494746,-0.6732552214015785,0.24777087639996617,-0.20645728807067631,-0.859016994374947,0.4513617250670594,1.3037383539249432,0.020486029862523486,0.7498373876248848,0.2453093252702847,0.09626164607505748,0.7749711753223291,-1.7098373876248842,1.1767851694066505,-1.135804865149862,-0.13551816952167778,0.5791485505499115,-0.7655857275168358,1.815804865149861,0.3894031660496534,-1.2991485505499114,0.4731580009072207
