batch,replica,hand,residue,translation,fiber,orientation,anchor_D_field,anchor_J_field,landing_field,L_D,L_J,L_DJ,L_JD,R_plus,R_minus,dual_reason,D0_site_field,D0_source_id,D0_target_id,D0_source_rank,D0_target_rank,D0_source_basis,D0_target_basis,dual_D0_site_field,dual_D0_source_id,dual_D0_target_id,dual_D0_source_rank,dual_D0_target_rank,dual_D0_source_basis,dual_D0_target_basis,J0_site_field,J0_source_id,J0_target_id,J0_source_rank,J0_target_rank,J0_source_basis,J0_target_basis,dual_J0_site_field,dual_J0_source_id,dual_J0_target_id,dual_J0_source_rank,dual_J0_target_rank,dual_J0_source_basis,dual_J0_target_basis,J_after_D_site_field,J_after_D_source_id,J_after_D_target_id,J_after_D_source_rank,J_after_D_target_rank,J_after_D_source_basis,J_after_D_target_basis,dual_J_after_D_site_field,dual_J_after_D_source_id,dual_J_after_D_target_id,dual_J_after_D_source_rank,dual_J_after_D_target_rank,dual_J_after_D_source_basis,dual_J_after_D_target_basis,D_after_J_site_field,D_after_J_source_id,D_after_J_target_id,D_after_J_source_rank,D_after_J_target_rank,D_after_J_source_basis,D_after_J_target_basis,dual_D_after_J_site_field,dual_D_after_J_source_id,dual_D_after_J_target_id,dual_D_after_J_source_rank,dual_D_after_J_target_rank,dual_D_after_J_source_basis,dual_D_after_J_target_basis
59,25050629578,minus,93,84,3,2,423,368,23,-1,-1,-1,-1,0,0,defined,412,4,14,1,1,"((1, 0),)","((1, 0),)",417,14,4,1,1,"((1, 0),)","((1, 0),)",417,14,4,1,1,"((1, 0),)","((1, 0),)",412,4,14,1,1,"((1, 0),)","((1, 0),)",173,14,4,1,1,"((1, 0),)","((1, 0),)",467,4,14,1,1,"((1, 0),)","((1, 0),)",467,4,14,1,1,"((1, 0),)","((1, 0),)",173,14,4,1,1,"((1, 0),)","((1, 0),)"
59,25050629735,minus,90,68,0,3,340,385,295,-1,1,1,-1,0,2,defined,295,12,223,1,1,"((0, 1),)","((0, 1),)",290,223,12,1,1,"((0, 1),)","((0, 1),)",290,223,12,1,1,"((0, 1),)","((0, 1),)",295,12,223,1,1,"((0, 1),)","((0, 1),)",295,223,4,1,1,"((0, 1),)","((0, 1),)",295,12,223,1,1,"((0, 1),)","((0, 1),)",295,12,223,1,1,"((0, 1),)","((0, 1),)",295,223,4,1,1,"((0, 1),)","((0, 1),)"
59,25050629767,minus,48,41,3,3,208,253,83,-1,1,1,0,-1,1,defined,83,45,3,1,1,"((0, 1),)","((0, 1),)",33,3,45,1,1,"((0, 1),)","((0, 1),)",33,3,45,1,1,"((0, 1),)","((0, 1),)",83,45,3,1,1,"((0, 1),)","((0, 1),)",83,3,45,1,1,"((0, 1),)","((0, 1),)",83,14,90,1,0,"((0, 1),)",(),83,14,90,1,0,"((0, 1),)",(),83,3,45,1,1,"((0, 1),)","((0, 1),)"
59,25050629818,plus,89,48,1,2,241,186,146,-1,1,1,-1,0,2,defined,146,77,20,1,1,"((1, 0),)","((1, 0),)",154,20,77,1,1,"((1, 0),)","((1, 0),)",154,20,77,1,1,"((1, 0),)","((1, 0),)",146,77,20,1,1,"((1, 0),)","((1, 0),)",146,20,4,1,1,"((1, 0),)","((1, 0),)",146,77,20,1,1,"((1, 0),)","((1, 0),)",146,77,20,1,1,"((1, 0),)","((1, 0),)",146,20,4,1,1,"((1, 0),)","((1, 0),)"
59,25050629863,plus,47,64,0,3,320,365,145,-1,1,1,1,-2,0,defined,145,105,11,1,1,"((1, 0),)","((1, 0),)",90,11,105,1,1,"((1, 0),)","((1, 0),)",90,11,105,1,1,"((1, 0),)","((1, 0),)",145,105,11,1,1,"((1, 0),)","((1, 0),)",145,11,20,1,1,"((1, 0),)","((1, 0),)",140,0,7,1,0,"((1, 0),)",(),140,0,7,1,0,"((1, 0),)",(),145,11,20,1,1,"((1, 0),)","((1, 0),)"
59,25050629872,plus,61,34,0,0,170,225,190,-1,1,1,1,-2,0,defined,190,9,8,1,1,"((1, 1),)","((1, 1),)",140,8,9,1,1,"((1, 1),)","((1, 1),)",140,8,9,1,1,"((1, 1),)","((1, 1),)",190,9,8,1,1,"((1, 1),)","((1, 1),)",190,8,9,1,1,"((1, 1),)","((1, 1),)",140,9,8,1,1,"((1, 1),)","((1, 1),)",140,9,8,1,1,"((1, 1),)","((1, 1),)",190,8,9,1,1,"((1, 1),)","((1, 1),)"
59,25050629893,plus,98,9,1,1,46,4,401,-1,1,1,-1,0,2,defined,401,22,11,1,1,"((1, 0),)","((1, 0),)",398,11,22,1,1,"((1, 0),)","((1, 0),)",398,11,22,1,1,"((1, 0),)","((1, 0),)",401,22,11,1,1,"((1, 0),)","((1, 0),)",401,11,22,1,1,"((1, 0),)","((1, 0),)",401,22,11,1,1,"((1, 0),)","((1, 0),)",401,22,11,1,1,"((1, 0),)","((1, 0),)",401,11,22,1,1,"((1, 0),)","((1, 0),)"
60,25050630011,plus,40,8,1,3,41,86,21,-1,1,1,-1,0,2,defined,21,7,329,1,1,"((0, 1),)","((0, 1),)",16,329,7,1,1,"((0, 1),)","((0, 1),)",16,329,7,1,1,"((0, 1),)","((0, 1),)",21,7,329,1,1,"((0, 1),)","((0, 1),)",21,329,7,1,1,"((0, 1),)","((0, 1),)",21,7,329,1,1,"((0, 1),)","((0, 1),)",21,7,329,1,1,"((0, 1),)","((0, 1),)",21,329,7,1,1,"((0, 1),)","((0, 1),)"
60,25050630114,minus,57,5,3,2,28,477,353,-1,1,1,-1,0,2,defined,353,9,24,1,1,"((1, 0),)","((1, 0),)",346,24,9,1,1,"((1, 0),)","((1, 0),)",346,24,9,1,1,"((1, 0),)","((1, 0),)",353,9,24,1,1,"((1, 0),)","((1, 0),)",353,24,9,1,1,"((1, 0),)","((1, 0),)",353,9,24,1,1,"((1, 0),)","((1, 0),)",353,9,24,1,1,"((1, 0),)","((1, 0),)",353,24,9,1,1,"((1, 0),)","((1, 0),)"
60,25050630122,minus,65,39,1,2,196,141,416,0,1,1,0,0,1,defined,416,5,50,1,1,"((0, 1),)","((0, 1),)",366,50,5,1,1,"((0, 1),)","((0, 1),)",366,50,5,1,1,"((0, 1),)","((0, 1),)",416,5,50,1,1,"((0, 1),)","((0, 1),)",416,7,5,2,0,"((1, -1), (1, 0))",(),416,5,50,1,1,"((0, 1),)","((0, 1),)",416,5,50,1,1,"((0, 1),)","((0, 1),)",416,7,5,2,0,"((1, -1), (1, 0))",()
60,25050630183,minus,42,72,3,3,363,408,443,1,1,1,1,0,0,defined,393,7,11,1,1,"((1, 0),)","((1, 0),)",338,11,7,1,1,"((1, 0),)","((1, 0),)",338,11,7,1,1,"((1, 0),)","((1, 0),)",393,7,11,1,1,"((1, 0),)","((1, 0),)",393,11,7,1,1,"((1, 0),)","((1, 0),)",388,7,11,1,1,"((1, 0),)","((1, 0),)",388,7,11,1,1,"((1, 0),)","((1, 0),)",393,11,7,1,1,"((1, 0),)","((1, 0),)"
60,25050630230,minus,13,49,1,2,246,191,391,-1,1,1,-1,0,2,defined,391,1,15,1,1,"((1, 0),)","((1, 0),)",386,15,1,1,1,"((1, 0),)","((1, 0),)",386,15,1,1,1,"((1, 0),)","((1, 0),)",391,1,15,1,1,"((1, 0),)","((1, 0),)",391,15,1,1,1,"((1, 0),)","((1, 0),)",391,1,15,1,1,"((1, 0),)","((1, 0),)",391,1,15,1,1,"((1, 0),)","((1, 0),)",391,15,1,1,1,"((1, 0),)","((1, 0),)"
60,25050630235,plus,97,92,1,3,461,2,261,-1,0,1,-1,-1,2,defined,211,3,6,1,1,"((1, 0),)","((1, 0),)",161,6,3,1,1,"((1, 0),)","((1, 0),)",161,6,3,1,1,"((1, 0),)","((1, 0),)",211,3,6,1,1,"((1, 0),)","((1, 0),)",261,6,3,1,1,"((1, 0),)","((1, 0),)",211,3,6,1,1,"((1, 0),)","((1, 0),)",211,3,6,1,1,"((1, 0),)","((1, 0),)",261,6,3,1,1,"((1, 0),)","((1, 0),)"
60,25050630236,plus,72,37,1,0,186,241,251,-1,1,1,-1,0,2,defined,251,173,5,1,1,"((1, -1),)","((1, -1),)",256,5,173,1,1,"((1, -1),)","((1, -1),)",256,5,173,1,1,"((1, -1),)","((1, -1),)",251,173,5,1,1,"((1, -1),)","((1, -1),)",251,5,173,1,1,"((1, -1),)","((1, -1),)",251,173,5,1,1,"((1, -1),)","((1, -1),)",251,173,5,1,1,"((1, -1),)","((1, -1),)",251,5,173,1,1,"((1, -1),)","((1, -1),)"
60,25050630404,minus,21,51,1,0,256,311,296,-1,1,1,-1,0,2,defined,296,3,149,1,1,"((0, 1),)","((0, 1),)",346,149,3,1,1,"((0, 1),)","((0, 1),)",346,149,3,1,1,"((0, 1),)","((0, 1),)",296,3,149,1,1,"((0, 1),)","((0, 1),)",296,149,3,1,1,"((0, 1),)","((0, 1),)",296,3,149,1,1,"((0, 1),)","((0, 1),)",296,3,149,1,1,"((0, 1),)","((0, 1),)",296,149,3,1,1,"((0, 1),)","((0, 1),)"
61,25050630585,plus,92,76,1,1,381,336,436,-1,1,1,-1,0,2,defined,436,7,160,1,1,"((0, 1),)","((0, 1),)",386,160,7,1,1,"((0, 1),)","((0, 1),)",386,160,7,1,1,"((0, 1),)","((0, 1),)",436,7,160,1,1,"((0, 1),)","((0, 1),)",436,160,7,1,1,"((0, 1),)","((0, 1),)",436,7,160,1,1,"((0, 1),)","((0, 1),)",436,7,160,1,1,"((0, 1),)","((0, 1),)",436,160,7,1,1,"((0, 1),)","((0, 1),)"
61,25050630585,minus,92,76,1,1,381,336,436,-1,1,1,-1,0,2,defined,436,5,63,1,1,"((0, 1),)","((0, 1),)",386,63,5,1,1,"((0, 1),)","((0, 1),)",386,63,5,1,1,"((0, 1),)","((0, 1),)",436,5,63,1,1,"((0, 1),)","((0, 1),)",436,63,5,1,1,"((0, 1),)","((0, 1),)",436,5,63,1,1,"((0, 1),)","((0, 1),)",436,5,63,1,1,"((0, 1),)","((0, 1),)",436,63,5,1,1,"((0, 1),)","((0, 1),)"
61,25050630634,plus,91,33,1,2,166,111,171,-1,1,1,-1,0,2,defined,221,8,2,1,1,"((0, 1),)","((0, 1),)",171,2,8,1,1,"((0, 1),)","((0, 1),)",171,2,8,1,1,"((0, 1),)","((0, 1),)",221,8,2,1,1,"((0, 1),)","((0, 1),)",171,2,8,1,1,"((0, 1),)","((0, 1),)",171,8,2,1,1,"((0, 1),)","((0, 1),)",171,8,2,1,1,"((0, 1),)","((0, 1),)",171,2,8,1,1,"((0, 1),)","((0, 1),)"
61,25050630634,minus,91,33,1,2,166,111,171,-1,1,1,-1,0,2,defined,221,20,187,1,1,"((0, 1),)","((0, 1),)",171,187,20,1,1,"((0, 1),)","((0, 1),)",171,187,20,1,1,"((0, 1),)","((0, 1),)",221,20,187,1,1,"((0, 1),)","((0, 1),)",171,187,20,1,1,"((0, 1),)","((0, 1),)",171,20,187,1,1,"((0, 1),)","((0, 1),)",171,20,187,1,1,"((0, 1),)","((0, 1),)",171,187,20,1,1,"((0, 1),)","((0, 1),)"
61,25050630795,minus,87,68,4,3,344,389,149,-1,0,1,-1,-1,2,defined,49,26,1,1,1,"((1, 0),)","((1, 0),)",1,1,26,1,1,"((1, 0),)","((1, 0),)",1,1,26,1,1,"((1, 0),)","((1, 0),)",49,26,1,1,1,"((1, 0),)","((1, 0),)",149,1,26,1,1,"((1, 0),)","((1, 0),)",56,26,1,1,1,"((1, 0),)","((1, 0),)",56,26,1,1,1,"((1, 0),)","((1, 0),)",149,1,26,1,1,"((1, 0),)","((1, 0),)"
61,25050630804,minus,30,94,4,0,474,20,459,0,1,1,-1,1,2,defined,459,103,4,1,1,"((1, 0),)","((1, 0),)",409,4,103,1,1,"((1, 0),)","((1, 0),)",409,4,103,1,1,"((1, 0),)","((1, 0),)",459,103,4,1,1,"((1, 0),)","((1, 0),)",459,4,103,2,0,"((0, 1), (1, 0))",(),459,103,4,1,1,"((1, 0),)","((1, 0),)",459,103,4,1,1,"((1, 0),)","((1, 0),)",459,4,103,2,0,"((0, 1), (1, 0))",()
61,25050630851,plus,50,29,4,3,149,194,124,-1,1,1,-1,0,2,defined,124,245,5,1,1,"((0, 1),)","((0, 1),)",129,5,245,1,1,"((0, 1),)","((0, 1),)",129,5,245,1,1,"((0, 1),)","((0, 1),)",124,245,5,1,1,"((0, 1),)","((0, 1),)",124,5,245,1,1,"((0, 1),)","((0, 1),)",124,148,415,1,0,"((0, 1),)",(),124,148,415,1,0,"((0, 1),)",(),124,5,245,1,1,"((0, 1),)","((0, 1),)"
61,25050630860,minus,32,5,1,0,26,81,111,-1,0,1,-1,-1,2,defined,121,13,7,1,1,"((1, 0),)","((1, 0),)",76,7,13,1,1,"((1, 0),)","((1, 0),)",76,7,13,1,1,"((1, 0),)","((1, 0),)",121,13,7,1,1,"((1, 0),)","((1, 0),)",111,7,13,1,1,"((1, 0),)","((1, 0),)",51,13,7,1,1,"((1, 0),)","((1, 0),)",51,13,7,1,1,"((1, 0),)","((1, 0),)",111,7,13,1,1,"((1, 0),)","((1, 0),)"
61,25050630869,plus,86,52,2,1,262,217,17,0,1,1,-1,1,2,defined,17,44,3,1,1,"((0, 1),)","((0, 1),)",22,3,44,1,1,"((0, 1),)","((0, 1),)",22,3,44,1,1,"((0, 1),)","((0, 1),)",17,44,3,1,1,"((0, 1),)","((0, 1),)",17,3,44,2,0,"((0, 1), (1, -1))",(),17,44,3,1,1,"((0, 1),)","((0, 1),)",17,44,3,1,1,"((0, 1),)","((0, 1),)",17,3,44,2,0,"((0, 1), (1, -1))",()
61,25050630897,minus,2,98,0,1,490,445,85,-1,1,1,-1,0,2,defined,85,51,1,1,1,"((0, 1),)","((0, 1),)",135,1,51,1,1,"((0, 1),)","((0, 1),)",135,1,51,1,1,"((0, 1),)","((0, 1),)",85,51,1,1,1,"((0, 1),)","((0, 1),)",85,1,51,1,1,"((0, 1),)","((0, 1),)",85,51,1,1,1,"((0, 1),)","((0, 1),)",85,51,1,1,1,"((0, 1),)","((0, 1),)",85,1,51,1,1,"((0, 1),)","((0, 1),)"
61,25050630925,minus,46,32,4,1,164,119,444,-1,0,1,-1,-1,2,defined,501,6,8,1,1,"((0, 1),)","((0, 1),)",52,8,6,1,1,"((0, 1),)","((0, 1),)",52,8,6,1,1,"((0, 1),)","((0, 1),)",501,6,8,1,1,"((0, 1),)","((0, 1),)",444,8,6,1,1,"((0, 1),)","((0, 1),)",45,6,8,1,1,"((0, 1),)","((0, 1),)",45,6,8,1,1,"((0, 1),)","((0, 1),)",444,8,6,1,1,"((0, 1),)","((0, 1),)"
61,25050630979,plus,45,13,2,3,67,112,297,-1,0,1,0,-2,1,defined,297,140,6,1,1,"((1, 0),)","((1, 0),)",347,6,140,1,1,"((1, 0),)","((1, 0),)",347,6,140,1,1,"((1, 0),)","((1, 0),)",297,140,6,1,1,"((1, 0),)","((1, 0),)",297,6,140,1,1,"((1, 0),)","((1, 0),)",297,12,5,2,0,"((1, 0), (1, 1))",(),297,12,5,2,0,"((1, 0), (1, 1))",(),297,6,140,1,1,"((1, 0),)","((1, 0),)"
62,25050631016,minus,95,42,0,0,210,265,415,-1,1,1,-1,0,2,defined,415,187,1,1,1,"((0, 1),)","((0, 1),)",410,1,187,1,1,"((0, 1),)","((0, 1),)",410,1,187,1,1,"((0, 1),)","((0, 1),)",415,187,1,1,1,"((0, 1),)","((0, 1),)",415,1,187,1,1,"((0, 1),)","((0, 1),)",415,187,1,1,1,"((0, 1),)","((0, 1),)",415,187,1,1,1,"((0, 1),)","((0, 1),)",415,1,187,1,1,"((0, 1),)","((0, 1),)"
62,25050631039,minus,74,76,0,3,380,425,40,-1,0,1,-1,-1,2,defined,40,24,1,1,1,"((1, 0),)","((1, 0),)",45,1,24,1,1,"((1, 0),)","((1, 0),)",45,1,24,1,1,"((1, 0),)","((1, 0),)",40,24,1,1,1,"((1, 0),)","((1, 0),)",40,1,24,1,1,"((1, 0),)","((1, 0),)",40,24,1,2,0,"((1, 0), (1, 1))",(),40,24,1,2,0,"((1, 0), (1, 1))",(),40,1,24,1,1,"((1, 0),)","((1, 0),)"
62,25050631058,plus,12,17,0,2,85,30,180,-1,1,1,-1,0,2,defined,180,11,5,1,1,"((1, 0),)","((1, 0),)",230,5,11,1,1,"((1, 0),)","((1, 0),)",230,5,11,1,1,"((1, 0),)","((1, 0),)",180,11,5,1,1,"((1, 0),)","((1, 0),)",180,5,11,1,1,"((1, 0),)","((1, 0),)",180,9,5,1,1,"((1, 0),)","((1, 0),)",180,9,5,1,1,"((1, 0),)","((1, 0),)",180,5,11,1,1,"((1, 0),)","((1, 0),)"
62,25050631080,plus,36,78,2,0,392,447,172,-1,1,1,-1,0,2,defined,172,0,107,1,1,"((0, 1),)","((0, 1),)",167,107,0,1,1,"((0, 1),)","((0, 1),)",167,107,0,1,1,"((0, 1),)","((0, 1),)",172,0,107,1,1,"((0, 1),)","((0, 1),)",172,107,0,1,1,"((0, 1),)","((0, 1),)",172,0,107,1,1,"((0, 1),)","((0, 1),)",172,0,107,1,1,"((0, 1),)","((0, 1),)",172,107,0,1,1,"((0, 1),)","((0, 1),)"
62,25050631111,plus,25,77,4,3,389,434,124,-1,1,1,-1,0,2,defined,124,12,121,1,1,"((0, 1),)","((0, 1),)",119,121,12,1,1,"((0, 1),)","((0, 1),)",119,121,12,1,1,"((0, 1),)","((0, 1),)",124,12,121,1,1,"((0, 1),)","((0, 1),)",124,121,12,1,1,"((0, 1),)","((0, 1),)",124,12,121,1,1,"((0, 1),)","((0, 1),)",124,12,121,1,1,"((0, 1),)","((0, 1),)",124,121,12,1,1,"((0, 1),)","((0, 1),)"
62,25050631161,minus,59,19,4,1,99,51,19,-1,1,1,-1,0,2,defined,19,14,19,1,1,"((1, 0),)","((1, 0),)",14,19,14,1,1,"((1, 0),)","((1, 0),)",14,19,14,1,1,"((1, 0),)","((1, 0),)",19,14,19,1,1,"((1, 0),)","((1, 0),)",19,19,14,1,1,"((1, 0),)","((1, 0),)",19,14,19,1,1,"((1, 0),)","((1, 0),)",19,14,19,1,1,"((1, 0),)","((1, 0),)",19,19,14,1,1,"((1, 0),)","((1, 0),)"
62,25050631255,plus,18,6,4,3,34,79,429,-1,1,1,-1,0,2,defined,429,21,9,1,1,"((1, 0),)","((1, 0),)",424,9,21,1,1,"((1, 0),)","((1, 0),)",424,9,21,1,1,"((1, 0),)","((1, 0),)",429,21,9,1,1,"((1, 0),)","((1, 0),)",429,9,21,1,1,"((1, 0),)","((1, 0),)",429,21,9,1,1,"((1, 0),)","((1, 0),)",429,21,9,1,1,"((1, 0),)","((1, 0),)",429,9,21,1,1,"((1, 0),)","((1, 0),)"
62,25050631258,minus,54,80,3,2,403,346,73,1,1,1,1,0,0,defined,173,4,156,1,1,"((0, 1),)","((0, 1),)",218,156,4,1,1,"((0, 1),)","((0, 1),)",218,156,4,1,1,"((0, 1),)","((0, 1),)",173,4,156,1,1,"((0, 1),)","((0, 1),)",173,161,4,1,1,"((0, 1),)","((0, 1),)",223,4,174,1,1,"((0, 1),)","((0, 1),)",223,4,174,1,1,"((0, 1),)","((0, 1),)",173,161,4,1,1,"((0, 1),)","((0, 1),)"
62,25050631345,plus,87,12,4,1,64,19,374,-1,1,1,-1,0,2,defined,374,5,4,1,1,"((1, 0),)","((1, 0),)",424,4,5,1,1,"((1, 0),)","((1, 0),)",424,4,5,1,1,"((1, 0),)","((1, 0),)",374,5,4,1,1,"((1, 0),)","((1, 0),)",374,4,5,1,1,"((1, 0),)","((1, 0),)",374,5,4,1,1,"((1, 0),)","((1, 0),)",374,5,4,1,1,"((1, 0),)","((1, 0),)",374,4,5,1,1,"((1, 0),)","((1, 0),)"
62,25050631345,minus,87,12,4,1,64,19,374,-1,1,1,-1,0,2,defined,374,1,183,1,1,"((0, 1),)","((0, 1),)",424,183,1,1,1,"((0, 1),)","((0, 1),)",424,183,1,1,1,"((0, 1),)","((0, 1),)",374,1,183,1,1,"((0, 1),)","((0, 1),)",374,183,1,1,1,"((0, 1),)","((0, 1),)",374,1,183,1,1,"((0, 1),)","((0, 1),)",374,1,183,1,1,"((0, 1),)","((0, 1),)",374,183,1,1,1,"((0, 1),)","((0, 1),)"
62,25050631358,plus,10,6,4,2,34,483,29,-1,1,1,-1,0,2,defined,29,1,0,1,1,"((1, 0),)","((1, 0),)",24,0,1,1,1,"((1, 0),)","((1, 0),)",24,0,1,1,1,"((1, 0),)","((1, 0),)",29,1,0,1,1,"((1, 0),)","((1, 0),)",29,0,1,1,1,"((1, 0),)","((1, 0),)",29,1,0,1,1,"((1, 0),)","((1, 0),)",29,1,0,1,1,"((1, 0),)","((1, 0),)",29,0,1,1,1,"((1, 0),)","((1, 0),)"
62,25050631365,plus,96,62,2,1,312,267,62,-1,1,1,-1,0,2,defined,62,2,3,1,1,"((0, 1),)","((0, 1),)",112,3,2,1,1,"((0, 1),)","((0, 1),)",112,3,2,1,1,"((0, 1),)","((0, 1),)",62,2,3,1,1,"((0, 1),)","((0, 1),)",62,3,2,1,1,"((0, 1),)","((0, 1),)",62,2,3,1,1,"((0, 1),)","((0, 1),)",62,2,3,1,1,"((0, 1),)","((0, 1),)",62,3,2,1,1,"((0, 1),)","((0, 1),)"
62,25050631365,minus,96,62,2,1,312,267,62,-1,1,1,-1,0,2,defined,62,9,6,1,1,"((1, 0),)","((1, 0),)",112,6,9,1,1,"((1, 0),)","((1, 0),)",112,6,9,1,1,"((1, 0),)","((1, 0),)",62,9,6,1,1,"((1, 0),)","((1, 0),)",62,6,9,1,1,"((1, 0),)","((1, 0),)",62,9,6,1,1,"((1, 0),)","((1, 0),)",62,9,6,1,1,"((1, 0),)","((1, 0),)",62,6,9,1,1,"((1, 0),)","((1, 0),)"
62,25050631390,minus,93,18,1,2,91,36,196,-1,1,-1,-1,2,0,defined,203,171,112,1,1,"((0, 1),)","((0, 1),)",196,112,171,1,1,"((0, 1),)","((0, 1),)",196,112,171,1,1,"((0, 1),)","((0, 1),)",203,171,112,1,1,"((0, 1),)","((0, 1),)",203,112,171,1,1,"((0, 1),)","((0, 1),)",196,171,118,1,1,"((0, 1),)","((0, 1),)",196,171,118,1,1,"((0, 1),)","((0, 1),)",203,112,171,1,1,"((0, 1),)","((0, 1),)"
62,25050631393,minus,52,48,2,1,242,197,317,-1,0,1,-1,-1,2,defined,322,139,50,1,1,"((0, 1),)","((0, 1),)",377,50,139,1,1,"((0, 1),)","((0, 1),)",377,50,139,1,1,"((0, 1),)","((0, 1),)",322,139,50,1,1,"((0, 1),)","((0, 1),)",317,50,139,1,1,"((0, 1),)","((0, 1),)",262,139,50,1,1,"((0, 1),)","((0, 1),)",262,139,50,1,1,"((0, 1),)","((0, 1),)",317,50,139,1,1,"((0, 1),)","((0, 1),)"
62,25050631438,plus,54,46,2,2,232,177,407,-1,1,1,-1,0,2,defined,407,3,10,1,1,"((1, 0),)","((1, 0),)",357,10,3,1,1,"((1, 0),)","((1, 0),)",357,10,3,1,1,"((1, 0),)","((1, 0),)",407,3,10,1,1,"((1, 0),)","((1, 0),)",407,10,3,1,1,"((1, 0),)","((1, 0),)",407,3,10,1,1,"((1, 0),)","((1, 0),)",407,3,10,1,1,"((1, 0),)","((1, 0),)",407,10,3,1,1,"((1, 0),)","((1, 0),)"
62,25050631438,minus,54,46,2,2,232,177,407,-1,1,1,-1,0,2,defined,407,1,10,1,1,"((0, 1),)","((0, 1),)",357,10,1,1,1,"((0, 1),)","((0, 1),)",357,10,1,1,1,"((0, 1),)","((0, 1),)",407,1,10,1,1,"((0, 1),)","((0, 1),)",407,10,1,1,1,"((0, 1),)","((0, 1),)",407,1,10,1,1,"((0, 1),)","((0, 1),)",407,1,10,1,1,"((0, 1),)","((0, 1),)",407,10,1,1,1,"((0, 1),)","((0, 1),)"
62,25050631452,plus,37,19,4,0,99,152,434,0,1,0,-1,2,1,defined,424,4,0,1,1,"((1, 0),)","((1, 0),)",429,0,4,1,1,"((1, 0),)","((1, 0),)",429,0,4,1,1,"((1, 0),)","((1, 0),)",424,4,0,1,1,"((1, 0),)","((1, 0),)",379,0,4,1,1,"((1, 0),)","((1, 0),)",434,4,0,1,1,"((1, 0),)","((1, 0),)",434,4,0,1,1,"((1, 0),)","((1, 0),)",379,0,4,1,1,"((1, 0),)","((1, 0),)"
62,25050631473,minus,56,9,4,1,49,1,324,-1,1,1,-1,0,2,defined,324,308,9,1,1,"((0, 1),)","((0, 1),)",274,9,308,1,1,"((0, 1),)","((0, 1),)",274,9,308,1,1,"((0, 1),)","((0, 1),)",324,308,9,1,1,"((0, 1),)","((0, 1),)",324,9,308,1,1,"((0, 1),)","((0, 1),)",324,308,9,1,1,"((0, 1),)","((0, 1),)",324,308,9,1,1,"((0, 1),)","((0, 1),)",324,9,308,1,1,"((0, 1),)","((0, 1),)"
62,25050631474,minus,72,29,2,2,147,92,212,-1,1,1,-1,0,2,defined,212,0,28,1,1,"((0, 1),)","((0, 1),)",262,28,0,1,1,"((0, 1),)","((0, 1),)",262,28,0,1,1,"((0, 1),)","((0, 1),)",212,0,28,1,1,"((0, 1),)","((0, 1),)",212,28,0,1,1,"((0, 1),)","((0, 1),)",212,0,28,1,1,"((0, 1),)","((0, 1),)",212,0,28,1,1,"((0, 1),)","((0, 1),)",212,28,0,1,1,"((0, 1),)","((0, 1),)"
63,25050631611,minus,18,85,4,3,429,474,319,-1,1,-1,-1,2,0,defined,324,3,107,1,1,"((0, 1),)","((0, 1),)",319,107,3,1,1,"((0, 1),)","((0, 1),)",319,107,3,1,1,"((0, 1),)","((0, 1),)",324,3,107,1,1,"((0, 1),)","((0, 1),)",324,107,3,1,1,"((0, 1),)","((0, 1),)",319,3,107,1,1,"((0, 1),)","((0, 1),)",319,3,107,1,1,"((0, 1),)","((0, 1),)",324,107,3,1,1,"((0, 1),)","((0, 1),)"
63,25050631627,plus,46,29,4,3,149,194,429,0,1,1,-1,1,2,defined,429,6,22,1,1,"((0, 1),)","((0, 1),)",434,22,6,1,1,"((0, 1),)","((0, 1),)",434,22,6,1,1,"((0, 1),)","((0, 1),)",429,6,22,1,1,"((0, 1),)","((0, 1),)",429,10,6,2,0,"((0, 1), (1, 0))",(),429,6,34,1,1,"((0, 1),)","((0, 1),)",429,6,34,1,1,"((0, 1),)","((0, 1),)",429,10,6,2,0,"((0, 1), (1, 0))",()
63,25050631681,plus,81,58,1,1,291,246,301,0,0,0,0,0,0,defined,411,4,3,1,1,"((1, 1),)","((1, 1),)",401,3,4,1,1,"((1, 1),)","((1, 1),)",401,3,4,1,1,"((1, 1),)","((1, 1),)",411,4,3,1,1,"((1, 1),)","((1, 1),)",401,3,4,1,1,"((1, 1),)","((1, 1),)",401,4,3,1,1,"((1, 1),)","((1, 1),)",401,4,3,1,1,"((1, 1),)","((1, 1),)",401,3,4,1,1,"((1, 1),)","((1, 1),)"
63,25050631691,plus,61,3,2,3,17,62,37,0,1,1,0,0,1,defined,37,16,9,1,1,"((1, 1),)","((1, 1),)",87,9,16,1,1,"((1, 1),)","((1, 1),)",87,9,16,1,1,"((1, 1),)","((1, 1),)",37,16,9,1,1,"((1, 1),)","((1, 1),)",37,9,16,2,0,"((1, 0), (1, 1))",(),37,16,9,1,1,"((1, 1),)","((1, 1),)",37,16,9,1,1,"((1, 1),)","((1, 1),)",37,9,16,2,0,"((1, 0), (1, 1))",()
