n,batch,samples,p_ref,channel,a1,b1,a2,b2,first_primal_sum,first_matching_sum,second_primal_sum,second_matching_sum
85,0,20000,0.59274605078999998,cross,9,2,7,6,6337,6213,6400,6215
85,0,20000,0.59274605078999998,both,9,2,7,6,7083,6959,7123,6938
85,0,20000,0.59274605078999998,either,9,2,7,6,13787,13663,13785,13600
85,0,20000,0.59274605078999998,direction_0,9,2,7,6,10362,10238,10473,10288
85,0,20000,0.59274605078999998,direction_1,9,2,7,6,10508,10384,10435,10250
85,1,20000,0.59274605078999998,cross,9,2,7,6,6256,6290,6282,6190
85,1,20000,0.59274605078999998,both,9,2,7,6,7067,7101,7075,6983
85,1,20000,0.59274605078999998,either,9,2,7,6,13710,13744,13810,13718
85,1,20000,0.59274605078999998,direction_0,9,2,7,6,10455,10489,10442,10350
85,1,20000,0.59274605078999998,direction_1,9,2,7,6,10322,10356,10443,10351
85,2,20000,0.59274605078999998,cross,9,2,7,6,6247,6282,6257,6166
85,2,20000,0.59274605078999998,both,9,2,7,6,7034,7069,7041,6950
85,2,20000,0.59274605078999998,either,9,2,7,6,13718,13753,13834,13743
85,2,20000,0.59274605078999998,direction_0,9,2,7,6,10338,10373,10393,10302
85,2,20000,0.59274605078999998,direction_1,9,2,7,6,10414,10449,10482,10391
85,3,20000,0.59274605078999998,cross,9,2,7,6,6280,6203,6297,6118
85,3,20000,0.59274605078999998,both,9,2,7,6,7048,6971,7113,6934
85,3,20000,0.59274605078999998,either,9,2,7,6,13797,13720,13882,13703
85,3,20000,0.59274605078999998,direction_0,9,2,7,6,10404,10327,10512,10333
85,3,20000,0.59274605078999998,direction_1,9,2,7,6,10441,10364,10483,10304
85,4,20000,0.59274605078999998,cross,9,2,7,6,6312,6206,6265,6251
85,4,20000,0.59274605078999998,both,9,2,7,6,7074,6968,6992,6978
85,4,20000,0.59274605078999998,either,9,2,7,6,13794,13688,13749,13735
85,4,20000,0.59274605078999998,direction_0,9,2,7,6,10452,10346,10325,10311
85,4,20000,0.59274605078999998,direction_1,9,2,7,6,10416,10310,10416,10402
85,5,20000,0.59274605078999998,cross,9,2,7,6,6352,6227,6341,6219
85,5,20000,0.59274605078999998,both,9,2,7,6,7096,6971,7142,7020
85,5,20000,0.59274605078999998,either,9,2,7,6,13773,13648,13781,13659
85,5,20000,0.59274605078999998,direction_0,9,2,7,6,10485,10360,10431,10309
