kminus,kplus,count
43,107,1
45,104,1
46,108,1
46,114,1
47,90,1
47,98,1
47,106,1
48,105,1
48,110,1
48,111,1
49,67,1
49,95,1
49,118,1
50,91,1
50,92,1
50,97,2
50,101,2
50,102,1
50,112,1
51,86,1
51,90,1
51,91,1
51,93,1
51,96,1
51,100,1
51,103,1
51,109,1
51,113,1
51,114,1
51,121,1
52,87,1
52,88,1
52,90,1
52,91,1
52,93,1
52,94,1
52,95,1
52,97,2
52,98,1
52,100,1
52,105,1
52,106,1
52,107,1
52,108,1
52,113,1
52,118,2
52,124,1
53,87,1
53,96,1
53,97,2
53,98,1
53,104,1
53,106,1
53,107,1
53,108,2
53,109,1
53,110,1
53,115,1
53,117,1
54,78,1
54,80,1
54,91,1
54,92,2
54,93,1
54,94,1
54,96,1
54,98,2
54,99,2
54,100,1
54,101,1
54,102,2
54,104,1
54,108,2
54,109,1
54,110,4
54,112,1
54,113,1
54,114,1
54,116,2
55,91,2
55,92,2
55,97,1
55,99,1
55,100,1
55,102,1
55,103,2
55,104,2
55,106,1
55,108,1
55,109,1
55,110,1
55,111,3
55,112,3
55,114,2
55,117,1
55,123,1
56,79,1
56,84,1
56,85,2
56,86,1
56,88,1
56,89,1
56,90,1
56,91,1
56,92,1
56,94,2
56,96,7
56,97,3
56,98,2
56,100,1
56,102,3
56,103,2
56,104,1
56,106,1
56,107,1
56,108,2
56,109,1
56,114,1
56,118,1
56,120,1
56,125,1
57,79,1
57,82,1
57,88,2
57,90,1
57,91,1
57,92,1
57,93,2
57,94,2
57,95,2
57,96,3
57,97,1
57,98,2
57,99,3
57,100,4
57,101,2
57,102,2
57,103,3
57,104,6
57,105,2
57,106,1
57,107,1
57,109,1
57,110,3
57,111,1
57,113,1
57,115,1
57,116,1
57,122,2
57,124,2
57,126,1
57,130,1
58,87,1
58,88,2
58,89,3
58,90,3
58,91,1
58,92,3
58,93,3
58,94,3
58,95,3
58,96,1
58,97,3
58,98,5
58,99,4
58,100,2
58,101,3
58,102,4
58,103,3
58,104,1
58,105,3
58,106,4
58,107,4
58,108,5
58,109,2
58,110,3
58,111,2
58,112,1
58,114,1
58,115,3
58,116,1
58,117,1
58,118,1
58,120,1
58,121,1
59,75,1
59,79,1
59,80,2
59,81,1
59,82,1
59,83,1
59,86,2
59,87,1
59,90,2
59,91,1
59,92,2
59,93,3
59,94,2
59,95,6
59,96,7
59,97,3
59,98,5
59,99,5
59,100,6
59,101,3
59,102,2
59,103,5
59,104,5
59,105,2
59,106,3
59,107,7
59,108,1
59,109,4
59,110,2
59,111,2
59,112,2
59,113,3
59,114,3
59,117,1
59,119,2
59,121,1
59,122,1
59,123,1
59,124,1
60,73,1
60,77,1
60,79,1
60,80,1
60,82,1
60,85,2
60,86,1
60,87,2
60,89,2
60,90,4
60,91,3
60,92,5
60,93,6
60,94,2
60,95,5
60,96,4
60,97,8
60,98,3
60,99,5
60,100,3
60,101,7
60,102,4
60,103,8
60,104,7
60,105,5
60,106,11
60,107,5
60,108,6
60,109,4
60,110,4
60,111,2
60,112,3
60,113,2
60,114,4
60,115,2
60,116,1
60,117,4
60,119,2
60,120,2
60,123,1
61,78,1
61,80,1
61,83,3
61,84,2
61,87,1
61,88,3
61,89,4
61,90,4
61,91,4
61,92,2
61,93,8
61,94,6
61,95,8
61,96,9
61,97,5
61,98,8
61,99,6
61,100,8
61,101,4
61,102,7
61,103,5
61,104,10
61,105,8
61,106,1
61,107,6
61,108,5
61,109,5
61,110,12
61,111,6
61,112,2
61,113,3
61,114,3
61,115,7
61,116,1
61,117,2
61,119,4
61,120,1
61,121,3
61,122,1
61,129,1
62,71,1
62,74,1
62,78,2
62,79,2
62,80,1
62,81,2
62,82,1
62,83,4
62,84,3
62,85,3
62,86,1
62,87,4
62,88,8
62,89,3
62,90,3
62,91,4
62,92,2
62,93,7
62,94,5
62,95,7
62,96,9
62,97,7
62,98,6
62,99,8
62,100,3
62,101,9
62,102,9
62,103,16
62,104,10
62,105,11
62,106,8
62,107,9
62,108,9
62,109,6
62,110,6
62,111,10
62,112,2
62,113,4
62,114,6
62,115,6
62,116,1
62,117,5
62,118,3
62,119,2
62,120,2
62,122,1
62,123,1
62,124,1
62,128,1
63,70,1
63,73,1
63,75,1
63,77,3
63,79,1
63,81,2
63,82,3
63,83,2
63,84,1
63,85,6
63,86,1
63,87,3
63,88,4
63,89,3
63,90,4
63,91,7
63,92,4
63,93,8
63,94,13
63,95,4
63,96,10
63,97,7
63,98,16
63,99,12
63,100,9
63,101,14
63,102,15
63,103,11
63,104,14
63,105,14
63,106,12
63,107,16
63,108,6
63,109,9
63,110,11
63,111,5
63,112,5
63,113,6
63,114,4
63,115,5
63,116,4
63,117,3
63,118,2
63,119,4
63,120,5
63,121,1
63,123,2
63,124,2
63,129,2
63,132,1
64,75,1
64,76,3
64,77,4
64,79,2
64,81,3
64,83,1
64,84,4
64,85,4
64,86,2
64,87,8
64,88,7
64,89,4
64,90,6
64,91,10
64,92,11
64,93,14
64,94,10
64,95,8
64,96,7
64,97,19
64,98,15
64,99,17
64,100,8
64,101,17
64,102,12
64,103,19
64,104,21
64,105,16
64,106,13
64,107,12
64,108,11
64,109,10
64,110,15
64,111,12
64,112,13
64,113,4
64,114,4
64,115,8
64,116,11
64,117,7
64,118,4
64,119,2
64,120,6
64,121,3
64,122,2
64,124,1
64,125,1
64,126,2
64,128,2
65,66,1
65,69,1
65,72,1
65,75,1
65,76,2
65,78,4
65,79,1
65,80,1
65,81,3
65,82,1
65,83,7
65,84,4
65,85,5
65,86,11
65,87,6
65,88,8
65,89,10
65,90,10
65,91,6
65,92,13
65,93,16
65,94,17
65,95,24
65,96,8
65,97,17
65,98,15
65,99,19
65,100,17
65,101,22
65,102,21
65,103,20
65,104,23
65,105,24
65,106,21
65,107,26
65,108,22
65,109,15
65,110,11
65,111,18
65,112,15
65,113,15
65,114,11
65,115,8
65,116,5
65,117,5
65,118,4
65,119,5
65,120,3
65,121,2
65,122,5
65,123,2
65,124,1
65,125,1
65,127,2
65,129,1
65,130,1
65,132,1
65,133,2
66,67,1
66,68,1
66,72,1
66,75,1
66,77,2
66,79,3
66,80,1
66,81,4
66,82,2
66,83,6
66,84,9
66,85,6
66,86,9
66,87,10
66,88,12
66,89,6
66,90,12
66,91,17
66,92,16
66,93,19
66,94,18
66,95,13
66,96,18
66,97,17
66,98,27
66,99,22
66,100,29
66,101,37
66,102,34
66,103,22
66,104,25
66,105,31
66,106,30
66,107,20
66,108,24
66,109,23
66,110,30
66,111,20
66,112,9
66,113,14
66,114,6
66,115,10
66,116,9
66,117,12
66,118,7
66,119,9
66,120,5
66,121,2
66,122,2
66,123,1
66,124,3
66,126,1
66,128,2
66,129,3
67,75,3
67,76,2
67,77,4
67,78,1
67,79,1
67,80,6
67,81,7
67,82,5
67,83,9
67,84,5
67,85,14
67,86,12
67,87,8
67,88,13
67,89,13
67,90,13
67,91,13
67,92,17
67,93,22
67,94,28
67,95,34
67,96,33
67,97,30
67,98,37
67,99,28
67,100,28
67,101,26
67,102,27
67,103,25
67,104,35
67,105,34
67,106,39
67,107,27
67,108,19
67,109,24
67,110,22
67,111,22
67,112,26
67,113,22
67,114,15
67,115,17
67,116,14
67,117,15
67,118,12
67,119,11
67,120,6
67,121,6
67,122,5
67,123,3
67,124,2
67,125,2
67,126,1
67,127,1
67,128,5
67,131,1
67,132,1
67,133,3
68,72,2
68,74,3
68,75,1
68,76,3
68,77,3
68,78,2
68,79,9
68,80,5
68,81,7
68,82,3
68,83,13
68,84,7
68,85,5
68,86,16
68,87,15
68,88,22
68,89,19
68,90,20
68,91,24
68,92,26
68,93,31
68,94,40
68,95,29
68,96,46
68,97,32
68,98,44
68,99,39
68,100,35
68,101,46
68,102,33
68,103,24
68,104,40
68,105,37
68,106,35
68,107,35
68,108,28
68,109,37
68,110,31
68,111,32
68,112,27
68,113,17
68,114,17
68,115,22
68,116,18
68,117,18
68,118,9
68,119,8
68,120,8
68,121,4
68,122,2
68,123,6
68,124,2
68,126,3
68,127,4
68,128,1
68,129,1
68,130,2
68,136,1
69,71,1
69,72,2
69,73,1
69,74,1
69,75,1
69,76,4
69,77,6
69,78,7
69,80,11
69,81,10
69,82,11
69,83,15
69,84,11
69,85,14
69,86,21
69,87,21
69,88,23
69,89,23
69,90,36
69,91,31
69,92,43
69,93,51
69,94,44
69,95,31
69,96,56
69,97,45
69,98,44
69,99,47
69,100,45
69,101,57
69,102,54
69,103,45
69,104,52
69,105,58
69,106,52
69,107,44
69,108,55
69,109,56
69,110,50
69,111,36
69,112,32
69,113,29
69,114,27
69,115,21
69,116,17
69,117,19
69,118,22
69,119,12
69,120,9
69,121,7
69,122,6
69,123,5
69,124,3
69,125,5
69,126,6
69,127,3
69,128,3
69,130,1
69,136,1
70,70,1
70,71,1
70,72,2
70,73,2
70,74,2
70,75,6
70,76,4
70,77,4
70,78,5
70,79,8
70,80,14
70,81,7
70,82,12
70,83,12
70,84,15
70,85,22
70,86,20
70,87,24
70,88,25
70,89,26
70,90,28
70,91,52
70,92,36
70,93,39
70,94,53
70,95,55
70,96,75
70,97,57
70,98,77
70,99,63
70,100,75
70,101,70
70,102,73
70,103,80
70,104,75
70,105,61
70,106,68
70,107,52
70,108,66
70,109,64
70,110,44
70,111,38
70,112,51
70,113,37
70,114,24
70,115,20
70,116,31
70,117,22
70,118,19
70,119,10
70,120,15
70,121,11
70,122,5
70,123,5
70,124,8
70,125,7
70,126,2
70,127,2
70,128,4
70,130,1
70,133,2
71,72,1
71,73,3
71,74,2
71,75,5
71,76,6
71,77,8
71,78,10
71,79,7
71,80,8
71,81,11
71,82,12
71,83,24
71,84,22
71,85,22
71,86,30
71,87,32
71,88,35
71,89,34
71,90,39
71,91,57
71,92,59
71,93,55
71,94,70
71,95,58
71,96,71
71,97,73
71,98,80
71,99,84
71,100,93
71,101,92
71,102,73
71,103,90
71,104,74
71,105,107
71,106,82
71,107,79
71,108,79
71,109,74
71,110,67
71,111,45
71,112,42
71,113,42
71,114,42
71,115,44
71,116,39
71,117,21
71,118,32
71,119,13
71,120,17
71,121,20
71,122,15
71,123,8
71,124,10
71,125,6
71,126,2
71,128,3
71,129,4
71,131,1
72,73,3
72,74,6
72,75,5
72,76,4
72,77,10
72,78,6
72,79,17
72,80,13
72,81,16
72,82,19
72,83,27
72,84,32
72,85,35
72,86,42
72,87,34
72,88,40
72,89,43
72,90,45
72,91,50
72,92,51
72,93,75
72,94,74
72,95,98
72,96,95
72,97,95
72,98,105
72,99,113
72,100,128
72,101,124
72,102,107
72,103,134
72,104,115
72,105,102
72,106,106
72,107,105
72,108,92
72,109,90
72,110,77
72,111,88
72,112,54
72,113,52
72,114,44
72,115,47
72,116,41
72,117,47
72,118,31
72,119,17
72,120,23
72,121,14
72,122,15
72,123,8
72,124,9
72,125,2
72,126,4
72,127,5
72,128,5
72,129,3
72,130,2
73,74,3
73,75,8
73,76,9
73,77,11
73,78,12
73,79,8
73,80,18
73,81,16
73,82,22
73,83,23
73,84,26
73,85,45
73,86,37
73,87,49
73,88,56
73,89,61
73,90,66
73,91,66
73,92,99
73,93,94
73,94,108
73,95,110
73,96,120
73,97,128
73,98,133
73,99,126
73,100,148
73,101,144
73,102,148
73,103,134
73,104,138
73,105,132
73,106,124
73,107,109
73,108,95
73,109,111
73,110,107
73,111,97
73,112,95
73,113,75
73,114,67
73,115,57
73,116,65
73,117,43
73,118,36
73,119,33
73,120,18
73,121,22
73,122,24
73,123,17
73,124,12
73,125,11
73,126,7
73,127,3
73,128,5
73,129,2
73,130,2
73,131,3
73,132,3
73,133,2
74,75,12
74,76,10
74,77,18
74,78,11
74,79,18
74,80,21
74,81,31
74,82,38
74,83,37
74,84,33
74,85,47
74,86,41
74,87,59
74,88,59
74,89,88
74,90,90
74,91,104
74,92,117
74,93,129
74,94,128
74,95,130
74,96,137
74,97,155
74,98,168
74,99,159
74,100,186
74,101,179
74,102,184
74,103,167
74,104,152
74,105,170
74,106,165
74,107,156
74,108,164
74,109,130
74,110,113
74,111,119
74,112,99
74,113,85
74,114,87
74,115,71
74,116,52
74,117,59
74,118,55
74,119,52
74,120,30
74,121,34
74,122,28
74,123,23
74,124,13
74,125,9
74,126,16
74,127,2
74,128,8
74,129,6
74,130,6
74,131,2
74,133,3
74,135,1
75,76,19
75,77,19
75,78,24
75,79,37
75,80,31
75,81,27
75,82,37
75,83,53
75,84,69
75,85,55
75,86,71
75,87,97
75,88,104
75,89,132
75,90,88
75,91,116
75,92,135
75,93,145
75,94,157
75,95,190
75,96,152
75,97,197
75,98,195
75,99,207
75,100,238
75,101,219
75,102,195
75,103,209
75,104,222
75,105,209
75,106,184
75,107,191
75,108,166
75,109,159
75,110,148
75,111,130
75,112,139
75,113,126
75,114,111
75,115,79
75,116,66
75,117,59
75,118,51
75,119,42
75,120,40
75,121,45
75,122,25
75,123,28
75,124,12
75,125,13
75,126,5
75,127,5
75,128,6
75,129,2
75,130,4
75,131,3
75,133,3
75,134,3
75,135,3
75,137,1
75,140,1
76,76,1
76,77,19
76,78,26
76,79,28
76,80,39
76,81,49
76,82,57
76,83,55
76,84,59
76,85,72
76,86,81
76,87,91
76,88,120
76,89,135
76,90,149
76,91,173
76,92,181
76,93,187
76,94,194
76,95,238
76,96,213
76,97,250
76,98,265
76,99,288
76,100,275
76,101,277
76,102,276
76,103,251
76,104,250
76,105,273
76,106,263
76,107,271
76,108,217
76,109,218
76,110,184
