kminus,kplus,count
47,97,1
47,100,1
47,108,1
48,84,1
48,88,1
48,103,1
49,89,1
49,109,1
49,112,1
50,100,1
50,102,1
51,104,2
51,108,1
51,118,1
51,119,1
52,78,1
52,107,1
52,110,1
52,111,1
52,112,1
52,113,1
53,87,1
53,92,1
53,98,2
53,108,2
54,94,2
54,96,2
54,97,2
54,98,1
54,103,2
54,104,1
54,106,1
54,107,1
54,108,1
54,110,1
55,74,1
55,80,1
55,84,1
55,86,1
55,91,1
55,93,1
55,98,2
55,99,1
55,100,2
55,102,1
55,103,1
55,105,1
55,106,3
55,107,1
55,109,1
55,117,1
55,118,1
56,85,1
56,87,1
56,90,2
56,92,1
56,94,2
56,95,3
56,97,1
56,98,2
56,99,1
56,101,2
56,102,1
56,103,1
56,104,4
56,106,1
56,108,1
56,109,3
56,114,1
56,118,1
57,87,1
57,91,1
57,92,1
57,93,1
57,94,2
57,95,1
57,96,2
57,97,3
57,98,1
57,99,2
57,100,3
57,101,3
57,102,2
57,103,2
57,104,1
57,105,2
57,106,1
57,107,2
57,108,1
57,110,4
57,111,1
57,112,3
57,113,2
57,114,1
57,115,1
57,116,1
57,118,1
57,122,1
58,77,1
58,82,2
58,84,2
58,85,1
58,88,1
58,90,3
58,91,1
58,93,2
58,94,1
58,96,2
58,97,5
58,98,1
58,99,2
58,100,5
58,101,1
58,102,3
58,104,4
58,106,2
58,108,1
58,109,2
58,110,3
58,111,2
58,112,2
58,113,1
58,117,2
58,119,1
58,120,1
59,81,1
59,82,1
59,84,1
59,85,1
59,86,1
59,90,2
59,92,1
59,93,1
59,94,3
59,96,3
59,97,2
59,98,1
59,99,3
59,100,1
59,101,4
59,102,10
59,103,1
59,104,3
59,105,4
59,106,3
59,107,1
59,108,3
59,109,2
59,110,1
59,111,3
59,112,1
59,114,1
59,115,1
59,116,2
59,121,1
59,126,1
60,76,1
60,80,1
60,81,1
60,84,2
60,87,1
60,88,2
60,89,1
60,90,2
60,91,1
60,92,2
60,93,1
60,94,3
60,95,4
60,96,5
60,97,1
60,98,3
60,99,6
60,100,2
60,101,2
60,102,3
60,103,11
60,104,2
60,105,6
60,106,3
60,107,7
60,108,7
60,109,4
60,110,6
60,111,2
60,112,2
60,113,4
60,114,2
60,115,3
60,118,1
60,119,1
60,125,1
61,72,1
61,76,1
61,78,1
61,79,1
61,82,1
61,85,3
61,86,1
61,87,1
61,88,2
61,90,4
61,91,1
61,92,3
61,93,1
61,94,4
61,95,5
