N,first_rep,second_rep,samples,p0,p0_se,delta_cos4,P4_S,P4_S_se,P4_D,P4_D_se,P4_S_prime,P4_S_prime_se,P4_D_prime,P4_D_prime_se,A_S_N1,A_D_N13_8,A_Dprime_N5_8,A_Sprime_N5_4
130,"11,3","9,7",100000000,0.592748111096902061479314326467,3.45753161706999e-6,1.36331360946745562130177514793,-0.0000668074028578103078421612407106,1.37347829746741e-5,0.000144933098529267972804552599753,2.91641355507963e-5,0.00553803883474576668905270189513,0.000227681028735198,-0.000839691425453045860817814135038,0.000219585646246817,-0.00868496237151534001948096129238,0.394753077627798390157841417863,-0.0175927735899643523212463194557,2.4310012784413631564925701078
