N,first_rep,second_rep,samples,p0,p0_se,delta_cos4,P4_S,P4_S_se,P4_D,P4_D_se,P4_S_prime,P4_S_prime_se,P4_D_prime,P4_D_prime_se,A_S_N1,A_D_N13_8,A_Dprime_N5_8,A_Sprime_N5_4
170,"13,1","11,7",100000000,0.592743125866128251274847182299,3.13802548986708e-6,1.59446366782006920415224913495,-0.0000532681803432445547259323622756,1.30249501190628e-5,0.000131781879813033880923249685733,2.24435187568887e-5,0.00459305618990956436097157338378,0.000214691682106444,-0.000556798329897793437900747077231,0.000208178443832883,-0.00905559065835157430340850158686,0.555053947314434568734996293342,-0.0137952158390250818676131819278,2.81944034606967405466271841306
