geom,batch,replicas,n,sum_km,sum_kp,sum_km2,sum_kp2,sum_kmkp,sum_gap,sum_gap2,kminus_le_kplus,kminus_gt_kplus
g_9_8,0,50000,145,4083535,4552234,336230207,416970826,373016626,468699,7167781,50000,0
g_9_8,1,50000,145,4085254,4547463,336479974,416049945,372766887,462209,6996145,50000,0
g_9_8,2,50000,145,4084239,4551245,336314543,416789327,372988758,467006,7126354,50000,0
g_9_8,3,50000,145,4084368,4552609,336344698,417008567,373105892,468241,7141481,50000,0
g_9_8,4,50000,145,4082378,4549781,336028888,416506285,372705420,467403,7124333,50000,0
g_9_8,5,50000,145,4083778,4551224,336247754,416770098,372939523,467446,7138806,50000,0
g_9_8,6,50000,145,4083890,4552239,336253446,416951551,373038115,468349,7128767,50000,0
g_9_8,7,50000,145,4085879,4551343,336605035,416796997,373154764,465464,7092504,50000,0
g_9_8,8,50000,145,4086594,4552334,336689150,416964714,373297265,465740,7059334,50000,0
g_9_8,9,50000,145,4087345,4553757,336796045,417218805,373460162,466412,7094526,50000,0
g_9_8,10,50000,145,4084072,4550926,336291890,416738204,372964598,466854,7100898,50000,0
g_9_8,11,50000,145,4086673,4550642,336695857,416643750,373153369,463969,7032869,50000,0
g_9_8,12,50000,145,4083711,4551209,336225367,416786933,372945479,467498,7121342,50000,0
g_9_8,13,50000,145,4084194,4549026,336331588,416364598,372803499,464832,7089188,50000,0
g_9_8,14,50000,145,4085749,4553616,336564269,417217968,373319570,467867,7143097,50000,0
g_9_8,15,50000,145,4084858,4550866,336407000,416722352,373014189,466008,7100974,50000,0
g_9_8,16,50000,145,4085637,4549949,336533559,416557227,373011166,464312,7068454,50000,0
g_9_8,17,50000,145,4084522,4551908,336364876,416900894,373053646,467386,7158478,50000,0
g_9_8,18,50000,145,4087587,4554479,336863333,417384639,373564180,466892,7119612,50000,0
g_9_8,19,50000,145,4084704,4547729,336386658,416116787,372750547,463025,7002351,50000,0
g_9_8,20,50000,145,4082951,4552062,336131697,416934810,372930091,469111,7206325,50000,0
g_9_8,21,50000,145,4081456,4547925,335857408,416185157,372472157,466469,7098251,50000,0
g_9_8,22,50000,145,4088634,4550767,337034230,416706331,373372458,462133,6995645,50000,0
g_9_8,23,50000,145,4085366,4550631,336468092,416625161,373023762,465265,7045729,50000,0
g_9_8,24,50000,145,4085684,4551935,336556168,416910271,373197841,466251,7070757,50000,0
g_9_8,25,50000,145,4084047,4549639,336257221,416465829,372828917,465592,7065216,50000,0
g_9_8,26,50000,145,4083809,4551271,336242007,416784579,372942607,467462,7141372,50000,0
g_9_8,27,50000,145,4082525,4550894,336032549,416683358,372782435,468369,7151037,50000,0
g_9_8,28,50000,145,4080576,4551035,335716118,416756079,372623827,470459,7224543,50000,0
g_9_8,29,50000,145,4087565,4553465,336862029,417215737,373503386,465900,7070994,50000,0
g_9_8,30,50000,145,4087133,4553135,336805839,417121987,373409683,466002,7108460,50000,0
g_9_8,31,50000,145,4084384,4553028,336354528,417078728,373138334,468644,7156588,50000,0
g_9_8,32,50000,145,4086359,4552682,336672015,417047330,373296371,466323,7126603,50000,0
g_9_8,33,50000,145,4084041,4552847,336304047,417066289,373091947,468806,7186442,50000,0
g_9_8,34,50000,145,4088195,4552594,336950333,417023298,373468775,464399,7036081,50000,0
g_9_8,35,50000,145,4084902,4552784,336441760,417088044,373188559,467882,7152686,50000,0
g_9_8,36,50000,145,4083380,4550467,336176366,416610789,372840120,467087,7106915,50000,0
g_9_8,37,50000,145,4082354,4549176,336020520,416396500,372651400,466822,7114220,50000,0
g_9_8,38,50000,145,4087353,4551265,336821915,416753897,373265224,463912,7045364,50000,0
g_9_8,39,50000,145,4085743,4554693,336519459,417418667,373383021,468950,7172084,50000,0
