kminus,kplus,count
39,83,1
39,93,1
40,90,1
41,74,1
41,99,1
41,108,1
42,83,1
42,88,1
42,89,1
42,94,1
42,95,1
42,103,1
43,61,1
43,72,1
43,79,1
43,83,1
43,85,1
43,87,1
43,90,1
43,91,2
43,93,1
43,94,1
43,96,1
43,98,1
43,102,1
44,80,1
44,82,1
44,86,1
44,87,1
44,91,1
44,92,1
44,95,1
44,96,1
44,97,1
45,68,1
45,71,1
45,76,1
45,79,1
45,82,1
45,85,1
45,86,1
45,88,3
45,90,1
45,91,2
45,92,2
45,96,1
45,102,2
45,106,1
45,116,1
46,74,1
46,75,1
46,76,2
46,82,2
46,84,1
46,86,4
46,87,1
46,89,2
46,90,1
46,94,2
46,95,1
46,108,1
47,66,1
47,72,1
47,74,1
47,76,2
47,77,3
47,79,1
47,81,1
47,82,2
47,83,2
47,85,2
47,86,1
47,87,2
47,88,1
47,89,2
47,90,1
47,92,3
47,93,5
47,94,2
47,95,1
47,97,2
47,99,1
47,100,1
47,101,1
47,102,1
47,104,1
47,106,1
48,63,1
48,73,1
48,74,1
48,75,1
48,76,1
48,78,3
48,79,1
48,80,2
48,82,3
48,83,2
48,84,3
48,85,1
48,86,4
48,87,3
48,88,4
48,89,5
48,90,1
48,91,3
48,92,1
48,93,2
48,94,3
48,95,1
48,96,4
48,97,3
48,100,2
48,101,1
48,102,4
48,103,1
48,104,1
49,65,1
49,68,2
49,73,1
49,75,1
49,76,1
49,77,1
49,78,1
49,79,4
49,80,6
49,81,2
49,82,1
49,83,2
49,84,4
49,85,3
49,86,3
49,87,6
49,88,5
49,89,8
49,90,3
49,91,3
49,92,7
49,93,3
49,94,1
49,95,1
49,96,2
49,97,8
49,99,3
49,100,6
49,101,1
49,102,1
49,107,1
50,65,1
50,66,2
50,67,1
50,73,1
50,74,1
50,75,2
50,76,1
50,77,2
50,78,5
50,79,3
50,80,5
50,81,3
50,82,3
50,83,5
50,84,7
50,85,7
50,86,5
50,87,4
50,88,3
50,89,8
50,90,6
50,91,4
50,92,6
50,93,9
50,94,5
50,95,1
50,96,6
50,97,5
50,99,1
50,100,1
50,101,2
50,102,1
50,104,2
50,105,1
50,106,2
50,108,1
51,63,1
51,64,2
51,66,1
51,67,2
51,69,2
51,70,1
51,72,3
51,73,6
51,74,2
51,75,4
51,76,5
51,78,6
51,79,9
51,80,8
51,81,7
51,82,10
51,83,13
51,84,6
51,85,13
51,86,13
51,87,16
51,88,6
51,89,5
51,90,12
51,91,7
51,92,11
51,93,8
51,94,10
51,95,6
51,96,3
51,97,3
51,98,4
51,99,2
51,100,4
51,101,1
51,102,4
51,105,3
51,107,1
51,108,1
51,110,1
51,111,1
52,63,1
52,64,1
52,66,2
52,68,3
52,69,3
52,70,2
52,71,3
52,72,4
52,73,4
52,74,4
52,75,4
52,76,5
52,77,8
52,78,6
52,79,7
52,80,5
52,81,13
52,82,9
52,83,10
52,84,13
52,85,8
52,86,10
52,87,14
52,88,11
52,89,13
52,90,15
52,91,10
52,92,8
52,93,10
52,94,6
52,95,9
52,96,9
52,97,10
52,98,8
52,99,4
52,100,2
52,101,3
52,102,5
52,104,1
52,105,3
52,106,1
52,107,1
52,108,1
52,109,1
52,110,1
52,122,1
53,59,1
53,62,1
53,65,2
53,66,1
53,68,1
53,69,2
53,70,2
53,71,4
53,72,5
53,73,5
53,74,6
53,75,7
53,76,8
53,77,9
53,78,12
53,79,7
53,80,10
53,81,9
53,82,10
53,83,13
53,84,8
53,85,14
53,86,15
53,87,15
53,88,15
53,89,14
53,90,16
53,91,18
53,92,14
53,93,10
53,94,14
53,95,26
53,96,13
53,97,4
53,98,4
53,99,14
53,100,5
53,101,5
53,102,5
53,103,3
53,104,2
53,105,1
54,60,1
54,63,1
54,65,3
54,66,2
54,67,2
54,68,4
54,69,4
54,70,3
54,71,2
54,72,4
54,73,5
54,74,7
54,75,5
54,76,8
54,77,11
54,78,17
54,79,11
54,80,15
54,81,23
54,82,14
54,83,26
54,84,21
54,85,19
54,86,24
54,87,26
54,88,26
54,89,25
54,90,15
54,91,27
54,92,12
54,93,18
54,94,16
54,95,16
54,96,12
54,97,13
54,98,11
54,99,11
54,100,13
54,101,10
54,102,3
54,103,8
54,104,5
54,105,2
54,106,2
54,107,2
54,108,2
54,109,2
54,110,3
54,112,1
54,114,1
55,58,1
55,60,1
55,62,2
55,64,1
55,65,9
55,66,3
55,67,2
55,68,4
55,69,5
55,70,4
55,71,3
55,72,6
55,73,5
55,74,11
55,75,13
55,76,8
55,77,20
55,78,10
55,79,15
55,80,22
55,81,25
55,82,23
55,83,28
55,84,23
55,85,32
55,86,37
55,87,27
55,88,32
55,89,25
55,90,23
55,91,32
55,92,25
55,93,31
55,94,27
55,95,30
55,96,23
55,97,14
55,98,17
55,99,15
55,100,15
55,101,8
55,102,14
55,103,4
55,104,4
55,105,4
55,106,2
55,107,3
55,108,1
55,109,1
55,110,3
55,111,1
55,112,1
56,58,1
56,61,2
56,62,2
56,63,1
56,64,1
56,65,2
56,66,2
56,67,5
56,68,3
56,69,6
56,70,5
56,71,8
56,72,9
56,73,11
56,74,13
56,75,9
56,76,20
56,77,21
56,78,23
56,79,20
56,80,24
56,81,34
56,82,34
56,83,27
56,84,40
56,85,32
56,86,51
56,87,33
56,88,34
56,89,40
56,90,35
56,91,44
56,92,47
56,93,25
56,94,26
56,95,26
56,96,26
56,97,25
56,98,16
56,99,13
56,100,12
56,101,12
56,102,11
56,103,5
56,104,3
56,105,4
56,106,4
56,107,5
56,108,2
56,109,2
56,110,3
56,111,3
56,112,1
56,116,1
57,58,1
57,59,1
57,60,3
57,62,3
57,64,3
57,65,3
57,66,6
57,67,3
57,68,11
57,69,8
57,70,9
57,71,14
57,72,10
57,73,16
57,74,15
57,75,27
57,76,24
57,77,33
57,78,34
57,79,40
57,80,40
57,81,36
57,82,40
57,83,44
57,84,49
57,85,55
57,86,48
57,87,51
57,88,56
57,89,47
57,90,61
57,91,51
57,92,49
57,93,33
57,94,42
57,95,42
57,96,35
57,97,30
57,98,27
57,99,22
57,100,11
57,101,21
57,102,15
57,103,9
57,104,11
57,105,5
57,106,11
57,107,6
57,108,7
57,109,5
57,110,2
57,111,1
57,112,1
57,113,1
57,116,1
58,59,1
58,60,4
58,61,5
58,62,5
58,63,4
58,64,4
58,65,2
58,66,8
58,67,8
58,68,7
58,69,8
58,70,18
58,71,13
58,72,15
58,73,29
58,74,32
58,75,29
58,76,31
58,77,33
58,78,40
58,79,43
58,80,54
58,81,52
58,82,58
58,83,69
58,84,72
58,85,63
58,86,81
58,87,74
58,88,74
58,89,83
58,90,56
58,91,68
58,92,61
58,93,50
58,94,47
58,95,57
58,96,33
58,97,30
58,98,29
58,99,35
58,100,24
58,101,19
58,102,21
58,103,15
58,104,9
58,105,10
58,106,4
58,107,7
58,108,3
58,109,4
58,112,2
58,113,1
58,114,1
58,116,1
59,60,2
59,61,1
59,62,7
59,63,5
59,64,5
59,65,5
59,66,10
59,67,6
59,68,14
59,69,11
59,70,24
59,71,18
59,72,31
59,73,28
59,74,34
59,75,33
59,76,42
59,77,41
59,78,57
