N,target,estimator,mean,batch_mean_variance,variance_of_overall_mean,variance_reduction_vs_optimized
65,orientation_difference,optimized_gls,0.0006780000000000002,3.845344615384619e-06,9.613361538461548e-08,1.0
65,orientation_difference,equal_weight,0.0006780000000000002,3.845344615384619e-06,9.613361538461548e-08,1.0
65,orientation_difference,pilot_best_single_cross,0.0006780000000000001,3.845344615384623e-06,9.613361538461558e-08,1.000000000000001
65,orientation_difference,single_cross,0.0006780000000000001,3.845344615384623e-06,9.613361538461558e-08,1.000000000000001
65,orientation_difference,single_both,0.000677999999999998,3.845344615384604e-06,9.61336153846151e-08,0.999999999999996
65,orientation_difference,single_either,0.0006780000000000091,3.845344615384612e-06,9.61336153846153e-08,0.9999999999999982
65,orientation_difference,single_direction_0,0.0006779999999999952,3.845344615384617e-06,9.613361538461544e-08,0.9999999999999996
65,orientation_difference,single_direction_1,0.000677999999999998,3.845344615384636e-06,9.61336153846159e-08,1.0000000000000044
