kminus,kplus,count
11,38,1
11,39,1
12,43,1
13,33,1
13,34,1
13,36,1
13,38,1
13,39,1
13,43,1
13,45,1
13,48,1
13,49,1
14,37,1
14,40,1
14,41,1
14,43,1
14,47,1
14,50,1
15,30,1
15,32,1
15,35,1
15,36,1
15,37,3
15,38,2
15,39,3
15,40,1
15,41,1
15,42,1
15,43,3
15,44,1
15,45,2
15,46,4
15,47,2
15,50,1
16,31,3
16,32,1
16,33,2
16,34,1
16,35,2
16,36,4
16,37,2
16,38,2
16,39,3
16,40,2
16,41,4
16,42,4
16,43,3
16,44,2
16,45,2
16,46,1
16,47,2
16,48,3
16,49,1
16,50,1
17,31,2
17,32,3
17,33,5
17,34,4
17,35,4
17,36,4
17,37,9
17,38,13
17,39,13
17,40,10
17,41,7
17,42,8
17,43,6
17,44,4
17,45,4
17,46,5
17,47,2
17,48,3
17,49,2
17,50,1
17,52,1
18,27,1
18,29,1
18,30,3
18,31,4
18,32,6
18,33,6
18,34,8
18,35,12
18,36,9
18,37,13
18,38,18
18,39,16
18,40,17
18,41,29
18,42,12
18,43,18
18,44,14
18,45,12
18,46,10
18,47,7
18,48,5
18,49,6
18,50,2
18,52,1
19,24,1
19,26,1
19,27,1
19,28,3
19,29,4
19,30,5
19,31,6
19,32,11
19,33,14
19,34,17
19,35,23
19,36,21
19,37,30
19,38,37
19,39,25
19,40,41
19,41,44
19,42,31
19,43,21
19,44,27
19,45,21
19,46,18
19,47,12
19,48,13
19,49,6
19,50,2
19,51,4
20,23,1
20,25,2
20,26,1
20,27,1
20,28,8
20,29,5
20,30,3
20,31,10
20,32,19
20,33,24
20,34,39
20,35,30
20,36,38
20,37,36
20,38,47
20,39,64
20,40,60
20,41,62
20,42,64
20,43,41
20,44,47
20,45,45
20,46,29
20,47,20
20,48,15
20,49,16
20,50,5
20,51,3
20,52,4
20,53,3
20,54,1
21,24,1
21,25,1
21,26,3
21,27,2
21,28,4
21,29,7
21,30,17
21,31,32
21,32,26
21,33,38
21,34,42
21,35,66
21,36,76
21,37,95
21,38,93
21,39,101
21,40,110
21,41,102
21,42,88
21,43,86
21,44,69
21,45,72
21,46,56
21,47,33
21,48,27
21,49,16
21,50,8
21,51,10
21,52,2
21,54,2
21,55,1
22,23,1
22,24,2
22,25,4
22,26,5
22,27,3
22,28,7
22,29,13
22,30,21
22,31,36
22,32,61
22,33,73
22,34,82
22,35,100
22,36,145
22,37,120
22,38,149
22,39,150
22,40,186
22,41,175
22,42,157
22,43,156
22,44,133
22,45,95
22,46,88
22,47,64
22,48,40
22,49,25
22,50,17
22,51,8
22,52,11
22,53,1
22,55,2
23,24,4
23,25,7
23,26,9
23,27,14
23,28,18
23,29,27
23,30,36
23,31,53
23,32,68
23,33,87
23,34,119
23,35,167
23,36,178
23,37,216
23,38,255
23,39,293
23,40,286
23,41,265
23,42,288
23,43,266
23,44,212
23,45,181
23,46,139
23,47,96
23,48,77
23,49,55
23,50,19
23,51,25
23,52,10
23,53,6
23,54,1
24,24,1
24,25,6
24,26,14
24,27,13
24,28,29
24,29,42
24,30,66
24,31,86
24,32,115
24,33,171
24,34,221
24,35,267
24,36,340
24,37,381
24,38,413
24,39,483
24,40,471
24,41,472
24,42,423
24,43,379
24,44,304
24,45,265
24,46,199
24,47,170
24,48,92
24,49,72
24,50,58
24,51,39
24,52,13
24,53,7
24,54,3
24,55,4
24,57,1
25,25,3
25,26,20
25,27,33
25,28,42
25,29,70
25,30,95
25,31,151
25,32,189
25,33,284
25,34,332
25,35,418
25,36,521
25,37,628
25,38,664
25,39,734
25,40,756
25,41,690
25,42,645
25,43,654
25,44,489
25,45,407
25,46,345
25,47,233
25,48,187
25,49,137
25,50,79
25,51,55
25,52,24
25,53,14
25,54,6
25,55,5
26,26,8
26,27,60
26,28,84
26,29,135
26,30,135
26,31,238
26,32,282
26,33,391
26,34,532
26,35,665
26,36,755
26,37,910
26,38,1002
26,39,1083
26,40,1113
26,41,1042
26,42,993
26,43,898
26,44,721
26,45,597
26,46,534
26,47,374
26,48,257
26,49,156
26,50,123
26,51,81
26,52,34
26,53,18
26,54,11
26,55,3
26,56,1
26,57,1
27,27,11
27,28,155
27,29,167
27,30,269
27,31,363
27,32,492
27,33,675
27,34,840
27,35,992
27,36,1167
27,37,1371
27,38,1485
27,39,1568
27,40,1588
27,41,1503
27,42,1496
27,43,1291
27,44,1149
27,45,904
27,46,723
27,47,490
27,48,380
27,49,235
27,50,166
27,51,97
27,52,60
27,53,25
27,54,15
27,55,9
27,56,3
28,28,17
28,29,322
28,30,425
28,31,573
28,32,712
28,33,995
28,34,1273
28,35,1436
28,36,1801
28,37,1929
28,38,2228
28,39,2289
28,40,2440
28,41,2255
28,42,2123
28,43,1878
28,44,1525
28,45,1280
28,46,994
28,47,763
28,48,513
28,49,365
28,50,246
28,51,133
28,52,74
28,53,50
28,54,10
28,55,12
28,56,5
29,29,50
29,30,619
29,31,823
29,32,1143
29,33,1421
29,34,1763
29,35,2132
29,36,2622
29,37,2983
29,38,3117
29,39,3198
29,40,3349
29,41,3389
29,42,2933
29,43,2679
29,44,2283
29,45,1782
29,46,1372
29,47,1083
29,48,713
29,49,532
29,50,303
29,51,216
29,52,116
29,53,55
29,54,23
29,55,11
29,56,7
29,57,1
30,30,141
30,31,1356
30,32,1678
30,33,2058
30,34,2697
30,35,3187
30,36,3644
30,37,4199
30,38,4478
30,39,4632
30,40,4755
30,41,4419
30,42,4224
30,43,3582
30,44,3089
30,45,2494
30,46,1908
30,47,1391
30,48,1064
30,49,719
30,50,435
30,51,290
30,52,175
30,53,68
30,54,39
30,55,13
30,56,5
30,57,2
31,31,216
31,32,2537
31,33,3100
31,34,3770
31,35,4505
31,36,5245
31,37,5748
31,38,6095
31,39,6530
31,40,6478
31,41,6138
31,42,5588
31,43,5052
31,44,4110
31,45,3287
31,46,2576
31,47,1827
31,48,1354
31,49,923
31,50,603
31,51,354
31,52,209
31,53,92
31,54,56
31,55,12
31,56,4
31,57,1
32,32,484
32,33,4481
32,34,5371
32,35,6269
32,36,7148
32,37,8054
32,38,8753
32,39,8774
32,40,8645
32,41,8148
32,42,7598
32,43,6559
32,44,5332
32,45,4262
32,46,3260
32,47,2437
32,48,1741
32,49,1151
32,50,741
32,51,424
32,52,257
32,53,127
32,54,53
32,55,19
32,56,6
32,57,1
33,33,787
33,34,7484
33,35,8698
33,36,9813
33,37,10728
33,38,11496
33,39,11623
33,40,11353
33,41,10549
33,42,9872
33,43,8390
33,44,7052
33,45,5600
33,46,4202
33,47,3214
33,48,2191
33,49,1443
33,50,909
33,51,552
33,52,322
33,53,162
33,54,71
33,55,23
33,56,8
33,57,4
34,34,1356
34,35,11809
34,36,13232
34,37,14376
34,38,14772
34,39,15172
34,40,14671
34,41,13714
34,42,12200
34,43,10687
34,44,8698
34,45,6998
34,46,5142
34,47,3818
34,48,2625
34,49,1676
34,50,1129
34,51,688
34,52,359
34,53,181
34,54,94
34,55,37
34,56,13
34,57,5
35,35,1940
35,36,17192
35,37,18334
35,38,19365
35,39,19119
35,40,18534
35,41,16884
35,42,15156
35,43,12771
35,44,10568
35,45,8341
35,46,6235
35,47,4480
35,48,3122
35,49,2135
35,50,1320
35,51,802
35,52,428
35,53,233
35,54,128
35,55,40
35,56,19
35,57,7
36,36,2767
36,37,23190
36,38,23758
36,39,23882
36,40,22533
36,41,20925
36,42,18069
36,43,15444
36,44,12382
36,45,9646
36,46,7265
36,47,5234
36,48,3621
36,49,2397
36,50,1537
36,51,881
36,52,528
36,53,259
36,54,111
36,55,49
36,56,20
36,58,1
37,37,3569
37,38,28820
37,39,28277
37,40,26910
37,41,24352
37,42,21367
37,43,17695
37,44,14178
37,45,11196
37,46,8245
37,47,5935
37,48,4059
37,49,2670
37,50,1634
37,51,972
37,52,525
37,53,252
37,54,112
37,55,53
37,56,13
37,57,8
37,58,1
38,38,4267
38,39,33048
38,40,30793
38,41,27709
38,42,23846
38,43,19863
38,44,15692
38,45,12143
38,46,9009
38,47,6406
38,48,4457
38,49,2824
38,50,1717
38,51,1044
38,52,548
38,53,267
38,54,126
38,55,46
38,56,14
38,57,5
39,39,4746
39,40,34403
39,41,30416
39,42,25978
39,43,21046
39,44,16820
39,45,12488
39,46,9433
39,47,6468
39,48,4349
39,49,2876
39,50,1764
39,51,981
39,52,528
39,53,286
39,54,130
39,55,51
39,56,9
39,57,2
40,40,4720
40,41,31563
40,42,26987
40,43,22171
40,44,17070
40,45,12898
40,46,9479
40,47,6542
40,48,4453
40,49,2813
40,50,1654
40,51,1013
40,52,537
40,53,261
40,54,110
40,55,53
40,56,13
40,57,5
40,58,1
41,41,4136
41,42,26990
41,43,21348
41,44,17022
41,45,12589
41,46,8809
41,47,6098
41,48,4128
41,49,2611
41,50,1677
41,51,936
41,52,509
41,53,226
41,54,123
41,55,43
41,56,11
41,57,1
42,42,3344
42,43,20807
42,44,15916
42,45,11572
42,46,8206
42,47,5680
42,48,3649
42,49,2297
42,50,1414
42,51,777
42,52,403
42,53,208
42,54,110
42,55,42
42,56,14
42,57,3
43,43,2369
43,44,14313
43,45,10229
43,46,7279
43,47,5076
43,48,3128
43,49,2006
43,50,1188
43,51,669
43,52,339
43,53,203
43,54,75
43,55,24
43,56,7
43,57,3
44,44,1498
44,45,8840
44,46,6016
44,47,4073
44,48,2577
44,49,1586
44,50,934
44,51,540
44,52,323
44,53,149
44,54,57
44,55,27
44,56,10
44,57,2
44,58,1
45,45,853
45,46,4941
45,47,3302
45,48,2034
45,49,1280
45,50,738
45,51,417
45,52,206
45,53,118
45,54,29
45,55,15
45,56,6
45,57,2
46,46,441
46,47,2516
46,48,1597
46,49,925
46,50,533
46,51,284
46,52,158
46,53,70
46,54,37
46,55,10
46,56,5
47,47,188
47,48,1199
47,49,618
47,50,383
47,51,189
47,52,102
47,53,52
47,54,25
47,55,8
47,56,2
47,57,2
48,48,88
48,49,419
48,50,247
48,51,160
48,52,72
48,53,23
48,54,15
48,55,5
48,56,1
49,49,37
49,50,139
49,51,85
49,52,33
49,53,20
49,54,7
49,55,2
49,56,2
50,50,3
50,51,40
50,52,22
50,53,7
50,54,3
51,51,3
51,52,10
51,53,2
51,55,1
52,52,1
52,55,1
