batch,k,count
0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,1
0,16,1
0,17,2
0,18,5
0,19,10
0,20,23
0,21,33
0,22,59
0,23,114
0,24,134
0,25,240
0,26,355
0,27,487
0,28,683
0,29,972
0,30,1418
0,31,1954
0,32,2475
0,33,3165
0,34,3756
0,35,4375
0,36,4883
0,37,5128
0,38,4950
0,39,4255
0,40,3586
0,41,2618
0,42,1889
0,43,1133
0,44,695
0,45,313
0,46,184
0,47,68
0,48,31
0,49,4
0,50,1
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
1,0,0
1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
1,6,0
1,7,0
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,0
1,14,0
1,15,1
1,16,0
1,17,3
1,18,6
1,19,10
1,20,16
1,21,29
1,22,51
1,23,102
1,24,144
1,25,227
1,26,320
1,27,493
1,28,706
1,29,1015
1,30,1423
1,31,1923
1,32,2523
1,33,3138
1,34,3766
1,35,4516
1,36,4857
1,37,4950
1,38,4794
1,39,4391
1,40,3524
1,41,2682
1,42,1878
1,43,1164
1,44,687
1,45,370
1,46,186
1,47,65
1,48,28
1,49,12
1,50,0
1,51,0
1,52,0
1,53,0
1,54,0
1,55,0
1,56,0
1,57,0
1,58,0
1,59,0
1,60,0
1,61,0
1,62,0
1,63,0
1,64,0
1,65,0
1,66,0
2,0,0
2,1,0
2,2,0
2,3,0
2,4,0
2,5,0
2,6,0
2,7,0
2,8,0
2,9,0
2,10,0
2,11,0
2,12,0
2,13,0
2,14,0
2,15,1
2,16,2
2,17,1
2,18,4
2,19,9
2,20,25
2,21,26
2,22,48
2,23,76
2,24,124
2,25,247
2,26,341
2,27,520
2,28,710
2,29,1030
2,30,1310
2,31,1938
2,32,2555
2,33,3245
2,34,3850
2,35,4325
2,36,4866
2,37,5054
2,38,4846
2,39,4221
2,40,3621
2,41,2660
2,42,1873
2,43,1200
2,44,670
2,45,357
2,46,152
2,47,61
2,48,26
2,49,6
2,50,0
2,51,0
2,52,0
2,53,0
2,54,0
2,55,0
2,56,0
2,57,0
2,58,0
2,59,0
2,60,0
2,61,0
2,62,0
2,63,0
2,64,0
2,65,0
2,66,0
3,0,0
3,1,0
3,2,0
3,3,0
3,4,0
3,5,0
3,6,0
3,7,0
3,8,0
3,9,0
3,10,0
3,11,1
3,12,0
3,13,0
3,14,0
3,15,1
3,16,2
3,17,4
3,18,5
3,19,15
3,20,33
3,21,36
3,22,56
3,23,87
3,24,146
3,25,188
3,26,336
3,27,524
3,28,735
3,29,1023
3,30,1467
3,31,1955
3,32,2436
3,33,3152
3,34,3883
3,35,4477
3,36,4867
3,37,5100
3,38,4762
3,39,4198
3,40,3578
3,41,2693
3,42,1833
3,43,1127
3,44,641
3,45,372
3,46,157
3,47,67
3,48,27
3,49,12
3,50,4
3,51,0
3,52,0
3,53,0
3,54,0
3,55,0
3,56,0
3,57,0
3,58,0
3,59,0
3,60,0
3,61,0
3,62,0
3,63,0
3,64,0
3,65,0
3,66,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,0
4,5,0
4,6,0
4,7,0
4,8,0
4,9,0
4,10,0
4,11,0
4,12,0
4,13,0
4,14,1
4,15,1
4,16,3
4,17,4
4,18,2
4,19,16
4,20,15
4,21,30
4,22,51
4,23,71
4,24,140
4,25,225
4,26,312
4,27,497
4,28,720
4,29,1025
4,30,1458
4,31,1890
4,32,2464
4,33,3144
4,34,3865
4,35,4442
4,36,4838
4,37,5076
4,38,4924
4,39,4239
4,40,3657
4,41,2606
4,42,1824
4,43,1120
4,44,699
4,45,368
4,46,173
4,47,67
4,48,25
4,49,8
4,50,0
4,51,0
4,52,0
4,53,0
4,54,0
4,55,0
4,56,0
4,57,0
4,58,0
4,59,0
4,60,0
4,61,0
4,62,0
4,63,0
4,64,0
4,65,0
4,66,0
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
5,6,0
5,7,0
5,8,0
5,9,0
5,10,0
5,11,0
5,12,0
5,13,0
5,14,0
5,15,3
5,16,1
5,17,2
5,18,4
5,19,13
5,20,10
5,21,36
5,22,60
5,23,95
5,24,132
5,25,222
5,26,330
5,27,521
5,28,737
5,29,987
5,30,1444
5,31,1926
5,32,2535
5,33,3082
5,34,3802
5,35,4410
5,36,4862
5,37,5016
5,38,4771
5,39,4372
5,40,3550
5,41,2683
5,42,1887
5,43,1194
5,44,673
5,45,346
5,46,187
5,47,72
5,48,25
5,49,9
5,50,1
5,51,0
5,52,0
5,53,0
5,54,0
5,55,0
5,56,0
5,57,0
5,58,0
5,59,0
5,60,0
5,61,0
5,62,0
5,63,0
5,64,0
5,65,0
5,66,0
6,0,0
6,1,0
6,2,0
6,3,0
6,4,0
6,5,0
6,6,0
6,7,0
6,8,0
6,9,0
6,10,0
6,11,0
6,12,0
6,13,0
6,14,1
6,15,0
6,16,0
6,17,5
6,18,4
6,19,10
6,20,17
6,21,36
6,22,58
6,23,91
6,24,153
6,25,235
6,26,304
6,27,516
6,28,726
6,29,975
6,30,1477
6,31,1899
6,32,2469
6,33,3186
6,34,3788
6,35,4473
6,36,4899
6,37,5029
6,38,4854
6,39,4341
6,40,3574
6,41,2631
6,42,1784
6,43,1139
6,44,688
6,45,351
6,46,183
6,47,60
6,48,30
6,49,13
6,50,1
6,51,0
6,52,0
6,53,0
6,54,0
6,55,0
6,56,0
6,57,0
6,58,0
6,59,0
6,60,0
6,61,0
6,62,0
6,63,0
6,64,0
6,65,0
6,66,0
7,0,0
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
7,6,0
7,7,0
7,8,0
7,9,0
7,10,0
7,11,0
7,12,0
7,13,0
7,14,0
7,15,1
7,16,1
7,17,2
7,18,5
7,19,14
7,20,14
7,21,19
7,22,54
7,23,95
7,24,144
7,25,237
7,26,342
7,27,500
7,28,647
7,29,1021
7,30,1444
7,31,1924
7,32,2535
7,33,3165
7,34,3858
7,35,4445
7,36,4854
7,37,4967
7,38,4748
7,39,4408
7,40,3538
7,41,2718
7,42,1861
7,43,1143
7,44,648
7,45,365
7,46,161
7,47,76
7,48,33
7,49,9
7,50,3
7,51,1
7,52,0
7,53,0
7,54,0
7,55,0
7,56,0
7,57,0
7,58,0
7,59,0
7,60,0
7,61,0
7,62,0
7,63,0
7,64,0
7,65,0
7,66,0
8,0,0
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,6,0
8,7,0
8,8,0
8,9,0
8,10,0
8,11,0
8,12,0
8,13,0
8,14,0
8,15,1
8,16,2
8,17,2
8,18,5
8,19,11
8,20,24
8,21,31
8,22,58
8,23,75
8,24,143
8,25,209
8,26,362
8,27,454
8,28,710
8,29,1034
8,30,1407
8,31,1922
8,32,2517
8,33,3188
8,34,3847
8,35,4365
8,36,4904
8,37,5048
8,38,4836
8,39,4278
8,40,3538
8,41,2711
8,42,1839
8,43,1202
8,44,672
8,45,329
8,46,173
8,47,67
8,48,29
8,49,6
8,50,1
8,51,0
8,52,0
8,53,0
8,54,0
8,55,0
8,56,0
8,57,0
8,58,0
8,59,0
8,60,0
8,61,0
8,62,0
8,63,0
