k,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,2
12,1
13,9
14,6
15,28
16,45
17,110
18,230
19,439
20,743
21,1286
22,2130
23,3477
24,5620
25,8910
26,13237
27,19689
28,28666
29,40718
30,56742
31,76410
32,100095
33,126546
34,153452
35,177153
36,194499
37,200843
38,193824
39,172774
40,142343
41,107257
42,74442
43,46908
44,26633
45,13941
46,6576
47,2768
48,1030
49,325
50,75
51,16
52,2
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
