n,batch,samples,p_ref,channel,a1,b1,a2,b2,first_primal_sum,first_matching_sum,second_primal_sum,second_matching_sum
290,0,5000000,0.59274605078999998,cross,13,11,17,1,1552757,1552817,1553129,1551424
290,0,5000000,0.59274605078999998,both,13,11,17,1,1756629,1756689,1757086,1755381
290,0,5000000,0.59274605078999998,either,13,11,17,1,3447183,3447243,3448576,3446871
290,0,5000000,0.59274605078999998,direction_0,13,11,17,1,2601723,2601783,2602422,2600717
290,0,5000000,0.59274605078999998,direction_1,13,11,17,1,2602089,2602149,2603240,2601535
290,1,5000000,0.59274605078999998,cross,13,11,17,1,1553536,1552137,1551444,1552739
290,1,5000000,0.59274605078999998,both,13,11,17,1,1757902,1756503,1756671,1757966
290,1,5000000,0.59274605078999998,either,13,11,17,1,3447863,3446464,3447261,3448556
290,1,5000000,0.59274605078999998,direction_0,13,11,17,1,2601926,2600527,2602712,2604007
290,1,5000000,0.59274605078999998,direction_1,13,11,17,1,2603839,2602440,2601220,2602515
290,2,5000000,0.59274605078999998,cross,13,11,17,1,1552293,1554121,1552069,1553106
290,2,5000000,0.59274605078999998,both,13,11,17,1,1756369,1758197,1756077,1757114
290,2,5000000,0.59274605078999998,either,13,11,17,1,3445879,3447707,3446894,3447931
290,2,5000000,0.59274605078999998,direction_0,13,11,17,1,2602278,2604106,2600825,2601862
290,2,5000000,0.59274605078999998,direction_1,13,11,17,1,2599970,2601798,2602146,2603183
290,3,5000000,0.59274605078999998,cross,13,11,17,1,1553234,1553147,1551626,1552444
290,3,5000000,0.59274605078999998,both,13,11,17,1,1757803,1757716,1755580,1756398
290,3,5000000,0.59274605078999998,either,13,11,17,1,3446853,3446766,3447556,3448374
290,3,5000000,0.59274605078999998,direction_0,13,11,17,1,2602504,2602417,2602217,2603035
290,3,5000000,0.59274605078999998,direction_1,13,11,17,1,2602152,2602065,2600919,2601737
290,4,5000000,0.59274605078999998,cross,13,11,17,1,1553471,1552518,1551855,1551357
290,4,5000000,0.59274605078999998,both,13,11,17,1,1757256,1756303,1756084,1755586
290,4,5000000,0.59274605078999998,either,13,11,17,1,3447482,3446529,3448643,3448145
290,4,5000000,0.59274605078999998,direction_0,13,11,17,1,2602967,2602014,2603583,2603085
290,4,5000000,0.59274605078999998,direction_1,13,11,17,1,2601771,2600818,2601144,2600646
290,5,5000000,0.59274605078999998,cross,13,11,17,1,1554891,1551315,1554529,1551046
290,5,5000000,0.59274605078999998,both,13,11,17,1,1759343,1755767,1758573,1755090
290,5,5000000,0.59274605078999998,either,13,11,17,1,3448685,3445109,3448954,3445471
290,5,5000000,0.59274605078999998,direction_0,13,11,17,1,2604213,2600637,2603618,2600135
290,5,5000000,0.59274605078999998,direction_1,13,11,17,1,2603815,2600239,2603909,2600426
