a1,b1,a2,b2,N,channel,sector,cos4_first,cos4_second,delta_cos4_first_minus_second,first_estimate,first_batch_se,second_estimate,second_batch_se,difference_first_minus_second,difference_batch_se,difference_z,normalized_by_delta_cos4,normalized_batch_se,hypothesis_N_exponent,hypothesis_scaled_amplitude,hypothesis_scaled_batch_se
13,11,17,1,290,cross,primal,-0.9452080856123662,0.9725089179548156,-1.9177170035671818,0.310184,0.00046366288694187356,0.310328,0.0004776522550639501,-0.00014399999999999634,0.0005418287776063802,-0.2657666147526172,7.508928571428381e-05,0.0002825384436799143,1.0,0.021775892857142307,0.08193614866717515
13,11,17,1,290,cross,matching,-0.9452080856123662,0.9725089179548156,-1.9177170035671818,0.3109,0.0004676223979566282,0.30991399999999997,0.0005058566491556172,0.0009860000000000036,0.0005366168243370835,1.8374377307645384,-0.0005141530257936527,0.0002798206530676384,1.0,-0.14910437748015928,0.08114798938961514
13,11,17,1,290,cross,even,-0.9452080856123662,0.9725089179548156,-1.9177170035671818,0.31054200000000004,0.00021371736268050646,0.310121,0.00026252097559292787,0.00042099999999999527,0.00031667398715621453,1.3294429510318981,-0.00021953187003968008,0.00016513071874899333,1.0,-0.06366424231150722,0.04788790843720807
13,11,17,1,290,cross,odd,-0.9452080856123662,0.9725089179548156,-1.9177170035671818,-0.00035800000000000025,0.00041370506256012727,0.0002069999999999997,0.00041605774900252786,-0.000565,0.0004364465672457583,-1.2945456383481064,0.00029462115575396827,0.00022758653463149971,1.625,2.9557022040182255,2.283196603087569
13,11,17,1,290,cross,matching_function,-0.9452080856123662,0.9725089179548156,-1.9177170035671818,-0.0007160000000000005,0.0008274101251202545,0.0004139999999999994,0.0008321154980050557,-0.00113,0.0008728931344915166,-1.2945456383481064,0.0005892423115079365,0.00045517306926299943,1.625,5.911404408036451,4.566393206175138
13,11,17,1,290,both,primal,-0.9452080856123662,0.9725089179548156,-1.9177170035671818,0.35115699999999994,0.0004759642100966515,0.351379,0.0005012636456239794,-0.00022200000000000052,0.0005943039048442565,-0.373546258388085,0.00011576264880952409,0.000309901775777542,1.0,0.033571168154761986,0.08987151497548718
13,11,17,1,290,both,matching,-0.9452080856123662,0.9725089179548156,-1.9177170035671818,0.351873,0.000509328841404911,0.35096499999999997,0.0005257382976118039,0.0009080000000000016,0.0005706184488267224,1.5912559467135816,-0.00047347966269841357,0.00029755091484577975,1.0,-0.13730910218253994,0.08628976530527613
13,11,17,1,290,both,even,-0.9452080856123662,0.9725089179548156,-1.9177170035671818,0.35151499999999997,0.00026800563464602815,0.351172,0.0003012124657031137,0.000343,0.0003858959272480945,0.8888406841865515,-0.00017885850694444446,0.0002012267328966068,1.0,-0.05186896701388889,0.05835575254001597
13,11,17,1,290,both,odd,-0.9452080856123662,0.9725089179548156,-1.9177170035671818,-0.00035800000000000084,0.00041370506256012743,0.00020700000000000023,0.00041605774900252814,-0.000565000000000001,0.00043644656724575834,-1.2945456383481089,0.0002946211557539688,0.00022758653463149974,1.625,2.955702204018231,2.283196603087569
13,11,17,1,290,both,matching_function,-0.9452080856123662,0.9725089179548156,-1.9177170035671818,-0.0007160000000000017,0.0008274101251202549,0.00041400000000000047,0.0008321154980050563,-0.001130000000000002,0.0008728931344915167,-1.2945456383481089,0.0005892423115079376,0.0004551730692629995,1.625,5.911404408036462,4.566393206175138
