protocol,N,lineage_first,lineage_second,channel,sector,definition,source_commit,samples,batches,seed,replica_counter_first,replica_counter_last_exclusive,p_ref,child_delta_M,child_sampling_se,frozen_target_delta_M,frozen_source_se,target_residual_child_minus_frozen,target_residual_combined_se,target_residual_z,zero_residual,zero_sampling_se,zero_z,target_chi_square_1df,zero_chi_square_1df
Issue #50 N=290 third Gaussian lineage fixed-p prospective score,290,13+11i,17+1i,either,matching_function,(first_primal-first_matching)-(second_primal-second_matching),4bbbe90180a9960dfae613b47548897ae1defa8b,500000000,100,2026105001,6100000000,6600000000,0.59274605079,-0.000160648,4.054162127388533e-05,-0.00013765640041065355,2.499658241589821e-05,-2.2991599589346445e-05,4.762827089019654e-05,-0.482730092015137,-0.000160648,4.054162127388533e-05,-3.962545032787837,0.23302834173694265,15.70176313687156
