geom,N,k,count
g_9_8,145,73,3628
g_9_8,145,74,5388
g_9_8,145,75,7609
g_9_8,145,76,10587
g_9_8,145,77,14338
g_9_8,145,78,19469
g_9_8,145,79,25275
g_9_8,145,80,32618
g_9_8,145,81,40874
g_9_8,145,82,49913
g_9_8,145,83,60339
g_9_8,145,84,71093
g_9_8,145,85,81464
g_9_8,145,86,91122
g_9_8,145,87,100352
g_9_8,145,88,107211
g_9_8,145,89,112962
g_9_8,145,90,115955
g_9_8,145,91,116317
g_9_8,145,92,113553
g_9_8,145,93,108533
g_9_8,145,94,101923
g_9_8,145,95,93837
g_9_8,145,96,84484
g_9_8,145,97,74768
g_9_8,145,98,64383
g_9_8,145,99,55599
g_9_8,145,100,46528
g_9_8,145,101,38722
g_9_8,145,102,31776
g_9_8,145,103,25656
g_9_8,145,104,20587
g_9_8,145,105,16037
g_9_8,145,106,12435
g_9_8,145,107,9765
g_9_8,145,108,7445
g_9_8,145,109,5635
g_9_8,145,110,4142
g_9_8,145,111,3029
g_9_8,145,112,2246
g_9_8,145,113,1604
g_9_8,145,114,1082
g_9_8,145,115,759
g_9_8,145,116,522
g_9_8,145,117,387
g_9_8,145,118,245
g_9_8,145,119,158
g_9_8,145,120,91
g_9_8,145,121,63
g_9_8,145,122,32
g_9_8,145,123,29
g_9_8,145,124,19
g_9_8,145,125,11
g_9_8,145,126,9
g_9_8,145,127,2
g_9_8,145,128,2
g_9_8,145,129,1
g_9_8,145,130,1
g_9_8,145,131,0
g_9_8,145,132,0
g_9_8,145,133,0
g_9_8,145,134,0
g_9_8,145,135,0
g_9_8,145,136,0
g_9_8,145,137,0
g_9_8,145,138,0
g_9_8,145,139,0
g_9_8,145,140,0
g_9_8,145,141,0
g_9_8,145,142,0
g_9_8,145,143,0
g_9_8,145,144,0
g_9_8,145,145,0
g_9_8,145,146,0
