geom,N,a,b,batch,replicas,sum_km,sum_kp,sum_km2,sum_kp2,sum_kmkp,sum_gap,sum_gap2,kminus_le_kplus,kminus_gt_kplus
g_9_2,85,9,2,2,50000,2375528,2706730,114129158,147641266,129131162,331202,3508100,50000,0
g_9_2,85,9,2,3,50000,2375507,2705855,114133187,147539037,129086939,330348,3498346,50000,0
g_9_2,85,9,2,4,50000,2374488,2705459,114028094,147514483,129020640,330971,3501297,50000,0
g_9_2,85,9,2,5,50000,2373029,2704936,113894785,147436894,128909846,331907,3511987,50000,0
g_9_2,85,9,2,6,50000,2374639,2703715,114050355,147324009,128950609,329076,3473146,50000,0
g_9_2,85,9,2,7,50000,2372738,2705063,113863842,147466347,128899515,332325,3531159,50000,0
g_9_2,85,9,2,8,50000,2374550,2704204,114032086,147374472,128960163,329654,3486232,50000,0
g_9_2,85,9,2,9,50000,2373342,2704472,113918762,147397248,128904292,331130,3507426,50000,0
g_9_2,85,9,2,10,50000,2374395,2705162,114033109,147484578,128997419,330767,3522849,50000,0
g_9_2,85,9,2,11,50000,2374119,2703800,113994523,147329798,128920177,329681,3483967,50000,0
g_9_2,85,9,2,12,50000,2374355,2707034,114013601,147669132,129076109,332679,3530515,50000,0
g_9_2,85,9,2,13,50000,2375949,2706440,114168417,147613154,129134169,330491,3513233,50000,0
g_9_2,85,9,2,14,50000,2375265,2704314,114091777,147378944,129005070,329049,3460581,50000,0
g_9_2,85,9,2,15,50000,2373646,2705091,113953192,147466555,128948062,331445,3523623,50000,0
g_9_2,85,9,2,16,50000,2374742,2704197,114060400,147366581,128975457,329455,3476067,50000,0
g_9_2,85,9,2,17,50000,2374324,2704224,114017502,147367136,128953740,329900,3477158,50000,0
g_9_2,85,9,2,18,50000,2373279,2703626,113914523,147299340,128861526,330347,3490811,50000,0
g_9_2,85,9,2,19,50000,2373559,2704589,113940517,147413563,128916553,331030,3520974,50000,0
g_9_2,85,9,2,20,50000,2374909,2703994,114065959,147337520,128959913,329085,3483653,50000,0
g_9_2,85,9,2,21,50000,2374680,2704574,114040596,147405342,128977955,329894,3490028,50000,0
g_9_2,85,9,2,22,50000,2374728,2705686,114046522,147535898,129039642,330958,3503136,50000,0
g_9_2,85,9,2,23,50000,2374298,2705991,114016522,147559471,129031221,331693,3513551,50000,0
g_9_2,85,9,2,24,50000,2375460,2705789,114135208,147536093,129078243,330329,3514815,50000,0
g_9_2,85,9,2,25,50000,2371711,2703940,113782063,147340206,128789251,332229,3543767,50000,0
g_9_2,85,9,2,26,50000,2375241,2704717,114095011,147418115,129020417,329476,3472292,50000,0
g_9_2,85,9,2,27,50000,2374822,2706398,114060624,147593352,129066622,331576,3520732,50000,0
g_9_2,85,9,2,28,50000,2372542,2703843,113856356,147340921,128847635,331301,3502007,50000,0
g_9_2,85,9,2,29,50000,2374230,2704565,114022554,147414817,128964290,330335,3508791,50000,0
g_9_2,85,9,2,30,50000,2373134,2705145,113901180,147475753,128929177,332011,3518579,50000,0
g_9_2,85,9,2,31,50000,2374708,2706357,114048070,147595849,129057410,331649,3529099,50000,0
g_9_2,85,9,2,32,50000,2373083,2703913,113899931,147356513,128871420,330830,3513604,50000,0
g_9_2,85,9,2,33,50000,2375358,2704999,114102354,147451723,129036788,329641,3480501,50000,0
g_9_2,85,9,2,34,50000,2374378,2704800,114014068,147435530,128974170,330422,3501258,50000,0
g_9_2,85,9,2,35,50000,2375634,2707664,114142538,147754108,129182128,332030,3532390,50000,0
g_9_2,85,9,2,36,50000,2375974,2706038,114163308,147579408,129124083,330064,3494550,50000,0
g_9_2,85,9,2,37,50000,2375079,2705321,114086073,147483331,129037167,330242,3495070,50000,0
g_9_2,85,9,2,38,50000,2374111,2705025,113992543,147452657,128967791,330914,3509618,50000,0
g_9_2,85,9,2,39,50000,2373793,2704839,113972701,147439639,128948246,331046,3515848,50000,0
g_9_7,130,9,7,0,50000,3653922,4088743,269321106,336494331,299821326,434821,6172785,50000,0
g_9_7,130,9,7,1,50000,3656049,4090429,269655937,336762239,300134481,434380,6149214,50000,0
g_9_7,130,9,7,2,50000,3655165,4091471,269510997,336911665,300128274,436306,6166114,50000,0
g_9_7,130,9,7,3,50000,3654641,4090218,269421983,336715396,299985926,435577,6165527,50000,0
g_9_7,130,9,7,4,50000,3654713,4091050,269451695,336859926,300066435,436337,6178751,50000,0
g_9_7,130,9,7,5,50000,3657800,4092428,269888320,337081148,300413569,434628,6142330,50000,0
g_9_7,130,9,7,6,50000,3657332,4091609,269805056,336957113,300310494,434277,6141181,50000,0
g_9_7,130,9,7,7,50000,3654332,4091856,269416070,336996692,300083463,437524,6245836,50000,0
g_9_7,130,9,7,8,50000,3657701,4090554,269873567,336794450,300273132,432853,6121753,50000,0
g_9_7,130,9,7,9,50000,3657531,4090727,269851785,336825639,300296002,433196,6085420,50000,0
g_9_7,130,9,7,10,50000,3653203,4087387,269223459,336256801,299667168,434184,6145924,50000,0
g_9_7,130,9,7,11,50000,3655574,4089484,269588348,336600144,300028264,433910,6131964,50000,0
g_9_7,130,9,7,12,50000,3655051,4089187,269484823,336517961,299948130,434136,6106524,50000,0
g_9_7,130,9,7,13,50000,3654660,4089216,269458960,336556962,299940503,434556,6134916,50000,0
g_9_7,130,9,7,14,50000,3654228,4090240,269368618,336741536,299979510,436012,6151134,50000,0
g_9_7,130,9,7,15,50000,3655625,4089700,269549373,336641468,300032652,434075,6125537,50000,0
g_9_7,130,9,7,16,50000,3655970,4090759,269641268,336806153,300153448,434789,6140525,50000,0
g_9_7,130,9,7,17,50000,3653561,4087957,269271823,336379743,299749163,434396,6153240,50000,0
g_9_7,130,9,7,18,50000,3655165,4091315,269506995,336897171,300109748,436150,6184670,50000,0
g_9_7,130,9,7,19,50000,3655672,4089030,269600202,336520652,300002363,433358,6116128,50000,0
g_9_7,130,9,7,20,50000,3657609,4091574,269858949,336941246,300341991,433965,6116213,50000,0
g_9_7,130,9,7,21,50000,3658327,4093609,269979225,337255787,300536734,435282,6161544,50000,0
g_9_7,130,9,7,22,50000,3657474,4090216,269845068,336725848,300245325,432742,6080266,50000,0
g_9_7,130,9,7,23,50000,3655087,4091671,269501253,336991131,300148180,436584,6196024,50000,0
g_9_7,130,9,7,24,50000,3656835,4094049,269760065,337359175,300458616,437214,6202008,50000,0
g_9_7,130,9,7,25,50000,3654325,4090976,269390525,336864050,300032067,436651,6190441,50000,0
g_9_7,130,9,7,26,50000,3656121,4092507,269640895,337074269,300261509,436386,6192146,50000,0
g_9_7,130,9,7,27,50000,3654423,4090728,269387745,336820602,300008653,436305,6191041,50000,0
g_9_7,130,9,7,28,50000,3656560,4090546,269691404,336762284,300179427,433986,6094834,50000,0
g_9_7,130,9,7,29,50000,3659406,4091724,270120816,336959242,300493754,432318,6092550,50000,0
g_9_7,130,9,7,30,50000,3657175,4091468,269768645,336918224,300277518,434293,6131833,50000,0
g_9_7,130,9,7,31,50000,3656970,4091904,269778164,337012516,300315636,434934,6159408,50000,0
g_9_7,130,9,7,32,50000,3656517,4092095,269706191,337036095,300271796,435578,6198694,50000,0
g_9_7,130,9,7,33,50000,3658702,4093075,270010146,337207597,300527812,434373,6162119,50000,0
g_9_7,130,9,7,34,50000,3656083,4090781,269634755,336811835,300157540,434698,6131510,50000,0
g_9_7,130,9,7,35,50000,3657471,4091073,269854555,336846565,300278297,433602,6144526,50000,0
g_9_7,130,9,7,36,50000,3657215,4090000,269817581,336681148,300200683,432785,6097363,50000,0
g_9_7,130,9,7,37,50000,3655448,4091605,269541494,336939749,300158453,436157,6164337,50000,0
g_9_7,130,9,7,38,50000,3656543,4091402,269706891,336918314,300239861,434859,6145483,50000,0
g_9_7,130,9,7,39,50000,3655549,4092075,269557747,337008789,300200668,436526,6165200,50000,0
g_9_8,145,9,8,0,50000,4083535,4552234,336230207,416970826,373016626,468699,7167781,50000,0
g_9_8,145,9,8,1,50000,4085254,4547463,336479974,416049945,372766887,462209,6996145,50000,0
g_9_8,145,9,8,2,50000,4084239,4551245,336314543,416789327,372988758,467006,7126354,50000,0
g_9_8,145,9,8,3,50000,4084368,4552609,336344698,417008567,373105892,468241,7141481,50000,0
g_9_8,145,9,8,4,50000,4082378,4549781,336028888,416506285,372705420,467403,7124333,50000,0
g_9_8,145,9,8,5,50000,4083778,4551224,336247754,416770098,372939523,467446,7138806,50000,0
g_9_8,145,9,8,6,50000,4083890,4552239,336253446,416951551,373038115,468349,7128767,50000,0
g_9_8,145,9,8,7,50000,4085879,4551343,336605035,416796997,373154764,465464,7092504,50000,0
g_9_8,145,9,8,8,50000,4086594,4552334,336689150,416964714,373297265,465740,7059334,50000,0
g_9_8,145,9,8,9,50000,4087345,4553757,336796045,417218805,373460162,466412,7094526,50000,0
g_9_8,145,9,8,10,50000,4084072,4550926,336291890,416738204,372964598,466854,7100898,50000,0
g_9_8,145,9,8,11,50000,4086673,4550642,336695857,416643750,373153369,463969,7032869,50000,0
g_9_8,145,9,8,12,50000,4083711,4551209,336225367,416786933,372945479,467498,7121342,50000,0
g_9_8,145,9,8,13,50000,4084194,4549026,336331588,416364598,372803499,464832,7089188,50000,0
g_9_8,145,9,8,14,50000,4085749,4553616,336564269,417217968,373319570,467867,7143097,50000,0
g_9_8,145,9,8,15,50000,4084858,4550866,336407000,416722352,373014189,466008,7100974,50000,0
g_9_8,145,9,8,16,50000,4085637,4549949,336533559,416557227,373011166,464312,7068454,50000,0
g_9_8,145,9,8,17,50000,4084522,4551908,336364876,416900894,373053646,467386,7158478,50000,0
g_9_8,145,9,8,18,50000,4087587,4554479,336863333,417384639,373564180,466892,7119612,50000,0
g_9_8,145,9,8,19,50000,4084704,4547729,336386658,416116787,372750547,463025,7002351,50000,0
g_9_8,145,9,8,20,50000,4082951,4552062,336131697,416934810,372930091,469111,7206325,50000,0
g_9_8,145,9,8,21,50000,4081456,4547925,335857408,416185157,372472157,466469,7098251,50000,0
g_9_8,145,9,8,22,50000,4088634,4550767,337034230,416706331,373372458,462133,6995645,50000,0
g_9_8,145,9,8,23,50000,4085366,4550631,336468092,416625161,373023762,465265,7045729,50000,0
g_9_8,145,9,8,24,50000,4085684,4551935,336556168,416910271,373197841,466251,7070757,50000,0
g_9_8,145,9,8,25,50000,4084047,4549639,336257221,416465829,372828917,465592,7065216,50000,0
g_9_8,145,9,8,26,50000,4083809,4551271,336242007,416784579,372942607,467462,7141372,50000,0
g_9_8,145,9,8,27,50000,4082525,4550894,336032549,416683358,372782435,468369,7151037,50000,0
g_9_8,145,9,8,28,50000,4080576,4551035,335716118,416756079,372623827,470459,7224543,50000,0
g_9_8,145,9,8,29,50000,4087565,4553465,336862029,417215737,373503386,465900,7070994,50000,0
g_9_8,145,9,8,30,50000,4087133,4553135,336805839,417121987,373409683,466002,7108460,50000,0
g_9_8,145,9,8,31,50000,4084384,4553028,336354528,417078728,373138334,468644,7156588,50000,0
g_9_8,145,9,8,32,50000,4086359,4552682,336672015,417047330,373296371,466323,7126603,50000,0
g_9_8,145,9,8,33,50000,4084041,4552847,336304047,417066289,373091947,468806,7186442,50000,0
g_9_8,145,9,8,34,50000,4088195,4552594,336950333,417023298,373468775,464399,7036081,50000,0
g_9_8,145,9,8,35,50000,4084902,4552784,336441760,417088044,373188559,467882,7152686,50000,0
g_9_8,145,9,8,36,50000,4083380,4550467,336176366,416610789,372840120,467087,7106915,50000,0
g_9_8,145,9,8,37,50000,4082354,4549176,336020520,416396500,372651400,466822,7114220,50000,0
g_9_8,145,9,8,38,50000,4087353,4551265,336821915,416753897,373265224,463912,7045364,50000,0
g_9_8,145,9,8,39,50000,4085743,4554693,336519459,417418667,373383021,468950,7172084,50000,0
