observable,mode,topology,model,L_min,train_max,n_train,a4,a6,a8,a4_sign,a6_sign,a8_sign,a4_over_a6,condition_number,training_rmse
both,shared,torus_shared:wrapping_both,C,24,128,6,-452.512804637359349,473107.806999219847,-108186551.660906333,-,+,-,-0.000956468690524283699,2.24707443176e+13,0.0000546493278628983121
both,shared,torus_shared:wrapping_both,B,32,128,5,-406.313715028703187,320605.382489037544,nan,-,+,,-0.00126733279358650901,26830931890.2,0.0000598616781376271755
both,shared,torus_shared:wrapping_both,C,32,128,5,-310.366109909041795,9919.95094002035783,218512890.262661465,-,+,+,-0.0312870609729451805,3.67866007634e+14,0.0000598587309519996066
both,shared,torus_shared:wrapping_both,B,48,128,4,-622.932608818405460,807291.592665249144,nan,-,+,,-0.000771632721656139152,238641797406.,0.0000668959938362184500
both,shared,torus_shared:wrapping_both,C,48,128,4,63532.6073452616239,-379645997.219450057,542887001983.406961,+,-,+,-0.000167346970099983227,8.11539083525e+15,0.0
both,shared,torus_shared:wrapping_both,B,64,128,3,45028.7027637295728,-173344508.283642131,nan,+,-,,-0.000259764230257871758,2.26399560959e+12,0.0
both,shared,torus_shared:wrapping_both,B,16,192,8,70.7521231611648583,-18768.3383196707141,nan,+,-,,-0.00376975957892931818,459717959.464,0.0000656445020333103618
both,shared,torus_shared:wrapping_both,C,16,192,8,-375.715784784590575,359500.809576372973,-67712135.2133080555,-,+,-,-0.00104510414100965429,1.49340225086e+12,0.0000474693937091769892
both,shared,torus_shared:wrapping_both,B,24,192,7,-261.401523761028460,176651.915388276704,nan,-,+,,-0.00147975482284737267,4063507403.30,0.0000508508087123752473
both,shared,torus_shared:wrapping_both,C,24,192,7,-385.714546732886711,375618.177912908460,-73707409.5241450481,-,+,-,-0.00102687934028134073,2.26116471761e+13,0.0000507462211482295788
both,shared,torus_shared:wrapping_both,B,32,192,6,-358.289778285392229,275779.299992285899,nan,-,+,,-0.00129919025211614619,27329610051.1,0.0000548029395980781321
both,shared,torus_shared:wrapping_both,C,32,192,6,-1.40425807473964008,-907438.178841267936,840047425.724607086,-,-,+,1.54749723725838244e-6,3.61048066415e+14,0.0000547535266905189302
both,shared,torus_shared:wrapping_both,B,48,192,5,-340.110007050716767,233940.841278184265,nan,-,+,,-0.00145382911847480442,239705197827.,0.0000600333559615887807
both,shared,torus_shared:wrapping_both,C,48,192,5,28693.0052289429064,-179255984.760582657,261547170765.613555,+,-,+,-0.000160067209288804345,6.02648974490e+15,0.0000414786537917527150
both,shared,torus_shared:wrapping_both,B,64,192,4,22138.9797774328090,-88866366.3938416408,nan,+,-,,-0.000249126645724619392,1.76544290901e+12,0.0000438149202003818508
both,shared,torus_shared:wrapping_both,C,64,192,4,-111326.422248822657,1569871089.84625341,-4587311001783.02427,-,+,-,-0.0000709143718671356002,1.04697470193e+17,0.0
both,shared,torus_shared:wrapping_both,B,96,192,3,-74291.4678163705747,741129248.112368646,nan,-,+,,-0.000100240906704988979,1.64763996481e+13,0.0
both,shared,torus_shared:wrapping_both,B,16,256,9,66.2275800717690729,-17710.7763060976454,nan,+,-,,-0.00373939453173306531,478256245.242,0.0000628830069835224090
both,shared,torus_shared:wrapping_both,C,16,256,9,-381.483870930549311,363823.590954631032,-68447456.4668981573,-,+,-,-0.00104854077749488357,1.55165895740e+12,0.0000448141171460574239
both,shared,torus_shared:wrapping_both,B,24,256,8,-267.058784323611641,179543.156808026904,nan,-,+,,-0.00148743504944139504,4253282068.49,0.0000476790163852814719
both,shared,torus_shared:wrapping_both,C,24,256,8,-415.564067754014004,419243.052421575724,-89147124.9845080113,-,+,-,-0.000991224697353213941,2.32171844802e+13,0.0000475241535131065474
both,shared,torus_shared:wrapping_both,B,32,256,7,-380.758372136817909,296773.460196760544,nan,-,+,,-0.00128299333735697067,28293680002.1,0.0000507989226821803709
both,shared,torus_shared:wrapping_both,C,32,256,7,-189.982432295427285,-344260.625052859238,457492375.792530030,-,-,+,0.000551856408981586482,3.69308190366e+14,0.0000507838159413481775
both,shared,torus_shared:wrapping_both,B,48,256,6,-448.452828371580566,454703.240244549832,nan,-,+,,-0.000986253865555020784,248719006072.,0.0000548653921624995296
both,shared,torus_shared:wrapping_both,C,48,256,6,20100.5443236281722,-129376948.414386707,191187298929.523954,+,-,+,-0.000155364186356037079,5.75249064959e+15,0.0000436532669142987783
both,shared,torus_shared:wrapping_both,B,64,256,5,15971.6091343716732,-65938679.0337145046,nan,+,-,,-0.000242219124926742548,1.71717883223e+12,0.0000457245150035320332
both,shared,torus_shared:wrapping_both,C,64,256,5,-101671.215412643894,1457805938.35205530,-4286751891867.92199,-,+,-,-0.0000697426267364337163,9.41736087147e+16,4.32323526260453389e-6
both,shared,torus_shared:wrapping_both,B,96,256,4,-70340.9551659882107,709748687.382514193,nan,-,+,,-0.0000991068478413098280,1.52730735795e+13,2.76617044556640521e-6
both,shared,torus_shared:wrapping_both,C,96,256,4,-27895.3261557203496,-297090576.332753165,5746828485191.49094,-,-,+,0.0000938950218484092336,2.07753957555e+18,0.0
both,shared,torus_shared:wrapping_both,B,128,256,3,-40137.6028113493131,248869848.590974684,nan,-,+,,-0.000161279492226945934,1.44895714291e+14,0.0
M,shared,torus_shared:cluster_matching,B,16,32,3,-228.899484011402279,66064.2259114118450,nan,-,+,,-0.00346480233217812504,552738203.994,0.0
M,shared,torus_shared:cluster_matching,B,16,48,4,-1325.90075877836051,319105.266967628456,nan,-,+,,-0.00415505758139951397,431019910.478,0.000537562030595826254
M,shared,torus_shared:cluster_matching,C,16,48,4,-7722.29604271159689,5287593.48624521579,-858785720.759294633,-,+,-,-0.00146045569932708516,1.59758324499e+12,0.0
M,shared,torus_shared:cluster_matching,B,24,48,3,-5947.37756739154731,2805227.11657832539,nan,-,+,,-0.00212010554590883131,4022565574.01,0.0
M,shared,torus_shared:cluster_matching,B,16,64,5,-1372.08563268314107,329836.261695169655,nan,-,+,,-0.00415989929558201399,419236469.945,0.000482926322877038054
M,shared,torus_shared:cluster_matching,C,16,64,5,-5548.01720804020492,3710329.97488091890,-594396596.020010044,-,+,-,-0.00149528943398579142,1.43699837922e+12,0.000249231247615778872
M,shared,torus_shared:cluster_matching,B,24,64,4,-4498.75335958316959,2086038.17910795330,nan,-,+,,-0.00215660164067896349,3728783765.80,0.000259669644727206834
M,shared,torus_shared:cluster_matching,C,24,64,4,11065.7495648603883,-20989000.7441430968,8231719287.27933921,+,-,+,-0.000527216597862489708,3.17008622155e+13,0.0
M,shared,torus_shared:cluster_matching,B,32,64,3,6576.59590519168378,-8476518.85186717649,nan,+,-,,-0.000775860470568412096,35374949850.2,0.0
M,shared,torus_shared:cluster_matching,B,16,96,6,-696.864416198373657,172271.492924318025,nan,-,+,,-0.00404515224410645102,427028305.949,0.00103136272949892844
M,shared,torus_shared:cluster_matching,C,16,96,6,29.8966894271534893,-430104.054985943559,106916952.587684143,+,-,+,-0.0000695103640167506852,1.41036499423e+12,0.00102857281909529526
M,shared,torus_shared:cluster_matching,B,24,96,5,-506.099502435267100,62516.1243672921278,nan,-,+,,-0.00809550348101959106,3745399168.13,0.00112941700074984734
M,shared,torus_shared:cluster_matching,C,24,96,5,40490.1393277516477,-63299715.2257137936,23082371179.6643587,+,-,+,-0.000639657527421286503,2.35410587166e+13,0.000560504254639298486
M,shared,torus_shared:cluster_matching,B,32,96,4,28853.5433256292687,-29030668.0456121682,nan,+,-,,-0.000993898703271154280,27585058913.1,0.000682271375057816447
M,shared,torus_shared:cluster_matching,C,32,96,4,158745.973442254252,-432613611.350480433,279031571420.429227,+,-,+,-0.000366946321792096241,4.08974893988e+14,0.0
M,shared,torus_shared:cluster_matching,B,48,96,3,122702.473348174935,-230974665.736385606,nan,+,-,,-0.000531237800288525434,257443771103.,0.0
M,shared,torus_shared:cluster_matching,B,16,128,7,623.185762003215315,-136084.974578331161,nan,+,-,,-0.00457938698915291795,442091964.390,0.00253140246883130538
M,shared,torus_shared:cluster_matching,C,16,128,7,8511.58900930862378,-6762622.05771454372,1182304600.95611823,+,-,+,-0.00125862260772046615,1.44263136092e+12,0.00239506150732085425
M,shared,torus_shared:cluster_matching,B,24,128,6,5724.43174068134956,-3111360.57391386949,nan,+,-,,-0.00183984838937533462,3886239980.19,0.00262360256298396529
M,shared,torus_shared:cluster_matching,C,24,128,6,81603.8301835437710,-122965720.783384809,44123738513.1839850,+,-,+,-0.000663630722966250625,2.24707443176e+13,0.00173997260660456724
M,shared,torus_shared:cluster_matching,B,32,128,5,60021.9247916822003,-57998397.8584318041,nan,+,-,,-0.00103488935915418939,26830931890.2,0.00200018660195958470
M,shared,torus_shared:cluster_matching,C,32,128,5,322063.165142861500,-906507287.065328864,596777675959.057997,+,-,+,-0.000355279179481820883,3.67866007634e+14,0.00117003586417882903
M,shared,torus_shared:cluster_matching,B,48,128,4,245934.235941523271,-475694918.026508313,nan,+,-,,-0.000516999922895578370,238641797406.,0.00138060080727105663
M,shared,torus_shared:cluster_matching,C,48,128,4,1569977.50329124342,-8327497209.04135145,11204112387212.3384,+,-,+,-0.000188529334070107337,8.11539083525e+15,0.0
M,shared,torus_shared:cluster_matching,B,64,128,3,1188093.56468835344,-4069843112.99305045,nan,+,-,,-0.000291926133686908583,2.26399560959e+12,0.0
M,shared,torus_shared:cluster_matching,B,16,192,8,-211.189189457739205,58919.9505180126020,nan,-,+,,-0.00358434091680331433,459717959.464,0.00296129311894977846
M,shared,torus_shared:cluster_matching,C,16,192,8,2727.05659439872518,-2430503.60980553352,445619701.361813624,+,-,+,-0.00112201297846124948,1.49340225086e+12,0.00294622066474119471
M,shared,torus_shared:cluster_matching,B,24,192,7,1574.95899106993492,-991947.724225511347,nan,+,-,,-0.00158774394315952949,4063507403.30,0.00315505477069895095
M,shared,torus_shared:cluster_matching,C,24,192,7,38257.5591691582561,-59703414.0101983649,21749768198.8548255,+,-,+,-0.000640793492355784047,2.26116471761e+13,0.00300485343696995699
M,shared,torus_shared:cluster_matching,B,32,192,6,28904.0237519308140,-28952599.1645557126,nan,+,-,,-0.000998322243459082406,27329610051.1,0.00324753765153771516
M,shared,torus_shared:cluster_matching,C,32,192,6,49460.5487245048575,-97105657.4261277453,48386541081.4696946,+,-,+,-0.000509347756201862128,3.61048066415e+14,0.00324477121445775561
M,shared,torus_shared:cluster_matching,B,48,192,5,53596.2929113638346,-85778753.3800691807,nan,+,-,,-0.000624820142511152557,239705197827.,0.00354950486630666354
M,shared,torus_shared:cluster_matching,C,48,192,5,-1061919.80524760614,6810618682.40061779,-10049217145505.1891,-,+,-,-0.000155921195234688862,6.02648974490e+15,0.00313343295115288100
M,shared,torus_shared:cluster_matching,B,64,192,4,-689803.271562842014,2860832084.87669250,nan,-,+,,-0.000241119803993170712,1.76544290901e+12,0.00359462192155639565
M,shared,torus_shared:cluster_matching,C,64,192,4,-11639444.5740873221,138945389469.403761,-376347796882724.446,-,+,-,-0.0000837699229786272734,1.04697470193e+17,0.0
M,shared,torus_shared:cluster_matching,B,96,192,3,-8601058.14184239373,70954541192.5265885,nan,-,+,,-0.000121219276416775918,1.64763996481e+13,0.0
M,shared,torus_shared:cluster_matching,B,16,256,9,308.565773270761302,-62567.0359217943985,nan,+,-,,-0.00493176268820617888,478256245.242,0.00307075408625191901
M,shared,torus_shared:cluster_matching,C,16,256,9,5713.97333591436001,-4668990.99399228740,826394763.863151439,+,-,+,-0.00122381331282640696,1.55165895740e+12,0.00302421427625550776
M,shared,torus_shared:cluster_matching,B,24,256,8,3801.70879193091337,-2129966.94473849807,nan,+,-,,-0.00178486750760240538,4253282068.49,0.00322013511016191440
M,shared,torus_shared:cluster_matching,C,24,256,8,51094.8022674246143,-78464958.5858297183,28389854000.9839049,+,-,+,-0.000651179879379328655,2.32171844802e+13,0.00297893135732747388
M,shared,torus_shared:cluster_matching,B,32,256,7,38635.7492001167278,-38045709.5067596166,nan,+,-,,-0.00101550870521293021,28293680002.1,0.00319479812115838555
M,shared,torus_shared:cluster_matching,C,32,256,7,110169.868199444184,-278410446.144909185,171543193960.602358,+,-,+,-0.000395710253422395414,3.69308190366e+14,0.00316085044246843973
M,shared,torus_shared:cluster_matching,B,48,256,6,97037.4603921828428,-174295705.680613267,nan,+,-,,-0.000556740397092733537,248719006072.,0.00340652301547060429
M,shared,torus_shared:cluster_matching,C,48,256,6,-404146.563267271795,2992260262.63769737,-4663002240026.92551,-,+,-,-0.000135063974318535349,5.75249064959e+15,0.00330867299707905656
M,shared,torus_shared:cluster_matching,B,64,256,5,-240494.101146351075,1190489765.01990440,nan,-,+,,-0.000202012741489071208,1.71717883223e+12,0.00364449695218553257
M,shared,torus_shared:cluster_matching,C,64,256,5,-4291231.60725557752,53656838606.4645902,-147603619129651.267,-,+,-,-0.0000799754834370463413,9.41736087147e+16,0.00329025094483710801
M,shared,torus_shared:cluster_matching,B,96,256,4,-3453225.57123073064,30063171665.1902647,nan,-,+,,-0.000114865643907730910,1.52730735795e+13,0.00360454036621598226
M,shared,torus_shared:cluster_matching,C,96,256,4,51856809.0588337030,-1281928565564.77670,7488575147563261.37,+,-,+,-0.0000404521831027201212,2.07753957555e+18,0.0
M,shared,torus_shared:cluster_matching,B,128,256,3,35904147.6997602478,-570498655976.884453,nan,+,-,,-0.0000629346753469214435,1.44895714291e+14,6.08654082037446166e-82
H,independent,torus_independent:wrapping_H,B,32,128,3,4826.32642288910174,-4943023.19196071850,nan,+,-,,-0.000976391620160429113,58862024742.9,0.0
H,independent,torus_independent:wrapping_H,B,32,256,4,2709.09637621087919,-2871529.48511025243,nan,+,-,,-0.000943433243593131130,57188298560.8,0.0000563967228362745585
H,independent,torus_independent:wrapping_H,C,32,256,4,-62814.7962530380287,324887974.999226813,-267018758968.594698,-,+,-,-0.000193342939987814320,4.73465383622e+15,0.0
H,independent,torus_independent:wrapping_H,B,64,256,3,-58587.2260857925831,242430225.451429930,nan,-,+,,-0.000241666343281647999,3.76716781755e+12,0.0
V,independent,torus_independent:wrapping_V,B,32,128,3,-1792.30206388500243,1837853.83356068337,nan,-,+,,-0.000975214693984979038,58862024742.9,0.0
V,independent,torus_independent:wrapping_V,B,32,256,4,-560.628945137436030,632787.280502156022,nan,-,+,,-0.000885967468708508379,57188298560.8,0.0000328081153070152400
V,independent,torus_independent:wrapping_V,C,32,256,4,37557.1076294810468,-190037362.956948052,155334951976.022582,+,-,+,-0.000197630124124535493,4.73465383622e+15,5.27109897161526161e-82
V,independent,torus_independent:wrapping_V,B,64,256,3,35097.7695236456687,-142068558.759320868,nan,+,-,,-0.000247048114165112313,3.76716781755e+12,0.0
either,independent,torus_independent:wrapping_either,B,32,128,3,1654.56599031579632,-1674399.47307058297,nan,+,-,,-0.000988154868014611119,58862024742.9,0.0
either,independent,torus_independent:wrapping_either,B,32,256,4,-645.581049609430869,576059.859636961458,nan,-,+,,-0.00112068396853112165,57188298560.8,0.0000612690884945935211
either,independent,torus_independent:wrapping_either,C,32,256,4,-71830.3764439527784,356652176.968315229,-290087706345.244631,-,+,-,-0.000201401760826302617,4.73465383622e+15,0.0
either,independent,torus_independent:wrapping_either,B,64,256,3,-67237.5675418109925,267070532.857968776,nan,-,+,,-0.000251759588833294144,3.76716781755e+12,0.0
both,independent,torus_independent:wrapping_both,B,32,128,3,1378.49859500965658,-1430486.79972104184,nan,+,-,,-0.000963656983957123239,58862024742.9,0.0
both,independent,torus_independent:wrapping_both,B,32,256,4,2819.28125612442746,-2840145.71709805942,nan,+,-,,-0.000992653735740379412,57188298560.8,0.0000383781727137698503
both,independent,torus_independent:wrapping_both,C,32,256,4,47408.5258387257891,-225881667.264317802,181707225777.343576,+,-,+,-0.000209882131705935238,4.73465383622e+15,0.0
both,independent,torus_independent:wrapping_both,B,64,256,3,44531.6491359935308,-169768872.148168612,nan,+,-,,-0.000262307504152632834,3.76716781755e+12,0.0
M,independent,torus_independent:cluster_matching,B,32,128,3,-13388.1514523553588,14523805.4443079861,nan,-,+,,-0.000921807408099252623,58862024742.9,0.0
M,independent,torus_independent:cluster_matching,B,32,256,4,22613.9974361529812,-20700626.1060784496,nan,+,-,,-0.00109243060187018676,57188298560.8,0.000958990363640950390
M,independent,torus_independent:cluster_matching,C,32,256,4,1136806.07207346105,-5594042313.08157773,4540483983539.97728,+,-,+,-0.000203217281609589971,4.73465383622e+15,5.27109897161526161e-82
M,independent,torus_independent:cluster_matching,B,64,256,3,1064918.93310309752,-4191900783.45010630,nan,+,-,,-0.000254042017718421655,3.76716781755e+12,0.0
