n,a,b,orientation,batch,k,samples,sum_q,sum_e,sum_s,sum_qs,sum_es
85,7,6,second,0,35,2,-2,2,18,-18,18
85,7,6,second,0,36,1,-1,1,12,-12,12
85,7,6,second,0,37,15,-15,15,166,-166,166
85,7,6,second,0,38,12,-12,12,112,-112,112
85,7,6,second,0,39,33,-28,28,276,-240,240
85,7,6,second,0,40,59,-54,56,474,-441,453
85,7,6,second,0,41,103,-92,92,781,-697,697
85,7,6,second,0,42,146,-129,129,1051,-949,949
85,7,6,second,0,43,237,-184,186,1591,-1257,1269
85,7,6,second,0,44,303,-239,241,1974,-1590,1600
85,7,6,second,0,45,455,-286,318,2823,-1828,1988
85,7,6,second,0,46,566,-312,368,3275,-1869,2179
85,7,6,second,0,47,631,-296,382,3425,-1707,2131
85,7,6,second,0,48,764,-247,433,4006,-1391,2285
85,7,6,second,0,49,857,-189,455,4406,-1041,2367
85,7,6,second,0,50,856,-25,433,4124,-161,2061
85,7,6,second,0,51,916,104,448,4440,455,2129
85,7,6,second,0,52,808,148,428,3811,687,2035
85,7,6,second,0,53,779,283,439,3661,1343,2061
85,7,6,second,0,54,649,323,405,3047,1548,1910
85,7,6,second,0,55,536,300,338,2609,1494,1660
85,7,6,second,0,56,416,273,295,2118,1445,1535
85,7,6,second,0,57,294,214,222,1480,1099,1125
85,7,6,second,0,58,203,159,159,1116,893,893
85,7,6,second,0,59,156,139,141,879,797,805
85,7,6,second,0,60,93,85,85,517,475,475
85,7,6,second,0,61,46,44,44,293,282,282
85,7,6,second,0,62,33,32,32,201,195,195
85,7,6,second,0,63,14,14,14,93,93,93
85,7,6,second,0,64,8,7,7,45,41,41
85,7,6,second,0,65,1,1,1,7,7,7
85,7,6,second,0,66,5,5,5,36,36,36
85,7,6,second,0,67,1,1,1,8,8,8
85,7,6,second,0,68,0,0,0,0,0,0
85,7,6,second,0,69,0,0,0,0,0,0
85,7,6,second,0,70,0,0,0,0,0,0
85,7,6,second,0,71,0,0,0,0,0,0
85,7,6,second,0,72,0,0,0,0,0,0
85,7,6,second,0,73,0,0,0,0,0,0
85,7,6,second,0,74,0,0,0,0,0,0
85,7,6,second,0,75,0,0,0,0,0,0
85,7,6,second,0,76,0,0,0,0,0,0
85,7,6,second,0,77,0,0,0,0,0,0
85,7,6,second,0,78,0,0,0,0,0,0
85,7,6,second,0,79,0,0,0,0,0,0
85,7,6,second,0,80,0,0,0,0,0,0
85,7,6,second,0,81,0,0,0,0,0,0
85,7,6,second,0,82,0,0,0,0,0,0
85,7,6,second,0,83,0,0,0,0,0,0
85,7,6,second,0,84,0,0,0,0,0,0
85,7,6,second,0,85,0,0,0,0,0,0
85,9,2,first,1,0,0,0,0,0,0,0
85,9,2,first,1,1,0,0,0,0,0,0
85,9,2,first,1,2,0,0,0,0,0,0
85,9,2,first,1,3,0,0,0,0,0,0
85,9,2,first,1,4,0,0,0,0,0,0
85,9,2,first,1,5,0,0,0,0,0,0
85,9,2,first,1,6,0,0,0,0,0,0
85,9,2,first,1,7,0,0,0,0,0,0
85,9,2,first,1,8,0,0,0,0,0,0
85,9,2,first,1,9,0,0,0,0,0,0
85,9,2,first,1,10,0,0,0,0,0,0
85,9,2,first,1,11,0,0,0,0,0,0
85,9,2,first,1,12,0,0,0,0,0,0
85,9,2,first,1,13,0,0,0,0,0,0
85,9,2,first,1,14,0,0,0,0,0,0
85,9,2,first,1,15,0,0,0,0,0,0
85,9,2,first,1,16,0,0,0,0,0,0
85,9,2,first,1,17,0,0,0,0,0,0
85,9,2,first,1,18,0,0,0,0,0,0
85,9,2,first,1,19,0,0,0,0,0,0
85,9,2,first,1,20,0,0,0,0,0,0
85,9,2,first,1,21,0,0,0,0,0,0
85,9,2,first,1,22,0,0,0,0,0,0
85,9,2,first,1,23,0,0,0,0,0,0
85,9,2,first,1,24,0,0,0,0,0,0
85,9,2,first,1,25,0,0,0,0,0,0
85,9,2,first,1,26,0,0,0,0,0,0
85,9,2,first,1,27,0,0,0,0,0,0
85,9,2,first,1,28,0,0,0,0,0,0
85,9,2,first,1,29,0,0,0,0,0,0
85,9,2,first,1,30,0,0,0,0,0,0
85,9,2,first,1,31,0,0,0,0,0,0
85,9,2,first,1,32,0,0,0,0,0,0
85,9,2,first,1,33,1,-1,1,12,-12,12
85,9,2,first,1,34,0,0,0,0,0,0
85,9,2,first,1,35,2,-2,2,16,-16,16
85,9,2,first,1,36,5,-5,5,46,-46,46
85,9,2,first,1,37,11,-10,10,96,-87,87
85,9,2,first,1,38,24,-24,24,200,-200,200
85,9,2,first,1,39,50,-46,46,404,-375,375
85,9,2,first,1,40,61,-57,57,493,-458,458
85,9,2,first,1,41,110,-91,95,879,-760,776
85,9,2,first,1,42,132,-111,113,925,-795,807
85,9,2,first,1,43,252,-196,204,1742,-1383,1427
85,9,2,first,1,44,317,-242,250,1985,-1563,1609
85,9,2,first,1,45,385,-249,279,2343,-1613,1761
85,9,2,first,1,46,580,-309,371,3418,-1894,2214
85,9,2,first,1,47,629,-290,386,3440,-1700,2154
85,9,2,first,1,48,799,-228,446,4156,-1272,2296
85,9,2,first,1,49,850,-169,439,4298,-926,2208
85,9,2,first,1,50,854,-68,422,4208,-347,2019
85,9,2,first,1,51,915,72,478,4411,372,2270
85,9,2,first,1,52,815,192,442,3829,880,2056
85,9,2,first,1,53,793,299,455,3784,1493,2147
85,9,2,first,1,54,634,301,397,3035,1481,1909
85,9,2,first,1,55,508,293,335,2508,1510,1702
85,9,2,first,1,56,393,260,274,1941,1306,1372
85,9,2,first,1,57,313,241,245,1662,1287,1309
85,9,2,first,1,58,218,177,183,1116,924,946
85,9,2,first,1,59,131,115,115,742,657,657
85,9,2,first,1,60,85,74,74,480,424,424
85,9,2,first,1,61,61,55,55,353,320,320
85,9,2,first,1,62,28,28,28,179,179,179
85,9,2,first,1,63,25,25,25,169,169,169
85,9,2,first,1,64,10,10,10,70,70,70
85,9,2,first,1,65,7,7,7,51,51,51
85,9,2,first,1,66,2,2,2,11,11,11
85,9,2,first,1,67,0,0,0,0,0,0
85,9,2,first,1,68,0,0,0,0,0,0
85,9,2,first,1,69,0,0,0,0,0,0
85,9,2,first,1,70,0,0,0,0,0,0
85,9,2,first,1,71,0,0,0,0,0,0
85,9,2,first,1,72,0,0,0,0,0,0
85,9,2,first,1,73,0,0,0,0,0,0
85,9,2,first,1,74,0,0,0,0,0,0
85,9,2,first,1,75,0,0,0,0,0,0
85,9,2,first,1,76,0,0,0,0,0,0
85,9,2,first,1,77,0,0,0,0,0,0
85,9,2,first,1,78,0,0,0,0,0,0
85,9,2,first,1,79,0,0,0,0,0,0
85,9,2,first,1,80,0,0,0,0,0,0
85,9,2,first,1,81,0,0,0,0,0,0
85,9,2,first,1,82,0,0,0,0,0,0
85,9,2,first,1,83,0,0,0,0,0,0
85,9,2,first,1,84,0,0,0,0,0,0
85,9,2,first,1,85,0,0,0,0,0,0
85,7,6,second,1,0,0,0,0,0,0,0
85,7,6,second,1,1,0,0,0,0,0,0
85,7,6,second,1,2,0,0,0,0,0,0
85,7,6,second,1,3,0,0,0,0,0,0
85,7,6,second,1,4,0,0,0,0,0,0
85,7,6,second,1,5,0,0,0,0,0,0
85,7,6,second,1,6,0,0,0,0,0,0
85,7,6,second,1,7,0,0,0,0,0,0
85,7,6,second,1,8,0,0,0,0,0,0
85,7,6,second,1,9,0,0,0,0,0,0
85,7,6,second,1,10,0,0,0,0,0,0
85,7,6,second,1,11,0,0,0,0,0,0
85,7,6,second,1,12,0,0,0,0,0,0
85,7,6,second,1,13,0,0,0,0,0,0
85,7,6,second,1,14,0,0,0,0,0,0
85,7,6,second,1,15,0,0,0,0,0,0
85,7,6,second,1,16,0,0,0,0,0,0
85,7,6,second,1,17,0,0,0,0,0,0
85,7,6,second,1,18,0,0,0,0,0,0
85,7,6,second,1,19,0,0,0,0,0,0
85,7,6,second,1,20,0,0,0,0,0,0
85,7,6,second,1,21,0,0,0,0,0,0
85,7,6,second,1,22,0,0,0,0,0,0
85,7,6,second,1,23,0,0,0,0,0,0
85,7,6,second,1,24,0,0,0,0,0,0
85,7,6,second,1,25,0,0,0,0,0,0
85,7,6,second,1,26,0,0,0,0,0,0
85,7,6,second,1,27,0,0,0,0,0,0
85,7,6,second,1,28,0,0,0,0,0,0
85,7,6,second,1,29,0,0,0,0,0,0
85,7,6,second,1,30,0,0,0,0,0,0
85,7,6,second,1,31,0,0,0,0,0,0
85,7,6,second,1,32,0,0,0,0,0,0
85,7,6,second,1,33,1,-1,1,12,-12,12
85,7,6,second,1,34,0,0,0,0,0,0
85,7,6,second,1,35,2,-2,2,17,-17,17
85,7,6,second,1,36,5,-5,5,50,-50,50
85,7,6,second,1,37,11,-11,11,88,-88,88
85,7,6,second,1,38,24,-21,21,209,-184,184
85,7,6,second,1,39,50,-48,48,412,-399,399
85,7,6,second,1,40,61,-60,60,490,-484,484
85,7,6,second,1,41,110,-93,93,821,-709,709
85,7,6,second,1,42,132,-113,115,944,-828,838
85,7,6,second,1,43,252,-197,203,1702,-1372,1400
85,7,6,second,1,44,317,-222,238,2059,-1506,1588
85,7,6,second,1,45,385,-263,277,2330,-1631,1705
85,7,6,second,1,46,580,-323,365,3355,-2004,2180
85,7,6,second,1,47,629,-263,379,3445,-1574,2138
85,7,6,second,1,48,799,-227,429,4177,-1345,2275
85,7,6,second,1,49,850,-153,457,4304,-833,2301
85,7,6,second,1,50,854,-22,420,4207,-179,2063
85,7,6,second,1,51,915,104,490,4306,457,2309
85,7,6,second,1,52,815,210,446,3860,993,2127
85,7,6,second,1,53,793,271,433,3784,1320,2088
85,7,6,second,1,54,634,323,399,3042,1575,1929
85,7,6,second,1,55,508,295,335,2493,1483,1667
85,7,6,second,1,56,393,269,283,1984,1422,1486
85,7,6,second,1,57,313,227,239,1659,1227,1279
85,7,6,second,1,58,218,186,192,1175,1026,1050
85,7,6,second,1,59,131,117,117,739,663,663
85,7,6,second,1,60,85,77,77,501,465,465
85,7,6,second,1,61,61,57,57,365,343,343
85,7,6,second,1,62,28,25,25,189,172,172
85,7,6,second,1,63,25,25,25,171,171,171
85,7,6,second,1,64,10,10,10,60,60,60
85,7,6,second,1,65,7,7,7,41,41,41
85,7,6,second,1,66,2,2,2,11,11,11
85,7,6,second,1,67,0,0,0,0,0,0
85,7,6,second,1,68,0,0,0,0,0,0
85,7,6,second,1,69,0,0,0,0,0,0
85,7,6,second,1,70,0,0,0,0,0,0
85,7,6,second,1,71,0,0,0,0,0,0
85,7,6,second,1,72,0,0,0,0,0,0
85,7,6,second,1,73,0,0,0,0,0,0
85,7,6,second,1,74,0,0,0,0,0,0
85,7,6,second,1,75,0,0,0,0,0,0
85,7,6,second,1,76,0,0,0,0,0,0
85,7,6,second,1,77,0,0,0,0,0,0
85,7,6,second,1,78,0,0,0,0,0,0
85,7,6,second,1,79,0,0,0,0,0,0
85,7,6,second,1,80,0,0,0,0,0,0
85,7,6,second,1,81,0,0,0,0,0,0
85,7,6,second,1,82,0,0,0,0,0,0
85,7,6,second,1,83,0,0,0,0,0,0
85,7,6,second,1,84,0,0,0,0,0,0
85,7,6,second,1,85,0,0,0,0,0,0
85,9,2,first,2,0,0,0,0,0,0,0
85,9,2,first,2,1,0,0,0,0,0,0
85,9,2,first,2,2,0,0,0,0,0,0
85,9,2,first,2,3,0,0,0,0,0,0
85,9,2,first,2,4,0,0,0,0,0,0
85,9,2,first,2,5,0,0,0,0,0,0
85,9,2,first,2,6,0,0,0,0,0,0
85,9,2,first,2,7,0,0,0,0,0,0
85,9,2,first,2,8,0,0,0,0,0,0
85,9,2,first,2,9,0,0,0,0,0,0
85,9,2,first,2,10,0,0,0,0,0,0
85,9,2,first,2,11,0,0,0,0,0,0
85,9,2,first,2,12,0,0,0,0,0,0
85,9,2,first,2,13,0,0,0,0,0,0
85,9,2,first,2,14,0,0,0,0,0,0
85,9,2,first,2,15,0,0,0,0,0,0
85,9,2,first,2,16,0,0,0,0,0,0
85,9,2,first,2,17,0,0,0,0,0,0
85,9,2,first,2,18,0,0,0,0,0,0
85,9,2,first,2,19,0,0,0,0,0,0
85,9,2,first,2,20,0,0,0,0,0,0
85,9,2,first,2,21,0,0,0,0,0,0
85,9,2,first,2,22,0,0,0,0,0,0
85,9,2,first,2,23,0,0,0,0,0,0
85,9,2,first,2,24,0,0,0,0,0,0
85,9,2,first,2,25,0,0,0,0,0,0
85,9,2,first,2,26,0,0,0,0,0,0
85,9,2,first,2,27,0,0,0,0,0,0
85,9,2,first,2,28,0,0,0,0,0,0
85,9,2,first,2,29,0,0,0,0,0,0
85,9,2,first,2,30,0,0,0,0,0,0
85,9,2,first,2,31,0,0,0,0,0,0
85,9,2,first,2,32,1,-1,1,9,-9,9
85,9,2,first,2,33,2,-2,2,17,-17,17
85,9,2,first,2,34,4,-4,4,47,-47,47
85,9,2,first,2,35,2,-2,2,17,-17,17
85,9,2,first,2,36,2,-2,2,20,-20,20
85,9,2,first,2,37,18,-17,17,167,-160,160
85,9,2,first,2,38,18,-16,16,163,-149,149
85,9,2,first,2,39,46,-43,43,371,-349,349
85,9,2,first,2,40,55,-48,50,435,-391,401
85,9,2,first,2,41,109,-98,98,820,-745,745
85,9,2,first,2,42,186,-162,164,1284,-1135,1143
85,9,2,first,2,43,200,-155,157,1362,-1081,1091
85,9,2,first,2,44,319,-222,232,2044,-1487,1531
85,9,2,first,2,45,440,-304,320,2712,-1929,2021
85,9,2,first,2,46,533,-322,362,3084,-1928,2124
85,9,2,first,2,47,719,-350,444,3980,-2049,2489
85,9,2,first,2,48,724,-233,421,3676,-1268,2122
85,9,2,first,2,49,853,-162,450,4273,-904,2270
85,9,2,first,2,50,833,-67,409,4155,-386,1976
85,9,2,first,2,51,903,85,463,4273,336,2180
85,9,2,first,2,52,796,143,411,3691,664,1892
85,9,2,first,2,53,754,289,417,3610,1354,2000
85,9,2,first,2,54,678,327,401,3198,1564,1898
85,9,2,first,2,55,506,303,343,2489,1533,1705
85,9,2,first,2,56,393,267,285,2001,1402,1474
85,9,2,first,2,57,323,253,261,1661,1322,1362
85,9,2,first,2,58,220,177,181,1213,1009,1021
85,9,2,first,2,59,136,118,122,775,681,699
85,9,2,first,2,60,100,91,91,583,540,540
85,9,2,first,2,61,55,52,52,332,318,318
85,9,2,first,2,62,34,29,29,207,178,178
85,9,2,first,2,63,19,16,16,122,108,108
85,9,2,first,2,64,9,8,8,59,54,54
85,9,2,first,2,65,5,5,5,35,35,35
85,9,2,first,2,66,4,4,4,30,30,30
85,9,2,first,2,67,1,0,0,5,0,0
85,9,2,first,2,68,0,0,0,0,0,0
85,9,2,first,2,69,0,0,0,0,0,0
85,9,2,first,2,70,0,0,0,0,0,0
85,9,2,first,2,71,0,0,0,0,0,0
85,9,2,first,2,72,0,0,0,0,0,0
85,9,2,first,2,73,0,0,0,0,0,0
85,9,2,first,2,74,0,0,0,0,0,0
85,9,2,first,2,75,0,0,0,0,0,0
85,9,2,first,2,76,0,0,0,0,0,0
85,9,2,first,2,77,0,0,0,0,0,0
85,9,2,first,2,78,0,0,0,0,0,0
85,9,2,first,2,79,0,0,0,0,0,0
85,9,2,first,2,80,0,0,0,0,0,0
85,9,2,first,2,81,0,0,0,0,0,0
85,9,2,first,2,82,0,0,0,0,0,0
85,9,2,first,2,83,0,0,0,0,0,0
85,9,2,first,2,84,0,0,0,0,0,0
85,9,2,first,2,85,0,0,0,0,0,0
85,7,6,second,2,0,0,0,0,0,0,0
85,7,6,second,2,1,0,0,0,0,0,0
85,7,6,second,2,2,0,0,0,0,0,0
85,7,6,second,2,3,0,0,0,0,0,0
85,7,6,second,2,4,0,0,0,0,0,0
85,7,6,second,2,5,0,0,0,0,0,0
85,7,6,second,2,6,0,0,0,0,0,0
85,7,6,second,2,7,0,0,0,0,0,0
85,7,6,second,2,8,0,0,0,0,0,0
85,7,6,second,2,9,0,0,0,0,0,0
85,7,6,second,2,10,0,0,0,0,0,0
85,7,6,second,2,11,0,0,0,0,0,0
85,7,6,second,2,12,0,0,0,0,0,0
85,7,6,second,2,13,0,0,0,0,0,0
85,7,6,second,2,14,0,0,0,0,0,0
85,7,6,second,2,15,0,0,0,0,0,0
85,7,6,second,2,16,0,0,0,0,0,0
85,7,6,second,2,17,0,0,0,0,0,0
85,7,6,second,2,18,0,0,0,0,0,0
85,7,6,second,2,19,0,0,0,0,0,0
85,7,6,second,2,20,0,0,0,0,0,0
85,7,6,second,2,21,0,0,0,0,0,0
85,7,6,second,2,22,0,0,0,0,0,0
85,7,6,second,2,23,0,0,0,0,0,0
85,7,6,second,2,24,0,0,0,0,0,0
85,7,6,second,2,25,0,0,0,0,0,0
85,7,6,second,2,26,0,0,0,0,0,0
85,7,6,second,2,27,0,0,0,0,0,0
85,7,6,second,2,28,0,0,0,0,0,0
85,7,6,second,2,29,0,0,0,0,0,0
85,7,6,second,2,30,0,0,0,0,0,0
85,7,6,second,2,31,0,0,0,0,0,0
85,7,6,second,2,32,1,-1,1,10,-10,10
85,7,6,second,2,33,2,-2,2,18,-18,18
85,7,6,second,2,34,4,-4,4,31,-31,31
85,7,6,second,2,35,2,-2,2,24,-24,24
85,7,6,second,2,36,2,-2,2,18,-18,18
85,7,6,second,2,37,18,-18,18,171,-171,171
85,7,6,second,2,38,18,-17,17,166,-158,158
85,7,6,second,2,39,46,-44,44,410,-389,389
85,7,6,second,2,40,55,-52,52,435,-419,419
85,7,6,second,2,41,109,-103,103,823,-786,786
85,7,6,second,2,42,186,-154,156,1347,-1126,1142
85,7,6,second,2,43,200,-159,161,1402,-1129,1143
85,7,6,second,2,44,319,-234,238,2063,-1556,1578
85,7,6,second,2,45,440,-279,307,2684,-1777,1913
85,7,6,second,2,46,533,-289,365,3053,-1738,2158
85,7,6,second,2,47,719,-319,437,3928,-1882,2424
85,7,6,second,2,48,724,-249,437,3762,-1469,2317
85,7,6,second,2,49,853,-156,460,4315,-883,2335
85,7,6,second,2,50,833,-60,390,4004,-248,1838
85,7,6,second,2,51,903,90,466,4235,464,2182
85,7,6,second,2,52,796,151,429,3660,688,1958
85,7,6,second,2,53,754,272,412,3500,1311,1893
85,7,6,second,2,54,678,308,404,3212,1466,1922
85,7,6,second,2,55,506,294,334,2475,1451,1647
85,7,6,second,2,56,393,275,295,1951,1398,1482
85,7,6,second,2,57,323,239,251,1649,1234,1286
85,7,6,second,2,58,220,178,182,1159,973,987
85,7,6,second,2,59,136,113,115,761,652,656
85,7,6,second,2,60,100,84,86,593,491,501
85,7,6,second,2,61,55,50,50,331,304,304
85,7,6,second,2,62,34,32,32,215,203,203
85,7,6,second,2,63,19,18,18,127,122,122
85,7,6,second,2,64,9,9,9,59,59,59
85,7,6,second,2,65,5,5,5,42,42,42
85,7,6,second,2,66,4,4,4,29,29,29
85,7,6,second,2,67,1,1,1,5,5,5
85,7,6,second,2,68,0,0,0,0,0,0
85,7,6,second,2,69,0,0,0,0,0,0
85,7,6,second,2,70,0,0,0,0,0,0
85,7,6,second,2,71,0,0,0,0,0,0
85,7,6,second,2,72,0,0,0,0,0,0
85,7,6,second,2,73,0,0,0,0,0,0
85,7,6,second,2,74,0,0,0,0,0,0
85,7,6,second,2,75,0,0,0,0,0,0
85,7,6,second,2,76,0,0,0,0,0,0
85,7,6,second,2,77,0,0,0,0,0,0
85,7,6,second,2,78,0,0,0,0,0,0
85,7,6,second,2,79,0,0,0,0,0,0
85,7,6,second,2,80,0,0,0,0,0,0
85,7,6,second,2,81,0,0,0,0,0,0
85,7,6,second,2,82,0,0,0,0,0,0
85,7,6,second,2,83,0,0,0,0,0,0
85,7,6,second,2,84,0,0,0,0,0,0
85,7,6,second,2,85,0,0,0,0,0,0
85,9,2,first,3,0,0,0,0,0,0,0
85,9,2,first,3,1,0,0,0,0,0,0
85,9,2,first,3,2,0,0,0,0,0,0
85,9,2,first,3,3,0,0,0,0,0,0
85,9,2,first,3,4,0,0,0,0,0,0
85,9,2,first,3,5,0,0,0,0,0,0
85,9,2,first,3,6,0,0,0,0,0,0
85,9,2,first,3,7,0,0,0,0,0,0
85,9,2,first,3,8,0,0,0,0,0,0
85,9,2,first,3,9,0,0,0,0,0,0
85,9,2,first,3,10,0,0,0,0,0,0
85,9,2,first,3,11,0,0,0,0,0,0
85,9,2,first,3,12,0,0,0,0,0,0
85,9,2,first,3,13,0,0,0,0,0,0
85,9,2,first,3,14,0,0,0,0,0,0
85,9,2,first,3,15,0,0,0,0,0,0
85,9,2,first,3,16,0,0,0,0,0,0
85,9,2,first,3,17,0,0,0,0,0,0
85,9,2,first,3,18,0,0,0,0,0,0
85,9,2,first,3,19,0,0,0,0,0,0
85,9,2,first,3,20,0,0,0,0,0,0
85,9,2,first,3,21,0,0,0,0,0,0
85,9,2,first,3,22,0,0,0,0,0,0
85,9,2,first,3,23,0,0,0,0,0,0
85,9,2,first,3,24,0,0,0,0,0,0
85,9,2,first,3,25,0,0,0,0,0,0
85,9,2,first,3,26,0,0,0,0,0,0
85,9,2,first,3,27,0,0,0,0,0,0
85,9,2,first,3,28,0,0,0,0,0,0
85,9,2,first,3,29,0,0,0,0,0,0
85,9,2,first,3,30,0,0,0,0,0,0
85,9,2,first,3,31,0,0,0,0,0,0
85,9,2,first,3,32,0,0,0,0,0,0
85,9,2,first,3,33,0,0,0,0,0,0
85,9,2,first,3,34,2,-2,2,20,-20,20
85,9,2,first,3,35,2,-2,2,16,-16,16
85,9,2,first,3,36,8,-8,8,72,-72,72
85,9,2,first,3,37,16,-16,16,164,-164,164
85,9,2,first,3,38,33,-31,31,276,-261,261
85,9,2,first,3,39,40,-38,38,341,-326,326
85,9,2,first,3,40,66,-58,58,508,-452,452
85,9,2,first,3,41,101,-87,87,745,-649,649
