geom,batch,replicas,n,sum_km,sum_kp,sum_km2,sum_kp2,sum_kmkp,sum_gap,sum_gap2,kminus_le_kplus,kminus_gt_kplus
g_7_6,0,50000,85,2376183,2705473,114167747,147526613,129106988,329290,3480384,50000,0
g_7_6,1,50000,85,2377134,2707267,114261886,147728583,129246530,330133,3497409,50000,0
g_7_6,2,50000,85,2376948,2708227,114228200,147808281,129266944,331279,3502593,50000,0
g_7_6,3,50000,85,2376469,2706427,114186693,147636937,129173166,329958,3477298,50000,0
g_7_6,4,50000,85,2376899,2706649,114227497,147652453,129202944,329750,3474062,50000,0
g_7_6,5,50000,85,2376793,2707845,114213899,147786679,129251930,331052,3496718,50000,0
g_7_6,6,50000,85,2376906,2707439,114237758,147737775,129242462,330533,3490609,50000,0
g_7_6,7,50000,85,2376116,2708094,114163276,147819988,129226660,331978,3529944,50000,0
g_7_6,8,50000,85,2377235,2707445,114252185,147745263,129250357,330210,3496734,50000,0
g_7_6,9,50000,85,2375242,2705344,114071110,147520316,129056575,330102,3478276,50000,0
g_7_6,10,50000,85,2375948,2706152,114137702,147600456,129120589,330204,3496980,50000,0
g_7_6,11,50000,85,2377106,2707651,114236022,147762219,129258230,330545,3481781,50000,0
g_7_6,12,50000,85,2377097,2705801,114253339,147576785,129176148,328704,3477828,50000,0
g_7_6,13,50000,85,2377313,2708016,114265947,147802910,129278962,330703,3510933,50000,0
g_7_6,14,50000,85,2377322,2707649,114268382,147750875,129262037,330327,3495183,50000,0
g_7_6,15,50000,85,2376670,2705860,114201832,147574396,129157876,329190,3460476,50000,0
g_7_6,16,50000,85,2375915,2705539,114138255,147535803,129097235,329624,3479588,50000,0
g_7_6,17,50000,85,2377506,2708125,114296704,147823959,129310059,330619,3500545,50000,0
g_7_6,18,50000,85,2377366,2706627,114266868,147657001,129222092,329261,3479685,50000,0
g_7_6,19,50000,85,2377345,2707328,114275403,147716304,129250988,329983,3489731,50000,0
g_7_6,20,50000,85,2377251,2706332,114253297,147606288,129197244,329081,3465097,50000,0
g_7_6,21,50000,85,2375479,2707378,114111171,147734560,129161975,331899,3521781,50000,0
g_7_6,22,50000,85,2376332,2707260,114178666,147715288,129194472,330928,3505010,50000,0
g_7_6,23,50000,85,2375492,2705385,114082448,147508933,129059754,329893,3471873,50000,0
g_7_6,24,50000,85,2377850,2708242,114319596,147816778,129324832,330392,3486710,50000,0
g_7_6,25,50000,85,2375838,2707709,114131734,147750845,129181423,331871,3519733,50000,0
g_7_6,26,50000,85,2377296,2706381,114276770,147614947,129214438,329085,3462841,50000,0
g_7_6,27,50000,85,2376947,2708293,114251801,147833207,129277359,331346,3530290,50000,0
g_7_6,28,50000,85,2377309,2706638,114258127,147647928,129219830,329329,3466395,50000,0
g_7_6,29,50000,85,2376108,2704753,114159492,147434813,129074858,328645,3444589,50000,0
g_7_6,30,50000,85,2376870,2706242,114217908,147611906,129177747,329372,3474320,50000,0
g_7_6,31,50000,85,2376203,2706454,114163643,147637256,129150779,330251,3499341,50000,0
g_7_6,32,50000,85,2377782,2706980,114303108,147703840,129271063,329198,3464822,50000,0
g_7_6,33,50000,85,2377769,2707093,114306701,147698453,129265035,329324,3475084,50000,0
g_7_6,34,50000,85,2375974,2706273,114132114,147611451,129123808,330299,3495949,50000,0
g_7_6,35,50000,85,2377263,2706842,114260201,147667758,129229261,329579,3469437,50000,0
g_7_6,36,50000,85,2376229,2706842,114178313,147672022,129174788,330613,3500759,50000,0
g_7_6,37,50000,85,2375106,2707691,114060936,147776049,129150400,332585,3536185,50000,0
g_7_6,38,50000,85,2376847,2705847,114220377,147565923,129170920,329000,3444460,50000,0
g_7_6,39,50000,85,2374761,2706044,114019703,147582012,129045409,331283,3510897,50000,0
