batch,replica_first,samples,field_sha256,translation_sha256,conjugacy_max_abs,C113_plus_re,C113_plus_im,C113_minus_re,C113_minus_im,C122_plus_re,C122_plus_im,C122_minus_re,C122_minus_im,C244_plus_re,C244_plus_im,C244_minus_re,C244_minus_im,C334_plus_re,C334_plus_im,C334_minus_re,C334_minus_im,C111_plus_re,C111_plus_im,C111_minus_re,C111_minus_im,C112_plus_re,C112_plus_im,C112_minus_re,C112_minus_im
20,4000,200,6ffd3fb65472f684eaca7826615aa72c1d59b1cdaafb59c821b40e4104aba2eb,15d169a52acd3ddd71aa132b6bd65a6c4724ce70c95edeaeaf67af6e8a786e78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,4200,200,f4f7ef9a7aed03e333059aa4a639667b960eaa43d69421fbb5c4c156afe51ac6,dc213244f44fff80529898a8d70cacce4834e3fa196be8f35ae5adc0aa9bca98,7.46132779436365e-18,0.0,0.0,0.006472135954999578,-0.004702282018339789,0.0,0.0,0.006472135954999577,-0.004702282018339787,0.0,0.0,0.006472135954999582,0.004702282018339783,0.0,0.0,0.0064721359549995815,0.004702282018339781,0.0,0.0,-0.0024721359549995763,0.007608452130361232,0.0,0.0,0.0064721359549995815,0.004702282018339783
22,4400,200,e93c1bbfd4f5328ee81a3d834966e5e77168a79fb77396931c691f11cbad211f,2d13433abcaa84fb01fe91476fb69fcfc3ec4f2261b131d94113c5c3ca3f2540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,4600,200,761c87650e49be3bca213ee63073be604df3f66917a75129e6aee3db9a31c4e3,60190d021e019271b14595c01eb8c77e0e8d37490414e5c22e538bcafce320b2,7.57391076790106e-18,0.0,0.0,-0.002472135954999584,-0.007608452130361228,0.0,0.0,-0.0024721359549995823,-0.0076084521303612295,0.0,0.0,-0.0024721359549995767,0.0076084521303612295,0.0,0.0,-0.0024721359549995763,0.007608452130361232,0.0,0.0,-0.008,3.614582628524102e-18,0.0,0.0,0.0064721359549995815,0.004702282018339782
24,4800,200,a9efa0be421d2f0a07697b0941b0407b7c47fdc5a356b78252dccbe3d606053d,aa1888eae66bc5edbdf1eb9145ab798d3fc563d959810825561e7887240a4b2d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,5000,200,ece405a39d3d95d264b5da5d4d54a6dc9b3f5e9da84d23b5a403fbc4201f9586,04a8b1cc3fe704b814b5f2cc3ba59d55e09e165fa3c00ecd2e01749f382ca8b4,1.3985787785349405e-17,-0.008000000000000005,-0.015216904260722454,-6.3812479603807345e-18,-0.015216904260722457,0.0009442719099991542,-0.012310734148701017,0.008944271909999154,-0.012310734148701019,-0.007999999999999995,0.01521690426072246,5.789216078440177e-18,0.015216904260722457,0.0009442719099991663,0.012310734148701017,0.008944271909999166,0.012310734148701012,-0.00247213595499958,-0.001796111906318341,-3.734157646958668e-18,-0.009404564036679568,0.006472135954999582,0.01051462224238267,6.3812479603807345e-18,0.015216904260722457
26,5200,200,8ebe80308300699ddb328331a5521b00961ab83f55864f8e7a00cc7c0f0b421b,777d03d3055b6e7a94ced2f601bb9e7e3a81467002f9f6d69baf4c21bb3cb58c,1.0551910960100405e-17,0.010472135954999576,-0.007608452130361233,-0.010472135954999576,0.007608452130361233,-0.003999999999999993,0.012310734148701014,0.003999999999999993,-0.012310734148701014,0.010472135954999582,0.007608452130361226,-0.010472135954999582,-0.007608452130361226,-0.0040000000000000036,-0.012310734148701012,0.0040000000000000036,0.012310734148701012,0.010472135954999583,0.007608452130361223,-0.010472135954999583,-0.007608452130361223,-0.01294427190999916,7.525553707786696e-18,0.01294427190999916,-7.525553707786696e-18
27,5400,200,97b70a564447fc36c17fe170a1d31bf92d912ea91e123f400844ec8f8d780f3f,3a35a59a7b8dd6ae801067c807f93c237d45ca09ed24454944a68b02e9b36774,1.0152208857194486e-17,0.0,0.0,0.014472135954999577,-0.004702282018339789,0.0,0.0,0.014472135954999578,-0.004702282018339787,0.0,0.0,0.01447213595499958,0.00470228201833978,0.0,0.0,0.014472135954999583,0.004702282018339778,0.0,0.0,-3.2122791963452295e-18,-0.015216904260722454,0.0,0.0,-0.008944271909999156,0.012310734148701014
28,5600,200,6447fcd85897f3edf2a2e37f6d66929d5ff4195b911a829b38a6209fa96a19d4,604fc502957ebf5bdc093fb346f2b69ee49945f9f8d5181352eef221eca7d3a9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,5800,200,1175f5ef2288e31d94e7edffbc9444c371fc337059f2a6a1170de1db219dae3a,3a9b6ff67303accaa8e21f737f77ffb3998c0aa73608dbcce067d01a4714ebc7,7.13097831136072e-18,-0.007999999999999998,3.523412890287788e-18,-0.007999999999999998,3.523412890287788e-18,-0.008,2.0614622111096262e-18,-0.008,2.0614622111096262e-18,-0.008,3.3813182637479634e-18,-0.008,3.3813182637479634e-18,-0.008,5.069516100251093e-18,-0.008,5.069516100251093e-18,-0.0024721359549995763,0.007608452130361227,-0.0024721359549995763,0.007608452130361227,0.006472135954999576,-0.004702282018339786,0.006472135954999576,-0.004702282018339786
30,6000,200,5cd438ddfdbd9ec1a5e44a568fc1b2ec410a1d1148f1aea5080346a8a37b2822,a6f12f9e0fc69dfd712abec58c0d5fb8a4bbd1507f8ee7c713f2bc41d83672b8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,6200,200,49110a97115025f301e835d43b023b61652435b1e95f497f5378a998810dac14,7e92dc780f3f956f42c40e2a2e5f139bae1899238f57f98ef1691e1420b7b1a1,4.7704895589362195e-18,-0.0024721359549995784,0.007608452130361229,0.0,0.0,0.006472135954999581,0.004702282018339784,0.0,0.0,-0.002472135954999583,-0.007608452130361229,0.0,0.0,0.006472135954999579,-0.0047022820183397875,0.0,0.0,0.00647213595499958,-0.004702282018339786,0.0,0.0,0.006472135954999581,0.004702282018339784,0.0,0.0
32,6400,200,51e282b057e9209c563086c239eccb74c79e23a4ef4d457e1907b5ff3ac77647,7e60260c4782bb8e46cc2da1327fa1a3d933c0e013a411ccf895bbd7c8b9c892,5.076104428597243e-18,0.0,0.0,-0.0024721359549995828,-0.007608452130361228,0.0,0.0,0.006472135954999582,0.004702282018339783,0.0,0.0,-0.002472135954999578,0.0076084521303612295,0.0,0.0,0.00647213595499958,-0.004702282018339787,0.0,0.0,-0.0024721359549995828,-0.007608452130361228,0.0,0.0,-0.0024721359549995828,-0.007608452130361228
33,6600,200,e4dfd520d11ccb0c3246375bd03c42c67d19cb9fbe9b9e817249c53a9162f262,ce6baae2083dfd8820ff447c49a82d723ce46f5bdc2855e5432d59d92e030dd6,5.057544569639795e-18,0.006472135954999582,0.004702282018339783,0.006472135954999582,0.004702282018339783,0.006472135954999578,-0.0047022820183397875,0.006472135954999578,-0.0047022820183397875,0.00647213595499958,-0.004702282018339787,0.00647213595499958,-0.004702282018339787,0.006472135954999581,0.004702282018339783,0.006472135954999581,0.004702282018339783,0.006472135954999582,0.004702282018339783,0.006472135954999582,0.004702282018339783,0.006472135954999582,0.004702282018339783,0.006472135954999582,0.004702282018339783
34,6800,200,7e5b1f56aea317c9e4997fd8f9f3993bd8959161fa018c33b075ad4fce7b9b39,77d7a56186ae09a0178af236f184b02d9cec00974bff145ce768429015abc2f7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,7000,200,95b01eb499aadc8469e6debe42e6624e3018055cbfb6a85b631d15ad55902205,7d172d97f284495555c1cc9525dcc102617ece4a66285e7ddb63a3f8c01af9b7,4.7704895589362195e-18,-0.002472135954999583,-0.007608452130361229,0.0,0.0,0.006472135954999579,-0.0047022820183397875,0.0,0.0,-0.0024721359549995784,0.007608452130361229,0.0,0.0,0.006472135954999581,0.004702282018339784,0.0,0.0,0.006472135954999583,0.004702282018339783,0.0,0.0,0.006472135954999579,-0.0047022820183397875,0.0,0.0
36,7200,200,e632a2be6d1a37d6d8d924052f542ea98565f7bd0411e39e675e87c95d55392b,2a97b887b27eb20568c3ba91e3ec0cf9dbf629a17dd7375331107acf42fd2380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,7400,200,b2ec7007954e586f858a0227f0419041c5cb33b0771716ac760eea76abd75351,6a107029714317ccbd26e97bb7fca2d7ce98338accc99cb7347a6c2cd2c7c78c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,7600,200,b2dbcc355a9c2b458e8c2bbeda87be17ba931f752dae8b5e4925c505545f0209,068099236feb2a4e52fe971103779ace69a779c0ca192c8b7c0275dbb807f94f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,7800,200,a21bf6bd911ce73f1881089485d9f91f863c6c55e37a1da0f32cd351b2947210,44f2c9d29812e3e2975cb532a25b03e8e1bea1a4afb4588170ee3544084ca3bc,4.508403429035935e-18,0.0,0.0,-0.008,1.996123125980216e-18,0.0,0.0,0.006472135954999581,0.004702282018339784,0.0,0.0,-0.008000000000000002,2.1651790669442437e-18,0.0,0.0,0.006472135954999578,-0.004702282018339787,0.0,0.0,-0.0024721359549995784,0.007608452130361229,0.0,0.0,0.00647213595499958,-0.004702282018339786
40,8000,200,aaabbf6629c837c2c2657b9b30ded068d1b8f67f31a5a8fd9f5e0e466e0c3c2c,fb7bc7a573dfb74232b3597c42a0530d26b49db9f0ab266604ed52a5fd2cf54b,6.2546344413855015e-18,0.004000000000000005,0.012310734148701014,0.0,0.0,-0.010472135954999582,-0.007608452130361227,0.0,0.0,0.004,-0.012310734148701014,0.0,0.0,-0.010472135954999578,0.007608452130361232,0.0,0.0,0.012944271909999158,-3.608809827836925e-18,0.0,0.0,-0.010472135954999582,-0.007608452130361227,0.0,0.0
41,8200,200,9b830b22ca35c3c31d3f2d7531a16dbd1a13091e186ada3d50dbf93e67c1df3e,37012fdb5279275733c4e59f29383c11808fe647324b9240351c24ec90677844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8400,200,144ab8abb79efcf83a82b1faa557d5b1d364530f26845daa2e8d38e61b47462f,3e88ec463d25d311c6a321200b3463842581d5794b16f8f53e92e30a051ca413,6.992893892674703e-18,0.0,0.0,0.006472135954999576,-0.0047022820183397875,0.0,0.0,0.0064721359549995815,0.004702282018339781,0.0,0.0,0.00647213595499958,0.004702282018339781,0.0,0.0,0.006472135954999577,-0.004702282018339787,0.0,0.0,-0.008,3.3813182637479634e-18,0.0,0.0,-0.0024721359549995836,-0.007608452130361226
43,8600,200,c6ee07d4477cc29671032cd719f2dd5b9870f277848f8f52621e168361b4b1b2,d31fdfb55259934b785a89424864dc26862435b1e39b5755ef019c800bf38af4,6.938893903907228e-18,0.0,0.0,-0.01047213595499958,-0.007608452130361225,0.0,0.0,-0.004944271909999158,-8.072780406126605e-20,0.0,0.0,-0.01047213595499958,0.007608452130361232,0.0,0.0,-0.00494427190999916,1.4039362388414796e-18,0.0,0.0,-0.01047213595499958,-0.007608452130361225,0.0,0.0,-0.01047213595499958,-0.007608452130361225
44,8800,200,2ab356f76dd58d311bdd1ef2fd298f846df27ffa54f7681ad40058031b8a2df3,b14e07404e4d5850a61163dd42042471281797b0c0c2c3a7237e7f08c54bfc3d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,9000,200,1fe2bb54e2d52839e325e88cdcbd416c1fc0056ab8d17c81611421fe0f7b097a,83456f2d90fb7f41f658ee35b730b9d6e8758fde8a15cf4e1b5f31f389c5bbd1,7.996680103938911e-18,-0.00647213595499958,0.004702282018339787,0.001527864045000416,-0.004702282018339784,-0.00647213595499958,0.004702282018339787,0.001527864045000422,0.004702282018339786,-0.00647213595499958,-0.004702282018339785,0.0015278640450004238,0.004702282018339782,-0.00647213595499958,-0.004702282018339785,0.0015278640450004186,-0.0047022820183397875,-0.00647213595499958,0.004702282018339787,-0.004,-0.0029061701120214395,-0.00647213595499958,0.004702282018339787,0.0015278640450004238,0.004702282018339782
46,9200,200,d254ae83a7d3b2712e5393e1f3fb65af5278b050564485349873a7a781fa6bda,580a96c7f5be32b4774c32ad0e32996aa7833cbe55f0ddc30c905e1e55839f88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,9400,200,ee3896b8eff6030f81d26fe3cd81ed6d61f40bc61d0a6e78201e13d5295a2abd,9ce2ef2a59538542f139c750136336678058a21d0ba8efa15cecdbb557b4f312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,9600,200,13c5f93230aa88c07514324f22a6467c59d8fc105704433eff08068c77d20107,98880bac10d095e7c3e7e7152aa4ecbbcdf54087b189449b12510ff929b29702,6.992893892674703e-18,0.002472135954999583,0.007608452130361229,0.0064721359549995815,0.004702282018339781,0.00247213595499958,0.007608452130361227,0.00647213595499958,0.004702282018339781,0.0024721359549995784,-0.007608452130361229,0.006472135954999577,-0.004702282018339787,0.0024721359549995767,-0.0076084521303612295,0.006472135954999576,-0.0047022820183397875,-0.006472135954999583,-0.004702282018339783,-0.008,5.069516100251093e-18,-0.006472135954999579,0.0047022820183397875,-0.0024721359549995754,0.0076084521303612295
49,9800,200,f6ed7dead6c7ce2c7655dccd5b456b03cc8fde97b0bb99aaed6f7475c52b72a4,f92b6332766f93e02a506db3a1257f0d774803635d1fcb1839659105dd8bc8af,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,10000,200,79ce2410657524086cfd8574630b5db159f2558ce8195b462e7c03452ea3cff0,5b304ff73867b4c6bb8e8f26b25ad99d0157a1bc2e9d51b9ac6397116d1e4ce9,1.939479807224432e-18,-0.002472135954999578,0.00760845213036123,0.0,0.0,0.00647213595499958,0.004702282018339785,0.0,0.0,-0.0024721359549995797,-0.0076084521303612295,0.0,0.0,0.00647213595499958,-0.004702282018339787,0.0,0.0,-0.002472135954999578,0.00760845213036123,0.0,0.0,-0.002472135954999578,0.00760845213036123,0.0,0.0
51,10200,200,9eb700eb4f72bfa452e3461c17aa68d9f9a7c91a5d14e8db6a39050d0ac14d14,ee01902d3baf19bd5883071b7d15bd0960ffc1f90d5ae37c45d7f91e16d68b2c,5.057544569639795e-18,-0.006472135954999578,0.0047022820183397875,-0.004944271909999159,2.1191277566259763e-19,0.008000000000000002,-2.3631574748399946e-18,0.004000000000000001,0.0029061701120214425,-0.006472135954999581,-0.004702282018339783,-0.004944271909999161,1.475552290884715e-18,0.008000000000000002,-2.256331647376737e-18,0.004000000000000001,-0.002906170112021445,-0.006472135954999578,0.0047022820183397875,-0.0015278640450004212,-0.004702282018339784,-0.006472135954999578,0.0047022820183397875,0.004000000000000001,0.0029061701120214425
52,10400,200,b06b8cc73d86fe030715d20888d7011cf2912a530f63aad45ef827aab08b77f4,cce607a7f00453ca7932c7e4ec3e5b7b35aa3e69518527afc5d9f295a64c8a42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,10600,200,d9b523b987ff67510bc831ae1c98f9415bed4e8378223c467271166c924d51bc,f0396141f4057b9f75df846b5b7bda6d0c1055522a6ae419d5f23efac1c4d0bd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,10800,200,e4e43d75ac6f54b153391503ec59af43abcabe2b92ec0a6c1e44f957acb725bd,026f0e9b5e2a476d4a948cefe3638a758913e69574253a9f8d89fa760dda0fa1,7.410741937918042e-18,-0.002472135954999577,0.0076084521303612295,0.0,0.0,-0.002472135954999582,-0.007608452130361227,0.0,0.0,-0.0024721359549995836,-0.007608452130361227,0.0,0.0,-0.002472135954999575,0.0076084521303612295,0.0,0.0,-0.002472135954999582,-0.007608452130361229,0.0,0.0,-0.008,1.931504989747936e-18,0.0,0.0
55,11000,200,329341c33ee04c1bc5db3230918c988a12aaecfa91aec9c11f2aa93ac7887ce3,4cb5ac03b3e56f1935dd7480734f81509abac2fc39e80e3919e933027a5519e7,1.0971354589302191e-17,-0.008944271909999168,-0.012310734148701012,-0.002472135954999578,0.0076084521303612295,3.873631025188515e-18,0.00940456403667957,-0.008,3.469446951953614e-18,-0.008944271909999158,0.012310734148701015,-0.002472135954999584,-0.007608452130361229,-1.7602994847767984e-18,-0.009404564036679572,-0.007999999999999997,1.734723475976807e-18,-0.008944271909999168,-0.012310734148701012,0.003055728090000839,0.0,-0.008944271909999168,-0.012310734148701012,-0.011416407864998741,-0.004702282018339782
56,11200,200,402be6b27824f1de93120415d7d43204f202d1ec5fe3424203340c2b2ee4cf11,9c682cacf262c0caeeb7be0ce7650d0077559be10c25df9d784724e6a72dacc1,2.4532694666933987e-18,-0.00247213595499958,-0.0076084521303612295,0.0,0.0,-0.0024721359549995784,0.007608452130361231,0.0,0.0,-0.0024721359549995784,0.007608452130361231,0.0,0.0,-0.00247213595499958,-0.0076084521303612295,0.0,0.0,0.00647213595499958,-0.0047022820183397875,0.0,0.0,-0.0024721359549995784,0.007608452130361231,0.0,0.0
57,11400,200,b55a70befbe194b8375dcfa715f6764ff1c4580f669c40a46861a2b43cfc886b,abfbc46932f40d036518dbe06cb549a140192dbb726aae3682c4c42f688986d5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,11600,200,3a43a96ecdbec78d12509bb6f6d61871b49faf9c8490e85dd00cca8668288d58,a3601f0bc5dfe5835a19e02ae02579af70fceaafbcfc74c4bf050b905771e0f7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,11800,200,086c36a8d1cc9b2dd3d14ad1c37c074db0b7b136084eef7d6e788c21dbd73312,7d6b36f1eec47b84c38e305599b51b345c52a88feaa48c9b12c742479f0fc618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,12000,200,7ea4ac1088d5b6abf25d503d8d9274b869d492eac6bfb5ba49153d303d36c6d7,458e4b8ba8833e9fa8e291f02f529a473675f4cfb86306888d2cd042c19cacd7,4.7704895589362195e-18,-0.002472135954999583,-0.007608452130361229,0.0,0.0,-0.00247213595499958,-0.007608452130361227,0.0,0.0,-0.0024721359549995784,0.007608452130361229,0.0,0.0,-0.0024721359549995767,0.0076084521303612295,0.0,0.0,0.006472135954999583,0.004702282018339783,0.0,0.0,0.006472135954999579,-0.0047022820183397875,0.0,0.0
61,12200,200,84fa4491f494cbb39dc64e47462ba425d83658c1e44032a170e9712c088da168,31fc21ef7acf0b43d450866616652c87e4aa18fe2d4215abe88c55748bb413f2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,12400,200,1dbbed6810f07bf95596130aa6b3f85dfed3a29bdc7e9e0cec9bc59e38ebfda5,6ce54493ca9cebeaf90003a0df499f8e81de96969e8809cd56a3f769f9f5925f,1.734723475976807e-18,0.0,0.0,0.00647213595499958,0.004702282018339785,0.0,0.0,0.00647213595499958,0.004702282018339785,0.0,0.0,0.00647213595499958,-0.004702282018339787,0.0,0.0,0.00647213595499958,-0.004702282018339787,0.0,0.0,0.00647213595499958,0.004702282018339785,0.0,0.0,0.00647213595499958,0.004702282018339785
63,12600,200,190200c509df37cc77c193a7f72a001e24d9f7a0737e556ed0f52b1bf51eac79,dfbe70204c0b986daabefeb5d0ebf293f5f923033b6cb90e9f42ac19ff320069,4.7704895589362195e-18,0.0,0.0,0.0024721359549995784,-0.007608452130361229,0.0,0.0,0.0024721359549995767,-0.0076084521303612295,0.0,0.0,0.002472135954999583,0.007608452130361229,0.0,0.0,0.00247213595499958,0.007608452130361227,0.0,0.0,-0.00647213595499958,0.004702282018339786,0.0,0.0,-0.006472135954999581,-0.004702282018339784
64,12800,200,bdf06648d491e19621c64c96591b72fc71470cccc44bca3c716668a923c3630a,cac6e71b0f03c5331e74fee74e5b578db1b05e75749028135a6741028c991d7a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,13000,200,7a4b92344829a939cd76b23e880a02e596582190a30c9113e421e940ee411413,2d31b1821f5e9baae3fd6f31585543bf11de19b23cd79d3548ed6757d433f0c3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,13200,200,55de4881d1778fdfe6554d9f6466d0828991c89ea6b561cb66dba1d5a60d4037,9a3fbd5aa71d6d5332493b70f295bc4acbbe38d917b50c69e5d28e57cc7a42b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,13400,200,31cfeb6fe78bb4376e020f220cbee7044f317a2cb160780c8a5c0149187164ca,10855b0c7b36bc85842fc244b66505a3c03020b63b546bd739d5fde11cff6891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,13600,200,632f5ac80f1a85fdbc2dfd7ad83e363f25fbed45f238a3d0d0aa443ae66785ff,3e70bb0910da6916175128ba3a3e1ddfb5f68200a360a03e54f60d698d9ab394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,13800,200,1136560e3f81466b50bfe8fb84295d5f654fe57c38f44ad392b64fd564a39bf2,377fada33f08195622244a6bb3543a596412d49fb3bc709c12b8e9883e4bbdfb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,14000,200,db77b39dc754d074064437c32debcb99285e72e09ce22b9d7d79a78a76781be1,7b487dc2f9ec07ae5792d644512486219155c50197b967415b39529bcada9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
