N,M_scalar_H4_null,M_scalar_se,z,N25_8_scaled_scalar,N25_8_scaled_se,within_pair_correlation,H8_leakage_coefficient,H12_leakage_coefficient
65,1.4892631944446607e-05,7.467406152199378e-05,0.199435140407627,6.891689398804757,34.556043557413105,0.5699101472994841,-0.14843194566016588,0.6715798241562905
85,-3.619194184027974e-05,6.33400706043758e-05,-0.5713909298639059,-38.729869015225276,67.78173574517533,0.31825760694257865,0.22249383029417755,-0.7627684687842424
130,2.8756631944444386e-05,6.480647247861976e-05,0.44373086274571505,116.09432609663229,261.63229976446655,0.3523894671512802,-0.14843194566016588,-0.6715798241562905
145,-0.0001423970399305619,6.445004722084767e-05,-2.209417154383414,-808.6786334219094,366.01446305308014,0.4151143233682192,0.8384465851620502,-0.10038224398411556
170,-4.706828819444408e-05,7.393402010062537e-05,-0.636625576837069,-439.4214807646121,690.2353545827972,0.43982430092959635,0.22249383029417755,0.7627684687842424
