label,n,m00,m01,m10,m11,smith1,smith2,radius,batch,counter_first,counter_last_exclusive,samples,common_field_digest,primal_pivotal,matching_pivotal,primal_h4,matching_h4,h4_plus,h4_minus
n520_second,520,18,-14,14,18,2,260,2,89,26725389000,26725390000,1000,14729526064741485183,14,16,-3,-2,-5,-1
n85_first,85,9,-2,2,9,1,85,2,89,26725389000,26725390000,1000,1146354924429554106,62,41,-8,-2,-10,-6
n85_second,85,7,-6,6,7,1,85,2,89,26725389000,26725390000,1000,1146354924429554106,52,56,2,-4,-2,6
n170_first,170,13,-1,1,13,1,170,2,89,26725389000,26725390000,1000,2179472797621763037,26,33,-5,-8,-13,3
n170_second,170,11,-7,7,11,1,170,2,89,26725389000,26725390000,1000,2179472797621763037,35,33,-4,1,-3,-5
n340_first,340,18,-4,4,18,2,170,2,89,26725389000,26725390000,1000,7187128133539497809,26,18,-1,-4,-5,3
n340_second,340,14,-12,12,14,2,170,2,89,26725389000,26725390000,1000,7187128133539497809,31,29,-5,-4,-9,-1
n680_first,680,26,-2,2,26,2,340,2,89,26725389000,26725390000,1000,14135923514691070528,16,15,-6,-4,-10,-2
n680_second,680,22,-14,14,22,2,340,2,89,26725389000,26725390000,1000,14135923514691070528,16,16,1,-2,-1,3
n65_first,65,8,-1,1,8,1,65,2,90,26725390000,26725391000,1000,17341503728751061214,69,72,-6,-9,-15,3
n65_second,65,7,-4,4,7,1,65,2,90,26725390000,26725391000,1000,17341503728751061214,52,53,-14,-9,-23,-5
n130_first,130,11,-3,3,11,1,130,2,90,26725390000,26725391000,1000,432566481606066756,42,32,-10,0,-10,-10
n130_second,130,9,-7,7,9,1,130,2,90,26725390000,26725391000,1000,432566481606066756,39,41,-15,-1,-16,-14
n260_first,260,16,-2,2,16,2,130,2,90,26725390000,26725391000,1000,5104782702780468195,18,25,-3,-2,-5,-1
n260_second,260,14,-8,8,14,2,130,2,90,26725390000,26725391000,1000,5104782702780468195,33,22,-6,-4,-10,-2
n520_first,520,22,-6,6,22,2,260,2,90,26725390000,26725391000,1000,139214632264086138,18,14,-2,-4,-6,2
n520_second,520,18,-14,14,18,2,260,2,90,26725390000,26725391000,1000,139214632264086138,11,15,-3,-4,-7,1
n85_first,85,9,-2,2,9,1,85,2,90,26725390000,26725391000,1000,9239624240453725308,40,46,-5,-2,-7,-3
n85_second,85,7,-6,6,7,1,85,2,90,26725390000,26725391000,1000,9239624240453725308,62,48,-9,-5,-14,-4
n170_first,170,13,-1,1,13,1,170,2,90,26725390000,26725391000,1000,13753297904045993795,37,37,-3,-8,-11,5
n170_second,170,11,-7,7,11,1,170,2,90,26725390000,26725391000,1000,13753297904045993795,31,36,-3,-4,-7,1
n340_first,340,18,-4,4,18,2,170,2,90,26725390000,26725391000,1000,6227014178921551731,20,28,-4,-1,-5,-3
n340_second,340,14,-12,12,14,2,170,2,90,26725390000,26725391000,1000,6227014178921551731,22,27,-8,-3,-11,-5
n680_first,680,26,-2,2,26,2,340,2,90,26725390000,26725391000,1000,1172628364824783002,18,11,-5,0,-5,-5
n680_second,680,22,-14,14,22,2,340,2,90,26725390000,26725391000,1000,1172628364824783002,15,13,-3,0,-3,-3
n65_first,65,8,-1,1,8,1,65,2,91,26725391000,26725392000,1000,8407200599536456889,66,53,-11,-7,-18,-4
n65_second,65,7,-4,4,7,1,65,2,91,26725391000,26725392000,1000,8407200599536456889,55,61,-2,-4,-6,2
n130_first,130,11,-3,3,11,1,130,2,91,26725391000,26725392000,1000,596150456723022768,38,40,-4,-7,-11,3
n130_second,130,9,-7,7,9,1,130,2,91,26725391000,26725392000,1000,596150456723022768,42,46,-6,-8,-14,2
n260_first,260,16,-2,2,16,2,130,2,91,26725391000,26725392000,1000,11502399785496663713,26,24,-2,-5,-7,3
n260_second,260,14,-8,8,14,2,130,2,91,26725391000,26725392000,1000,11502399785496663713,34,37,-6,-2,-8,-4
n520_first,520,22,-6,6,22,2,260,2,91,26725391000,26725392000,1000,3316421485783702857,18,22,-6,-3,-9,-3
n520_second,520,18,-14,14,18,2,260,2,91,26725391000,26725392000,1000,3316421485783702857,22,18,-4,0,-4,-4
n85_first,85,9,-2,2,9,1,85,2,91,26725391000,26725392000,1000,2536884526275058201,43,65,-6,-12,-18,6
n85_second,85,7,-6,6,7,1,85,2,91,26725391000,26725392000,1000,2536884526275058201,52,46,-7,-6,-13,-1
n170_first,170,13,-1,1,13,1,170,2,91,26725391000,26725392000,1000,808495085668638000,36,32,-6,-7,-13,1
n170_second,170,11,-7,7,11,1,170,2,91,26725391000,26725392000,1000,808495085668638000,37,30,-5,-3,-8,-2
n340_first,340,18,-4,4,18,2,170,2,91,26725391000,26725392000,1000,14993236662126071768,25,23,3,-4,-1,7
n340_second,340,14,-12,12,14,2,170,2,91,26725391000,26725392000,1000,14993236662126071768,18,14,-5,-4,-9,-1
n680_first,680,26,-2,2,26,2,340,2,91,26725391000,26725392000,1000,1525300804047402746,20,16,-1,-5,-6,4
n680_second,680,22,-14,14,22,2,340,2,91,26725391000,26725392000,1000,1525300804047402746,7,18,0,-1,-1,1
n65_first,65,8,-1,1,8,1,65,2,92,26725392000,26725393000,1000,13994183983159531412,66,60,-7,-7,-14,0
n65_second,65,7,-4,4,7,1,65,2,92,26725392000,26725393000,1000,13994183983159531412,62,55,-10,-12,-22,2
n130_first,130,11,-3,3,11,1,130,2,92,26725392000,26725393000,1000,18154165625378969733,34,29,-1,-2,-3,1
n130_second,130,9,-7,7,9,1,130,2,92,26725392000,26725393000,1000,18154165625378969733,41,41,-8,0,-8,-8
n260_first,260,16,-2,2,16,2,130,2,92,26725392000,26725393000,1000,7148353386772416157,25,37,-3,-6,-9,3
n260_second,260,14,-8,8,14,2,130,2,92,26725392000,26725393000,1000,7148353386772416157,27,23,-8,-6,-14,-2
n520_first,520,22,-6,6,22,2,260,2,92,26725392000,26725393000,1000,8588697629703992097,22,15,-5,-3,-8,-2
n520_second,520,18,-14,14,18,2,260,2,92,26725392000,26725393000,1000,8588697629703992097,19,17,-4,0,-4,-4
n85_first,85,9,-2,2,9,1,85,2,92,26725392000,26725393000,1000,759892754058443414,50,49,-2,-4,-6,2
n85_second,85,7,-6,6,7,1,85,2,92,26725392000,26725393000,1000,759892754058443414,68,60,-5,-13,-18,8
n170_first,170,13,-1,1,13,1,170,2,92,26725392000,26725393000,1000,15061161499461468462,28,39,-3,-7,-10,4
n170_second,170,11,-7,7,11,1,170,2,92,26725392000,26725393000,1000,15061161499461468462,26,34,-6,-7,-13,1
n340_first,340,18,-4,4,18,2,170,2,92,26725392000,26725393000,1000,9789949123180825256,30,23,-2,-1,-3,-1
n340_second,340,14,-12,12,14,2,170,2,92,26725392000,26725393000,1000,9789949123180825256,24,19,0,-3,-3,3
n680_first,680,26,-2,2,26,2,340,2,92,26725392000,26725393000,1000,7309055948046735494,7,13,-3,-3,-6,0
n680_second,680,22,-14,14,22,2,340,2,92,26725392000,26725393000,1000,7309055948046735494,20,21,-3,-6,-9,3
n65_first,65,8,-1,1,8,1,65,2,93,26725393000,26725394000,1000,10812104859627199054,67,69,-5,-7,-12,2
n65_second,65,7,-4,4,7,1,65,2,93,26725393000,26725394000,1000,10812104859627199054,50,68,-4,-7,-11,3
n130_first,130,11,-3,3,11,1,130,2,93,26725393000,26725394000,1000,3786987013556093333,47,41,-8,-3,-11,-5
n130_second,130,9,-7,7,9,1,130,2,93,26725393000,26725394000,1000,3786987013556093333,28,50,-2,0,-2,-2
n260_first,260,16,-2,2,16,2,130,2,93,26725393000,26725394000,1000,9302751553402369008,28,24,0,-2,-2,2
n260_second,260,14,-8,8,14,2,130,2,93,26725393000,26725394000,1000,9302751553402369008,23,22,-2,-7,-9,5
n520_first,520,22,-6,6,22,2,260,2,93,26725393000,26725394000,1000,15884057138751269475,12,17,-5,-5,-10,0
n520_second,520,18,-14,14,18,2,260,2,93,26725393000,26725394000,1000,15884057138751269475,20,22,-3,-5,-8,2
n85_first,85,9,-2,2,9,1,85,2,93,26725393000,26725394000,1000,2913044083413131190,65,49,-3,-3,-6,0
n85_second,85,7,-6,6,7,1,85,2,93,26725393000,26725394000,1000,2913044083413131190,57,57,-10,-7,-17,-3
n170_first,170,13,-1,1,13,1,170,2,93,26725393000,26725394000,1000,6950525093913524741,43,39,-2,-2,-4,0
n170_second,170,11,-7,7,11,1,170,2,93,26725393000,26725394000,1000,6950525093913524741,31,32,-4,-1,-5,-3
n340_first,340,18,-4,4,18,2,170,2,93,26725393000,26725394000,1000,12547143143743104783,20,21,-1,-5,-6,4
n340_second,340,14,-12,12,14,2,170,2,93,26725393000,26725394000,1000,12547143143743104783,26,25,-3,-4,-7,1
n680_first,680,26,-2,2,26,2,340,2,93,26725393000,26725394000,1000,13629499705103210564,24,11,-3,0,-3,-3
n680_second,680,22,-14,14,22,2,340,2,93,26725393000,26725394000,1000,13629499705103210564,17,21,-5,-3,-8,-2
n65_first,65,8,-1,1,8,1,65,2,94,26725394000,26725395000,1000,16900789547300987083,62,48,-8,1,-7,-9
n65_second,65,7,-4,4,7,1,65,2,94,26725394000,26725395000,1000,16900789547300987083,66,79,-7,-8,-15,1
n130_first,130,11,-3,3,11,1,130,2,94,26725394000,26725395000,1000,18185754964984615207,43,41,-8,-1,-9,-7
n130_second,130,9,-7,7,9,1,130,2,94,26725394000,26725395000,1000,18185754964984615207,40,45,0,-5,-5,5
n260_first,260,16,-2,2,16,2,130,2,94,26725394000,26725395000,1000,5330370105681172916,26,20,-1,-2,-3,1
n260_second,260,14,-8,8,14,2,130,2,94,26725394000,26725395000,1000,5330370105681172916,29,25,-7,-2,-9,-5
n520_first,520,22,-6,6,22,2,260,2,94,26725394000,26725395000,1000,8929085327953223830,19,9,-1,-1,-2,0
n520_second,520,18,-14,14,18,2,260,2,94,26725394000,26725395000,1000,8929085327953223830,19,22,-7,-7,-14,0
n85_first,85,9,-2,2,9,1,85,2,94,26725394000,26725395000,1000,11779998305860919283,52,60,-9,-8,-17,-1
n85_second,85,7,-6,6,7,1,85,2,94,26725394000,26725395000,1000,11779998305860919283,52,43,-9,-3,-12,-6
n170_first,170,13,-1,1,13,1,170,2,94,26725394000,26725395000,1000,14325705222670508516,38,31,2,-3,-1,5
n170_second,170,11,-7,7,11,1,170,2,94,26725394000,26725395000,1000,14325705222670508516,29,35,-1,-8,-9,7
n340_first,340,18,-4,4,18,2,170,2,94,26725394000,26725395000,1000,1629327590436746499,28,20,-5,-3,-8,-2
n340_second,340,14,-12,12,14,2,170,2,94,26725394000,26725395000,1000,1629327590436746499,26,21,-2,-2,-4,0
n680_first,680,26,-2,2,26,2,340,2,94,26725394000,26725395000,1000,8101171980996348452,10,15,0,-3,-3,3
n680_second,680,22,-14,14,22,2,340,2,94,26725394000,26725395000,1000,8101171980996348452,10,18,0,0,0,0
n65_first,65,8,-1,1,8,1,65,2,95,26725395000,26725396000,1000,8094529245804365202,62,74,-8,-13,-21,5
n65_second,65,7,-4,4,7,1,65,2,95,26725395000,26725396000,1000,8094529245804365202,63,77,-7,-3,-10,-4
n130_first,130,11,-3,3,11,1,130,2,95,26725395000,26725396000,1000,15120847101453626438,42,55,-4,-14,-18,10
n130_second,130,9,-7,7,9,1,130,2,95,26725395000,26725396000,1000,15120847101453626438,50,40,-7,-3,-10,-4
n260_first,260,16,-2,2,16,2,130,2,95,26725395000,26725396000,1000,676569636466841362,26,42,-4,-8,-12,4
n260_second,260,14,-8,8,14,2,130,2,95,26725395000,26725396000,1000,676569636466841362,28,34,-2,-4,-6,2
n520_first,520,22,-6,6,22,2,260,2,95,26725395000,26725396000,1000,10331567099845717788,18,19,-2,-1,-3,-1
n520_second,520,18,-14,14,18,2,260,2,95,26725395000,26725396000,1000,10331567099845717788,17,23,1,-5,-4,6
n85_first,85,9,-2,2,9,1,85,2,95,26725395000,26725396000,1000,13580724333897841523,59,50,-13,-4,-17,-9
n85_second,85,7,-6,6,7,1,85,2,95,26725395000,26725396000,1000,13580724333897841523,52,45,-6,-9,-15,3
n170_first,170,13,-1,1,13,1,170,2,95,26725395000,26725396000,1000,18397237024418031654,47,34,-7,-7,-14,0
n170_second,170,11,-7,7,11,1,170,2,95,26725395000,26725396000,1000,18397237024418031654,27,43,-2,-4,-6,2
n340_first,340,18,-4,4,18,2,170,2,95,26725395000,26725396000,1000,756817155871228205,26,30,-5,2,-3,-7
n340_second,340,14,-12,12,14,2,170,2,95,26725395000,26725396000,1000,756817155871228205,22,21,-3,1,-2,-4
n680_first,680,26,-2,2,26,2,340,2,95,26725395000,26725396000,1000,10271805401045235122,15,11,-1,-1,-2,0
n680_second,680,22,-14,14,22,2,340,2,95,26725395000,26725396000,1000,10271805401045235122,17,16,-4,-3,-7,-1
n65_first,65,8,-1,1,8,1,65,2,96,26725396000,26725397000,1000,6765585455211115090,51,57,-6,-2,-8,-4
n65_second,65,7,-4,4,7,1,65,2,96,26725396000,26725397000,1000,6765585455211115090,47,56,-4,-12,-16,8
n130_first,130,11,-3,3,11,1,130,2,96,26725396000,26725397000,1000,11670124788606935789,39,41,-7,-5,-12,-2
n130_second,130,9,-7,7,9,1,130,2,96,26725396000,26725397000,1000,11670124788606935789,34,38,3,-3,0,6
n260_first,260,16,-2,2,16,2,130,2,96,26725396000,26725397000,1000,974938572810360240,29,24,-6,-1,-7,-5
n260_second,260,14,-8,8,14,2,130,2,96,26725396000,26725397000,1000,974938572810360240,34,27,-6,-2,-8,-4
n520_first,520,22,-6,6,22,2,260,2,96,26725396000,26725397000,1000,852849529915445973,16,11,1,-4,-3,5
n520_second,520,18,-14,14,18,2,260,2,96,26725396000,26725397000,1000,852849529915445973,24,19,-1,-1,-2,0
n85_first,85,9,-2,2,9,1,85,2,96,26725396000,26725397000,1000,6726754539355575123,50,48,-3,-8,-11,5
n85_second,85,7,-6,6,7,1,85,2,96,26725396000,26725397000,1000,6726754539355575123,54,45,-15,-5,-20,-10
n170_first,170,13,-1,1,13,1,170,2,96,26725396000,26725397000,1000,16755450672609040968,29,43,-3,-2,-5,-1
n170_second,170,11,-7,7,11,1,170,2,96,26725396000,26725397000,1000,16755450672609040968,34,32,-1,-6,-7,5
n340_first,340,18,-4,4,18,2,170,2,96,26725396000,26725397000,1000,15025643451168199258,21,20,-1,-1,-2,0
n340_second,340,14,-12,12,14,2,170,2,96,26725396000,26725397000,1000,15025643451168199258,17,27,0,-1,-1,1
n680_first,680,26,-2,2,26,2,340,2,96,26725396000,26725397000,1000,3638844001963619400,15,15,-2,-3,-5,1
n680_second,680,22,-14,14,22,2,340,2,96,26725396000,26725397000,1000,3638844001963619400,12,18,-2,-1,-3,-1
n65_first,65,8,-1,1,8,1,65,2,97,26725397000,26725398000,1000,5912322739704826856,62,52,-10,-4,-14,-6
n65_second,65,7,-4,4,7,1,65,2,97,26725397000,26725398000,1000,5912322739704826856,72,65,-10,-8,-18,-2
n130_first,130,11,-3,3,11,1,130,2,97,26725397000,26725398000,1000,4255384243331056545,38,33,-4,-1,-5,-3
n130_second,130,9,-7,7,9,1,130,2,97,26725397000,26725398000,1000,4255384243331056545,42,34,-12,-4,-16,-8
n260_first,260,16,-2,2,16,2,130,2,97,26725397000,26725398000,1000,17755235445048488207,26,27,-2,-6,-8,4
n260_second,260,14,-8,8,14,2,130,2,97,26725397000,26725398000,1000,17755235445048488207,33,35,-3,-5,-8,2
n520_first,520,22,-6,6,22,2,260,2,97,26725397000,26725398000,1000,17569080166521933872,23,14,-5,-3,-8,-2
n520_second,520,18,-14,14,18,2,260,2,97,26725397000,26725398000,1000,17569080166521933872,13,14,-1,-2,-3,1
n85_first,85,9,-2,2,9,1,85,2,97,26725397000,26725398000,1000,4298746441450167612,47,63,-4,-4,-8,0
n85_second,85,7,-6,6,7,1,85,2,97,26725397000,26725398000,1000,4298746441450167612,50,63,-8,-7,-15,-1
n170_first,170,13,-1,1,13,1,170,2,97,26725397000,26725398000,1000,11929543622110286428,29,38,1,-9,-8,10
n170_second,170,11,-7,7,11,1,170,2,97,26725397000,26725398000,1000,11929543622110286428,43,40,1,-3,-2,4
n340_first,340,18,-4,4,18,2,170,2,97,26725397000,26725398000,1000,17466923546248950289,24,18,-4,-4,-8,0
n340_second,340,14,-12,12,14,2,170,2,97,26725397000,26725398000,1000,17466923546248950289,18,25,-2,0,-2,-2
n680_first,680,26,-2,2,26,2,340,2,97,26725397000,26725398000,1000,11613299623518685806,17,8,0,0,0,0
n680_second,680,22,-14,14,22,2,340,2,97,26725397000,26725398000,1000,11613299623518685806,9,10,2,-2,0,4
n65_first,65,8,-1,1,8,1,65,2,98,26725398000,26725399000,1000,12284513743669351941,65,63,-11,-6,-17,-5
n65_second,65,7,-4,4,7,1,65,2,98,26725398000,26725399000,1000,12284513743669351941,69,78,-2,-13,-15,11
n130_first,130,11,-3,3,11,1,130,2,98,26725398000,26725399000,1000,12008887000317831888,37,47,-5,-10,-15,5
n130_second,130,9,-7,7,9,1,130,2,98,26725398000,26725399000,1000,12008887000317831888,45,30,-1,-7,-8,6
n260_first,260,16,-2,2,16,2,130,2,98,26725398000,26725399000,1000,11654114289581243092,33,29,-7,-5,-12,-2
n260_second,260,14,-8,8,14,2,130,2,98,26725398000,26725399000,1000,11654114289581243092,36,23,-15,-7,-22,-8
n520_first,520,22,-6,6,22,2,260,2,98,26725398000,26725399000,1000,2154807891339758528,19,20,-6,-5,-11,-1
n520_second,520,18,-14,14,18,2,260,2,98,26725398000,26725399000,1000,2154807891339758528,24,20,-6,0,-6,-6
n85_first,85,9,-2,2,9,1,85,2,98,26725398000,26725399000,1000,6330173474061099200,48,59,-8,-11,-19,3
n85_second,85,7,-6,6,7,1,85,2,98,26725398000,26725399000,1000,6330173474061099200,60,63,-10,-15,-25,5
n170_first,170,13,-1,1,13,1,170,2,98,26725398000,26725399000,1000,6759862104420844041,33,43,-3,-6,-9,3
n170_second,170,11,-7,7,11,1,170,2,98,26725398000,26725399000,1000,6759862104420844041,51,31,-4,-3,-7,-1
n340_first,340,18,-4,4,18,2,170,2,98,26725398000,26725399000,1000,5126087296871824614,29,22,-4,-6,-10,2
n340_second,340,14,-12,12,14,2,170,2,98,26725398000,26725399000,1000,5126087296871824614,38,21,-5,-3,-8,-2
n680_first,680,26,-2,2,26,2,340,2,98,26725398000,26725399000,1000,14769852541584055916,22,13,0,-3,-3,3
n680_second,680,22,-14,14,22,2,340,2,98,26725398000,26725399000,1000,14769852541584055916,20,18,0,1,1,-1
n65_first,65,8,-1,1,8,1,65,2,99,26725399000,26725400000,1000,12240602722500191996,72,67,-4,-7,-11,3
n65_second,65,7,-4,4,7,1,65,2,99,26725399000,26725400000,1000,12240602722500191996,59,68,-9,-12,-21,3
n130_first,130,11,-3,3,11,1,130,2,99,26725399000,26725400000,1000,2231838947278253326,45,49,-8,-7,-15,-1
n130_second,130,9,-7,7,9,1,130,2,99,26725399000,26725400000,1000,2231838947278253326,40,40,-6,-5,-11,-1
n260_first,260,16,-2,2,16,2,130,2,99,26725399000,26725400000,1000,150345124396844121,29,33,-5,-9,-14,4
n260_second,260,14,-8,8,14,2,130,2,99,26725399000,26725400000,1000,150345124396844121,24,31,-2,-2,-4,0
n520_first,520,22,-6,6,22,2,260,2,99,26725399000,26725400000,1000,11477366026093130476,24,21,-6,-1,-7,-5
n520_second,520,18,-14,14,18,2,260,2,99,26725399000,26725400000,1000,11477366026093130476,21,17,-2,-1,-3,-1
n85_first,85,9,-2,2,9,1,85,2,99,26725399000,26725400000,1000,4616704742723975671,56,53,-16,-10,-26,-6
n85_second,85,7,-6,6,7,1,85,2,99,26725399000,26725400000,1000,4616704742723975671,46,60,-7,-6,-13,-1
n170_first,170,13,-1,1,13,1,170,2,99,26725399000,26725400000,1000,3647551303155810781,40,40,2,-8,-6,10
n170_second,170,11,-7,7,11,1,170,2,99,26725399000,26725400000,1000,3647551303155810781,40,20,-5,-2,-7,-3
n340_first,340,18,-4,4,18,2,170,2,99,26725399000,26725400000,1000,2344271366874281219,22,27,-5,-1,-6,-4
n340_second,340,14,-12,12,14,2,170,2,99,26725399000,26725400000,1000,2344271366874281219,10,22,3,1,4,2
n680_first,680,26,-2,2,26,2,340,2,99,26725399000,26725400000,1000,3010008345692211036,14,12,-1,-3,-4,2
n680_second,680,22,-14,14,22,2,340,2,99,26725399000,26725400000,1000,3010008345692211036,17,10,0,-1,-1,1
n65_first,65,8,-1,1,8,1,65,2,100,26725400000,26725401000,1000,63270418246825733,63,74,-9,-11,-20,2
n65_second,65,7,-4,4,7,1,65,2,100,26725400000,26725401000,1000,63270418246825733,69,65,-3,-18,-21,15
n130_first,130,11,-3,3,11,1,130,2,100,26725400000,26725401000,1000,4219401628686866652,46,48,-9,-10,-19,1
n130_second,130,9,-7,7,9,1,130,2,100,26725400000,26725401000,1000,4219401628686866652,32,40,0,0,0,0
n260_first,260,16,-2,2,16,2,130,2,100,26725400000,26725401000,1000,15203135841888654463,18,23,2,0,2,2
n260_second,260,14,-8,8,14,2,130,2,100,26725400000,26725401000,1000,15203135841888654463,26,32,-2,-4,-6,2
n520_first,520,22,-6,6,22,2,260,2,100,26725400000,26725401000,1000,9884270048335852492,11,10,-2,1,-1,-3
n520_second,520,18,-14,14,18,2,260,2,100,26725400000,26725401000,1000,9884270048335852492,16,25,-3,-2,-5,-1
n85_first,85,9,-2,2,9,1,85,2,100,26725400000,26725401000,1000,3476610740335558583,57,47,-5,-4,-9,-1
n85_second,85,7,-6,6,7,1,85,2,100,26725400000,26725401000,1000,3476610740335558583,56,67,-9,-7,-16,-2
n170_first,170,13,-1,1,13,1,170,2,100,26725400000,26725401000,1000,6742953424177780726,38,32,-5,-11,-16,6
n170_second,170,11,-7,7,11,1,170,2,100,26725400000,26725401000,1000,6742953424177780726,41,34,-6,-6,-12,0
n340_first,340,18,-4,4,18,2,170,2,100,26725400000,26725401000,1000,13430777952363352290,21,24,1,1,2,0
n340_second,340,14,-12,12,14,2,170,2,100,26725400000,26725401000,1000,13430777952363352290,17,22,-4,0,-4,-4
n680_first,680,26,-2,2,26,2,340,2,100,26725400000,26725401000,1000,14064994936654598651,10,15,-1,-3,-4,2
n680_second,680,22,-14,14,22,2,340,2,100,26725400000,26725401000,1000,14064994936654598651,21,5,-4,-1,-5,-3
n65_first,65,8,-1,1,8,1,65,2,101,26725401000,26725402000,1000,5639982362459398070,73,48,-10,-3,-13,-7
n65_second,65,7,-4,4,7,1,65,2,101,26725401000,26725402000,1000,5639982362459398070,54,59,-6,-6,-12,0
n130_first,130,11,-3,3,11,1,130,2,101,26725401000,26725402000,1000,8957418308235799845,51,30,-6,-2,-8,-4
n130_second,130,9,-7,7,9,1,130,2,101,26725401000,26725402000,1000,8957418308235799845,41,50,-5,-8,-13,3
n260_first,260,16,-2,2,16,2,130,2,101,26725401000,26725402000,1000,8423206784106731141,29,28,-4,0,-4,-4
n260_second,260,14,-8,8,14,2,130,2,101,26725401000,26725402000,1000,8423206784106731141,22,32,-4,-5,-9,1
n520_first,520,22,-6,6,22,2,260,2,101,26725401000,26725402000,1000,4512833858232543560,17,20,-3,0,-3,-3
n520_second,520,18,-14,14,18,2,260,2,101,26725401000,26725402000,1000,4512833858232543560,13,18,0,-2,-2,2
n85_first,85,9,-2,2,9,1,85,2,101,26725401000,26725402000,1000,9257486283231112832,39,40,-3,-8,-11,5
n85_second,85,7,-6,6,7,1,85,2,101,26725401000,26725402000,1000,9257486283231112832,57,60,-5,-7,-12,2
n170_first,170,13,-1,1,13,1,170,2,101,26725401000,26725402000,1000,9519096622168515388,30,35,-2,-2,-4,0
n170_second,170,11,-7,7,11,1,170,2,101,26725401000,26725402000,1000,9519096622168515388,24,33,-1,-3,-4,2
n340_first,340,18,-4,4,18,2,170,2,101,26725401000,26725402000,1000,17052316695697647043,25,20,-9,-3,-12,-6
n340_second,340,14,-12,12,14,2,170,2,101,26725401000,26725402000,1000,17052316695697647043,23,30,-6,-8,-14,2
n680_first,680,26,-2,2,26,2,340,2,101,26725401000,26725402000,1000,2412109635210234225,9,14,-1,-2,-3,1
n680_second,680,22,-14,14,22,2,340,2,101,26725401000,26725402000,1000,2412109635210234225,12,15,-1,0,-1,-1
n65_first,65,8,-1,1,8,1,65,2,102,26725402000,26725403000,1000,13559789959727744558,69,67,-7,-9,-16,2
n65_second,65,7,-4,4,7,1,65,2,102,26725402000,26725403000,1000,13559789959727744558,52,74,-8,-7,-15,-1
n130_first,130,11,-3,3,11,1,130,2,102,26725402000,26725403000,1000,8833896598285403249,29,39,-1,-3,-4,2
n130_second,130,9,-7,7,9,1,130,2,102,26725402000,26725403000,1000,8833896598285403249,37,49,-2,-9,-11,7
n260_first,260,16,-2,2,16,2,130,2,102,26725402000,26725403000,1000,3274236789540803690,31,24,-5,-9,-14,4
n260_second,260,14,-8,8,14,2,130,2,102,26725402000,26725403000,1000,3274236789540803690,32,25,-6,-3,-9,-3
n520_first,520,22,-6,6,22,2,260,2,102,26725402000,26725403000,1000,7533483151525311193,20,18,-1,-1,-2,0
n520_second,520,18,-14,14,18,2,260,2,102,26725402000,26725403000,1000,7533483151525311193,20,20,1,-2,-1,3
n85_first,85,9,-2,2,9,1,85,2,102,26725402000,26725403000,1000,16280008728799505876,52,60,-7,-11,-18,4
n85_second,85,7,-6,6,7,1,85,2,102,26725402000,26725403000,1000,16280008728799505876,45,49,-8,-5,-13,-3
n170_first,170,13,-1,1,13,1,170,2,102,26725402000,26725403000,1000,6156866966090153495,38,25,-2,-2,-4,0
n170_second,170,11,-7,7,11,1,170,2,102,26725402000,26725403000,1000,6156866966090153495,40,35,-9,-8,-17,-1
n340_first,340,18,-4,4,18,2,170,2,102,26725402000,26725403000,1000,16480376405630442246,18,31,-2,-4,-6,2
n340_second,340,14,-12,12,14,2,170,2,102,26725402000,26725403000,1000,16480376405630442246,23,22,-3,0,-3,-3
n680_first,680,26,-2,2,26,2,340,2,102,26725402000,26725403000,1000,1343292487606848664,14,17,-1,0,-1,-1
n680_second,680,22,-14,14,22,2,340,2,102,26725402000,26725403000,1000,1343292487606848664,8,18,0,0,0,0
n65_first,65,8,-1,1,8,1,65,2,103,26725403000,26725404000,1000,10552694809951747818,65,62,-13,-4,-17,-9
n65_second,65,7,-4,4,7,1,65,2,103,26725403000,26725404000,1000,10552694809951747818,86,67,-15,-3,-18,-12
n130_first,130,11,-3,3,11,1,130,2,103,26725403000,26725404000,1000,8479692989643862981,36,50,-6,-5,-11,-1
n130_second,130,9,-7,7,9,1,130,2,103,26725403000,26725404000,1000,8479692989643862981,51,41,-2,-6,-8,4
n260_first,260,16,-2,2,16,2,130,2,103,26725403000,26725404000,1000,12706889934791935929,25,30,-2,-2,-4,0
n260_second,260,14,-8,8,14,2,130,2,103,26725403000,26725404000,1000,12706889934791935929,34,26,-5,-7,-12,2
n520_first,520,22,-6,6,22,2,260,2,103,26725403000,26725404000,1000,795011918348565116,11,12,0,-2,-2,2
n520_second,520,18,-14,14,18,2,260,2,103,26725403000,26725404000,1000,795011918348565116,19,12,0,-3,-3,3
n85_first,85,9,-2,2,9,1,85,2,103,26725403000,26725404000,1000,10333972597718310368,57,43,-2,-2,-4,0
n85_second,85,7,-6,6,7,1,85,2,103,26725403000,26725404000,1000,10333972597718310368,48,51,-8,-7,-15,-1
n170_first,170,13,-1,1,13,1,170,2,103,26725403000,26725404000,1000,6025173080394062411,39,41,-4,-5,-9,1
n170_second,170,11,-7,7,11,1,170,2,103,26725403000,26725404000,1000,6025173080394062411,30,43,-1,-6,-7,5
n340_first,340,18,-4,4,18,2,170,2,103,26725403000,26725404000,1000,16242183226408073126,32,19,1,-2,-1,3
n340_second,340,14,-12,12,14,2,170,2,103,26725403000,26725404000,1000,16242183226408073126,19,21,-3,0,-3,-3
