dps,min_train,holdout,model,folds,median_rmse,worst_rmse,median_max_abs,intercept_median,intercept_range,full_fit_intercept,score,source
60,9,3,"4,6,8,10,12",3,5.10162848105311365687872364334e-12,5.69431894027026860430123782573e-12,7.66011187198524669194054174414e-12,0.592746050820816422875007240035,6.05164648908086746989600887090e-11,0.592746050865197948813053234549,-21.5104176209683,audit_dps060_nmin09_h03.json
60,9,4,4,6,0.000000102137459438193853534073839265,0.000000130567696173328761243011625921,0.000000122205776687966367188664640831,0.592746065981792447905915971895,0.0000000809052337132562781760786898421,0.592746137072706843469647347542,-14.0828383321818,audit_dps060_nmin09_h04.json
60,9,4,"4,6",5,4.65203313179175128282593415003e-10,9.54906445920988206838207304552e-10,5.34027807164230987465655122548e-10,0.592746051145992636164053648415,4.91838613201673145050853785528e-10,0.592746051152953978006876147574,-18.6405345796105,audit_dps060_nmin09_h04.json
60,9,4,"4,6,8",4,4.70612355095889753879944797155e-10,5.50212824323507321023960023032e-10,6.72146911863241967992288368010e-10,0.592746050947708478006468929388,8.26349036334774408332194150815e-10,0.592746051674919661201619096516,-18.4101731504089,audit_dps060_nmin09_h04.json
60,9,4,"4,6,8,10",3,2.60536845804743326737109265445e-11,2.62124288884254370654996785955e-11,4.02649819910196724484591142183e-11,0.592746050845692085499193987049,1.17246196473993313282965115373e-10,0.592746050932211123324665440769,-20.5150320860726,audit_dps060_nmin09_h04.json
60,9,4,"4,6,8,10,12",2,7.05122452043281351431237089625e-12,7.46004741285557640526752898878e-12,1.15155646772196118201438710038e-11,0.592746050820816422875007240035,6.05164648908086746989600887090e-11,0.592746050865197948813053234549,-21.3698619060912,audit_dps060_nmin09_h04.json
60,10,2,4,7,0.0000000438929006907877451229466423571,0.0000000483336420372795667369353942006,0.0000000483785443837718046884591435941,0.592746064324819835519739037053,0.0000000501335953483050236235401258361,0.592746106301068478518392795004,-14.6574768662639,audit_dps060_nmin10_h02.json
60,10,2,"4,6",6,7.48147491982137230258933972581e-11,1.40130398998030804929085310661e-10,9.52047587313954219830160934853e-11,0.592746051139031294321231149256,4.91838613201673145050853785528e-10,0.592746051446620830776730697718,-19.4341901543364,audit_dps060_nmin10_h02.json
60,10,2,"4,6,8",5,1.11015985641996871439323156966e-10,1.11284362855013869287826795465e-10,1.36917489703299647388886596422e-10,0.592746050927992832172506874763,4.48801965056986830631290054051e-10,0.592746051297372589923831518815,-19.3025597310978,audit_dps060_nmin10_h02.json
60,10,2,"4,6,8,10",4,6.86323967494473182213858136979e-12,8.07356381194087552715057204637e-12,8.84949689400520087651335069777e-12,0.592746050838722994175153102945,8.06373067949757302337263524974e-11,0.592746050895602233645647857719,-21.2569348202651,audit_dps060_nmin10_h02.json
60,10,2,"4,6,8,10,12",3,2.15316152543163063418936713737e-12,2.35817630380513701253632319314e-12,2.83745185185464086886630778975e-12,0.592746050817177760695598490556,4.26114705978310530220529133407e-11,0.592746050847292954520075612872,-22.0373968664036,audit_dps060_nmin10_h02.json
60,10,3,4,6,0.0000000498389176442327657358697221833,0.0000000583141087675621358398544207000,0.0000000587098149679600649384916341515,0.592746064324819835519739037053,0.0000000501335953483050236235401258361,0.592746106301068478518392795004,-14.6023025465441,audit_dps060_nmin10_h03.json
60,10,3,"4,6",5,8.91451204823125183520582420686e-11,1.49259157889462927071126299311e-10,1.30702661482411880662520021469e-10,0.592746051139031294321231149256,4.91838613201673145050853785528e-10,0.592746051446620830776730697718,-19.3580798024480,audit_dps060_nmin10_h03.json
60,10,3,"4,6,8",4,1.49943376785478347200603811216e-10,1.61562011015856076135581763246e-10,2.06566086528487827913704196230e-10,0.592746050927992832172506874763,4.48801965056986830631290054051e-10,0.592746051297372589923831518815,-19.1720179631035,audit_dps060_nmin10_h03.json
60,10,3,"4,6,8,10",3,9.95225147003819473439365262980e-12,1.06687924246949415425045352150e-11,1.46418265896974269455597182829e-11,0.592746050838722994175153102945,8.06373067949757302337263524974e-11,0.592746050895602233645647857719,-21.0955426445679,audit_dps060_nmin10_h03.json
