dps,min_train,holdout,model,intercept_median,intercept_range,full_fit_intercept,median_rmse
60,6,4,"4,6",0.592746051075181172007150271361,0.0000000344536358262419167800749981630,0.592746016992985004534813917643,0.0000000597289987379552252047869145574
60,6,4,"4,6,8",0.592746051059724037528572798413,0.00000000845540096512300234190076839387,0.592746059303971589989847030085,0.00000000932996523063860273633754614146
60,6,4,"4,6,8,10",0.592746050871450070813434491350,8.19574947643683454759584585209e-10,0.592746051634539874494355582245,3.66751422084353286441674765741e-10
60,6,4,"4,6,8,10,12",0.592746050826078971589531446625,5.55846231792370766168480156031e-10,0.592746051313859569732443415047,4.98705445300674859689554921539e-10
60,7,2,4,0.592746070724273387057676117355,0.000000264804521184667093377568008060,0.592746320971994314880462549031,0.000000349713789469698353493451904869
60,7,2,"4,6",0.592746051107106233164190710308,0.00000000810465511007399081046539889279,0.592746043341965720702739887252,0.00000000994638901101468383277631830136
60,7,2,"4,6,8",0.592746051008845159102806615412,0.00000000332251051091831937428841272965,0.592746054171081135785164062472,0.00000000190816744199603438755480063919
60,7,2,"4,6,8,10",0.592746050862055623818334681251,6.36278697336725440193946480731e-10,0.592746051451243624187397567680,3.00569479678701765499156848789e-10
60,7,2,"4,6,8,10,12",0.592746050820816422875007240035,1.42163387084646300231126977717e-10,0.592746050758013337940072648878,5.51589716681259914670923010271e-11
60,7,3,4,0.592746070724273387057676117355,0.000000264804521184667093377568008060,0.592746320971994314880462549031,0.000000382545041249703765863031750158
60,7,3,"4,6",0.592746051107106233164190710308,0.00000000810465511007399081046539889279,0.592746043341965720702739887252,0.0000000115076700130769969525860411295
60,7,3,"4,6,8",0.592746051008845159102806615412,0.00000000332251051091831937428841272965,0.592746054171081135785164062472,0.00000000231527272630482186415979887600
60,7,3,"4,6,8,10",0.592746050862055623818334681251,6.36278697336725440193946480731e-10,0.592746051451243624187397567680,3.97875854077616933119922192360e-10
60,7,3,"4,6,8,10,12",0.592746050820816422875007240035,1.42163387084646300231126977717e-10,0.592746050758013337940072648878,7.92342092176672843717725622980e-11
60,7,4,4,0.592746070724273387057676117355,0.000000264804521184667093377568008060,0.592746320971994314880462549031,0.000000420672349526379721111204221182
60,7,4,"4,6",0.592746051107106233164190710308,0.00000000810465511007399081046539889279,0.592746043341965720702739887252,0.0000000132359793461568628861603651426
60,7,4,"4,6,8",0.592746051008845159102806615412,0.00000000332251051091831937428841272965,0.592746054171081135785164062472,0.00000000278547402578534142379388612877
60,7,4,"4,6,8,10",0.592746050862055623818334681251,6.36278697336725440193946480731e-10,0.592746051451243624187397567680,5.14422571008455466265992121284e-10
60,7,4,"4,6,8,10,12",0.592746050820816422875007240035,1.42163387084646300231126977717e-10,0.592746050758013337940072648878,1.13930168588232525826880746185e-10
60,8,2,4,0.592746068353032917481796044625,0.000000139474218540816927968095592102,0.592746195641691671030297139559,0.000000161009249582943267564105193112
60,8,2,"4,6",0.592746051139031294321231149256,0.00000000194505236909764704115985822869,0.592746049501568461679083656558,0.00000000224671577277305796560974821216
60,8,2,"4,6,8",0.592746050978276818554637772400,0.00000000171065607880526133909969151804,0.592746052559226703672106027284,8.13763548277674795788817005325e-10
60,8,2,"4,6,8,10",0.592746050852661176823234871153,1.60513293599243706984168447466e-10,0.592746050975478220449915834470,2.23187149787359196519354579520e-11
60,8,2,"4,6,8,10,12",0.592746050826078971589531446625,9.54952411024743892590166980115e-11,0.592746050900176725024718949109,9.32034738575640447528858712194e-12
60,8,3,4,0.592746068353032917481796044625,0.000000139474218540816927968095592102,0.592746195641691671030297139559,0.000000178445925323787701523726662288
60,8,3,"4,6",0.592746051139031294321231149256,0.00000000194505236909764704115985822869,0.592746049501568461679083656558,0.00000000265146011592180249788762039694
60,8,3,"4,6,8",0.592746050978276818554637772400,0.00000000171065607880526133909969151804,0.592746052559226703672106027284,0.00000000102536558958716570687563453014
60,8,3,"4,6,8,10",0.592746050852661176823234871153,1.60513293599243706984168447466e-10,0.592746050975478220449915834470,2.97772072076051452929032165038e-11
60,8,3,"4,6,8,10,12",0.592746050826078971589531446625,9.54952411024743892590166980115e-11,0.592746050900176725024718949109,1.37012380572377671091890395499e-11
60,8,4,4,0.592746068353032917481796044625,0.000000139474218540816927968095592102,0.592746195641691671030297139559,0.000000197341465716345440852140690318
60,8,4,"4,6",0.592746051139031294321231149256,0.00000000194505236909764704115985822869,0.592746049501568461679083656558,0.00000000317031455266525829336518698769
60,8,4,"4,6,8",0.592746050978276818554637772400,0.00000000171065607880526133909969151804,0.592746052559226703672106027284,0.00000000127173943595123872858301139546
60,8,4,"4,6,8,10",0.592746050852661176823234871153,1.60513293599243706984168447466e-10,0.592746050975478220449915834470,3.81487267775011193584465045534e-11
60,8,4,"4,6,8,10,12",0.592746050826078971589531446625,9.54952411024743892590166980115e-11,0.592746050900176725024718949109,1.89765011871783597509300374146e-11
60,9,2,4,0.592746065981792447905915971895,0.0000000809052337132562781760786898421,0.592746137072706843469647347542,0.0000000813492998324182609016095122748
60,9,2,"4,6",0.592746051145992636164053648415,4.91838613201673145050853785528e-10,0.592746051152953978006876147574,2.99999688507016389268841383868e-10
60,9,2,"4,6,8",0.592746050947708478006468929388,8.26349036334774408332194150815e-10,0.592746051674919661201619096516,2.82806007378757819996703234301e-10
60,9,2,"4,6,8,10",0.592746050845692085499193987049,1.17246196473993313282965115373e-10,0.592746050932211123324665440769,1.38539813077909357897077953681e-11
60,9,2,"4,6,8,10,12",0.592746050820816422875007240035,6.05164648908086746989600887090e-11,0.592746050865197948813053234549,3.41223366125780473357950908890e-12
60,9,3,4,0.592746065981792447905915971895,0.0000000809052337132562781760786898421,0.592746137072706843469647347542,0.0000000910771783532457929864755762652
60,9,3,"4,6",0.592746051145992636164053648415,4.91838613201673145050853785528e-10,0.592746051152953978006876147574,3.76302818514024348172274214827e-10
60,9,3,"4,6,8",0.592746050947708478006468929388,8.26349036334774408332194150815e-10,0.592746051674919661201619096516,3.67784682675861028803955567611e-10
60,9,3,"4,6,8,10",0.592746050845692085499193987049,1.17246196473993313282965115373e-10,0.592746050932211123324665440769,1.93757052628592828772602262453e-11
60,9,3,"4,6,8,10,12",0.592746050820816422875007240035,6.05164648908086746989600887090e-11,0.592746050865197948813053234549,5.10162848105311365687872364334e-12
60,9,4,4,0.592746065981792447905915971895,0.0000000809052337132562781760786898421,0.592746137072706843469647347542,0.000000102137459438193853534073839265
60,9,4,"4,6",0.592746051145992636164053648415,4.91838613201673145050853785528e-10,0.592746051152953978006876147574,4.65203313179175128282593415003e-10
60,9,4,"4,6,8",0.592746050947708478006468929388,8.26349036334774408332194150815e-10,0.592746051674919661201619096516,4.70612355095889753879944797155e-10
60,9,4,"4,6,8,10",0.592746050845692085499193987049,1.17246196473993313282965115373e-10,0.592746050932211123324665440769,2.60536845804743326737109265445e-11
60,9,4,"4,6,8,10,12",0.592746050820816422875007240035,6.05164648908086746989600887090e-11,0.592746050865197948813053234549,7.05122452043281351431237089625e-12
60,10,2,4,0.592746064324819835519739037053,0.0000000501335953483050236235401258361,0.592746106301068478518392795004,0.0000000438929006907877451229466423571
60,10,2,"4,6",0.592746051139031294321231149256,4.91838613201673145050853785528e-10,0.592746051446620830776730697718,7.48147491982137230258933972581e-11
60,10,2,"4,6,8",0.592746050927992832172506874763,4.48801965056986830631290054051e-10,0.592746051297372589923831518815,1.11015985641996871439323156966e-10
60,10,2,"4,6,8,10",0.592746050838722994175153102945,8.06373067949757302337263524974e-11,0.592746050895602233645647857719,6.86323967494473182213858136979e-12
60,10,2,"4,6,8,10,12",0.592746050817177760695598490556,4.26114705978310530220529133407e-11,0.592746050847292954520075612872,2.15316152543163063418936713737e-12
60,10,3,4,0.592746064324819835519739037053,0.0000000501335953483050236235401258361,0.592746106301068478518392795004,0.0000000498389176442327657358697221833
60,10,3,"4,6",0.592746051139031294321231149256,4.91838613201673145050853785528e-10,0.592746051446620830776730697718,8.91451204823125183520582420686e-11
60,10,3,"4,6,8",0.592746050927992832172506874763,4.48801965056986830631290054051e-10,0.592746051297372589923831518815,1.49943376785478347200603811216e-10
60,10,3,"4,6,8,10",0.592746050838722994175153102945,8.06373067949757302337263524974e-11,0.592746050895602233645647857719,9.95225147003819473439365262980e-12
60,10,3,"4,6,8,10,12",0.592746050817177760695598490556,4.26114705978310530220529133407e-11,0.592746050847292954520075612872,3.43193863102123952104113654307e-12
60,10,4,4,0.592746064324819835519739037053,0.0000000501335953483050236235401258361,0.592746106301068478518392795004,0.0000000564074111141462851124671867565
60,10,4,"4,6",0.592746051139031294321231149256,4.91838613201673145050853785528e-10,0.592746051446620830776730697718,9.81812814062221606900882809599e-11
60,10,4,"4,6,8",0.592746050927992832172506874763,4.48801965056986830631290054051e-10,0.592746051297372589923831518815,1.96373116437756186325110626016e-10
60,10,4,"4,6,8,10",0.592746050838722994175153102945,8.06373067949757302337263524974e-11,0.592746050895602233645647857719,1.36320987161626944171214241450e-11
60,10,4,"4,6,8,10,12",0.592746050817177760695598490556,4.26114705978310530220529133407e-11,0.592746050847292954520075612872,5.11098607454831040621666164887e-12
100,5,2,4,0.592746077752569403271517899088,0.00000144106324511479860914143671616,0.592747497230718245011978312900,0.00000236135884354065668071159433313
100,5,2,"4,6",0.592746051050149101266756468072,0.0000000473107068129398360259730746925,0.592746004135914017836894671744,0.0000000520214282215381612481711063740
100,5,2,"4,6,8",0.592746051008845159102806615412,0.0000000293452897502463322967706252911,0.592746029958681839743514733314,0.0000000346583337396049010668107459199
100,5,2,"4,6,8,10",0.592746050883526152229541174535,0.0000000167504819702663374270984689624,0.592746067565446897117009554584,0.0000000156200519193683396895272134360
100,5,2,"4,6,8,10,12",0.592746050820816422875007240035,0.00000000380657573907357480125212277950,0.592746047507283830658868613795,0.00000000251483586785186123485123579175
100,5,3,4,0.592746077752569403271517899088,0.00000144106324511479860914143671616,0.592747497230718245011978312900,0.00000253559386151486161469166600988
100,5,3,"4,6",0.592746051050149101266756468072,0.0000000473107068129398360259730746925,0.592746004135914017836894671744,0.0000000587606207611387274912388262477
100,5,3,"4,6,8",0.592746051008845159102806615412,0.0000000293452897502463322967706252911,0.592746029958681839743514733314,0.0000000399431239759505502309716592171
100,5,3,"4,6,8,10",0.592746050883526152229541174535,0.0000000167504819702663374270984689624,0.592746067565446897117009554584,0.0000000189866734971474425865203015789
100,5,3,"4,6,8,10,12",0.592746050820816422875007240035,0.00000000380657573907357480125212277950,0.592746047507283830658868613795,0.00000000322835133354213690284657397049
100,5,4,4,0.592746077752569403271517899088,0.00000144106324511479860914143671616,0.592747497230718245011978312900,0.00000274282591456471168032388229310
100,5,4,"4,6",0.592746051050149101266756468072,0.0000000473107068129398360259730746925,0.592746004135914017836894671744,0.0000000638683369387251543468797572319
100,5,4,"4,6,8",0.592746051008845159102806615412,0.0000000293452897502463322967706252911,0.592746029958681839743514733314,0.0000000468253419433153329448944808822
100,5,4,"4,6,8,10",0.592746050883526152229541174535,0.0000000167504819702663374270984689624,0.592746067565446897117009554584,0.0000000228261900365097063233154523865
100,5,4,"4,6,8,10,12",0.592746050820816422875007240035,0.00000000380657573907357480125212277950,0.592746047507283830658868613795,0.00000000417073215719298262506297832043
100,6,2,4,0.592746074238421395164597008222,0.000000584968414556400244614964801419,0.592746641135887686613613786428,0.000000873539858405420377121368756477
100,6,2,"4,6",0.592746051075181172007150271361,0.0000000344536358262419167800749981630,0.592746016992985004534813917643,0.0000000467455588814125023390113567571
100,6,2,"4,6,8",0.592746051059724037528572798413,0.00000000845540096512300234190076839387,0.592746059303971589989847030085,0.00000000673324558760160838171372725845
100,6,2,"4,6,8,10",0.592746050871450070813434491350,8.19574947643683454759584585209e-10,0.592746051634539874494355582245,2.56811765230183842678660005556e-10
100,6,2,"4,6,8,10,12",0.592746050826078971589531446625,5.55846231792370766168480156031e-10,0.592746051313859569732443415047,2.70450092139205540192267291414e-10
100,6,3,4,0.592746074238421395164597008222,0.000000584968414556400244614964801419,0.592746641135887686613613786428,0.000000950021789561304411536581625648
100,6,3,"4,6",0.592746051075181172007150271361,0.0000000344536358262419167800749981630,0.592746016992985004534813917643,0.0000000526067775927897576943105605907
100,6,3,"4,6,8",0.592746051059724037528572798413,0.00000000845540096512300234190076839387,0.592746059303971589989847030085,0.00000000795509905581385035843530762768
100,6,3,"4,6,8,10",0.592746050871450070813434491350,8.19574947643683454759584585209e-10,0.592746051634539874494355582245,3.14967191779173303269925733805e-10
100,6,3,"4,6,8,10,12",0.592746050826078971589531446625,5.55846231792370766168480156031e-10,0.592746051313859569732443415047,3.72906529454848570356363425634e-10
100,6,4,4,0.592746074238421395164597008222,0.000000584968414556400244614964801419,0.592746641135887686613613786428,0.00000103085065351786804300379604469
100,6,4,"4,6",0.592746051075181172007150271361,0.0000000344536358262419167800749981630,0.592746016992985004534813917643,0.0000000597289987379552252047869145574
100,6,4,"4,6,8",0.592746051059724037528572798413,0.00000000845540096512300234190076839387,0.592746059303971589989847030085,0.00000000932996523063860273633754614146
100,6,4,"4,6,8,10",0.592746050871450070813434491350,8.19574947643683454759584585209e-10,0.592746051634539874494355582245,3.66751422084353286441674765741e-10
100,6,4,"4,6,8,10,12",0.592746050826078971589531446625,5.55846231792370766168480156031e-10,0.592746051313859569732443415047,4.98705445300674859689554921539e-10
100,7,2,4,0.592746070724273387057676117355,0.000000264804521184667093377568008060,0.592746320971994314880462549031,0.000000349713789469698353493451904869
100,7,2,"4,6",0.592746051107106233164190710308,0.00000000810465511007399081046539889279,0.592746043341965720702739887252,0.00000000994638901101468383277631830136
100,7,2,"4,6,8",0.592746051008845159102806615412,0.00000000332251051091831937428841272965,0.592746054171081135785164062472,0.00000000190816744199603438755480063919
100,7,2,"4,6,8,10",0.592746050862055623818334681251,6.36278697336725440193946480731e-10,0.592746051451243624187397567680,3.00569479678701765499156848789e-10
100,7,2,"4,6,8,10,12",0.592746050820816422875007240035,1.42163387084646300231126977717e-10,0.592746050758013337940072648878,5.51589716681259914670923010271e-11
100,7,3,4,0.592746070724273387057676117355,0.000000264804521184667093377568008060,0.592746320971994314880462549031,0.000000382545041249703765863031750158
100,7,3,"4,6",0.592746051107106233164190710308,0.00000000810465511007399081046539889279,0.592746043341965720702739887252,0.0000000115076700130769969525860411295
100,7,3,"4,6,8",0.592746051008845159102806615412,0.00000000332251051091831937428841272965,0.592746054171081135785164062472,0.00000000231527272630482186415979887600
100,7,3,"4,6,8,10",0.592746050862055623818334681251,6.36278697336725440193946480731e-10,0.592746051451243624187397567680,3.97875854077616933119922192360e-10
100,7,3,"4,6,8,10,12",0.592746050820816422875007240035,1.42163387084646300231126977717e-10,0.592746050758013337940072648878,7.92342092176672843717725622980e-11
100,7,4,4,0.592746070724273387057676117355,0.000000264804521184667093377568008060,0.592746320971994314880462549031,0.000000420672349526379721111204221182
100,7,4,"4,6",0.592746051107106233164190710308,0.00000000810465511007399081046539889279,0.592746043341965720702739887252,0.0000000132359793461568628861603651426
100,7,4,"4,6,8",0.592746051008845159102806615412,0.00000000332251051091831937428841272965,0.592746054171081135785164062472,0.00000000278547402578534142379388612877
100,7,4,"4,6,8,10",0.592746050862055623818334681251,6.36278697336725440193946480731e-10,0.592746051451243624187397567680,5.14422571008455466265992121284e-10
100,7,4,"4,6,8,10,12",0.592746050820816422875007240035,1.42163387084646300231126977717e-10,0.592746050758013337940072648878,1.13930168588232525826880746185e-10
100,8,2,4,0.592746068353032917481796044625,0.000000139474218540816927968095592102,0.592746195641691671030297139559,0.000000161009249582943267564105193112
100,8,2,"4,6",0.592746051139031294321231149256,0.00000000194505236909764704115985822869,0.592746049501568461679083656558,0.00000000224671577277305796560974821216
100,8,2,"4,6,8",0.592746050978276818554637772400,0.00000000171065607880526133909969151804,0.592746052559226703672106027284,8.13763548277674795788817005325e-10
100,8,2,"4,6,8,10",0.592746050852661176823234871153,1.60513293599243706984168447466e-10,0.592746050975478220449915834470,2.23187149787359196519354579520e-11
100,8,2,"4,6,8,10,12",0.592746050826078971589531446625,9.54952411024743892590166980115e-11,0.592746050900176725024718949109,9.32034738575640447528858712194e-12
100,8,3,4,0.592746068353032917481796044625,0.000000139474218540816927968095592102,0.592746195641691671030297139559,0.000000178445925323787701523726662288
100,8,3,"4,6",0.592746051139031294321231149256,0.00000000194505236909764704115985822869,0.592746049501568461679083656558,0.00000000265146011592180249788762039694
100,8,3,"4,6,8",0.592746050978276818554637772400,0.00000000171065607880526133909969151804,0.592746052559226703672106027284,0.00000000102536558958716570687563453014
100,8,3,"4,6,8,10",0.592746050852661176823234871153,1.60513293599243706984168447466e-10,0.592746050975478220449915834470,2.97772072076051452929032165038e-11
100,8,3,"4,6,8,10,12",0.592746050826078971589531446625,9.54952411024743892590166980115e-11,0.592746050900176725024718949109,1.37012380572377671091890395499e-11
100,8,4,4,0.592746068353032917481796044625,0.000000139474218540816927968095592102,0.592746195641691671030297139559,0.000000197341465716345440852140690318
100,8,4,"4,6",0.592746051139031294321231149256,0.00000000194505236909764704115985822869,0.592746049501568461679083656558,0.00000000317031455266525829336518698769
100,8,4,"4,6,8",0.592746050978276818554637772400,0.00000000171065607880526133909969151804,0.592746052559226703672106027284,0.00000000127173943595123872858301139546
100,8,4,"4,6,8,10",0.592746050852661176823234871153,1.60513293599243706984168447466e-10,0.592746050975478220449915834470,3.81487267775011193584465045534e-11
100,8,4,"4,6,8,10,12",0.592746050826078971589531446625,9.54952411024743892590166980115e-11,0.592746050900176725024718949109,1.89765011871783597509300374146e-11
100,9,2,4,0.592746065981792447905915971895,0.0000000809052337132562781760786898421,0.592746137072706843469647347542,0.0000000813492998324182609016095122748
100,9,2,"4,6",0.592746051145992636164053648415,4.91838613201673145050853785528e-10,0.592746051152953978006876147574,2.99999688507016389268841383868e-10
100,9,2,"4,6,8",0.592746050947708478006468929388,8.26349036334774408332194150815e-10,0.592746051674919661201619096516,2.82806007378757819996703234301e-10
100,9,2,"4,6,8,10",0.592746050845692085499193987049,1.17246196473993313282965115373e-10,0.592746050932211123324665440769,1.38539813077909357897077953681e-11
100,9,2,"4,6,8,10,12",0.592746050820816422875007240035,6.05164648908086746989600887090e-11,0.592746050865197948813053234549,3.41223366125780473357950908890e-12
100,9,3,4,0.592746065981792447905915971895,0.0000000809052337132562781760786898421,0.592746137072706843469647347542,0.0000000910771783532457929864755762652
100,9,3,"4,6",0.592746051145992636164053648415,4.91838613201673145050853785528e-10,0.592746051152953978006876147574,3.76302818514024348172274214827e-10
100,9,3,"4,6,8",0.592746050947708478006468929388,8.26349036334774408332194150815e-10,0.592746051674919661201619096516,3.67784682675861028803955567611e-10
100,9,3,"4,6,8,10",0.592746050845692085499193987049,1.17246196473993313282965115373e-10,0.592746050932211123324665440769,1.93757052628592828772602262453e-11
100,9,3,"4,6,8,10,12",0.592746050820816422875007240035,6.05164648908086746989600887090e-11,0.592746050865197948813053234549,5.10162848105311365687872364334e-12
100,9,4,4,0.592746065981792447905915971895,0.0000000809052337132562781760786898421,0.592746137072706843469647347542,0.000000102137459438193853534073839265
100,9,4,"4,6",0.592746051145992636164053648415,4.91838613201673145050853785528e-10,0.592746051152953978006876147574,4.65203313179175128282593415003e-10
100,9,4,"4,6,8",0.592746050947708478006468929388,8.26349036334774408332194150815e-10,0.592746051674919661201619096516,4.70612355095889753879944797155e-10
100,9,4,"4,6,8,10",0.592746050845692085499193987049,1.17246196473993313282965115373e-10,0.592746050932211123324665440769,2.60536845804743326737109265445e-11
100,9,4,"4,6,8,10,12",0.592746050820816422875007240035,6.05164648908086746989600887090e-11,0.592746050865197948813053234549,7.05122452043281351431237089625e-12
100,10,2,4,0.592746064324819835519739037053,0.0000000501335953483050236235401258361,0.592746106301068478518392795004,0.0000000438929006907877451229466423571
100,10,2,"4,6",0.592746051139031294321231149256,4.91838613201673145050853785528e-10,0.592746051446620830776730697718,7.48147491982137230258933972581e-11
100,10,2,"4,6,8",0.592746050927992832172506874763,4.48801965056986830631290054051e-10,0.592746051297372589923831518815,1.11015985641996871439323156966e-10
100,10,2,"4,6,8,10",0.592746050838722994175153102945,8.06373067949757302337263524974e-11,0.592746050895602233645647857719,6.86323967494473182213858136979e-12
100,10,2,"4,6,8,10,12",0.592746050817177760695598490556,4.26114705978310530220529133407e-11,0.592746050847292954520075612872,2.15316152543163063418936713737e-12
100,10,3,4,0.592746064324819835519739037053,0.0000000501335953483050236235401258361,0.592746106301068478518392795004,0.0000000498389176442327657358697221833
100,10,3,"4,6",0.592746051139031294321231149256,4.91838613201673145050853785528e-10,0.592746051446620830776730697718,8.91451204823125183520582420686e-11
100,10,3,"4,6,8",0.592746050927992832172506874763,4.48801965056986830631290054051e-10,0.592746051297372589923831518815,1.49943376785478347200603811216e-10
100,10,3,"4,6,8,10",0.592746050838722994175153102945,8.06373067949757302337263524974e-11,0.592746050895602233645647857719,9.95225147003819473439365262980e-12
100,10,3,"4,6,8,10,12",0.592746050817177760695598490556,4.26114705978310530220529133407e-11,0.592746050847292954520075612872,3.43193863102123952104113654307e-12
100,10,4,4,0.592746064324819835519739037053,0.0000000501335953483050236235401258361,0.592746106301068478518392795004,0.0000000564074111141462851124671867565
100,10,4,"4,6",0.592746051139031294321231149256,4.91838613201673145050853785528e-10,0.592746051446620830776730697718,9.81812814062221606900882809599e-11
100,10,4,"4,6,8",0.592746050927992832172506874763,4.48801965056986830631290054051e-10,0.592746051297372589923831518815,1.96373116437756186325110626016e-10
100,10,4,"4,6,8,10",0.592746050838722994175153102945,8.06373067949757302337263524974e-11,0.592746050895602233645647857719,1.36320987161626944171214241450e-11
100,10,4,"4,6,8,10,12",0.592746050817177760695598490556,4.26114705978310530220529133407e-11,0.592746050847292954520075612872,5.11098607454831040621666164887e-12
160,5,2,4,0.592746077752569403271517899088,0.00000144106324511479860914143671616,0.592747497230718245011978312900,0.00000236135884354065668071159433313
160,5,2,"4,6",0.592746051050149101266756468072,0.0000000473107068129398360259730746925,0.592746004135914017836894671744,0.0000000520214282215381612481711063740
160,5,2,"4,6,8",0.592746051008845159102806615412,0.0000000293452897502463322967706252911,0.592746029958681839743514733314,0.0000000346583337396049010668107459199
160,5,2,"4,6,8,10",0.592746050883526152229541174535,0.0000000167504819702663374270984689624,0.592746067565446897117009554584,0.0000000156200519193683396895272134360
160,5,2,"4,6,8,10,12",0.592746050820816422875007240035,0.00000000380657573907357480125212277950,0.592746047507283830658868613795,0.00000000251483586785186123485123579175
160,5,3,4,0.592746077752569403271517899088,0.00000144106324511479860914143671616,0.592747497230718245011978312900,0.00000253559386151486161469166600988
160,5,3,"4,6",0.592746051050149101266756468072,0.0000000473107068129398360259730746925,0.592746004135914017836894671744,0.0000000587606207611387274912388262477
160,5,3,"4,6,8",0.592746051008845159102806615412,0.0000000293452897502463322967706252911,0.592746029958681839743514733314,0.0000000399431239759505502309716592171
160,5,3,"4,6,8,10",0.592746050883526152229541174535,0.0000000167504819702663374270984689624,0.592746067565446897117009554584,0.0000000189866734971474425865203015789
160,5,3,"4,6,8,10,12",0.592746050820816422875007240035,0.00000000380657573907357480125212277950,0.592746047507283830658868613795,0.00000000322835133354213690284657397049
160,5,4,4,0.592746077752569403271517899088,0.00000144106324511479860914143671616,0.592747497230718245011978312900,0.00000274282591456471168032388229310
160,5,4,"4,6",0.592746051050149101266756468072,0.0000000473107068129398360259730746925,0.592746004135914017836894671744,0.0000000638683369387251543468797572319
160,5,4,"4,6,8",0.592746051008845159102806615412,0.0000000293452897502463322967706252911,0.592746029958681839743514733314,0.0000000468253419433153329448944808822
160,5,4,"4,6,8,10",0.592746050883526152229541174535,0.0000000167504819702663374270984689624,0.592746067565446897117009554584,0.0000000228261900365097063233154523865
160,5,4,"4,6,8,10,12",0.592746050820816422875007240035,0.00000000380657573907357480125212277950,0.592746047507283830658868613795,0.00000000417073215719298262506297832043
160,6,2,4,0.592746074238421395164597008222,0.000000584968414556400244614964801419,0.592746641135887686613613786428,0.000000873539858405420377121368756477
160,6,2,"4,6",0.592746051075181172007150271361,0.0000000344536358262419167800749981630,0.592746016992985004534813917643,0.0000000467455588814125023390113567571
