dps,min_train,holdout,model,n_min,train_max,test_min,test_max,intercept,rmse,max_abs,source
60,9,3,4,9,12,13,15,0.592746327406016702220364580657,0.000000114801279026540613617730368925,0.000000144572401713826686281430251069,audit_dps060_nmin09_h03.json
60,9,3,4,9,13,14,16,0.592746280524711190587890101208,0.000000105723126286357950487829392345,0.000000128389636434704735570920821318,audit_dps060_nmin09_h03.json
60,9,3,4,9,14,15,17,0.592746245431160168424685526527,0.0000000979194430767553759742641590834,0.000000115333486971648981694946317039,audit_dps060_nmin09_h03.json
60,9,3,4,9,15,16,18,0.592746218446757500705535753962,0.0000000910771783532457929864755762652,0.000000104580922425278601613824075398,audit_dps060_nmin09_h03.json
60,9,3,4,9,16,17,19,0.592746197222735627188592401055,0.0000000850000460188899263896257931976,0.0000000955693199010134778199688497953,audit_dps060_nmin09_h03.json
60,9,3,4,9,17,18,20,0.592746180203594746004010357435,0.0000000795564933508169135610056000405,0.0000000879045717688363476241447565247,audit_dps060_nmin09_h03.json
60,9,3,4,9,18,19,21,0.592746166326602787572940514964,0.0000000746519457851913065966614389558,0.0000000813037648286658830179204240273,audit_dps060_nmin09_h03.json
60,9,3,"4,6",9,13,14,16,0.592746049378349872113493046287,8.36852405365706998256641134933e-10,0.00000000106871107123765537398139595543,audit_dps060_nmin09_h03.json
60,9,3,"4,6",9,14,15,17,0.592746050111478627159892954368,6.08402172494270495803329725130e-10,7.36727280794394032012771344066e-10,audit_dps060_nmin09_h03.json
60,9,3,"4,6",9,15,16,18,0.592746050544029585835809970864,4.39875282152752060128294343373e-10,5.03774240477397729523169381182e-10,audit_dps060_nmin09_h03.json
60,9,3,"4,6",9,16,17,19,0.592746050803454769368846158695,3.12730354875296636216254086281e-10,3.36750944130336758305669379486e-10,audit_dps060_nmin09_h03.json
60,9,3,"4,6",9,17,18,20,0.592746050959984750890831692409,2.15148240716900909981807218609e-10,2.19851696389174166429474325859e-10,audit_dps060_nmin09_h03.json
60,9,3,"4,6",9,18,19,21,0.592746051053772476266329679135,1.39424294740510256722060616347e-10,1.50998347265462507304875340629e-10,audit_dps060_nmin09_h03.json
60,9,3,"4,6,8",9,14,15,17,0.592746053575901705403737886122,4.23147367065724050011140200204e-10,5.99946126616089986913795001520e-10,audit_dps060_nmin09_h03.json
60,9,3,"4,6,8",9,15,16,18,0.592746053038943578745273263782,3.92857535092736678156787963527e-10,5.40834105504587408933346921984e-10,audit_dps060_nmin09_h03.json
60,9,3,"4,6,8",9,16,17,19,0.592746052644441359646878574050,3.67784682675861028803955567611e-10,4.92235106137794307074634012953e-10,audit_dps060_nmin09_h03.json
60,9,3,"4,6,8",9,17,18,20,0.592746052346979390130742503364,3.46708309718748738483375558887e-10,4.51846785727071586338335712541e-10,audit_dps060_nmin09_h03.json
60,9,3,"4,6,8",9,18,19,21,0.592746052117526218957965977872,3.28659462664346045297724528783e-10,4.17855391868712997166465618175e-10,audit_dps060_nmin09_h03.json
60,9,3,"4,6,8,10",9,15,16,18,0.592746051074840798692225862255,1.84628363669353626044590343560e-11,2.74101365372412796794316013930e-11,audit_dps060_nmin09_h03.json
60,9,3,"4,6,8,10",9,16,17,19,0.592746051038406613500622150674,1.90308808681938291763888565303e-11,2.76292696466052180173469120210e-11,audit_dps060_nmin09_h03.json
60,9,3,"4,6,8,10",9,17,18,20,0.592746051009151405466359324192,1.97205296575247365781315959603e-11,2.79791399754655935952817435341e-11,audit_dps060_nmin09_h03.json
60,9,3,"4,6,8,10",9,18,19,21,0.592746050984927488985764438830,2.04001809905027121097889771083e-11,2.82830090594755997277987922179e-11,audit_dps060_nmin09_h03.json
60,9,3,"4,6,8,10,12",9,16,17,19,0.592746050918383373083540437286,4.29285834050294464694494625153e-12,6.60836039682496581313555608338e-12,audit_dps060_nmin09_h03.json
60,9,3,"4,6,8,10,12",9,17,18,20,0.592746050906157989196812658131,5.10162848105311365687872364334e-12,7.66011187198524669194054174414e-12,audit_dps060_nmin09_h03.json
60,9,3,"4,6,8,10,12",9,18,19,21,0.592746050894189086796664712961,5.69431894027026860430123782573e-12,8.35169654385632192704004255803e-12,audit_dps060_nmin09_h03.json
60,9,4,4,9,12,13,16,0.592746327406016702220364580657,0.000000130567696173328761243011625921,0.000000169274014951066422780174330379,audit_dps060_nmin09_h04.json
60,9,4,4,9,13,14,17,0.592746280524711190587890101208,0.000000117319331693680742168036184169,0.000000146707750514156396376991429098,audit_dps060_nmin09_h04.json
60,9,4,4,9,14,15,18,0.592746245431160168424685526527,0.000000106598941088575346432433311607,0.000000129184693239703983379676355777,audit_dps060_nmin09_h04.json
60,9,4,4,9,15,16,19,0.592746218446757500705535753962,0.0000000976759777878123606357143669225,0.000000115226860136228750997652925885,audit_dps060_nmin09_h04.json
60,9,4,4,9,16,17,20,0.592746197222735627188592401055,0.0000000900881039811570321802141955542,0.000000103867427262057619384403222841,audit_dps060_nmin09_h04.json
60,9,4,4,9,17,18,21,0.592746180203594746004010357435,0.0000000835299851714408684170716568148,0.0000000944527754389927819789782441501,audit_dps060_nmin09_h04.json
60,9,4,"4,6",9,13,14,17,0.592746049378349872113493046287,9.54906445920988206838207304552e-10,0.00000000124355113957838659435665291254,audit_dps060_nmin09_h04.json
60,9,4,"4,6",9,14,15,18,0.592746050111478627159892954368,6.67212507369081827878760688031e-10,8.18676071148842164530108008849e-10,audit_dps060_nmin09_h04.json
60,9,4,"4,6",9,15,16,19,0.592746050544029585835809970864,4.65203313179175128282593415003e-10,5.34027807164230987465655122548e-10,audit_dps060_nmin09_h04.json
60,9,4,"4,6",9,16,17,20,0.592746050803454769368846158695,3.19297931876928221615653950569e-10,3.38236385716035982128984134771e-10,audit_dps060_nmin09_h04.json
60,9,4,"4,6",9,17,18,21,0.592746050959984750890831692409,2.11591525368975328617257220484e-10,2.19851696389174166429474325859e-10,audit_dps060_nmin09_h04.json
60,9,4,"4,6,8",9,14,15,18,0.592746053575901705403737886122,5.50212824323507321023960023032e-10,8.20838306511239214975003011754e-10,audit_dps060_nmin09_h04.json
60,9,4,"4,6,8",9,15,16,19,0.592746053038943578745273263782,4.93146077579889213833443474833e-10,7.13975550486358008020562809047e-10,audit_dps060_nmin09_h04.json
60,9,4,"4,6,8",9,16,17,20,0.592746052644441359646878574050,4.48078632611890293926446119477e-10,6.30318273240125927964013926974e-10,audit_dps060_nmin09_h04.json
60,9,4,"4,6,8",9,17,18,21,0.592746052346979390130742503364,4.11780252841897396098024475068e-10,5.63588458396774118484800877945e-10,audit_dps060_nmin09_h04.json
60,9,4,"4,6,8,10",9,15,16,19,0.592746051074840798692225862255,2.62124288884254370654996785955e-11,4.15419875882985242444321095713e-11,audit_dps060_nmin09_h04.json
60,9,4,"4,6,8,10",9,16,17,20,0.592746051038406613500622150674,2.60182246444453636827173981470e-11,4.02649819910196724484591142183e-11,audit_dps060_nmin09_h04.json
60,9,4,"4,6,8,10",9,17,18,21,0.592746051009151405466359324192,2.60536845804743326737109265445e-11,3.93507312632871652976512914290e-11,audit_dps060_nmin09_h04.json
60,9,4,"4,6,8,10,12",9,16,17,20,0.592746050918383373083540437286,6.64240162801005062335721280373e-12,1.10090916680843927023999022524e-11,audit_dps060_nmin09_h04.json
60,9,4,"4,6,8,10,12",9,17,18,21,0.592746050906157989196812658131,7.46004741285557640526752898878e-12,1.20220376863548309378878397552e-11,audit_dps060_nmin09_h04.json
60,10,2,4,10,13,14,15,0.592746206351090626732141015006,0.0000000483336420372795667369353942006,0.0000000573571399006029150046310824139,audit_dps060_nmin10_h02.json
60,10,2,4,10,14,15,16,0.592746181453694643361329222931,0.0000000471163017960601269717007249587,0.0000000542614642415354065460207054123,audit_dps060_nmin10_h02.json
60,10,2,4,10,15,16,17,0.592746162459110755220391231723,0.0000000455927133593444722138725461935,0.0000000512459990867064263619185235459,audit_dps060_nmin10_h02.json
60,10,2,4,10,16,17,18,0.592746147628940202659604997504,0.0000000438929006907877451229466423571,0.0000000483785443837718046884591435941,audit_dps060_nmin10_h02.json
60,10,2,4,10,17,18,19,0.592746135818668845256203897998,0.0000000421096444193687372221400698711,0.0000000456860514793930355004218206628,audit_dps060_nmin10_h02.json
60,10,2,4,10,18,19,20,0.592746126250864621719699603636,0.0000000403073497687536165702857749601,0.0000000431756273535351174340984365610,audit_dps060_nmin10_h02.json
60,10,2,4,10,19,20,21,0.592746118382979583157270571326,0.0000000385293232175118120475149650517,0.0000000408443833907555813157877177409,audit_dps060_nmin10_h02.json
60,10,2,"4,6",10,14,15,16,0.592746051573621068189690414368,3.90963995521953488869877974864e-11,4.10878828012321479143630193652e-11,audit_dps060_nmin10_h02.json
60,10,2,"4,6",10,15,16,17,0.592746051640215261272008584759,1.95872343090604897679786098027e-11,2.73273299515483738567107598641e-11,audit_dps060_nmin10_h02.json
60,10,2,"4,6",10,16,17,18,0.592746051645348107813861508109,5.81264647077047445128859401049e-11,7.64781478927873307277909027316e-11,audit_dps060_nmin10_h02.json
60,10,2,"4,6",10,17,18,19,0.592746051620237437918414650348,9.15030336887227015389008544113e-11,1.13931369570003513238241284239e-10,audit_dps060_nmin10_h02.json
60,10,2,"4,6",10,18,19,20,0.592746051581103970212658089563,1.18538109547397758903888593082e-10,1.42365836352759744832523796031e-10,audit_dps060_nmin10_h02.json
60,10,2,"4,6",10,19,20,21,0.592746051536490265380897536978,1.40130398998030804929085310661e-10,1.63814136846523183065301537472e-10,audit_dps060_nmin10_h02.json
60,10,2,"4,6,8",10,15,16,17,0.592746052102697648309404745039,1.10836282329762042766767151266e-10,1.42593248900152750675070276377e-10,audit_dps060_nmin10_h02.json
60,10,2,"4,6,8",10,16,17,18,0.592746051868019063543392881235,1.11240711922392736007164949167e-10,1.39896777606656026964537598950e-10,audit_dps060_nmin10_h02.json
60,10,2,"4,6,8",10,17,18,19,0.592746051692102593846644109723,1.11284362855013869287826795465e-10,1.36917489703299647388886596422e-10,audit_dps060_nmin10_h02.json
60,10,2,"4,6,8",10,18,19,20,0.592746051556937283420564964456,1.11015985641996871439323156966e-10,1.33808151691333991338083072214e-10,audit_dps060_nmin10_h02.json
60,10,2,"4,6,8",10,19,20,21,0.592746051450878521673768450838,1.10464128754666047345441545069e-10,1.30649527068670833665570279549e-10,audit_dps060_nmin10_h02.json
60,10,2,"4,6,8,10",10,16,17,18,0.592746050974089105257330783849,5.48999421240357971243197112575e-12,7.27788158524740015267193944876e-12,audit_dps060_nmin10_h02.json
60,10,2,"4,6,8,10",10,17,18,19,0.592746050953656018806807403254,6.43268381338075875262043888101e-12,8.37561835750919557811198818066e-12,audit_dps060_nmin10_h02.json
60,10,2,"4,6,8,10",10,18,19,20,0.592746050935837515441277987540,7.29379553650870489165672385858e-12,9.32337543050120617491471321488e-12,audit_dps060_nmin10_h02.json
60,10,2,"4,6,8,10",10,19,20,21,0.592746050920417913207214562624,8.07356381194087552715057204637e-12,1.01327022968300499480338564464e-11,audit_dps060_nmin10_h02.json
60,10,2,"4,6,8,10,12",10,17,18,19,0.592746050888290884180757333019,1.93679646973007062745629538359e-12,2.59007234412187386392095059642e-12,audit_dps060_nmin10_h02.json
60,10,2,"4,6,8,10,12",10,18,19,20,0.592746050874759735381781728559,2.15316152543163063418936713737e-12,2.83745185185464086886630778975e-12,audit_dps060_nmin10_h02.json
60,10,2,"4,6,8,10,12",10,19,20,21,0.592746050863784130592769983415,2.35817630380513701253632319314e-12,3.05998960144521601153981727686e-12,audit_dps060_nmin10_h02.json
60,10,3,4,10,13,14,16,0.592746206351090626732141015006,0.0000000583141087675621358398544207000,0.0000000743594240085911676154500003127,audit_dps060_nmin10_h03.json
60,10,3,4,10,14,15,17,0.592746181453694643361329222931,0.0000000546408745421520362507470113843,0.0000000672085092999298564125313413048,audit_dps060_nmin10_h03.json
60,10,3,4,10,15,16,18,0.592746162459110755220391231723,0.0000000513401465763565635896189792774,0.0000000612375777485575756477676616078,audit_dps060_nmin10_h03.json
60,10,3,4,10,16,17,19,0.592746147628940202659604997504,0.0000000483376887121089678821204650892,0.0000000561820521873625542292156066952,audit_dps060_nmin10_h03.json
60,10,3,4,10,17,18,20,0.592746135818668845256203897998,0.0000000455871635575275401393171433936,0.0000000518471227495890629974786841903,audit_dps060_nmin10_h03.json
60,10,3,4,10,18,19,21,0.592746126250864621719699603636,0.0000000430575834464500371047042941109,0.0000000480884766444388453501601659923,audit_dps060_nmin10_h03.json
60,10,3,"4,6",10,14,15,17,0.592746051573621068189690414368,3.25571386490272446832133322628e-11,4.10878828012321479143630193652e-11,audit_dps060_nmin10_h03.json
60,10,3,"4,6",10,15,16,18,0.592746051640215261272008584759,4.52247924896427006392454641500e-11,7.32702263640399553776243917636e-11,audit_dps060_nmin10_h03.json
60,10,3,"4,6",10,16,17,19,0.592746051645348107813861508109,8.91451204823125183520582420686e-11,1.30702661482411880662520021469e-10,audit_dps060_nmin10_h03.json
60,10,3,"4,6",10,17,18,20,0.592746051620237437918414650348,1.23345743784548958192421408921e-10,1.69990903229589760773345551249e-10,audit_dps060_nmin10_h03.json
60,10,3,"4,6",10,18,19,21,0.592746051581103970212658089563,1.49259157889462927071126299311e-10,1.96805289084092264883658819135e-10,audit_dps060_nmin10_h03.json
60,10,3,"4,6,8",10,15,16,18,0.592746052102697648309404745039,1.61562011015856076135581763246e-10,2.31813475124068999850210286855e-10,audit_dps060_nmin10_h03.json
60,10,3,"4,6,8",10,16,17,19,0.592746051868019063543392881235,1.53368954354453804512390140603e-10,2.14049331933865341398372600203e-10,audit_dps060_nmin10_h03.json
60,10,3,"4,6,8",10,17,18,20,0.592746051692102593846644109723,1.46517799216502889888817481830e-10,1.99082841123110314429035792257e-10,audit_dps060_nmin10_h03.json
60,10,3,"4,6,8",10,18,19,21,0.592746051556937283420564964456,1.40665603279889614045911833058e-10,1.86309789603653850003850537687e-10,audit_dps060_nmin10_h03.json
60,10,3,"4,6,8,10",10,16,17,19,0.592746050974089105257330783849,9.08166111470420731687303046945e-12,1.36802643579187384501150896864e-11,audit_dps060_nmin10_h03.json
60,10,3,"4,6,8,10",10,17,18,20,0.592746050953656018806807403254,9.95225147003819473439365262980e-12,1.46418265896974269455597182829e-11,audit_dps060_nmin10_h03.json
60,10,3,"4,6,8,10",10,18,19,21,0.592746050935837515441277987540,1.06687924246949415425045352150e-11,1.53320086337992875932016591528e-11,audit_dps060_nmin10_h03.json
60,10,3,"4,6,8,10,12",10,17,18,20,0.592746050888290884180757333019,3.35963511712484079359986467762e-12,5.13410977973178904013136121637e-12,audit_dps060_nmin10_h03.json
60,10,3,"4,6,8,10,12",10,18,19,21,0.592746050874759735381781728559,3.50424214491763824848240840853e-12,5.25042188033045367408867991912e-12,audit_dps060_nmin10_h03.json
60,10,4,4,10,13,14,17,0.592746206351090626732141015006,0.0000000670923871731692495486470063454,0.0000000883399559786656283444597667050,audit_dps060_nmin10_h04.json
60,10,4,4,10,14,15,18,0.592746181453694643361329222931,0.0000000612633540326278247110002517668,0.0000000778197833273441356791901822733,audit_dps060_nmin10_h04.json
60,10,4,4,10,15,16,19,0.592746162459110755220391231723,0.0000000564074111141462851124671867565,0.0000000694244349127591075040572303843,audit_dps060_nmin10_h04.json
60,10,4,4,10,16,17,20,0.592746147628940202659604997504,0.0000000522654715370593136792271355799,0.0000000625869124488370079442747859231,audit_dps060_nmin10_h04.json
60,10,4,4,10,17,18,21,0.592746135818668845256203897998,0.0000000486680797758424173538895451589,0.0000000569188853774276385727101702992,audit_dps060_nmin10_h04.json
60,10,4,"4,6",10,14,15,18,0.592746051573621068189690414368,3.19453965985429358578563810861e-11,4.10878828012321479143630193652e-11,audit_dps060_nmin10_h04.json
60,10,4,"4,6",10,15,16,19,0.592746051640215261272008584759,7.46813648530132533613708078169e-11,1.27174602252343626568095761309e-10,audit_dps060_nmin10_h04.json
60,10,4,"4,6",10,16,17,20,0.592746051645348107813861508109,1.21681197959431068018805754103e-10,1.88108208831913981925312753125e-10,audit_dps060_nmin10_h04.json
60,10,4,"4,6",10,17,18,21,0.592746051620237437918414650348,1.55582271180415013625624342377e-10,2.26231860915596922943508217155e-10,audit_dps060_nmin10_h04.json
60,10,4,"4,6,8",10,15,16,19,0.592746052102697648309404745039,2.14424627325947323541871812479e-10,3.24968972372783279414067076327e-10,audit_dps060_nmin10_h04.json
60,10,4,"4,6,8",10,16,17,20,0.592746051868019063543392881235,1.96373116437756186325110626016e-10,2.89280996538954476495115936182e-10,audit_dps060_nmin10_h04.json
60,10,4,"4,6,8",10,17,18,21,0.592746051692102593846644109723,1.81922993831795622465875487255e-10,2.60732633701943470073073304551e-10,audit_dps060_nmin10_h04.json
60,10,4,"4,6,8,10",10,16,17,20,0.592746050974089105257330783849,1.33133778256859541882563970608e-11,2.14838174147630119098525796240e-11,audit_dps060_nmin10_h04.json
60,10,4,"4,6,8,10",10,17,18,21,0.592746050953656018806807403254,1.39508196066394346459864512292e-11,2.19399075389881453302465004547e-11,audit_dps060_nmin10_h04.json
60,10,4,"4,6,8,10,12",10,17,18,21,0.592746050888290884180757333019,5.11098607454831040621666164887e-12,8.40400322800102573569022318393e-12,audit_dps060_nmin10_h04.json
100,5,2,4,5,8,9,10,0.592753715247352600917917502066,0.00000448292524520491706274311086762,0.00000502375518008730521675883834762,audit_dps100_nmin05_h02.json
100,5,2,4,5,9,10,11,0.592752079055661870402538682138,0.00000389933759740717635940610166242,0.00000424240594786154631100190174417,audit_dps100_nmin05_h02.json
100,5,2,4,5,10,11,12,0.592750960348625511418921332200,0.00000343054961559043165984443863683,0.00000365528933491496341694922876374,audit_dps100_nmin05_h02.json
100,5,2,4,5,11,12,13,0.592750159887728144016696885401,0.00000304917199665242177772583072331,0.00000320085504213600302401070446343,audit_dps100_nmin05_h02.json
100,5,2,4,5,12,13,14,0.592749565150223204361709076299,0.00000273470539595526174989259234396,0.00000283985197044652376750308625034,audit_dps100_nmin05_h02.json
100,5,2,4,5,13,14,15,0.592749109322166468155933918831,0.00000247217409990780800758258250413,0.00000254680997481356934323988196805,audit_dps100_nmin05_h02.json
100,5,2,4,5,14,15,16,0.592748750829941170461550441674,0.00000225054358717350535384060616213,0.00000230464858519413833443387273149,audit_dps100_nmin05_h02.json
100,5,2,4,5,15,16,17,0.592748462719889095428671470387,0.00000206156104897725656623554897446,0.00000210152465460930836144667852776,audit_dps100_nmin05_h02.json
100,5,2,4,5,16,17,18,0.592748226884340109203932757145,0.00000189895897087324589705113318667,0.00000192897624377586507328504814220,audit_dps100_nmin05_h02.json
100,5,2,4,5,17,18,19,0.592748030778583028010245441049,0.00000175790948650488669855628662179,0.00000178079811938107250090452558947,audit_dps100_nmin05_h02.json
100,5,2,4,5,18,19,20,0.592747865476678796508858470792,0.00000163464546638917306348747827231,0.00000165233738816261774930520597776,audit_dps100_nmin05_h02.json
100,5,2,4,5,19,20,21,0.592747724477661657733776999221,0.00000152619293290772404451150481502,0.00000154003772214029982475879970845,audit_dps100_nmin05_h02.json
100,5,2,"4,6",5,9,10,11,0.592745878613768057464436492398,0.0000000334816392686930639317582549751,0.0000000450928350609414940475933177417,audit_dps100_nmin05_h02.json
100,5,2,"4,6",5,10,11,12,0.592745888899793003856440920188,0.0000000520214282215381612481711063740,0.0000000634999694910058691528544232809,audit_dps100_nmin05_h02.json
100,5,2,"4,6",5,11,12,13,0.592745907935452192295032696135,0.0000000589495223157623394986205495166,0.0000000682525184521984683751180284275,audit_dps100_nmin05_h02.json
100,5,2,"4,6",5,12,13,14,0.592745926562198665131844629350,0.0000000603850706758667836875635954324,0.0000000675384348248996551385065843133,audit_dps100_nmin05_h02.json
100,5,2,"4,6",5,13,14,15,0.592745942648229061974233043875,0.0000000592289353198553630370060320416,0.0000000646445847858935859035671951464,audit_dps100_nmin05_h02.json
100,5,2,"4,6",5,14,15,16,0.592745956036506115300520134170,0.0000000568812573115768544325532903793,0.0000000609761779254104342771230778140,audit_dps100_nmin05_h02.json
100,5,2,"4,6",5,15,16,17,0.592745967081069469776641798183,0.0000000540426016395100928194544423118,0.0000000571544646784142888603199846602,audit_dps100_nmin05_h02.json
100,5,2,"4,6",5,16,17,18,0.592745976210574944153198025673,0.0000000510703593233510229171428256715,0.0000000534538243723672291022376919759,audit_dps100_nmin05_h02.json
100,5,2,"4,6",5,17,18,19,0.592745983806296128037433436283,0.0000000481463199617530018104513050847,0.0000000499885014002960198585564707954,audit_dps100_nmin05_h02.json
100,5,2,"4,6",5,18,19,20,0.592745990178296226976734166674,0.0000000453596814032200270540299854217,0.0000000467970017151831685127818172531,audit_dps100_nmin05_h02.json
100,5,2,"4,6",5,19,20,21,0.592745995570724424900829270381,0.0000000427499436415487906385380408193,0.0000000438819463862718605728285045574,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8",5,10,11,12,0.592745819924832062663964960669,0.0000000836999028705136771042507248117,0.0000000996955061776761210038067995353,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8",5,11,12,13,0.592745895818990518980652268347,0.0000000651827114523960441985395833362,0.0000000751801938159098404660212542240,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8",5,12,13,14,0.592745940171558971932929214709,0.0000000527025431023920144302785335932,0.0000000591770267601248586805259180636,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8",5,13,14,15,0.592745967948583787267911868822,0.0000000438067882986072059738487313976,0.0000000481287773999435998240846388474,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8",5,14,15,16,0.592745986330058282423962937448,0.0000000371956695108042745373023721930,0.0000000401583030993670004409309969834,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8",5,15,16,17,0.592745999053966732571583496108,0.0000000321209979684055275963191196468,0.0000000342000363397580159274752529770,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8",5,16,17,18,0.592746008197252298321130349571,0.0000000281240881546927243077095762620,0.0000000296138898620016188201238201515,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8",5,17,18,19,0.592746014977685734782274642894,0.0000000249092545031562454595006382150,0.0000000259970123680533311033785967862,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8",5,18,19,20,0.592746020142425427078500810114,0.0000000222779162250410630315684367398,0.0000000230856410384003991112696623351,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8",5,19,20,21,0.592746024168048519287048252559,0.0000000200921027319044824746415727125,0.0000000207011087005552475159133667021,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10",5,11,12,13,0.592746178381571851042241600002,0.0000000271339389265388804405333031787,0.0000000336676672577901223249761031214,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10",5,12,13,14,0.592746141913548764409206859514,0.0000000228159719668005497591133376705,0.0000000275237530687643154561814833747,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10",5,13,14,15,0.592746119085853833579094845664,0.0000000197468303034033260460763603337,0.0000000232183804744441111487133527509,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10",5,14,15,16,0.592746103927811940965064281974,0.0000000174355863925508589834526550768,0.0000000200423336862108702511288264677,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10",5,15,16,17,0.592746093388842029753984786695,0.0000000156200519193683396895272134360,0.0000000176075376578098291638689446674,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10",5,16,17,18,0.592746085783814970989469593039,0.0000000141478292481742912266414895884,0.0000000156835912534953259763522289245,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10",5,17,18,19,0.592746080124307467671538534276,0.0000000129244665837278971974448544813,0.0000000141255050368783143503779058103,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10",5,18,19,20,0.592746075801854084719031633912,0.0000000118883106760541665759915285163,0.0000000128378707377195182834388758988,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10",5,19,20,21,0.592746072426554709448705320776,0.0000000109973294877546337119940761727,0.0000000117555887161719767051142299386,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10,12",5,12,13,14,0.592746021359473013027479713989,0.00000000450069949745480556236410509763,0.00000000569318570707845147650913506988,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10,12",5,13,14,15,0.592746030752946961524382416511,0.00000000365990811688797485126008752914,0.00000000451381346337469724923137241586,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10,12",5,14,15,16,0.592746036380013456071260989956,0.00000000308775678577983133110972131277,0.00000000371746712764329279751499086172,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10,12",5,15,16,17,0.592746039980896882199991492002,0.00000000267277963034705177694944424279,0.00000000314713775789946493201682037129,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10,12",5,16,17,18,0.592746042405588856254103238120,0.00000000235689210535667069275302734072,0.00000000272016244554128018412031499801,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10,12",5,17,18,19,0.592746044106047385507145181009,0.00000000210730661240086682840608806572,0.00000000238928993953729570308872971716,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10,12",5,18,19,20,0.592746045339025776778250759551,0.00000000190430324036918563559215175074,0.00000000212573438505485651399331569952,audit_dps100_nmin05_h02.json
100,5,2,"4,6,8,10,12",5,19,20,21,0.592746046258342045716735864871,0.00000000173538140107898228055106311312,0.00000000191104511557614869208262765206,audit_dps100_nmin05_h02.json
100,5,3,4,5,8,9,11,0.592753715247352600917917502066,0.00000495553427941205065134212772281,0.00000578608006124116854524967123811,audit_dps100_nmin05_h03.json
100,5,3,4,5,9,10,12,0.592752079055661870402538682138,0.00000419348002612979756789994616896,0.00000472717217705705764076502056490,audit_dps100_nmin05_h03.json
100,5,3,4,5,10,11,13,0.592750960348625511418921332200,0.00000362154857923995085351216499062,0.00000397611632190626471546360280591,audit_dps100_nmin05_h03.json
100,5,3,4,5,11,12,14,0.592750159887728144016696885401,0.00000317769746858220929851478042481,0.00000342029002793077626247593290258,audit_dps100_nmin05_h03.json
100,5,3,4,5,12,13,15,0.592749565150223204361709076299,0.00000282383560795466829611988568197,0.00000299414685961201365691011198522,audit_dps100_nmin05_h03.json
100,5,3,4,5,13,14,16,0.592749109322166468155933918831,0.00000253559386151486161469166600988,0.00000265789750200145609079352766244,audit_dps100_nmin05_h03.json
100,5,3,4,5,14,15,17,0.592748750829941170461550441674,0.00000229668237605759097162047494654,0.00000238628517448041958906273134148,audit_dps100_nmin05_h03.json
100,5,3,4,5,15,16,18,0.592748462719889095428671470387,0.00000209578461942912717201438054533,0.00000216260759172501319286251002404,audit_dps100_nmin05_h03.json
100,5,3,4,5,16,17,19,0.592748226884340109203932757145,0.00000192478177318316821172806549693,0.00000197541496324556306643571827614,audit_dps100_nmin05_h03.json
100,5,3,4,5,17,18,20,0.592748030778583028010245441049,0.00000177769169599314186103114002704,0.00000181660996708736860555925634850,audit_dps100_nmin05_h03.json
100,5,3,4,5,18,19,21,0.592747865476678796508858470792,0.00000165000749619991868750260850041,0.00000168031027223379783716054582282,audit_dps100_nmin05_h03.json
100,5,3,"4,6",5,9,10,12,0.592745878613768057464436492398,0.0000000497885485185867288460105010987,0.0000000720739783453446909614797018809,audit_dps100_nmin05_h03.json
100,5,3,"4,6",5,10,11,13,0.592745888899793003856440920188,0.0000000647943511316373175808797652724,0.0000000847494296576232794622482453659,audit_dps100_nmin05_h03.json
100,5,3,"4,6",5,11,12,14,0.592745907935452192295032696135,0.0000000683955837010150607272825117482,0.0000000841651664698320844473127552485,audit_dps100_nmin05_h03.json
100,5,3,"4,6",5,12,13,15,0.592745926562198665131844629350,0.0000000672961177690898843508068200891,0.0000000793321427878687311273244081562,audit_dps100_nmin05_h03.json
100,5,3,"4,6",5,13,14,16,0.592745942648229061974233043875,0.0000000643067319866777617765428103699,0.0000000734161683702710962350950934402,audit_dps100_nmin05_h03.json
