dps,min_train,holdout,model,n_min,train_max,test_min,test_max,intercept,rmse,max_abs,source
100,7,2,"4,6,8,10,12",7,18,19,20,0.592746050647828889129465856825,4.13379768551948198600626891940e-11,4.86175321203732120875142805319e-11,audit_dps100_nmin07_h02.json
100,7,2,"4,6,8,10,12",7,19,20,21,0.592746050699636316806677153940,3.43869541625429841128736331070e-11,3.95650030728774764058587136032e-11,audit_dps100_nmin07_h02.json
100,7,3,4,7,10,11,13,0.592747189370415207438256653339,0.000000590742034667964015176191749396,0.000000719376795809752240876955613764,audit_dps100_nmin07_h03.json
100,7,3,4,7,11,12,14,0.592746969603313394397238511815,0.000000520641305069494815763513610463,0.000000611537987943721140761004863358,audit_dps100_nmin07_h03.json
100,7,3,4,7,12,13,15,0.592746812946928416539156198424,0.000000465332409669593555469821112474,0.000000530854851894610016011550871900,audit_dps100_nmin07_h03.json
100,7,3,4,7,13,14,16,0.592746697000477328674821697433,0.000000420218961124507137549346008898,0.000000468304935597427881136027094538,audit_dps100_nmin07_h03.json
100,7,3,4,7,14,15,17,0.592746608516945652969596678351,0.000000382545041249703765863031750158,0.000000418413260664686133038025524145,audit_dps100_nmin07_h03.json
100,7,3,4,7,15,16,18,0.592746539257716017342410224102,0.000000350540878435702357508669854951,0.000000377694990513536761126335012911,audit_dps100_nmin07_h03.json
100,7,3,4,7,16,17,19,0.592746483878571807311136325699,0.000000322999403611323785667824138000,0.000000343836623904129734030749289509,audit_dps100_nmin07_h03.json
100,7,3,4,7,17,18,20,0.592746438787379277958959334277,0.000000299055690457900375879023159070,0.000000315244958298127203812923557710,audit_dps100_nmin07_h03.json
100,7,3,4,7,18,19,21,0.592746401495286107122061674510,0.000000278065422028055760635702915517,0.000000290787431396199490308588592398,audit_dps100_nmin07_h03.json
100,7,3,"4,6",7,11,12,14,0.592746001556720865595194078839,0.0000000201036654210305048255240112040,0.0000000258489696702292771462369406955,audit_dps100_nmin07_h03.json
100,7,3,"4,6",7,12,13,15,0.592746014277625447083427825853,0.0000000167419190315444169932171915157,0.0000000207010012353555096633407733266,audit_dps100_nmin07_h03.json
100,7,3,"4,6",7,13,14,16,0.592746022731663997027969197986,0.0000000142184084962718243741636004962,0.0000000169942599391853250222412111387,audit_dps100_nmin07_h03.json
100,7,3,"4,6",7,14,15,17,0.592746028566425437893453408903,0.0000000122745592526472661001303386343,0.0000000142539758026889022262080798400,audit_dps100_nmin07_h03.json
100,7,3,"4,6",7,15,16,18,0.592746032731837347219223238623,0.0000000107407807735067278050417436248,0.0000000121750485073665322743010949261,audit_dps100_nmin07_h03.json
100,7,3,"4,6",7,16,17,19,0.592746035795077242249131438156,0.00000000950516068233943576999478735962,0.0000000105601088631361007805666346953,audit_dps100_nmin07_h03.json
100,7,3,"4,6",7,17,18,20,0.592746038106991617850436416746,0.00000000849211091854249839141867460483,0.00000000927896338919460099061453060249,audit_dps100_nmin07_h03.json
100,7,3,"4,6",7,18,19,21,0.592746039891925968260559938728,0.00000000764914813648961810619380260321,0.00000000824369942398326866753694777663,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8",7,12,13,15,0.592746064021417706276106642070,0.00000000271025768621024392509067344652,0.00000000378500614218043494273835012841,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8",7,13,14,16,0.592746061629297945477594543256,0.00000000259479698936881166078429238144,0.00000000349626154647355094627624018695,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8",7,14,15,17,0.592746059770432387860951287678,0.00000000245503402819152723740530283493,0.00000000320087826546669669601721042889,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8",7,15,16,18,0.592746058331596293491928057348,0.00000000231527272630482186415979887600,0.00000000292968795411189052716071366278,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8",7,16,17,19,0.592746057208837251293982930304,0.00000000218356055315334560326504793969,0.00000000268972634824285584921763067066,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8",7,17,18,20,0.592746056321978320931948341427,0.00000000206198261281622976904227058986,0.00000000247991773528332034453716198051,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8",7,18,19,21,0.592746055612103709695053464562,0.00000000195046900519380024315975904903,0.00000000229674534522289877015837071510,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8,10",7,13,14,16,0.592746054344413821089787562588,6.26930622796440825211291524600e-10,8.80950427254122401946827364075e-10,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8,10",7,14,15,17,0.592746053355653099142303078723,5.06438112122859960888034912744e-10,6.91577788447429850593969067698e-10,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8,10",7,15,16,18,0.592746052735888024409403412013,4.26086144108086956881010320381e-10,5.66206895188203894348449637298e-10,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8,10",7,16,17,19,0.592746052323314772755402295005,3.69665564047146909358834064339e-10,4.78825504226993733669170644068e-10,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8,10",7,17,18,20,0.592746052035077364074232083804,3.28312877019764030358648948313e-10,4.15295610887153870474332556250e-10,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8,10",7,18,19,21,0.592746051825605947562198244877,2.96865173653251770584176554956e-10,3.67427737852801599920648668839e-10,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8,10,12",7,14,15,17,0.592746049903404839814568988276,1.35784412141136031005639441050e-10,1.95264412699897667854106048279e-10,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8,10,12",7,15,16,18,0.592746050244323403683598639307,1.02364618944133866559780655136e-10,1.42909883189141757065017746366e-10,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8,10,12",7,16,17,19,0.592746050445087964083109452647,7.92342092176672843717725622980e-11,1.07326744367622018293507205001e-10,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8,10,12",7,17,18,20,0.592746050568841575756187611974,6.24592303400311936992663168270e-11,8.20695069307140313710015149916e-11,audit_dps100_nmin07_h03.json
100,7,3,"4,6,8,10,12",7,18,19,21,0.592746050647828889129465856825,4.98536385968829320474185423729e-11,6.35491871158443818793201943142e-11,audit_dps100_nmin07_h03.json
100,7,4,4,7,10,11,14,0.592747189370415207438256653339,0.000000653543739585128204485677736856,0.000000813356762824725941110617037181,audit_dps100_nmin07_h04.json
100,7,4,4,7,11,12,15,0.592746969603313394397238511815,0.000000563891698332024736864769160700,0.000000677268989514284828662297922175,audit_dps100_nmin07_h04.json
100,7,4,4,7,12,13,16,0.592746812946928416539156198424,0.000000495945753560223657515940017670,0.000000578140127850455515330831685859,audit_dps100_nmin07_h04.json
100,7,4,4,7,13,14,17,0.592746697000477328674821697433,0.000000442399931015639343857041598383,0.000000503109202842573411648754279557,audit_dps100_nmin07_h04.json
100,7,4,4,7,14,15,18,0.592746608516945652969596678351,0.000000398944768037120098365366843981,0.000000444528498549365877394381561642,audit_dps100_nmin07_h04.json
100,7,4,4,7,15,16,19,0.592746539257716017342410224102,0.000000362882924156424878348336163821,0.000000397617082396932322459129244019,audit_dps100_nmin07_h04.json
100,7,4,4,7,16,17,20,0.592746483878571807311136325699,0.000000332434356115902632744466618276,0.000000359255564055682435676807081933,audit_dps100_nmin07_h04.json
100,7,4,4,7,17,18,21,0.592746438787379277958959334277,0.000000306369674228733336533771887059,0.000000327332539113248239251797131361,audit_dps100_nmin07_h04.json
100,7,4,"4,6",7,11,12,15,0.592746001556720865595194078839,0.0000000231945195598899174702467312646,0.0000000306507889029670981603228164674,audit_dps100_nmin07_h04.json
100,7,4,"4,6",7,12,13,16,0.592746014277625447083427825853,0.0000000187806147125612047681819932033,0.0000000238740528053012835708002868944,audit_dps100_nmin07_h04.json
100,7,4,"4,6",7,13,14,17,0.592746022731663997027969197986,0.0000000156011049056128984921912094959,0.0000000191595531420539915338867702773,audit_dps100_nmin07_h04.json
100,7,4,"4,6",7,14,15,18,0.592746028566425437893453408903,0.0000000132359793461568628861603651426,0.0000000157724501098376718604383879219,audit_dps100_nmin07_h04.json
100,7,4,"4,6",7,15,16,19,0.592746032731837347219223238623,0.0000000114242405774079274003907829773,0.0000000132649906222499800007671563621,audit_dps100_nmin07_h04.json
100,7,4,"4,6",7,16,17,20,0.592746035795077242249131438156,0.0000000100006906947423452784535520142,0.0000000113583017523021488930846501054,audit_dps100_nmin07_h04.json
100,7,4,"4,6",7,17,18,21,0.592746038106991617850436416746,0.00000000885776469218553769576825137826,0.00000000987381070357482933102920602605,audit_dps100_nmin07_h04.json
100,7,4,"4,6,8",7,12,13,16,0.592746064021417706276106642070,0.00000000343429020776405186753668080819,0.00000000501407087580451968797256767371,audit_dps100_nmin07_h04.json
100,7,4,"4,6,8",7,13,14,17,0.592746061629297945477594543256,0.00000000316364273806165886794907031319,0.00000000445372060734042149790686733649,audit_dps100_nmin07_h04.json
100,7,4,"4,6,8",7,14,15,18,0.592746059770432387860951287678,0.00000000290216927713257448398333457492,0.00000000395079356760055105867430588731,audit_dps100_nmin07_h04.json
100,7,4,"4,6,8",7,15,16,19,0.592746058331596293491928057348,0.00000000266877877443810836360443768263,0.00000000352250723151175361759766090580,audit_dps100_nmin07_h04.json
100,7,4,"4,6,8",7,16,17,20,0.592746057208837251293982930304,0.00000000246521280108895937241333674185,0.00000000316311342679162531237655208052,audit_dps100_nmin07_h04.json
100,7,4,"4,6,8",7,17,18,21,0.592746056321978320931948341427,0.00000000228825767085012214857881947612,0.00000000286167359881387706758250294199,audit_dps100_nmin07_h04.json
100,7,4,"4,6,8,10",7,13,14,17,0.592746054344413821089787562588,8.03050353592413304356964694492e-10,0.00000000118339911450862622207133295203,audit_dps100_nmin07_h04.json
100,7,4,"4,6,8,10",7,14,15,18,0.592746053355653099142303078723,6.28328171594167554391260233169e-10,8.99859144890898597416265921644e-10,audit_dps100_nmin07_h04.json
100,7,4,"4,6,8,10",7,15,16,19,0.592746052735888024409403412013,5.14422571008455466265992121284e-10,7.16850137510697063746341927350e-10,audit_dps100_nmin07_h04.json
100,7,4,"4,6,8,10",7,16,17,20,0.592746052323314772755402295005,4.36006136700083654794912921623e-10,5.91986078580942913841182038039e-10,audit_dps100_nmin07_h04.json
100,7,4,"4,6,8,10",7,17,18,21,0.592746052035077364074232083804,3.79549919138125821358318161018e-10,5.02856369970638134237183627462e-10,audit_dps100_nmin07_h04.json
100,7,4,"4,6,8,10,12",7,14,15,18,0.592746049903404839814568988276,1.79931847542344164439340697335e-10,2.72377787821371118797200827201e-10,audit_dps100_nmin07_h04.json
100,7,4,"4,6,8,10,12",7,15,16,19,0.592746050244323403683598639307,1.30400124843728247024761403542e-10,1.91262188114395629750349306957e-10,audit_dps100_nmin07_h04.json
100,7,4,"4,6,8,10,12",7,16,17,20,0.592746050445087964083109452647,9.74602123327368046290000888283e-11,1.38418901240839788863880862968e-10,audit_dps100_nmin07_h04.json
100,7,4,"4,6,8,10,12",7,17,18,21,0.592746050568841575756187611974,7.44645781255456203981583055628e-11,1.02354419629319034359889109698e-10,audit_dps100_nmin07_h04.json
100,8,2,4,8,11,12,13,0.592746583160804433904194370550,0.000000210568275243961721654471230226,0.000000245457925395267167002754018976,audit_dps100_nmin08_h02.json
100,8,2,4,8,12,13,14,0.592746487051642152492640629146,0.000000196863525423331226989540715538,0.000000222636254330260221249207492823,audit_dps100_nmin08_h02.json
100,8,2,4,8,13,14,15,0.592746416734101761141256744225,0.000000184017093343349047123000715970,0.000000203228776035063847738920208270,audit_dps100_nmin08_h02.json
100,8,2,4,8,14,15,16,0.592746363626328479036994547809,0.000000172061389790532232696007015028,0.000000186536471053733221256052300189,audit_dps100_nmin08_h02.json
100,8,2,4,8,15,16,17,0.592746322448464887760114288064,0.000000161009249582943267564105193112,0.000000172038477152676269113237180948,audit_dps100_nmin08_h02.json
100,8,2,4,8,16,17,18,0.592746289807582192723277373850,0.000000150844956779742336076670599656,0.000000159342686672252180943287693960,audit_dps100_nmin08_h02.json
100,8,2,4,8,17,18,19,0.592746263442365496245451510971,0.000000141529754916230743237023673780,0.000000148147830495632923210227619162,audit_dps100_nmin08_h02.json
100,8,2,4,8,18,19,20,0.592746241798240835923827829683,0.000000133010260868616987586782713507,0.000000138217501603520768397517700316,audit_dps100_nmin08_h02.json
100,8,2,4,8,19,20,21,0.592746223777566455459308603256,0.000000125225726958679098295318712067,0.000000129362696699562583907056462607,audit_dps100_nmin08_h02.json
100,8,2,"4,6",8,12,13,14,0.592746038959124971830372008129,0.00000000391295398816632322442984303550,0.00000000470699421250636693211158609104,audit_dps100_nmin08_h02.json
100,8,2,"4,6",8,13,14,15,0.592746042480279219183311640662,0.00000000329584957156044950351920545900,0.00000000383640239009375109895320375290,audit_dps100_nmin08_h02.json
100,8,2,"4,6",8,14,15,16,0.592746044736984056807485893259,0.00000000280522424160162545698507229996,0.00000000317472894396217952241285454479,audit_dps100_nmin08_h02.json
100,8,2,"4,6",8,15,16,17,0.592746046242137993802859465309,0.00000000240888159011993049603964996907,0.00000000266288787179132669224732873490,audit_dps100_nmin08_h02.json
100,8,2,"4,6",8,16,17,18,0.592746047280886820149037918868,0.00000000208454995542618543517984645525,0.00000000226020527531159640007974664004,audit_dps100_nmin08_h02.json
100,8,2,"4,6",8,17,18,19,0.592746048019206927288364739227,0.00000000181635182000604779817024264055,0.00000000193850388332187653305317594860,audit_dps100_nmin08_h02.json
100,8,2,"4,6",8,18,19,20,0.592746048557641205514835166858,0.00000000159262908241947031776551298879,0.00000000167797348796706895338154702641,audit_dps100_nmin08_h02.json
100,8,2,"4,6",8,19,20,21,0.592746048959259753825617974238,0.00000000140460301135637650847468781152,0.00000000146443373635856395445854974346,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8",8,13,14,15,0.592746057609658657498067936820,9.30607724392885300756796165024e-10,0.00000000117793023644212331558419123317,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8",8,14,15,16,0.592746056190108763018050520058,8.88078752041364503900029761820e-10,0.00000000109531998650816561543279156555,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8",8,15,16,17,0.592746055173491051267203339583,8.49389465364428056092914893984e-10,0.00000000102249392055880271640351301696,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8",8,16,17,18,0.592746054423040315613681332487,8.13763548277674795788817005325e-10,9.58261141826522038505681761634e-10,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8",8,17,18,19,0.592746053854560810711418628620,7.80602501489705282129280767899e-10,9.01349619590558163454113456462e-10,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8",8,18,19,20,0.592746053414210115083915994325,7.49471208491304799896772548935e-10,8.50592559128294101400505029974e-10,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8",8,19,20,21,0.592746053066425390948415830155,7.20067887703615069718965206124e-10,8.04999487123674648775122315761e-10,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8,10",8,14,15,16,0.592746051156870837997947935410,1.46718375520199824352620589698e-11,1.93909728151231811490103582995e-11,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8,10",8,15,16,17,0.592746051122623258079845881108,1.81471850734798155392325583120e-11,2.34476311874097440426484529390e-11,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8,10",8,16,17,18,0.592746051090194524217082728415,2.10545836020346585763470592051e-11,2.66267931133073846365216984506e-11,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8,10",8,17,18,19,0.592746051061053293332396170751,2.35828463554371807275238566990e-11,2.92190904475390434416522584430e-11,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8,10",8,18,19,20,0.592746051035312840530298248287,2.57957749325724502740304351955e-11,3.13478255609336439712377168510e-11,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8,10",8,19,20,21,0.592746051012708525424862808222,2.77201552680478791801115496296e-11,3.30836447991507167596723707253e-11,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8,10,12",8,15,16,17,0.592746051035080741440865068249,8.69686687818521308961274975319e-12,1.14706948936889069358562902691e-11,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8,10,12",8,16,17,18,0.592746050996664521180028316432,8.88319320503301830039371302015e-12,1.15403149617678507101061602391e-11,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8,10,12",8,17,18,19,0.592746050968309449653477907201,9.32034738575640447528858712194e-12,1.19124246675676679038382940996e-11,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8,10,12",8,18,19,20,0.592746050946032062664393668067,9.84726985852265174545101541953e-12,1.23754751318021357292753812707e-11,audit_dps100_nmin08_h02.json
100,8,2,"4,6,8,10,12",8,19,20,21,0.592746050927910069079744657682,1.03875072534249654122545750799e-11,1.28363237270850034661670347941e-11,audit_dps100_nmin08_h02.json
100,8,3,4,8,11,12,14,0.592746583160804433904194370550,0.000000246311976439368579666670632789,0.000000305500854555221401889512517519,audit_dps100_nmin08_h03.json
100,8,3,4,8,12,13,15,0.592746487051642152492640629146,0.000000222224087329948797352995826967,0.000000265782128226637857412624533825,audit_dps100_nmin08_h03.json
100,8,3,4,8,13,14,16,0.592746416734101761141256744225,0.000000202407829520851902905475489044,0.000000234908933565662991411711135415,audit_dps100_nmin08_h03.json
100,8,3,4,8,14,15,17,0.592746363626328479036994547809,0.000000185657525437392735120657507393,0.000000210228224892162023480748437325,audit_dps100_nmin08_h03.json
100,8,3,4,8,15,16,18,0.592746322448464887760114288064,0.000000171234325210182667926795817184,0.000000190041115256764279985965933812,audit_dps100_nmin08_h03.json
100,8,3,4,8,16,17,19,0.592746289807582192723277373850,0.000000158653157029309458741371149064,0.000000173216831556103430635208322020,audit_dps100_nmin08_h03.json
100,8,3,4,8,17,18,20,0.592746263442365496245451510971,0.000000147574614718005096694066947720,0.000000158976280225089739785822622104,audit_dps100_nmin08_h03.json
100,8,3,4,8,18,19,21,0.592746241798240835923827829683,0.000000137748195297739531494599976493,0.000000146765925645830635291128247310,audit_dps100_nmin08_h03.json
100,8,3,"4,6",8,12,13,15,0.592746038959124971830372008129,0.00000000479636660354651086766532885478,0.00000000619620690098671647686806651196,audit_dps100_nmin08_h03.json
100,8,3,"4,6",8,13,14,16,0.592746042480279219183311640662,0.00000000385893465682595626189592357543,0.00000000479049906171027084616023104630,audit_dps100_nmin08_h03.json
100,8,3,"4,6",8,14,15,17,0.592746044736984056807485893259,0.00000000317159935070798002304218352822,0.00000000379981068382294698242405758066,audit_dps100_nmin08_h03.json
100,8,3,"4,6",8,15,16,18,0.592746046242137993802859465309,0.00000000265146011592180249788762039694,0.00000000307982161959661640464393763961,audit_dps100_nmin08_h03.json
100,8,3,"4,6",8,16,17,19,0.592746047280886820149037918868,0.00000000224751653570335978570851365036,0.00000000254230106428122941888959069877,audit_dps100_nmin08_h03.json
100,8,3,"4,6",8,17,18,20,0.592746048019206927288364739227,0.00000000192713800268525477620031111061,0.00000000213150528408976143878803744270,audit_dps100_nmin08_h03.json
100,8,3,"4,6",8,18,19,21,0.592746048557641205514835166858,0.00000000166864012889738608911518072608,0.00000000181111701746836000217636187746,audit_dps100_nmin08_h03.json
100,8,3,"4,6,8",8,13,14,16,0.592746057609658657498067936820,0.00000000128565237537713790306747934926,0.00000000179628634063147699082464088714,audit_dps100_nmin08_h03.json
100,8,3,"4,6,8",8,14,15,17,0.592746056190108763018050520058,0.00000000116314664222132046871682226871,0.00000000157523413950990241230545178820,audit_dps100_nmin08_h03.json
100,8,3,"4,6,8",8,15,16,18,0.592746055173491051267203339583,0.00000000106536195378466943313857318660,0.00000000140073671686421018535617478137,audit_dps100_nmin08_h03.json
100,8,3,"4,6,8",8,16,17,19,0.592746054423040315613681332487,9.85369225389661980612695873682e-10,0.00000000126033142705564725687938288043,audit_dps100_nmin08_h03.json
100,8,3,"4,6,8",8,17,18,20,0.592746053854560810711418628620,9.18428219215248850176617135934e-10,0.00000000114536048949171846198656840892,audit_dps100_nmin08_h03.json
100,8,3,"4,6,8",8,18,19,21,0.592746053414210115083915994325,8.61249318889422414437721176844e-10,0.00000000104968423020813660572866267908,audit_dps100_nmin08_h03.json
100,8,3,"4,6,8,10",8,14,15,17,0.592746051156870837997947935410,2.37513844932943019259700335780e-11,3.55226570196990704887227419134e-11,audit_dps100_nmin08_h03.json
100,8,3,"4,6,8,10",8,15,16,18,0.592746051122623258079845881108,2.72168177098224807339257190221e-11,3.95426965009578303422827826869e-11,audit_dps100_nmin08_h03.json
100,8,3,"4,6,8,10",8,16,17,19,0.592746051090194524217082728415,2.97772072076051452929032165038e-11,4.21124117801844966575538058202e-11,audit_dps100_nmin08_h03.json
100,8,3,"4,6,8,10",8,17,18,20,0.592746051061053293332396170751,3.17948899410755236071012858915e-11,4.38228683982119443297050935583e-11,audit_dps100_nmin08_h03.json
100,8,3,"4,6,8,10",8,18,19,21,0.592746051035312840530298248287,3.34198791207401323983032968527e-11,4.49424181880634937863719105449e-11,audit_dps100_nmin08_h03.json
100,8,3,"4,6,8,10,12",8,15,16,18,0.592746051035080741440865068249,1.40536544492378601812717082526e-11,2.10058235530530742736981078843e-11,audit_dps100_nmin08_h03.json
100,8,3,"4,6,8,10,12",8,16,17,19,0.592746050996664521180028316432,1.36266148634900028462932333364e-11,1.99807821387895231437304140352e-11,audit_dps100_nmin08_h03.json
100,8,3,"4,6,8,10,12",8,17,18,20,0.592746050968309449653477907201,1.36213423758790150122990099886e-11,1.95674513818330368209024896498e-11,audit_dps100_nmin08_h03.json
100,8,3,"4,6,8,10,12",8,18,19,21,0.592746050946032062664393668067,1.37758612509855313720848457635e-11,1.93748706392088330942548115319e-11,audit_dps100_nmin08_h03.json
100,8,4,4,8,11,12,15,0.592746583160804433904194370550,0.000000276496274505747355939126474453,0.000000351840858982901805562881621002,audit_dps100_nmin08_h04.json
100,8,4,4,8,12,13,16,0.592746487051642152492640629146,0.000000243766550061610156912587011929,0.000000299228823389177925567584735935,audit_dps100_nmin08_h04.json
100,8,4,4,8,13,14,17,0.592746416734101761141256744225,0.000000218122398392849761827872635501,0.000000259620365858631229698631428297,audit_dps100_nmin08_h04.json
100,8,4,4,8,14,15,18,0.592746363626328479036994547809,0.000000197341465716345440852140690318,0.000000228841574259778637139045920326,audit_dps100_nmin08_h04.json
100,8,4,4,8,15,16,19,0.592746322448464887760114288064,0.000000180068893051152170908586117898,0.000000204293031178523844388133382288,audit_dps100_nmin08_h04.json
100,8,4,4,8,16,17,20,0.592746289807582192723277373850,0.000000165434050106577341081430633603,0.000000184285721184691879735293260227,audit_dps100_nmin08_h04.json
100,8,4,4,8,17,18,21,0.592746263442365496245451510971,0.000000152849553891352770276554476599,0.000000167681673929023262479816548232,audit_dps100_nmin08_h04.json
100,8,4,"4,6",8,12,13,16,0.592746038959124971830372008129,0.00000000555652537052239031824506323314,0.00000000738136159432574271587559637531,audit_dps100_nmin08_h04.json
100,8,4,"4,6",8,13,14,17,0.592746042480279219183311640662,0.00000000434013630076542455297273028683,0.00000000553832126008682820886168267616,audit_dps100_nmin08_h04.json
100,8,4,"4,6",8,14,15,18,0.592746044736984056807485893259,0.00000000348335300262451073236485504082,0.00000000428460794464778741039345420129,audit_dps100_nmin08_h04.json
100,8,4,"4,6",8,15,16,19,0.592746046242137993802859465309,0.00000000285727610270600585436551893456,0.00000000340079177095674469089831846933,audit_dps100_nmin08_h04.json
100,8,4,"4,6",8,16,17,20,0.592746047280886820149037918868,0.00000000238548370512368781787645715962,0.00000000275828539039426721997543670461,audit_dps100_nmin08_h04.json
100,8,4,"4,6",8,17,18,21,0.592746048019206927288364739227,0.00000000202075022518725445136154318423,0.00000000227862749175818976444527900425,audit_dps100_nmin08_h04.json
100,8,4,"4,6,8",8,13,14,17,0.592746057609658657498067936820,0.00000000163407695278367461171430677078,0.00000000239209612255370851460189086702,audit_dps100_nmin08_h04.json
100,8,4,"4,6,8",8,14,15,18,0.592746056190108763018050520058,0.00000000142890390152874583354974884552,0.00000000202690283567912786779464959269,audit_dps100_nmin08_h04.json
100,8,4,"4,6,8",8,15,16,19,0.592746055173491051267203339583,0.00000000127173943595123872858301139546,0.00000000175051320877582495955355749373,audit_dps100_nmin08_h04.json
100,8,4,"4,6,8",8,16,17,20,0.592746054423040315613681332487,0.00000000114807068779705179859467565241,0.00000000153603635558541221263951326844,audit_dps100_nmin08_h04.json
100,8,4,"4,6,8",8,17,18,21,0.592746053854560810711418628620,0.00000000104836821854119206912110698690,0.00000000136593283328143592368649258314,audit_dps100_nmin08_h04.json
100,8,4,"4,6,8,10",8,14,15,18,0.592746051156870837997947935410,3.41296453938341979152711426132e-11,5.44696794812542334619567888068e-11,audit_dps100_nmin08_h04.json
100,8,4,"4,6,8,10",8,15,16,19,0.592746051122623258079845881108,3.71918349935832481349898376028e-11,5.75383772973358531097369415267e-11,audit_dps100_nmin08_h04.json
100,8,4,"4,6,8,10",8,16,17,20,0.592746051090194524217082728415,3.91056185614189905819031715041e-11,5.87958451340809836877812501112e-11,audit_dps100_nmin08_h04.json
100,8,4,"4,6,8,10",8,17,18,21,0.592746051061053293332396170751,4.03905539308066266476669909892e-11,5.91002733348525048715996528142e-11,audit_dps100_nmin08_h04.json
100,8,4,"4,6,8,10,12",8,15,16,19,0.592746051035080741440865068249,2.02499694622916250919004770886e-11,3.23686490721998492528130926623e-11,audit_dps100_nmin08_h04.json
100,8,4,"4,6,8,10,12",8,16,17,20,0.592746050996664521180028316432,1.89765011871783597509300374146e-11,2.97216502118281915117405862240e-11,audit_dps100_nmin08_h04.json
100,8,4,"4,6,8,10,12",8,17,18,21,0.592746050968309449653477907201,1.83592227241707452297053643548e-11,2.81357660599472181818537007478e-11,audit_dps100_nmin08_h04.json
100,9,2,4,9,12,13,14,0.592746327406016702220364580657,0.0000000965319161238520737723866282394,0.000000113641851904482125657768775635,audit_dps100_nmin09_h02.json
100,9,2,4,9,13,14,15,0.592746280524711190587890101208,0.0000000923261597583477762113916651139,0.000000105454347709593052583008941772,audit_dps100_nmin09_h02.json
100,9,2,4,9,14,15,16,0.592746245431160168424685526527,0.0000000879284902075154580413116586037,0.0000000980360544309181671599184785672,audit_dps100_nmin09_h02.json
100,9,2,4,9,15,16,17,0.592746218446757500705535753962,0.0000000835104422064830508692819743901,0.0000000913412564454435421302654198262,audit_dps100_nmin09_h02.json
100,9,2,4,9,16,17,18,0.592746197222735627188592401055,0.0000000791881574583534709339370501596,0.0000000853015874667242397929358606287,audit_dps100_nmin09_h02.json
100,9,2,4,9,17,18,19,0.592746180203594746004010357435,0.0000000750349690643410178646189364080,0.0000000798470203736715584733650815232,audit_dps100_nmin09_h02.json
100,9,2,4,9,18,19,20,0.592746166326602787572940514964,0.0000000710930265681185456541232189577,0.0000000749124456889093231390995489383,audit_dps100_nmin09_h02.json
100,9,2,4,9,19,20,21,0.592746154845908633178190989069,0.0000000673828270055678590582745595583,0.0000000704393773688180834269071809144,audit_dps100_nmin09_h02.json
100,9,2,"4,6",9,13,14,15,0.592746049378349872113493046287,6.92395295807666453967373428626e-10,8.29223685920478029162437631174e-10,audit_dps100_nmin09_h02.json
100,9,2,"4,6",9,14,15,16,0.592746050111478627159892954368,5.32772242248290513550311783691e-10,6.13008759053888644555711262903e-10,audit_dps100_nmin09_h02.json
100,9,2,"4,6",9,15,16,17,0.592746050544029585835809970864,4.04154862755794853652660876489e-10,4.47343635368017980058203803167e-10,audit_dps100_nmin09_h02.json
100,9,2,"4,6",9,16,17,18,0.592746050803454769368846158695,2.99999688507016389268841383868e-10,3.19433034253300114548175377315e-10,audit_dps100_nmin09_h02.json
100,9,2,"4,6",9,17,18,19,0.592746050959984750890831692409,2.15352431890379650011237292691e-10,2.19851696389174166429474325859e-10,audit_dps100_nmin09_h02.json
100,9,2,"4,6",9,18,19,20,0.592746051053772476266329679135,1.46443556528895236250778251930e-10,1.50998347265462507304875340629e-10,audit_dps100_nmin09_h02.json
