min_train,holdout,model,full_fit_intercept_dps60,full_fit_intercept_dps100,full_fit_intercept_dps160,full_fit_intercept_json30_dps60,full_fit_intercept_json30_dps100,full_fit_intercept_json30_dps160,full_fit_intercept_absdiff_60_100,full_fit_intercept_absdiff_100_160,full_fit_intercept_agree_decimals_60_100,full_fit_intercept_agree_decimals_100_160,full_fit_intercept_first_changing_decimal,median_rmse_dps60,median_rmse_dps100,median_rmse_dps160,median_rmse_json30_dps60,median_rmse_json30_dps100,median_rmse_json30_dps160,median_rmse_absdiff_60_100,median_rmse_absdiff_100_160,median_rmse_agree_decimals_60_100,median_rmse_agree_decimals_100_160,median_rmse_first_changing_decimal,intercept_range_dps60,intercept_range_dps100,intercept_range_dps160,intercept_range_json30_dps60,intercept_range_json30_dps100,intercept_range_json30_dps160,intercept_range_absdiff_60_100,intercept_range_absdiff_100_160,intercept_range_agree_decimals_60_100,intercept_range_agree_decimals_100_160,intercept_range_first_changing_decimal,json_30sig_identical
5,4,4,0.5927474972307182450119783129001996592959,0.59274749723071824501197831290019965929585079199301,0.59274749723071824501197831290019965929585079199301,0.592747497230718245011978312900,0.592747497230718245011978312900,0.592747497230718245011978312900,4.4525465400292970364e-56,0.0,55,identical,55,0.000002742825914564711680323882293097199043143,0.0000027428259145647116803238822930971990431431222355448,0.0000027428259145647116803238822930971990431431222355448,0.00000274282591456471168032388229310,0.00000274282591456471168032388229310,0.00000274282591456471168032388229310,2.9709092041316878326e-61,0.0,60,identical,60,0.000001441063245114798609141436716158491695585,0.0000014410632451147986091414367161584916955849690110358,0.0000014410632451147986091414367161584916955849690110358,0.00000144106324511479860914143671616,0.00000144106324511479860914143671616,0.00000144106324511479860914143671616,4.0216298404782097965e-61,0.0,60,identical,60,True
5,4,"4,6",0.5927460041359140178368946717444499376714,0.59274600413591401783689467174444993767135430507631,0.59274600413591401783689467174444993767135430507631,0.592746004135914017836894671744,0.592746004135914017836894671744,0.592746004135914017836894671744,9.2783814124960646167e-57,0.0,56,identical,56,0.00000006386833693872515434687975723186867492614,0.000000063868336938725154346879757231868674926135446494980,0.000000063868336938725154346879757231868674926135446494980,0.0000000638683369387251543468797572319,0.0000000638683369387251543468797572319,0.0000000638683369387251543468797572319,2.6906045621436379036e-62,0.0,61,identical,61,0.00000004731070681293983602597307469250925932146,0.000000047310706812939836025973074692509259321463557911337,0.000000047310706812939836025973074692509259321463557911337,0.0000000473107068129398360259730746925,0.0000000473107068129398360259730746925,0.0000000473107068129398360259730746925,1.8258751965107836226e-63,0.0,62,identical,62,True
5,4,"4,6,8",0.5927460299586818397435147333139825592723,0.59274602995868183974351473331398255927232068978611,0.59274602995868183974351473331398255927232068978611,0.592746029958681839743514733314,0.592746029958681839743514733314,0.592746029958681839743514733314,3.3818879691139140569e-56,0.0,55,identical,55,0.00000004682534194331533294489448088221490263806,0.000000046825341943315332944894480882214902638063918445233,0.000000046825341943315332944894480882214902638063918445233,0.0000000468253419433153329448944808822,0.0000000468253419433153329448944808822,0.0000000468253419433153329448944808822,7.5698355365863171661e-63,0.0,62,identical,62,0.00000002934528975024633229677062529112360427916,0.000000029345289750246332296770625291123604279158811677281,0.000000029345289750246332296770625291123604279158811677281,0.0000000293452897502463322967706252911,0.0000000293452897502463322967706252911,0.0000000293452897502463322967706252911,9.7972373539295595744e-65,0.0,64,identical,64,True
5,4,"4,6,8,10",0.5927460675654468971170095545841404016178,0.59274606756544689711700955458414040161784246046675,0.59274606756544689711700955458414040161784246046675,0.592746067565446897117009554584,0.592746067565446897117009554584,0.592746067565446897117009554584,1.7364617764788948077e-56,0.0,55,identical,55,0.00000002282619003650970632331545238647343153545,0.000000022826190036509706323315452386473431535451134987519,0.000000022826190036509706323315452386473431535451134987519,0.0000000228261900365097063233154523865,0.0000000228261900365097063233154523865,0.0000000228261900365097063233154523865,4.0285215472120752491e-62,0.0,61,identical,61,0.00000001675048197026633742709846896240808154698,0.000000016750481970266337427098468962408081546981106829565,0.000000016750481970266337427098468962408081546981106829565,0.0000000167504819702663374270984689624,0.0000000167504819702663374270984689624,0.0000000167504819702663374270984689624,1.0968624841484682832e-64,0.0,63,identical,63,True
5,4,"4,6,8,10,12",0.5927460475072838306588686137945156810826,0.59274604750728383065886861379451568108258877754372,0.59274604750728383065886861379451568108258877754372,0.592746047507283830658868613795,0.592746047507283830658868613795,0.592746047507283830658868613795,5.4206581056754775016e-57,0.0,56,identical,56,0.000000004170732157192982625062978320429615529683,0.0000000041707321571929826250629783204296155296829138312762,0.0000000041707321571929826250629783204296155296829138312762,0.00000000417073215719298262506297832043,0.00000000417073215719298262506297832043,0.00000000417073215719298262506297832043,8.8294385909325640113e-64,0.0,63,identical,63,0.000000003806575739073574801252122779495905712725,0.0000000038065757390735748012521227794959057127249735534981,0.0000000038065757390735748012521227794959057127249735534981,0.00000000380657573907357480125212277950,0.00000000380657573907357480125212277950,0.00000000380657573907357480125212277950,3.2443103554793343896e-64,0.0,63,identical,63,True
6,2,4,0.5927466411358876866136137864282849196798,0.59274664113588768661361378642828491967979655532512,0.59274664113588768661361378642828491967979655532512,0.592746641135887686613613786428,0.592746641135887686613613786428,0.592746641135887686613613786428,1.7258618264021708507e-56,0.0,55,identical,55,0.0000008735398584054203771213687564769495681980,0.00000087353985840542037712136875647694956819803456973137,0.00000087353985840542037712136875647694956819803456973137,0.000000873539858405420377121368756477,0.000000873539858405420377121368756477,0.000000873539858405420377121368756477,3.1601723709060360177e-62,0.0,61,identical,61,0.0000005849684145564002446149648014188756413483,0.00000058496841455640024461496480141887564134830112008119,0.00000058496841455640024461496480141887564134830112008119,0.000000584968414556400244614964801419,0.000000584968414556400244614964801419,0.000000584968414556400244614964801419,1.8498669368950607857e-62,0.0,61,identical,61,True
6,2,"4,6",0.5927460169929850045348139176425264671414,0.59274601699298500453481391764252646714142342358341,0.59274601699298500453481391764252646714142342358341,0.592746016992985004534813917643,0.592746016992985004534813917643,0.592746016992985004534813917643,4.4355450138688101709e-56,0.0,55,identical,55,0.00000004674555888141250233901135675717077867311,0.000000046745558881412502339011356757170778673114077070722,0.000000046745558881412502339011356757170778673114077070722,0.0000000467455588814125023390113567571,0.0000000467455588814125023390113567571,0.0000000467455588814125023390113567571,1.4290376945914847696e-62,0.0,61,identical,61,0.00000003445363582624191678007499816303919020296,0.000000034453635826241916780074998163039190202956458745891,0.000000034453635826241916780074998163039190202956458745891,0.0000000344536358262419167800749981630,0.0000000344536358262419167800749981630,0.0000000344536358262419167800749981630,3.3770593628363432367e-63,0.0,62,identical,62,True
6,2,"4,6,8",0.5927460593039715899898470300846078503959,0.59274605930397158998984703008460785039592496894492,0.59274605930397158998984703008460785039592496894492,0.592746059303971589989847030085,0.592746059303971589989847030085,0.592746059303971589989847030085,1.5083749789111514108e-56,0.0,55,identical,55,0.000000006733245587601608381713727258450159843489,0.0000000067332455876016083817137272584501598434893366634943,0.0000000067332455876016083817137272584501598434893366634943,0.00000000673324558760160838171372725845,0.00000000673324558760160838171372725845,0.00000000673324558760160838171372725845,5.9648441661910341100e-63,0.0,62,identical,62,0.000000008455400965123002341900768393871126042526,0.0000000084554009651230023419007683938711260425261088298956,0.0000000084554009651230023419007683938711260425261088298956,0.00000000845540096512300234190076839387,0.00000000845540096512300234190076839387,0.00000000845540096512300234190076839387,6.0343824994299945007e-64,0.0,63,identical,63,True
6,2,"4,6,8,10",0.5927460516345398744943555822452560244187,0.59274605163453987449435558224525602441872773158071,0.59274605163453987449435558224525602441872773158071,0.592746051634539874494355582245,0.592746051634539874494355582245,0.592746051634539874494355582245,4.8834792342527231123e-56,0.0,55,identical,55,0.0000000002568117652301838426786600055562682710588,0.00000000025681176523018384267866000555626827105878012100195,0.00000000025681176523018384267866000555626827105878012100195,2.56811765230183842678660005556e-10,2.56811765230183842678660005556e-10,2.56811765230183842678660005556e-10,6.2773947482343685041e-63,0.0,62,identical,62,0.0000000008195749476436834547595845852089668180951,0.00000000081957494764368345475958458520896681809506665903167,0.00000000081957494764368345475958458520896681809506665903167,8.19574947643683454759584585209e-10,8.19574947643683454759584585209e-10,8.19574947643683454759584585209e-10,3.1700242761413824062e-64,0.0,63,identical,63,True
6,2,"4,6,8,10,12",0.5927460513138595697324434150466384605785,0.59274605131385956973244341504663846057849449026870,0.59274605131385956973244341504663846057849449026870,0.592746051313859569732443415047,0.592746051313859569732443415047,0.592746051313859569732443415047,7.2777604301065130496e-57,0.0,56,identical,56,0.0000000002704500921392055401922672914144838005429,0.00000000027045009213920554019226729141448380054290091149374,0.00000000027045009213920554019226729141448380054290091149374,2.70450092139205540192267291414e-10,2.70450092139205540192267291414e-10,2.70450092139205540192267291414e-10,3.5320706481767893117e-62,0.0,61,identical,61,0.0000000005558462317923707661684801560314449870822,0.00000000055584623179237076616848015603144498708217459974913,0.00000000055584623179237076616848015603144498708217459974913,5.55846231792370766168480156031e-10,5.55846231792370766168480156031e-10,5.55846231792370766168480156031e-10,2.4734115918372663196e-65,0.0,64,identical,64,True
6,3,4,0.5927466411358876866136137864282849196798,0.59274664113588768661361378642828491967979655532512,0.59274664113588768661361378642828491967979655532512,0.592746641135887686613613786428,0.592746641135887686613613786428,0.592746641135887686613613786428,1.7258618264021708507e-56,0.0,55,identical,55,0.0000009500217895613044115365816256477786379208,0.00000095002178956130441153658162564777863792079641380060,0.00000095002178956130441153658162564777863792079641380060,0.000000950021789561304411536581625648,0.000000950021789561304411536581625648,0.000000950021789561304411536581625648,8.0169577065071384960e-62,0.0,61,identical,61,0.0000005849684145564002446149648014188756413483,0.00000058496841455640024461496480141887564134830112008119,0.00000058496841455640024461496480141887564134830112008119,0.000000584968414556400244614964801419,0.000000584968414556400244614964801419,0.000000584968414556400244614964801419,1.8498669368950607857e-62,0.0,61,identical,61,True
6,3,"4,6",0.5927460169929850045348139176425264671414,0.59274601699298500453481391764252646714142342358341,0.59274601699298500453481391764252646714142342358341,0.592746016992985004534813917643,0.592746016992985004534813917643,0.592746016992985004534813917643,4.4355450138688101709e-56,0.0,55,identical,55,0.00000005260677759278975769431056059067399903962,0.000000052606777592789757694310560590673999039623823324319,0.000000052606777592789757694310560590673999039623823324319,0.0000000526067775927897576943105605907,0.0000000526067775927897576943105605907,0.0000000526067775927897576943105605907,3.2262739238012340771e-62,0.0,61,identical,61,0.00000003445363582624191678007499816303919020296,0.000000034453635826241916780074998163039190202956458745891,0.000000034453635826241916780074998163039190202956458745891,0.0000000344536358262419167800749981630,0.0000000344536358262419167800749981630,0.0000000344536358262419167800749981630,3.3770593628363432367e-63,0.0,62,identical,62,True
6,3,"4,6,8",0.5927460593039715899898470300846078503959,0.59274605930397158998984703008460785039592496894492,0.59274605930397158998984703008460785039592496894492,0.592746059303971589989847030085,0.592746059303971589989847030085,0.592746059303971589989847030085,1.5083749789111514108e-56,0.0,55,identical,55,0.000000007955099055813850358435307627685747524927,0.0000000079550990558138503584353076276857475249271016684721,0.0000000079550990558138503584353076276857475249271016684721,0.00000000795509905581385035843530762768,0.00000000795509905581385035843530762768,0.00000000795509905581385035843530762768,2.3345283102940287909e-62,0.0,61,identical,61,0.000000008455400965123002341900768393871126042526,0.0000000084554009651230023419007683938711260425261088298956,0.0000000084554009651230023419007683938711260425261088298956,0.00000000845540096512300234190076839387,0.00000000845540096512300234190076839387,0.00000000845540096512300234190076839387,6.0343824994299945007e-64,0.0,63,identical,63,True
6,3,"4,6,8,10",0.5927460516345398744943555822452560244187,0.59274605163453987449435558224525602441872773158071,0.59274605163453987449435558224525602441872773158071,0.592746051634539874494355582245,0.592746051634539874494355582245,0.592746051634539874494355582245,4.8834792342527231123e-56,0.0,55,identical,55,0.0000000003149671917791733032699257338052751205283,0.00000000031496719177917330326992573380527512052832145326206,0.00000000031496719177917330326992573380527512052832145326206,3.14967191779173303269925733805e-10,3.14967191779173303269925733805e-10,3.14967191779173303269925733805e-10,9.5237557015587643712e-63,0.0,62,identical,62,0.0000000008195749476436834547595845852089668180951,0.00000000081957494764368345475958458520896681809506665903167,0.00000000081957494764368345475958458520896681809506665903167,8.19574947643683454759584585209e-10,8.19574947643683454759584585209e-10,8.19574947643683454759584585209e-10,3.1700242761413824062e-64,0.0,63,identical,63,True
6,3,"4,6,8,10,12",0.5927460513138595697324434150466384605785,0.59274605131385956973244341504663846057849449026870,0.59274605131385956973244341504663846057849449026870,0.592746051313859569732443415047,0.592746051313859569732443415047,0.592746051313859569732443415047,7.2777604301065130496e-57,0.0,56,identical,56,0.0000000003729065294548485703563634256341618414390,0.00000000037290652945484857035636342563416184143902953156719,0.00000000037290652945484857035636342563416184143902953156719,3.72906529454848570356363425634e-10,3.72906529454848570356363425634e-10,3.72906529454848570356363425634e-10,2.2396583486060193162e-62,0.0,61,identical,61,0.0000000005558462317923707661684801560314449870822,0.00000000055584623179237076616848015603144498708217459974913,0.00000000055584623179237076616848015603144498708217459974913,5.55846231792370766168480156031e-10,5.55846231792370766168480156031e-10,5.55846231792370766168480156031e-10,2.4734115918372663196e-65,0.0,64,identical,64,True
6,4,4,0.5927466411358876866136137864282849196798,0.59274664113588768661361378642828491967979655532512,0.59274664113588768661361378642828491967979655532512,0.592746641135887686613613786428,0.592746641135887686613613786428,0.592746641135887686613613786428,1.7258618264021708507e-56,0.0,55,identical,55,0.000001030850653517868043003796044686205132457,0.0000010308506535178680430037960446862051324568885633767,0.0000010308506535178680430037960446862051324568885633767,0.00000103085065351786804300379604469,0.00000103085065351786804300379604469,0.00000103085065351786804300379604469,1.4313233660241084929e-61,0.0,60,identical,60,0.0000005849684145564002446149648014188756413483,0.00000058496841455640024461496480141887564134830112008119,0.00000058496841455640024461496480141887564134830112008119,0.000000584968414556400244614964801419,0.000000584968414556400244614964801419,0.000000584968414556400244614964801419,1.8498669368950607857e-62,0.0,61,identical,61,True
6,4,"4,6",0.5927460169929850045348139176425264671414,0.59274601699298500453481391764252646714142342358341,0.59274601699298500453481391764252646714142342358341,0.592746016992985004534813917643,0.592746016992985004534813917643,0.592746016992985004534813917643,4.4355450138688101709e-56,0.0,55,identical,55,0.00000005972899873795522520478691455742008042396,0.000000059728998737955225204786914557420080423960641627258,0.000000059728998737955225204786914557420080423960641627258,0.0000000597289987379552252047869145574,0.0000000597289987379552252047869145574,0.0000000597289987379552252047869145574,2.5277242957412216467e-62,0.0,61,identical,61,0.00000003445363582624191678007499816303919020296,0.000000034453635826241916780074998163039190202956458745891,0.000000034453635826241916780074998163039190202956458745891,0.0000000344536358262419167800749981630,0.0000000344536358262419167800749981630,0.0000000344536358262419167800749981630,3.3770593628363432367e-63,0.0,62,identical,62,True
6,4,"4,6,8",0.5927460593039715899898470300846078503959,0.59274605930397158998984703008460785039592496894492,0.59274605930397158998984703008460785039592496894492,0.592746059303971589989847030085,0.592746059303971589989847030085,0.592746059303971589989847030085,1.5083749789111514108e-56,0.0,55,identical,55,0.000000009329965230638602736337546141456238795382,0.0000000093299652306386027363375461414562387953821204729576,0.0000000093299652306386027363375461414562387953821204729576,0.00000000932996523063860273633754614146,0.00000000932996523063860273633754614146,0.00000000932996523063860273633754614146,2.2204368435364444358e-62,0.0,61,identical,61,0.000000008455400965123002341900768393871126042526,0.0000000084554009651230023419007683938711260425261088298956,0.0000000084554009651230023419007683938711260425261088298956,0.00000000845540096512300234190076839387,0.00000000845540096512300234190076839387,0.00000000845540096512300234190076839387,6.0343824994299945007e-64,0.0,63,identical,63,True
6,4,"4,6,8,10",0.5927460516345398744943555822452560244187,0.59274605163453987449435558224525602441872773158071,0.59274605163453987449435558224525602441872773158071,0.592746051634539874494355582245,0.592746051634539874494355582245,0.592746051634539874494355582245,4.8834792342527231123e-56,0.0,55,identical,55,0.0000000003667514220843532864416747657417214920431,0.00000000036675142208435328644167476574172149204310144326255,0.00000000036675142208435328644167476574172149204310144326255,3.66751422084353286441674765741e-10,3.66751422084353286441674765741e-10,3.66751422084353286441674765741e-10,6.7837007406194405748e-63,0.0,62,identical,62,0.0000000008195749476436834547595845852089668180951,0.00000000081957494764368345475958458520896681809506665903167,0.00000000081957494764368345475958458520896681809506665903167,8.19574947643683454759584585209e-10,8.19574947643683454759584585209e-10,8.19574947643683454759584585209e-10,3.1700242761413824062e-64,0.0,63,identical,63,True
6,4,"4,6,8,10,12",0.5927460513138595697324434150466384605785,0.59274605131385956973244341504663846057849449026870,0.59274605131385956973244341504663846057849449026870,0.592746051313859569732443415047,0.592746051313859569732443415047,0.592746051313859569732443415047,7.2777604301065130496e-57,0.0,56,identical,56,0.0000000004987054453006748596895549215391818477550,0.00000000049870544530067485968955492153918184775503855886026,0.00000000049870544530067485968955492153918184775503855886026,4.98705445300674859689554921539e-10,4.98705445300674859689554921539e-10,4.98705445300674859689554921539e-10,4.8838602595800672905e-63,0.0,62,identical,62,0.0000000005558462317923707661684801560314449870822,0.00000000055584623179237076616848015603144498708217459974913,0.00000000055584623179237076616848015603144498708217459974913,5.55846231792370766168480156031e-10,5.55846231792370766168480156031e-10,5.55846231792370766168480156031e-10,2.4734115918372663196e-65,0.0,64,identical,64,True
7,2,4,0.5927463209719943148804625490314915610097,0.59274632097199431488046254903149156100968225041197,0.59274632097199431488046254903149156100968225041197,0.592746320971994314880462549031,0.592746320971994314880462549031,0.592746320971994314880462549031,3.7983286824753346598e-56,0.0,55,identical,55,0.0000003497137894696983534934519048689489098874,0.00000034971378946969835349345190486894890988736418731445,0.00000034971378946969835349345190486894890988736418731445,0.000000349713789469698353493451904869,0.000000349713789469698353493451904869,0.000000349713789469698353493451904869,4.8280831940791511842e-63,0.0,62,identical,62,0.0000002648045211846670933775680080602055270434,0.00000026480452118466709337756800806020552704338797196107,0.00000026480452118466709337756800806020552704338797196107,0.000000264804521184667093377568008060,0.000000264804521184667093377568008060,0.000000264804521184667093377568008060,5.0062062269140454049e-62,0.0,61,identical,61,True
7,2,"4,6",0.5927460433419657207027398872521257373859,0.59274604334196572070273988725212573738590885360452,0.59274604334196572070273988725212573738590885360452,0.592746043341965720702739887252,0.592746043341965720702739887252,0.592746043341965720702739887252,1.8839315861099660884e-56,0.0,55,identical,55,0.000000009946389011014683832776318301364110303265,0.0000000099463890110146838327763183013641103032653005258698,0.0000000099463890110146838327763183013641103032653005258698,0.00000000994638901101468383277631830136,0.00000000994638901101468383277631830136,0.00000000994638901101468383277631830136,7.3937275625110496473e-63,0.0,62,identical,62,0.000000008104655110073990810465398892794704772935,0.0000000081046551100739908104653988927947047729353505234650,0.0000000081046551100739908104653988927947047729353505234650,0.00000000810465511007399081046539889279,0.00000000810465511007399081046539889279,0.00000000810465511007399081046539889279,9.9470922011031129677e-65,0.0,64,identical,64,True
