min_train,holdout,model,full_fit_intercept_dps60,full_fit_intercept_dps100,full_fit_intercept_dps160,full_fit_intercept_json30_dps60,full_fit_intercept_json30_dps100,full_fit_intercept_json30_dps160,full_fit_intercept_absdiff_60_100,full_fit_intercept_absdiff_100_160,full_fit_intercept_agree_decimals_60_100,full_fit_intercept_agree_decimals_100_160,full_fit_intercept_first_changing_decimal,median_rmse_dps60,median_rmse_dps100,median_rmse_dps160,median_rmse_json30_dps60,median_rmse_json30_dps100,median_rmse_json30_dps160,median_rmse_absdiff_60_100,median_rmse_absdiff_100_160,median_rmse_agree_decimals_60_100,median_rmse_agree_decimals_100_160,median_rmse_first_changing_decimal,intercept_range_dps60,intercept_range_dps100,intercept_range_dps160,intercept_range_json30_dps60,intercept_range_json30_dps100,intercept_range_json30_dps160,intercept_range_absdiff_60_100,intercept_range_absdiff_100_160,intercept_range_agree_decimals_60_100,intercept_range_agree_decimals_100_160,intercept_range_first_changing_decimal,json_30sig_identical
7,2,"4,6,8",0.5927460541710811357851640624722521861752,0.59274605417108113578516406247225218617523942120708,0.59274605417108113578516406247225218617523942120708,0.592746054171081135785164062472,0.592746054171081135785164062472,0.592746054171081135785164062472,4.9331434996891770189e-56,0.0,55,identical,55,0.000000001908167441996034387554800639191810875721,0.0000000019081674419960343875548006391918108757208670709503,0.0000000019081674419960343875548006391918108757208670709503,0.00000000190816744199603438755480063919,0.00000000190816744199603438755480063919,0.00000000190816744199603438755480063919,2.3594923076509920957e-62,0.0,61,identical,61,0.000000003322510510918319374288412729650440494788,0.0000000033225105109183193742884127296504404947882715587312,0.0000000033225105109183193742884127296504404947882715587312,0.00000000332251051091831937428841272965,0.00000000332251051091831937428841272965,0.00000000332251051091831937428841272965,8.1743496564605830025e-64,0.0,63,identical,63,True
7,2,"4,6,8,10",0.5927460514512436241873975676796179199407,0.59274605145124362418739756767961791994070596189804,0.59274605145124362418739756767961791994070596189804,0.592746051451243624187397567680,0.592746051451243624187397567680,0.592746051451243624187397567680,3.7642384159072433711e-56,0.0,55,identical,55,0.0000000003005694796787017654991568487893499497179,0.00000000030056947967870176549915684878934994971792268916150,0.00000000030056947967870176549915684878934994971792268916150,3.00569479678701765499156848789e-10,3.00569479678701765499156848789e-10,3.00569479678701765499156848789e-10,2.7828774891220701840e-62,0.0,61,identical,61,0.0000000006362786973367254401939464807309450484124,0.00000000063627869733672544019394648073094504841239190664519,0.00000000063627869733672544019394648073094504841239190664519,6.36278697336725440193946480731e-10,6.36278697336725440193946480731e-10,6.36278697336725440193946480731e-10,3.1540276278094361689e-64,0.0,63,identical,63,True
7,2,"4,6,8,10,12",0.5927460507580133379400726488781583045470,0.59274605075801333794007264887815830454704950318652,0.59274605075801333794007264887815830454704950318652,0.592746050758013337940072648878,0.592746050758013337940072648878,0.592746050758013337940072648878,4.3592328745159371032e-56,0.0,55,identical,55,0.00000000005515897166812599146709230102716854198025,0.000000000055158971668125991467092301027168541980247303146940,0.000000000055158971668125991467092301027168541980247303146940,5.51589716681259914670923010271e-11,5.51589716681259914670923010271e-11,5.51589716681259914670923010271e-11,3.6186415997993070313e-62,0.0,61,identical,61,0.0000000001421633870846463002311269777168917431498,0.00000000014216338708464630023112697771689174314977890599362,0.00000000014216338708464630023112697771689174314977890599362,1.42163387084646300231126977717e-10,1.42163387084646300231126977717e-10,1.42163387084646300231126977717e-10,4.6400691400492597450e-65,0.0,64,identical,64,True
7,3,4,0.5927463209719943148804625490314915610097,0.59274632097199431488046254903149156100968225041197,0.59274632097199431488046254903149156100968225041197,0.592746320971994314880462549031,0.592746320971994314880462549031,0.592746320971994314880462549031,3.7983286824753346598e-56,0.0,55,identical,55,0.0000003825450412497037658630317501578119628249,0.00000038254504124970376586303175015781196282494612047102,0.00000038254504124970376586303175015781196282494612047102,0.000000382545041249703765863031750158,0.000000382545041249703765863031750158,0.000000382545041249703765863031750158,2.3055798375789791701e-62,0.0,61,identical,61,0.0000002648045211846670933775680080602055270434,0.00000026480452118466709337756800806020552704338797196107,0.00000026480452118466709337756800806020552704338797196107,0.000000264804521184667093377568008060,0.000000264804521184667093377568008060,0.000000264804521184667093377568008060,5.0062062269140454049e-62,0.0,61,identical,61,True
7,3,"4,6",0.5927460433419657207027398872521257373859,0.59274604334196572070273988725212573738590885360452,0.59274604334196572070273988725212573738590885360452,0.592746043341965720702739887252,0.592746043341965720702739887252,0.592746043341965720702739887252,1.8839315861099660884e-56,0.0,55,identical,55,0.00000001150767001307699695258604112952195887257,0.000000011507670013076996952586041129521958872567170240840,0.000000011507670013076996952586041129521958872567170240840,0.0000000115076700130769969525860411295,0.0000000115076700130769969525860411295,0.0000000115076700130769969525860411295,1.6773702673313237224e-62,0.0,61,identical,61,0.000000008104655110073990810465398892794704772935,0.0000000081046551100739908104653988927947047729353505234650,0.0000000081046551100739908104653988927947047729353505234650,0.00000000810465511007399081046539889279,0.00000000810465511007399081046539889279,0.00000000810465511007399081046539889279,9.9470922011031129677e-65,0.0,64,identical,64,True
7,3,"4,6,8",0.5927460541710811357851640624722521861752,0.59274605417108113578516406247225218617523942120708,0.59274605417108113578516406247225218617523942120708,0.592746054171081135785164062472,0.592746054171081135785164062472,0.592746054171081135785164062472,4.9331434996891770189e-56,0.0,55,identical,55,0.000000002315272726304821864159798875996203329589,0.0000000023152727263048218641597988759962033295885122915317,0.0000000023152727263048218641597988759962033295885122915317,0.00000000231527272630482186415979887600,0.00000000231527272630482186415979887600,0.00000000231527272630482186415979887600,5.7639060673097482987e-62,0.0,61,identical,61,0.000000003322510510918319374288412729650440494788,0.0000000033225105109183193742884127296504404947882715587312,0.0000000033225105109183193742884127296504404947882715587312,0.00000000332251051091831937428841272965,0.00000000332251051091831937428841272965,0.00000000332251051091831937428841272965,8.1743496564605830025e-64,0.0,63,identical,63,True
7,3,"4,6,8,10",0.5927460514512436241873975676796179199407,0.59274605145124362418739756767961791994070596189804,0.59274605145124362418739756767961791994070596189804,0.592746051451243624187397567680,0.592746051451243624187397567680,0.592746051451243624187397567680,3.7642384159072433711e-56,0.0,55,identical,55,0.0000000003978758540776169331199221923598600956587,0.00000000039787585407761693311992219235986009565874497342866,0.00000000039787585407761693311992219235986009565874497342866,3.97875854077616933119922192360e-10,3.97875854077616933119922192360e-10,3.97875854077616933119922192360e-10,1.5194194153401026967e-62,0.0,61,identical,61,0.0000000006362786973367254401939464807309450484124,0.00000000063627869733672544019394648073094504841239190664519,0.00000000063627869733672544019394648073094504841239190664519,6.36278697336725440193946480731e-10,6.36278697336725440193946480731e-10,6.36278697336725440193946480731e-10,3.1540276278094361689e-64,0.0,63,identical,63,True
7,3,"4,6,8,10,12",0.5927460507580133379400726488781583045470,0.59274605075801333794007264887815830454704950318652,0.59274605075801333794007264887815830454704950318652,0.592746050758013337940072648878,0.592746050758013337940072648878,0.592746050758013337940072648878,4.3592328745159371032e-56,0.0,55,identical,55,0.00000000007923420921766728437177256229800552259836,0.000000000079234209217667284371772562298005522598361671618262,0.000000000079234209217667284371772562298005522598361671618262,7.92342092176672843717725622980e-11,7.92342092176672843717725622980e-11,7.92342092176672843717725622980e-11,3.8875170000464049618e-62,0.0,61,identical,61,0.0000000001421633870846463002311269777168917431498,0.00000000014216338708464630023112697771689174314977890599362,0.00000000014216338708464630023112697771689174314977890599362,1.42163387084646300231126977717e-10,1.42163387084646300231126977717e-10,1.42163387084646300231126977717e-10,4.6400691400492597450e-65,0.0,64,identical,64,True
7,4,4,0.5927463209719943148804625490314915610097,0.59274632097199431488046254903149156100968225041197,0.59274632097199431488046254903149156100968225041197,0.592746320971994314880462549031,0.592746320971994314880462549031,0.592746320971994314880462549031,3.7983286824753346598e-56,0.0,55,identical,55,0.0000004206723495263797211112042211818506529969,0.00000042067234952637972111120422118185065299688946747805,0.00000042067234952637972111120422118185065299688946747805,0.000000420672349526379721111204221182,0.000000420672349526379721111204221182,0.000000420672349526379721111204221182,1.1706381430260292742e-62,0.0,61,identical,61,0.0000002648045211846670933775680080602055270434,0.00000026480452118466709337756800806020552704338797196107,0.00000026480452118466709337756800806020552704338797196107,0.000000264804521184667093377568008060,0.000000264804521184667093377568008060,0.000000264804521184667093377568008060,5.0062062269140454049e-62,0.0,61,identical,61,True
7,4,"4,6",0.5927460433419657207027398872521257373859,0.59274604334196572070273988725212573738590885360452,0.59274604334196572070273988725212573738590885360452,0.592746043341965720702739887252,0.592746043341965720702739887252,0.592746043341965720702739887252,1.8839315861099660884e-56,0.0,55,identical,55,0.00000001323597934615686288616036514257288656468,0.000000013235979346156862886160365142572886564676043958586,0.000000013235979346156862886160365142572886564676043958586,0.0000000132359793461568628861603651426,0.0000000132359793461568628861603651426,0.0000000132359793461568628861603651426,2.7844336378891260240e-62,0.0,61,identical,61,0.000000008104655110073990810465398892794704772935,0.0000000081046551100739908104653988927947047729353505234650,0.0000000081046551100739908104653988927947047729353505234650,0.00000000810465511007399081046539889279,0.00000000810465511007399081046539889279,0.00000000810465511007399081046539889279,9.9470922011031129677e-65,0.0,64,identical,64,True
7,4,"4,6,8",0.5927460541710811357851640624722521861752,0.59274605417108113578516406247225218617523942120708,0.59274605417108113578516406247225218617523942120708,0.592746054171081135785164062472,0.592746054171081135785164062472,0.592746054171081135785164062472,4.9331434996891770189e-56,0.0,55,identical,55,0.000000002785474025785341423793886128775618121153,0.0000000027854740257853414237938861287756181211531821005988,0.0000000027854740257853414237938861287756181211531821005988,0.00000000278547402578534142379388612877,0.00000000278547402578534142379388612877,0.00000000278547402578534142379388612877,2.5743435579645847549e-62,0.0,61,identical,61,0.000000003322510510918319374288412729650440494788,0.0000000033225105109183193742884127296504404947882715587312,0.0000000033225105109183193742884127296504404947882715587312,0.00000000332251051091831937428841272965,0.00000000332251051091831937428841272965,0.00000000332251051091831937428841272965,8.1743496564605830025e-64,0.0,63,identical,63,True
7,4,"4,6,8,10",0.5927460514512436241873975676796179199407,0.59274605145124362418739756767961791994070596189804,0.59274605145124362418739756767961791994070596189804,0.592746051451243624187397567680,0.592746051451243624187397567680,0.592746051451243624187397567680,3.7642384159072433711e-56,0.0,55,identical,55,0.0000000005144225710084554662659921212842444916696,0.00000000051442257100845546626599212128424449166963664251788,0.00000000051442257100845546626599212128424449166963664251788,5.14422571008455466265992121284e-10,5.14422571008455466265992121284e-10,5.14422571008455466265992121284e-10,3.7819667059081766269e-63,0.0,62,identical,62,0.0000000006362786973367254401939464807309450484124,0.00000000063627869733672544019394648073094504841239190664519,0.00000000063627869733672544019394648073094504841239190664519,6.36278697336725440193946480731e-10,6.36278697336725440193946480731e-10,6.36278697336725440193946480731e-10,3.1540276278094361689e-64,0.0,63,identical,63,True
7,4,"4,6,8,10,12",0.5927460507580133379400726488781583045470,0.59274605075801333794007264887815830454704950318652,0.59274605075801333794007264887815830454704950318652,0.592746050758013337940072648878,0.592746050758013337940072648878,0.592746050758013337940072648878,4.3592328745159371032e-56,0.0,55,identical,55,0.0000000001139301685882325258268807461849516484522,0.00000000011393016858823252582688074618495164845215223094850,0.00000000011393016858823252582688074618495164845215223094850,1.13930168588232525826880746185e-10,1.13930168588232525826880746185e-10,1.13930168588232525826880746185e-10,3.4831200559134898072e-62,0.0,61,identical,61,0.0000000001421633870846463002311269777168917431498,0.00000000014216338708464630023112697771689174314977890599362,0.00000000014216338708464630023112697771689174314977890599362,1.42163387084646300231126977717e-10,1.42163387084646300231126977717e-10,1.42163387084646300231126977717e-10,4.6400691400492597450e-65,0.0,64,identical,64,True
8,2,4,0.5927461956416916710302971395590756029598,0.59274619564169167103029713955907560295981119744697,0.59274619564169167103029713955907560295981119744697,0.592746195641691671030297139559,0.592746195641691671030297139559,0.592746195641691671030297139559,1.9496951767644657820e-56,0.0,55,identical,55,0.0000001610092495829432675641051931119573167185,0.00000016100924958294326756410519311195731671846207644090,0.00000016100924958294326756410519311195731671846207644090,0.000000161009249582943267564105193112,0.000000161009249582943267564105193112,0.000000161009249582943267564105193112,3.2109494192519491229e-62,0.0,61,identical,61,0.0000001394742185408169279680955921021556559904,0.00000013947421854081692796809559210215565599042297113452,0.00000013947421854081692796809559210215565599042297113452,0.000000139474218540816927968095592102,0.000000139474218540816927968095592102,0.000000139474218540816927968095592102,1.1469664264722762785e-62,0.0,61,identical,61,True
8,2,"4,6",0.5927460495015684616790836565576664014893,0.59274604950156846167908365655766640148926759311027,0.59274604950156846167908365655766640148926759311027,0.592746049501568461679083656558,0.592746049501568461679083656558,0.592746049501568461679083656558,2.8591361310988016442e-56,0.0,55,identical,55,0.000000002246715772773057965609748212163487648610,0.0000000022467157727730579656097482121634876486096591852791,0.0000000022467157727730579656097482121634876486096591852791,0.00000000224671577277305796560974821216,0.00000000224671577277305796560974821216,0.00000000224671577277305796560974821216,2.6104913946521490554e-62,0.0,61,identical,61,0.000000001945052369097647041159858228691346033430,0.0000000019450523690976470411598582286913460334296040272748,0.0000000019450523690976470411598582286913460334296040272748,0.00000000194505236909764704115985822869,0.00000000194505236909764704115985822869,0.00000000194505236909764704115985822869,4.5064072243090335542e-64,0.0,63,identical,63,True
8,2,"4,6,8",0.5927460525592267036721060272835309745641,0.59274605255922670367210602728353097456407486986650,0.59274605255922670367210602728353097456407486986650,0.592746052559226703672106027284,0.592746052559226703672106027284,0.592746052559226703672106027284,6.0621965839323401642e-57,0.0,56,identical,56,0.0000000008137635482776747957888170053253454947566,0.00000000081376354827767479578881700532534549475662220994263,0.00000000081376354827767479578881700532534549475662220994263,8.13763548277674795788817005325e-10,8.13763548277674795788817005325e-10,8.13763548277674795788817005325e-10,5.6310449513431623514e-62,0.0,61,identical,61,0.000000001710656078805261339099691518039275943448,0.0000000017106560788052613390996915180392759434476851220866,0.0000000017106560788052613390996915180392759434476851220866,0.00000000171065607880526133909969151804,0.00000000171065607880526133909969151804,0.00000000171065607880526133909969151804,3.9825907599921443448e-64,0.0,63,identical,63,True
8,2,"4,6,8,10",0.5927460509754782204499158344698398866758,0.59274605097547822044991583446983988667578369405511,0.59274605097547822044991583446983988667578369405511,0.592746050975478220449915834470,0.592746050975478220449915834470,0.592746050975478220449915834470,3.0860640501050429882e-57,0.0,56,identical,56,0.00000000002231871497873591965193545795206963415643,0.000000000022318714978735919651935457952069634156425283577519,0.000000000022318714978735919651935457952069634156425283577519,2.23187149787359196519354579520e-11,2.23187149787359196519354579520e-11,2.23187149787359196519354579520e-11,2.6529026802065429383e-62,0.0,61,identical,61,0.0000000001605132935992437069841684474660227805695,0.00000000016051329359924370698416844746602278056946370558592,0.00000000016051329359924370698416844746602278056946370558592,1.60513293599243706984168447466e-10,1.60513293599243706984168447466e-10,1.60513293599243706984168447466e-10,3.2458023947979244690e-64,0.0,63,identical,63,True
8,2,"4,6,8,10,12",0.5927460509001767250247189491092852822639,0.59274605090017672502471894910928528226394124633630,0.59274605090017672502471894910928528226394124633630,0.592746050900176725024718949109,0.592746050900176725024718949109,0.592746050900176725024718949109,3.7213132991560062433e-56,0.0,55,identical,55,0.000000000009320347385756404475288587121939780939308,0.0000000000093203473857564044752885871219397809393084889876144,0.0000000000093203473857564044752885871219397809393084889876144,9.32034738575640447528858712194e-12,9.32034738575640447528858712194e-12,9.32034738575640447528858712194e-12,2.4008648384220436381e-62,0.0,61,identical,61,0.00000000009549524110247438925901669801154155408687,0.000000000095495241102474389259016698011541554086872429346878,0.000000000095495241102474389259016698011541554086872429346878,9.54952411024743892590166980115e-11,9.54952411024743892590166980115e-11,9.54952411024743892590166980115e-11,2.7675491029218893978e-64,0.0,63,identical,63,True
8,3,4,0.5927461956416916710302971395590756029598,0.59274619564169167103029713955907560295981119744697,0.59274619564169167103029713955907560295981119744697,0.592746195641691671030297139559,0.592746195641691671030297139559,0.592746195641691671030297139559,1.9496951767644657820e-56,0.0,55,identical,55,0.0000001784459253237877015237266622888013396679,0.00000017844592532378770152372666228880133966789996355515,0.00000017844592532378770152372666228880133966789996355515,0.000000178445925323787701523726662288,0.000000178445925323787701523726662288,0.000000178445925323787701523726662288,5.7672312657433499371e-62,0.0,61,identical,61,0.0000001394742185408169279680955921021556559904,0.00000013947421854081692796809559210215565599042297113452,0.00000013947421854081692796809559210215565599042297113452,0.000000139474218540816927968095592102,0.000000139474218540816927968095592102,0.000000139474218540816927968095592102,1.1469664264722762785e-62,0.0,61,identical,61,True
8,3,"4,6",0.5927460495015684616790836565576664014893,0.59274604950156846167908365655766640148926759311027,0.59274604950156846167908365655766640148926759311027,0.592746049501568461679083656558,0.592746049501568461679083656558,0.592746049501568461679083656558,2.8591361310988016442e-56,0.0,55,identical,55,0.000000002651460115921802497887620396935289227544,0.0000000026514601159218024978876203969352892275436115150687,0.0000000026514601159218024978876203969352892275436115150687,0.00000000265146011592180249788762039694,0.00000000265146011592180249788762039694,0.00000000265146011592180249788762039694,1.2577356789381113735e-62,0.0,61,identical,61,0.000000001945052369097647041159858228691346033430,0.0000000019450523690976470411598582286913460334296040272748,0.0000000019450523690976470411598582286913460334296040272748,0.00000000194505236909764704115985822869,0.00000000194505236909764704115985822869,0.00000000194505236909764704115985822869,4.5064072243090335542e-64,0.0,63,identical,63,True
8,3,"4,6,8",0.5927460525592267036721060272835309745641,0.59274605255922670367210602728353097456407486986650,0.59274605255922670367210602728353097456407486986650,0.592746052559226703672106027284,0.592746052559226703672106027284,0.592746052559226703672106027284,6.0621965839323401642e-57,0.0,56,identical,56,0.000000001025365589587165706875634530139397793734,0.0000000010253655895871657068756345301393977937338850137731,0.0000000010253655895871657068756345301393977937338850137731,0.00000000102536558958716570687563453014,0.00000000102536558958716570687563453014,0.00000000102536558958716570687563453014,1.4981829998893378308e-62,0.0,61,identical,61,0.000000001710656078805261339099691518039275943448,0.0000000017106560788052613390996915180392759434476851220866,0.0000000017106560788052613390996915180392759434476851220866,0.00000000171065607880526133909969151804,0.00000000171065607880526133909969151804,0.00000000171065607880526133909969151804,3.9825907599921443448e-64,0.0,63,identical,63,True
8,3,"4,6,8,10",0.5927460509754782204499158344698398866758,0.59274605097547822044991583446983988667578369405511,0.59274605097547822044991583446983988667578369405511,0.592746050975478220449915834470,0.592746050975478220449915834470,0.592746050975478220449915834470,3.0860640501050429882e-57,0.0,56,identical,56,0.00000000002977720720760514529290321650384308347013,0.000000000029777207207605145292903216503843083470132790832281,0.000000000029777207207605145292903216503843083470132790832281,2.97772072076051452929032165038e-11,2.97772072076051452929032165038e-11,2.97772072076051452929032165038e-11,1.4826525745882734917e-62,0.0,61,identical,61,0.0000000001605132935992437069841684474660227805695,0.00000000016051329359924370698416844746602278056946370558592,0.00000000016051329359924370698416844746602278056946370558592,1.60513293599243706984168447466e-10,1.60513293599243706984168447466e-10,1.60513293599243706984168447466e-10,3.2458023947979244690e-64,0.0,63,identical,63,True
8,3,"4,6,8,10,12",0.5927460509001767250247189491092852822639,0.59274605090017672502471894910928528226394124633630,0.59274605090017672502471894910928528226394124633630,0.592746050900176725024718949109,0.592746050900176725024718949109,0.592746050900176725024718949109,3.7213132991560062433e-56,0.0,55,identical,55,0.00000000001370123805723776710918903954993007795531,0.000000000013701238057237767109189039549930077955306521077929,0.000000000013701238057237767109189039549930077955306521077929,1.37012380572377671091890395499e-11,1.37012380572377671091890395499e-11,1.37012380572377671091890395499e-11,3.5170767602798412827e-63,0.0,62,identical,62,0.00000000009549524110247438925901669801154155408687,0.000000000095495241102474389259016698011541554086872429346878,0.000000000095495241102474389259016698011541554086872429346878,9.54952411024743892590166980115e-11,9.54952411024743892590166980115e-11,9.54952411024743892590166980115e-11,2.7675491029218893978e-64,0.0,63,identical,63,True
8,4,4,0.5927461956416916710302971395590756029598,0.59274619564169167103029713955907560295981119744697,0.59274619564169167103029713955907560295981119744697,0.592746195641691671030297139559,0.592746195641691671030297139559,0.592746195641691671030297139559,1.9496951767644657820e-56,0.0,55,identical,55,0.0000001973414657163454408521406903179312657114,0.00000019734146571634544085214069031793126571141190103404,0.00000019734146571634544085214069031793126571141190103404,0.000000197341465716345440852140690318,0.000000197341465716345440852140690318,0.000000197341465716345440852140690318,4.6503613861290675493e-62,0.0,61,identical,61,0.0000001394742185408169279680955921021556559904,0.00000013947421854081692796809559210215565599042297113452,0.00000013947421854081692796809559210215565599042297113452,0.000000139474218540816927968095592102,0.000000139474218540816927968095592102,0.000000139474218540816927968095592102,1.1469664264722762785e-62,0.0,61,identical,61,True
8,4,"4,6",0.5927460495015684616790836565576664014893,0.59274604950156846167908365655766640148926759311027,0.59274604950156846167908365655766640148926759311027,0.592746049501568461679083656558,0.592746049501568461679083656558,0.592746049501568461679083656558,2.8591361310988016442e-56,0.0,55,identical,55,0.000000003170314552665258293365186987689149855237,0.0000000031703145526652582933651869876891498552368746798915,0.0000000031703145526652582933651869876891498552368746798915,0.00000000317031455266525829336518698769,0.00000000317031455266525829336518698769,0.00000000317031455266525829336518698769,7.5299865320627263598e-63,0.0,62,identical,62,0.000000001945052369097647041159858228691346033430,0.0000000019450523690976470411598582286913460334296040272748,0.0000000019450523690976470411598582286913460334296040272748,0.00000000194505236909764704115985822869,0.00000000194505236909764704115985822869,0.00000000194505236909764704115985822869,4.5064072243090335542e-64,0.0,63,identical,63,True
8,4,"4,6,8",0.5927460525592267036721060272835309745641,0.59274605255922670367210602728353097456407486986650,0.59274605255922670367210602728353097456407486986650,0.592746052559226703672106027284,0.592746052559226703672106027284,0.592746052559226703672106027284,6.0621965839323401642e-57,0.0,56,identical,56,0.000000001271739435951238728583011395462058059017,0.0000000012717394359512387285830113954620580590165575937974,0.0000000012717394359512387285830113954620580590165575937974,0.00000000127173943595123872858301139546,0.00000000127173943595123872858301139546,0.00000000127173943595123872858301139546,8.4683687870084785640e-63,0.0,62,identical,62,0.000000001710656078805261339099691518039275943448,0.0000000017106560788052613390996915180392759434476851220866,0.0000000017106560788052613390996915180392759434476851220866,0.00000000171065607880526133909969151804,0.00000000171065607880526133909969151804,0.00000000171065607880526133909969151804,3.9825907599921443448e-64,0.0,63,identical,63,True
8,4,"4,6,8,10",0.5927460509754782204499158344698398866758,0.59274605097547822044991583446983988667578369405511,0.59274605097547822044991583446983988667578369405511,0.592746050975478220449915834470,0.592746050975478220449915834470,0.592746050975478220449915834470,3.0860640501050429882e-57,0.0,56,identical,56,0.00000000003814872677750111935844650455342214159796,0.000000000038148726777501119358446504553422141597959163798950,0.000000000038148726777501119358446504553422141597959163798950,3.81487267775011193584465045534e-11,3.81487267775011193584465045534e-11,3.81487267775011193584465045534e-11,3.1483844628805582086e-62,0.0,61,identical,61,0.0000000001605132935992437069841684474660227805695,0.00000000016051329359924370698416844746602278056946370558592,0.00000000016051329359924370698416844746602278056946370558592,1.60513293599243706984168447466e-10,1.60513293599243706984168447466e-10,1.60513293599243706984168447466e-10,3.2458023947979244690e-64,0.0,63,identical,63,True
8,4,"4,6,8,10,12",0.5927460509001767250247189491092852822639,0.59274605090017672502471894910928528226394124633630,0.59274605090017672502471894910928528226394124633630,0.592746050900176725024718949109,0.592746050900176725024718949109,0.592746050900176725024718949109,3.7213132991560062433e-56,0.0,55,identical,55,0.00000000001897650118717835975093003741458748285694,0.000000000018976501187178359750930037414587482856943161058799,0.000000000018976501187178359750930037414587482856943161058799,1.89765011871783597509300374146e-11,1.89765011871783597509300374146e-11,1.89765011871783597509300374146e-11,2.4217492084221382655e-62,0.0,61,identical,61,0.00000000009549524110247438925901669801154155408687,0.000000000095495241102474389259016698011541554086872429346878,0.000000000095495241102474389259016698011541554086872429346878,9.54952411024743892590166980115e-11,9.54952411024743892590166980115e-11,9.54952411024743892590166980115e-11,2.7675491029218893978e-64,0.0,63,identical,63,True
9,2,4,0.5927461370727068434696473475421733429415,0.59274613707270684346964734754217334294154595322900,0.59274613707270684346964734754217334294154595322900,0.592746137072706843469647347542,0.592746137072706843469647347542,0.592746137072706843469647347542,6.9493962999846231221e-57,0.0,56,identical,56,0.00000008134929983241826090160951227485977661481,0.000000081349299832418260901609512274859776614809499264187,0.000000081349299832418260901609512274859776614809499264187,0.0000000813492998324182609016095122748,0.0000000813492998324182609016095122748,0.0000000813492998324182609016095122748,4.5291508124111472383e-62,0.0,61,identical,61,0.00000008090523371325627817607868984213739074620,0.000000080905233713256278176078689842137390746204997253110,0.000000080905233713256278176078689842137390746204997253110,0.0000000809052337132562781760786898421,0.0000000809052337132562781760786898421,0.0000000809052337132562781760786898421,3.0626757005794082564e-63,0.0,62,identical,62,True
9,2,"4,6",0.5927460511529539780068761475736099926196,0.59274605115295397800687614757360999261955167751546,0.59274605115295397800687614757360999261955167751546,0.592746051152953978006876147574,0.592746051152953978006876147574,0.592746051152953978006876147574,2.6883149007436469928e-56,0.0,55,identical,55,0.0000000002999996885070163892688413838680429865385,0.00000000029999968850701638926884138386804298653849422714706,0.00000000029999968850701638926884138386804298653849422714706,2.99999688507016389268841383868e-10,2.99999688507016389268841383868e-10,2.99999688507016389268841383868e-10,2.7390394726220766696e-64,0.0,63,identical,63,0.0000000004918386132016731450508537855277644719274,0.00000000049183861320167314505085378552776447192744846449372,0.00000000049183861320167314505085378552776447192744846449372,4.91838613201673145050853785528e-10,4.91838613201673145050853785528e-10,4.91838613201673145050853785528e-10,3.7310355499766339714e-65,0.0,64,identical,64,True
9,2,"4,6,8",0.5927460516749196612016190965160336073401,0.59274605167491966120161909651603360734013149150409,0.59274605167491966120161909651603360734013149150409,0.592746051674919661201619096516,0.592746051674919661201619096516,0.592746051674919661201619096516,4.4192414132217095813e-56,0.0,55,identical,55,0.0000000002828060073787578199967032343018366320472,0.00000000028280600737875781999670323430183663204721510473939,0.00000000028280600737875781999670323430183663204721510473939,2.82806007378757819996703234301e-10,2.82806007378757819996703234301e-10,2.82806007378757819996703234301e-10,1.0518614657364422827e-62,0.0,61,identical,61,0.0000000008263490363347744083321941508153325650853,0.00000000082634903633477440833219415081533256508527267693635,0.00000000082634903633477440833219415081533256508527267693635,8.26349036334774408332194150815e-10,8.26349036334774408332194150815e-10,8.26349036334774408332194150815e-10,8.8210964002223646363e-64,0.0,63,identical,63,True
9,2,"4,6,8,10",0.5927460509322111233246654407686365545827,0.59274605093221112332466544076863655458266181315975,0.59274605093221112332466544076863655458266181315975,0.592746050932211123324665440769,0.592746050932211123324665440769,0.592746050932211123324665440769,2.5353298197971394233e-56,0.0,55,identical,55,0.00000000001385398130779093578970779536808575151804,0.000000000013853981307790935789707795368085751518040864017420,0.000000000013853981307790935789707795368085751518040864017420,1.38539813077909357897077953681e-11,1.38539813077909357897077953681e-11,1.38539813077909357897077953681e-11,3.1812415224291830162e-62,0.0,61,identical,61,0.0000000001172461964739933132829651153729008996741,0.00000000011724619647399331328296511537290089967410011260818,0.00000000011724619647399331328296511537290089967410011260818,1.17246196473993313282965115373e-10,1.17246196473993313282965115373e-10,1.17246196473993313282965115373e-10,2.7244659072415198829e-64,0.0,63,identical,63,True
9,2,"4,6,8,10,12",0.5927460508651979488130532345492286729614,0.59274605086519794881305323454922867296143625524600,0.59274605086519794881305323454922867296143625524600,0.592746050865197948813053234549,0.592746050865197948813053234549,0.592746050865197948813053234549,3.7052968343849395013e-56,0.0,55,identical,55,0.000000000003412233661257804733579509088904809032672,0.0000000000034122336612578047335795090889048090326715990667742,0.0000000000034122336612578047335795090889048090326715990667742,3.41223366125780473357950908890e-12,3.41223366125780473357950908890e-12,3.41223366125780473357950908890e-12,1.9484529627102046292e-62,0.0,61,identical,61,0.00000000006051646489080867469896008870903656299657,0.000000000060516464890808674698960088709036562996573988546718,0.000000000060516464890808674698960088709036562996573988546718,6.05164648908086746989600887090e-11,6.05164648908086746989600887090e-11,6.05164648908086746989600887090e-11,3.4446557771137738765e-64,0.0,63,identical,63,True
