L,seed,configuration_counter,pair_ordinal,x,y,anchor_x,anchor_y,orientation,shell,shell_lower,shell_upper,relation_mask,carrier_mask,sites,eligible_both,persistent_s2_count,shared_transition_count,kernel_preserving_topological_count,kernel_only_count,joint_count,sum_g16_0,sum_g16_1,sum_abs_g16_0,sum_abs_g16_1,sum_delta_g16,sum_abs_delta_g16,sum_q0,sum_q1,sum_delta_q,sum_abs_delta_q,sum_E0,sum_E1,sum_delta_E,sum_abs_delta_E,sum_q_observable_num32,sum_abs_q_observable_num32,sum_q_kernel_num32,sum_abs_q_kernel_num32,sum_q_product_delta_num16,sum_abs_q_product_delta_num16,sum_E_observable_num32,sum_abs_E_observable_num32,sum_E_kernel_num32,sum_abs_E_kernel_num32,sum_E_product_delta_num16,sum_abs_E_product_delta_num16,q_identity_residual_num32,E_identity_residual_num32,q_identity_max_abs,E_identity_max_abs,sum_shared0,sum_shared1
32,2026083123593201,0,2,8,16,8,0,H,2,2,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,-80,-73,7,7,80,73,-7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-80
32,2026083123593201,0,2,8,16,8,0,H,3,4,7,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,-247,-241,6,6,247,241,-6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-247,-247
32,2026083123593201,0,2,8,16,8,0,H,4,8,15,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,-647,-627,20,20,647,627,-20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-647,-647
32,2026083123593201,0,2,8,16,8,0,H,5,16,16,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,-32,-32,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,-32
32,2026083123593201,0,3,8,264,8,0,V,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
32,2026083123593201,0,3,8,264,8,0,V,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
32,2026083123593201,0,3,8,264,8,0,V,1,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8
32,2026083123593201,0,3,8,264,8,0,V,1,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
32,2026083123593201,0,3,8,264,8,0,V,1,1,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
32,2026083123593201,0,3,8,264,8,0,V,2,2,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,-80,-78,2,2,80,78,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-80
32,2026083123593201,0,3,8,264,8,0,V,3,4,7,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,-247,-242,5,5,247,242,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-247,-247
32,2026083123593201,0,3,8,264,8,0,V,4,8,15,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,-647,-619,28,28,647,619,-28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-647,-647
32,2026083123593201,0,3,8,264,8,0,V,5,16,16,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,-32,-31,1,1,32,31,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,-32
32,2026083123593201,0,4,16,24,16,0,H,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
32,2026083123593201,0,4,16,24,16,0,H,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
32,2026083123593201,0,4,16,24,16,0,H,1,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,-8,-6,2,2,8,6,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8
32,2026083123593201,0,4,16,24,16,0,H,1,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-4,-3,1,1,4,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
32,2026083123593201,0,4,16,24,16,0,H,1,1,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-4,-3,1,1,4,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
32,2026083123593201,0,4,16,24,16,0,H,2,2,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,-80,-70,10,10,80,70,-10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-80
32,2026083123593201,0,4,16,24,16,0,H,3,4,7,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,-247,-238,9,9,247,238,-9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-247,-247
32,2026083123593201,0,4,16,24,16,0,H,4,8,15,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,-647,-635,12,12,647,635,-12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-647,-647
32,2026083123593201,0,4,16,24,16,0,H,5,16,16,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,-32,-32,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,-32
32,2026083123593201,0,5,16,272,16,0,V,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
32,2026083123593201,0,5,16,272,16,0,V,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
32,2026083123593201,0,5,16,272,16,0,V,1,1,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,-8,-7,1,1,8,7,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8
32,2026083123593201,0,5,16,272,16,0,V,1,1,1,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,-4,-3,1,1,4,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
32,2026083123593201,0,5,16,272,16,0,V,1,1,1,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
32,2026083123593201,0,5,16,272,16,0,V,2,2,3,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,-80,-75,5,5,80,75,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,80
32,2026083123593201,0,5,16,272,16,0,V,3,4,7,0,0,247,247,0,0,0,0,0,0,0,0,0,0,0,-247,-237,10,10,247,237,-10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,247
32,2026083123593201,0,5,16,272,16,0,V,4,8,15,0,0,647,647,0,0,0,0,0,0,0,0,0,0,0,-647,-629,18,18,647,629,-18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,647
32,2026083123593201,0,5,16,272,16,0,V,5,16,16,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,-32,-32,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32
32,2026083123593201,0,6,24,0,24,0,H,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
32,2026083123593201,0,6,24,0,24,0,H,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
32,2026083123593201,0,6,24,0,24,0,H,1,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,-8,-7,1,1,8,7,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8
32,2026083123593201,0,6,24,0,24,0,H,1,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-4,-3,1,1,4,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
32,2026083123593201,0,6,24,0,24,0,H,1,1,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
32,2026083123593201,0,6,24,0,24,0,H,2,2,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,-80,-72,8,8,80,72,-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-80
32,2026083123593201,0,6,24,0,24,0,H,3,4,7,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,-247,-241,6,6,247,241,-6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-247,-247
32,2026083123593201,0,6,24,0,24,0,H,4,8,15,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,-647,-627,20,20,647,627,-20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-647,-647
32,2026083123593201,0,6,24,0,24,0,H,5,16,16,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,-32,-32,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,-32
32,2026083123593201,0,7,24,280,24,0,V,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
32,2026083123593201,0,7,24,280,24,0,V,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
32,2026083123593201,0,7,24,280,24,0,V,1,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,-8,-7,1,1,8,7,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8
32,2026083123593201,0,7,24,280,24,0,V,1,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-4,-3,1,1,4,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
32,2026083123593201,0,7,24,280,24,0,V,1,1,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
32,2026083123593201,0,7,24,280,24,0,V,2,2,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,-80,-75,5,5,80,75,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-80
32,2026083123593201,0,7,24,280,24,0,V,3,4,7,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,-247,-236,11,11,247,236,-11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-247,-247
32,2026083123593201,0,7,24,280,24,0,V,4,8,15,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,-647,-629,18,18,647,629,-18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-647,-647
32,2026083123593201,0,7,24,280,24,0,V,5,16,16,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,-32,-32,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,-32
32,2026083123593201,0,8,256,264,0,8,H,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
32,2026083123593201,0,8,256,264,0,8,H,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
32,2026083123593201,0,8,256,264,0,8,H,1,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8
32,2026083123593201,0,8,256,264,0,8,H,1,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
32,2026083123593201,0,8,256,264,0,8,H,1,1,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
32,2026083123593201,0,8,256,264,0,8,H,2,2,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,-80,-80,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-80
32,2026083123593201,0,8,256,264,0,8,H,3,4,7,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,-247,-242,5,5,247,242,-5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-247,-247
32,2026083123593201,0,8,256,264,0,8,H,4,8,15,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,-647,-616,31,31,647,616,-31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-647,-647
32,2026083123593201,0,8,256,264,0,8,H,5,16,16,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,-32,-32,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,-32
32,2026083123593201,0,9,256,512,0,8,V,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
32,2026083123593201,0,9,256,512,0,8,V,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
32,2026083123593201,0,9,256,512,0,8,V,1,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8
32,2026083123593201,0,9,256,512,0,8,V,1,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
32,2026083123593201,0,9,256,512,0,8,V,1,1,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
32,2026083123593201,0,9,256,512,0,8,V,2,2,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,-80,-80,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-80
32,2026083123593201,0,9,256,512,0,8,V,3,4,7,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,-247,-246,1,1,247,246,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-247,-247
32,2026083123593201,0,9,256,512,0,8,V,4,8,15,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,-647,-614,33,33,647,614,-33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-647,-647
32,2026083123593201,0,9,256,512,0,8,V,5,16,16,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,-32,-30,2,2,32,30,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,-32
32,2026083123593201,0,10,264,272,8,8,H,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
32,2026083123593201,0,10,264,272,8,8,H,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
32,2026083123593201,0,10,264,272,8,8,H,1,1,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,-8,-8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8
32,2026083123593201,0,10,264,272,8,8,H,1,1,1,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
32,2026083123593201,0,10,264,272,8,8,H,1,1,1,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
32,2026083123593201,0,10,264,272,8,8,H,2,2,3,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,-80,-80,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,80
32,2026083123593201,0,10,264,272,8,8,H,3,4,7,0,0,247,247,0,0,0,0,0,0,0,0,0,0,0,-247,-233,14,14,247,233,-14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,247
32,2026083123593201,0,10,264,272,8,8,H,4,8,15,0,0,647,647,0,0,0,0,0,0,0,0,0,0,0,-647,-625,22,22,647,625,-22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,647
32,2026083123593201,0,10,264,272,8,8,H,5,16,16,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,-32,-32,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32
32,2026083123593201,0,11,264,520,8,8,V,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
32,2026083123593201,0,11,264,520,8,8,V,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
32,2026083123593201,0,11,264,520,8,8,V,1,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8
32,2026083123593201,0,11,264,520,8,8,V,1,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
32,2026083123593201,0,11,264,520,8,8,V,1,1,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
32,2026083123593201,0,11,264,520,8,8,V,2,2,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,-80,-80,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-80
32,2026083123593201,0,11,264,520,8,8,V,3,4,7,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,-247,-239,8,8,247,239,-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-247,-247
32,2026083123593201,0,11,264,520,8,8,V,4,8,15,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,-647,-620,27,27,647,620,-27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-647,-647
32,2026083123593201,0,11,264,520,8,8,V,5,16,16,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,-32,-31,1,1,32,31,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,-32
32,2026083123593201,0,12,272,280,16,8,H,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
32,2026083123593201,0,12,272,280,16,8,H,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
32,2026083123593201,0,12,272,280,16,8,H,1,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8
32,2026083123593201,0,12,272,280,16,8,H,1,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
32,2026083123593201,0,12,272,280,16,8,H,1,1,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
