k,replicas,sum_clusters_G,sum_clusters_Gstar,sum_wrap_H_G,sum_wrap_V_G,sum_wrap_E_G,sum_wrap_B_G,sum_wrap_H_Gstar,sum_wrap_V_Gstar,sum_wrap_E_Gstar,sum_wrap_B_Gstar,sum_clusters_G_sq,sum_clusters_Gstar_sq,sum_clusters_G_Gstar,sum_H_G_H_Gstar,sum_V_G_V_Gstar,sum_E_G_E_Gstar,sum_B_G_B_Gstar
36,40000,1341602,40000,0,0,0,0,40000,40000,40000,40000,45089954,40000,1341602,0,0,0,0
37,40000,1376016,40000,0,0,0,0,40000,40000,40000,40000,47432876,40000,1376016,0,0,0,0
38,40000,1410209,40000,0,0,0,0,40000,40000,40000,40000,49819801,40000,1410209,0,0,0,0
39,40000,1444417,40000,0,0,0,0,40000,40000,40000,40000,52266193,40000,1444417,0,0,0,0
40,40000,1478318,40000,0,0,0,0,40000,40000,40000,40000,54748560,40000,1478318,0,0,0,0
41,40000,1512096,40000,0,0,0,0,40000,40000,40000,40000,57279592,40000,1512096,0,0,0,0
42,40000,1545774,40000,0,0,0,0,40000,40000,40000,40000,59859750,40000,1545774,0,0,0,0
43,40000,1579212,40000,0,0,0,0,40000,40000,40000,40000,62477784,40000,1579212,0,0,0,0
44,40000,1612569,40000,0,0,0,0,40000,40000,40000,40000,65145457,40000,1612569,0,0,0,0
45,40000,1645647,40000,0,0,0,0,40000,40000,40000,40000,67846043,40000,1645647,0,0,0,0
46,40000,1678617,40000,0,0,0,0,40000,40000,40000,40000,70592683,40000,1678617,0,0,0,0
47,40000,1711394,40000,0,0,0,0,40000,40000,40000,40000,73376614,40000,1711394,0,0,0,0
48,40000,1744077,40000,0,0,0,0,40000,40000,40000,40000,76206055,40000,1744077,0,0,0,0
49,40000,1776556,40000,0,0,0,0,40000,40000,40000,40000,79071070,40000,1776556,0,0,0,0
50,40000,1808850,40000,0,0,0,0,40000,40000,40000,40000,81971964,40000,1808850,0,0,0,0
51,40000,1840993,40000,0,0,0,0,40000,40000,40000,40000,84911209,40000,1840993,0,0,0,0
52,40000,1873029,40000,0,0,0,0,40000,40000,40000,40000,87892551,40000,1873029,0,0,0,0
53,40000,1904868,40000,0,0,0,0,40000,40000,40000,40000,90905896,40000,1904868,0,0,0,0
54,40000,1936511,40000,0,0,0,0,40000,40000,40000,40000,93951497,40000,1936511,0,0,0,0
55,40000,1968122,40000,0,0,0,0,40000,40000,40000,40000,97043440,40000,1968122,0,0,0,0
56,40000,1999584,40000,0,0,0,0,40000,40000,40000,40000,100171120,40000,1999584,0,0,0,0
57,40000,2031082,40000,0,0,0,0,40000,40000,40000,40000,103351970,40000,2031082,0,0,0,0
58,40000,2062235,40000,0,0,0,0,40000,40000,40000,40000,106546871,40000,2062235,0,0,0,0
59,40000,2093221,40000,0,0,0,0,40000,40000,40000,40000,109772961,40000,2093221,0,0,0,0
60,40000,2123892,40000,0,0,0,0,40000,40000,40000,40000,113013746,40000,2123892,0,0,0,0
61,40000,2154470,40000,0,0,0,0,40000,40000,40000,40000,116291850,40000,2154470,0,0,0,0
62,40000,2185193,40000,0,0,0,0,40000,40000,40000,40000,119632315,40000,2185193,0,0,0,0
63,40000,2215582,40000,0,0,0,0,40000,40000,40000,40000,122983466,40000,2215582,0,0,0,0
64,40000,2245817,40000,0,0,0,0,40000,40000,40000,40000,126363691,40000,2245817,0,0,0,0
65,40000,2275833,40000,0,0,0,0,40000,40000,40000,40000,129765035,40000,2275833,0,0,0,0
66,40000,2305711,40000,0,0,0,0,40000,40000,40000,40000,133195617,40000,2305711,0,0,0,0
67,40000,2335475,40000,0,0,0,0,40000,40000,40000,40000,136657441,40000,2335475,0,0,0,0
68,40000,2365124,40000,0,0,0,0,40000,40000,40000,40000,140149636,40000,2365124,0,0,0,0
69,40000,2394579,40000,0,0,0,0,40000,40000,40000,40000,143662637,40000,2394579,0,0,0,0
70,40000,2423694,40000,0,0,0,0,40000,40000,40000,40000,147177932,40000,2423694,0,0,0,0
71,40000,2452742,40000,0,0,0,0,40000,40000,40000,40000,150727818,40000,2452742,0,0,0,0
72,40000,2481642,40000,0,0,0,0,40000,40000,40000,40000,154301336,40000,2481642,0,0,0,0
73,40000,2510538,40000,0,0,0,0,40000,40000,40000,40000,157917066,40000,2510538,0,0,0,0
74,40000,2539040,40000,0,0,0,0,40000,40000,40000,40000,161523436,40000,2539040,0,0,0,0
75,40000,2567341,40000,0,0,0,0,40000,40000,40000,40000,165145699,40000,2567341,0,0,0,0
76,40000,2595702,40000,0,0,0,0,40000,40000,40000,40000,168816320,40000,2595702,0,0,0,0
77,40000,2623904,40000,0,0,0,0,40000,40000,40000,40000,172505768,40000,2623904,0,0,0,0
78,40000,2652077,40000,0,0,0,0,40000,40000,40000,40000,176229745,40000,2652077,0,0,0,0
79,40000,2679876,40000,0,0,0,0,40000,40000,40000,40000,179944540,40000,2679876,0,0,0,0
80,40000,2707495,40000,0,0,0,0,40000,40000,40000,40000,183674867,40000,2707495,0,0,0,0
81,40000,2734851,40000,0,0,0,0,40000,40000,40000,40000,187407027,40000,2734851,0,0,0,0
82,40000,2762417,40000,0,0,0,0,40000,40000,40000,40000,191204657,40000,2762417,0,0,0,0
83,40000,2789558,40000,0,0,0,0,40000,40000,40000,40000,194981580,40000,2789558,0,0,0,0
84,40000,2816487,40000,0,0,0,0,40000,40000,40000,40000,198764549,40000,2816487,0,0,0,0
85,40000,2843587,40000,0,0,0,0,40000,40000,40000,40000,202609137,40000,2843587,0,0,0,0
86,40000,2870218,40000,0,0,0,0,40000,40000,40000,40000,206424042,40000,2870218,0,0,0,0
87,40000,2896929,40000,0,0,0,0,40000,40000,40000,40000,210284595,40000,2896929,0,0,0,0
88,40000,2923505,40000,0,0,0,0,40000,40000,40000,40000,214161437,40000,2923505,0,0,0,0
89,40000,2949847,40000,0,0,0,0,40000,40000,40000,40000,218039779,40000,2949847,0,0,0,0
90,40000,2976001,40000,0,0,0,0,40000,40000,40000,40000,221924489,40000,2976001,0,0,0,0
91,40000,3002080,40000,0,0,0,0,40000,40000,40000,40000,225831634,40000,3002080,0,0,0,0
92,40000,3027940,40000,0,0,0,0,40000,40000,40000,40000,229739724,40000,3027940,0,0,0,0
93,40000,3053721,40000,0,0,0,0,40000,40000,40000,40000,233669563,40000,3053721,0,0,0,0
94,40000,3079347,40000,0,0,0,0,40000,40000,40000,40000,237608321,40000,3079347,0,0,0,0
95,40000,3104878,40000,0,0,0,0,40000,40000,40000,40000,241564102,40000,3104878,0,0,0,0
96,40000,3130123,40000,0,0,0,0,40000,40000,40000,40000,245507059,40000,3130123,0,0,0,0
97,40000,3155086,40000,0,0,0,0,40000,40000,40000,40000,249438938,40000,3155086,0,0,0,0
98,40000,3179882,40000,0,0,0,0,40000,40000,40000,40000,253375910,40000,3179882,0,0,0,0
99,40000,3204470,40000,0,0,0,0,40000,40000,40000,40000,257309758,40000,3204470,0,0,0,0
100,40000,3229088,40000,0,0,0,0,40000,40000,40000,40000,261279324,40000,3229088,0,0,0,0
101,40000,3253675,40000,0,0,0,0,40000,40000,40000,40000,265274859,40000,3253675,0,0,0,0
102,40000,3278128,40000,0,0,0,0,40000,40000,40000,40000,269278478,40000,3278128,0,0,0,0
103,40000,3302476,40000,0,0,0,0,40000,40000,40000,40000,273296220,40000,3302476,0,0,0,0
104,40000,3326524,40000,0,0,0,0,40000,40000,40000,40000,277291588,40000,3326524,0,0,0,0
105,40000,3350119,40000,0,0,0,0,40000,40000,40000,40000,281240035,40000,3350119,0,0,0,0
106,40000,3373666,40000,0,0,0,0,40000,40000,40000,40000,285208056,40000,3373666,0,0,0,0
107,40000,3397306,40000,0,0,0,0,40000,40000,40000,40000,289219462,40000,3397306,0,0,0,0
108,40000,3420661,40000,0,0,0,0,40000,40000,40000,40000,293210929,40000,3420661,0,0,0,0
109,40000,3443933,40000,0,0,0,0,40000,40000,40000,40000,297216461,40000,3443933,0,0,0,0
110,40000,3467077,40000,0,0,0,0,40000,40000,40000,40000,301226415,40000,3467077,0,0,0,0
111,40000,3489986,40000,0,0,0,0,40000,40000,40000,40000,305221124,40000,3489986,0,0,0,0
112,40000,3512878,40000,0,0,0,0,40000,40000,40000,40000,309240102,40000,3512878,0,0,0,0
113,40000,3535525,40000,0,0,0,0,40000,40000,40000,40000,313242461,40000,3535525,0,0,0,0
114,40000,3558197,40000,0,0,0,0,40000,40000,40000,40000,317275163,40000,3558197,0,0,0,0
115,40000,3580699,40001,0,0,0,0,40000,40000,40000,40000,321302939,40003,3580779,0,0,0,0
116,40000,3602856,40000,0,0,0,0,40000,40000,40000,40000,325294306,40000,3602856,0,0,0,0
117,40000,3624978,40000,0,0,0,0,40000,40000,40000,40000,329303080,40000,3624978,0,0,0,0
118,40000,3646874,40000,0,0,0,0,40000,40000,40000,40000,333291746,40000,3646874,0,0,0,0
119,40000,3668896,40000,0,0,0,0,40000,40000,40000,40000,337330480,40000,3668896,0,0,0,0
120,40000,3690630,40000,0,0,0,0,40000,40000,40000,40000,341341034,40000,3690630,0,0,0,0
121,40000,3712151,40000,0,0,0,0,40000,40000,40000,40000,345334859,40000,3712151,0,0,0,0
122,40000,3733676,40000,0,0,0,0,40000,40000,40000,40000,349353236,40000,3733676,0,0,0,0
123,40000,3754919,40001,0,0,0,0,40000,40000,40000,40000,353342737,40003,3755009,0,0,0,0
124,40000,3775874,40001,0,0,0,0,40000,40000,40000,40000,357300324,40003,3775965,0,0,0,0
125,40000,3796955,40001,0,0,0,0,40000,40000,40000,40000,361301309,40003,3797047,0,0,0,0
126,40000,3817716,40001,0,0,0,0,40000,40000,40000,40000,365265606,40003,3817807,0,0,0,0
127,40000,3838240,40001,0,0,0,0,40000,40000,40000,40000,369204878,40003,3838331,0,0,0,0
128,40000,3858749,40001,0,0,0,0,40000,40000,40000,40000,373160697,40003,3858841,0,0,0,0
129,40000,3878944,40001,0,0,0,0,40000,40000,40000,40000,377076934,40003,3879037,0,0,0,0
130,40000,3899061,40001,0,0,0,0,40000,40000,40000,40000,380999143,40003,3899154,0,0,0,0
131,40000,3918919,40001,0,0,0,0,40000,40000,40000,40000,384893011,40003,3919012,0,0,0,0
132,40000,3938773,40001,0,0,0,0,40000,40000,40000,40000,388803049,40003,3938867,0,0,0,0
133,40000,3958432,40002,0,0,0,0,40000,40000,40000,40000,392695680,40006,3958615,0,0,0,0
134,40000,3977904,40002,0,0,0,0,40000,40000,40000,40000,396571948,40006,3978088,0,0,0,0
135,40000,3997330,40002,0,0,0,0,40000,40000,40000,40000,400456552,40006,3997516,0,0,0,0
136,40000,4016670,40002,0,0,0,0,40000,40000,40000,40000,404342498,40006,4016857,0,0,0,0
137,40000,4036015,40002,0,0,0,0,40000,40000,40000,40000,408249871,40006,4036204,0,0,0,0
138,40000,4054835,40002,0,0,0,0,40000,40000,40000,40000,412066665,40006,4055026,0,0,0,0
139,40000,4073585,40002,0,0,0,0,40000,40000,40000,40000,415886617,40006,4073776,0,0,0,0
140,40000,4092180,40003,0,0,0,0,40000,40000,40000,40000,419693546,40009,4092471,0,0,0,0
141,40000,4110667,40003,0,0,0,0,40000,40000,40000,40000,423498103,40009,4110957,0,0,0,0
142,40000,4129103,40003,0,0,0,0,40000,40000,40000,40000,427308193,40009,4129395,0,0,0,0
143,40000,4147183,40003,0,0,0,0,40000,40000,40000,40000,431060575,40009,4147476,0,0,0,0
144,40000,4164901,40003,0,0,0,0,40000,40000,40000,40000,434755941,40009,4165195,0,0,0,0
145,40000,4182605,40003,0,0,0,0,40000,40000,40000,40000,438462351,40009,4182899,0,0,0,0
146,40000,4200172,40003,0,0,0,0,40000,40000,40000,40000,442154086,40009,4200465,0,0,0,0
147,40000,4217691,40004,0,0,0,0,40000,40000,40000,40000,445852641,40012,4218084,0,0,0,0
148,40000,4235282,40004,0,0,0,0,40000,40000,40000,40000,449582776,40012,4235677,0,0,0,0
149,40000,4252477,40004,0,0,0,0,40000,40000,40000,40000,453244769,40012,4252873,0,0,0,0
150,40000,4269928,40004,0,0,0,0,40000,40000,40000,40000,456974802,40012,4270326,0,0,0,0
151,40000,4286986,40004,0,0,0,0,40000,40000,40000,40000,460636202,40012,4287385,0,0,0,0
152,40000,4303882,40004,0,0,0,0,40000,40000,40000,40000,464276804,40012,4304283,0,0,0,0
153,40000,4320593,40004,0,0,0,0,40000,40000,40000,40000,467891549,40012,4320997,0,0,0,0
154,40000,4336994,40006,0,0,0,0,40000,40000,40000,40000,471453830,40018,4337608,0,0,0,0
155,40000,4353511,40006,0,0,0,0,40000,40000,40000,40000,475054941,40018,4354126,0,0,0,0
156,40000,4369816,40006,0,0,0,0,40000,40000,40000,40000,478621260,40018,4370432,0,0,0,0
157,40000,4385860,40006,0,0,0,0,40000,40000,40000,40000,482144494,40018,4386478,0,0,0,0
158,40000,4401867,40006,0,0,0,0,40000,40000,40000,40000,485673793,40018,4402487,0,0,0,0
159,40000,4417538,40006,0,0,0,0,40000,40000,40000,40000,489139602,40018,4418160,0,0,0,0
160,40000,4433221,40006,0,0,0,0,40000,40000,40000,40000,492623547,40018,4433846,0,0,0,0
161,40000,4448496,40006,0,0,0,0,40000,40000,40000,40000,496026556,40018,4449123,0,0,0,0
162,40000,4463790,40006,0,0,0,0,40000,40000,40000,40000,499446580,40018,4464421,0,0,0,0
163,40000,4478959,40006,0,0,0,0,40000,40000,40000,40000,502851741,40018,4479590,0,0,0,0
164,40000,4494167,40008,0,0,0,0,40000,40000,40000,40000,506276673,40024,4495016,0,0,0,0
165,40000,4509239,40010,0,0,0,0,40000,40000,40000,40000,509681577,40030,4510303,0,0,0,0
166,40000,4523961,40011,0,0,0,0,40000,40000,40000,40000,513019559,40033,4525138,0,0,0,0
167,40000,4538768,40012,0,0,0,0,40000,40000,40000,40000,516385402,40036,4540056,0,0,0,0
168,40000,4553339,40013,0,0,0,0,40000,40000,40000,40000,519707767,40039,4554746,0,0,0,0
169,40000,4567834,40013,0,0,0,0,40000,40000,40000,40000,523026108,40039,4569246,0,0,0,0
170,40000,4582321,40014,0,0,0,0,40000,40000,40000,40000,526352627,40042,4583849,0,0,0,0
171,40000,4596593,40016,0,0,0,0,40000,40000,40000,40000,529638141,40048,4598353,0,0,0,0
172,40000,4610512,40017,0,0,0,0,40000,40000,40000,40000,532854166,40051,4612396,0,0,0,0
173,40000,4624437,40018,0,0,0,0,40000,40000,40000,40000,536081731,40054,4626436,0,0,0,0
174,40000,4638154,40018,0,0,0,0,40000,40000,40000,40000,539270622,40054,4640160,0,0,0,0
175,40000,4651472,40021,0,0,0,0,40000,40000,40000,40000,542375998,40063,4653818,0,0,0,0
176,40000,4664979,40021,0,0,0,0,40000,40000,40000,40000,545535853,40063,4667335,0,0,0,0
177,40000,4678230,40022,0,0,0,0,40000,40000,40000,40000,548641628,40066,4680703,0,0,0,0
178,40000,4691126,40022,0,0,0,0,40000,40000,40000,40000,551671182,40066,4693601,0,0,0,0
179,40000,4704100,40022,0,0,0,0,40000,40000,40000,40000,554729890,40066,4706585,0,0,0,0
180,40000,4716766,40024,0,0,0,0,40000,40000,40000,40000,557723100,40072,4719486,0,0,0,0
181,40000,4729291,40026,0,0,0,0,40000,40000,40000,40000,560690869,40078,4732255,0,0,0,0
182,40000,4741759,40026,0,0,0,0,40000,40000,40000,40000,563656931,40078,4744738,0,0,0,0
183,40000,4754222,40027,0,0,0,0,40000,40000,40000,40000,566628410,40081,4757321,0,0,0,0
184,40000,4766719,40028,0,0,0,0,40000,40000,40000,40000,569613965,40084,4769931,0,0,0,0
185,40000,4779218,40030,0,0,0,0,40000,40000,40000,40000,572609576,40090,4782653,0,0,0,0
186,40000,4791266,40030,0,0,0,0,40000,40000,40000,40000,575501606,40090,4794715,0,0,0,0
187,40000,4803231,40032,0,0,0,0,40000,40000,40000,40000,578382237,40096,4806936,0,0,0,0
188,40000,4814745,40036,0,0,0,0,40000,40000,40000,40000,581163307,40108,4818919,0,0,0,0
189,40000,4826427,40037,0,0,0,0,40000,40000,40000,40000,583989933,40111,4830726,0,0,0,0
190,40000,4837900,40039,0,0,0,0,40000,40000,40000,40000,586773208,40117,4842446,0,0,0,0
191,40000,4849374,40040,0,0,0,0,40000,40000,40000,40000,589562238,40120,4854058,0,0,0,0
192,40000,4860621,40042,0,0,0,0,40000,40000,40000,40000,592303023,40126,4865564,0,0,0,0
193,40000,4871631,40044,0,0,0,0,40000,40000,40000,40000,594994477,40132,4876817,0,0,0,0
194,40000,4882435,40048,0,0,0,0,40000,40000,40000,40000,597640017,40144,4888097,0,0,0,0
195,40000,4893084,40050,0,0,0,0,40000,40000,40000,40000,600254198,40150,4899002,0,0,0,0
196,40000,4903825,40052,0,0,0,0,40000,40000,40000,40000,602897639,40156,4909994,0,0,0,0
197,40000,4914292,40054,0,0,0,0,40000,40000,40000,40000,605475316,40162,4920724,0,0,0,0
198,40000,4924577,40056,0,0,0,0,40000,40000,40000,40000,608017045,40168,4931253,0,0,0,0
199,40000,4934468,40057,0,0,0,0,40000,40000,40000,40000,610465882,40171,4941268,0,0,0,0
200,40000,4944596,40059,0,0,0,0,40000,40000,40000,40000,612975124,40177,4951641,0,0,0,0
201,40000,4954568,40064,0,0,0,0,40000,40000,40000,40000,615455904,40192,4962199,0,0,0,0
202,40000,4964296,40069,0,0,0,0,40000,40000,40000,40000,617878898,40207,4972559,0,0,0,0
203,40000,4973888,40073,0,0,0,0,40000,40000,40000,40000,620274922,40219,4982644,0,0,0,0
204,40000,4983275,40076,0,0,0,0,40000,40000,40000,40000,622622313,40228,4992412,0,0,0,0
205,40000,4992619,40078,0,0,0,0,40000,40000,40000,40000,624965203,40234,5002002,0,0,0,0
206,40000,5001962,40080,0,0,0,0,40000,40000,40000,40000,627309006,40240,5011596,0,0,0,0
207,40000,5010757,40082,0,0,0,0,40000,40000,40000,40000,629523365,40246,5020646,0,0,0,0
208,40000,5019750,40085,0,0,0,0,40000,40000,40000,40000,631791882,40255,5030024,0,0,0,0
209,40000,5028903,40091,0,0,0,0,40000,40000,40000,40000,634101925,40273,5039908,0,0,0,0
210,40000,5037655,40093,0,0,0,0,40000,40000,40000,40000,636318711,40279,5048924,0,0,0,0
211,40000,5046480,40097,0,0,0,0,40000,40000,40000,40000,638555502,40291,5058255,0,0,0,0
212,40000,5054721,40099,0,0,0,0,40000,40000,40000,40000,640648495,40297,5066766,0,0,0,0
213,40000,5062995,40105,0,0,0,0,40000,40000,40000,40000,642752357,40315,5075841,0,0,0,0
214,40000,5071238,40105,0,0,0,0,40000,40000,40000,40000,644850160,40315,5084128,0,0,0,0
215,40000,5079497,40109,0,0,0,0,40000,40000,40000,40000,646952593,40327,5092902,0,0,0,0
216,40000,5087214,40115,0,0,0,0,40000,40000,40000,40000,648922116,40345,5101389,0,0,0,0
217,40000,5094930,40118,0,0,0,0,40000,40000,40000,40000,650898496,40354,5109505,0,0,0,0
218,40000,5102368,40123,0,0,0,0,40000,40000,40000,40000,652807712,40369,5117594,0,0,0,0
219,40000,5109806,40127,0,0,0,0,40000,40000,40000,40000,654720638,40381,5125541,0,0,0,0
220,40000,5117201,40137,0,0,0,0,40000,40000,40000,40000,656619203,40411,5134216,0,0,0,0
221,40000,5124414,40141,0,0,0,0,40000,40000,40000,40000,658476284,40423,5141972,0,0,0,0
222,40000,5131438,40148,0,0,0,0,40000,40000,40000,40000,660286952,40444,5149893,0,0,0,0
223,40000,5138398,40156,0,0,0,0,40000,40000,40000,40000,662083100,40468,5157883,0,0,0,0
224,40000,5145282,40159,0,0,0,0,40000,40000,40000,40000,663864212,40477,5165189,0,0,0,0
225,40000,5151962,40166,0,0,0,0,40000,40000,40000,40000,665595842,40500,5172793,0,0,0,0
226,40000,5158462,40167,0,0,0,0,40000,40000,40000,40000,667279904,40503,5179435,0,0,0,0
227,40000,5164971,40173,0,0,0,0,40000,40000,40000,40000,668972875,40521,5186734,0,0,0,0
228,40000,5171025,40181,0,0,0,0,40000,40000,40000,40000,670549263,40545,5193858,0,0,0,0
229,40000,5176930,40185,0,0,0,0,40000,40000,40000,40000,672087472,40557,5200300,0,0,0,0
230,40000,5183000,40192,0,0,0,0,40000,40000,40000,40000,673672126,40578,5207284,0,0,0,0
231,40000,5188866,40200,0,0,0,0,40000,40000,40000,40000,675199534,40602,5214165,0,0,0,0
232,40000,5194749,40212,0,0,0,0,40000,40000,40000,40000,676737671,40638,5221602,0,0,0,0
233,40000,5200362,40224,0,0,0,0,40000,40000,40000,40000,678202880,40674,5228785,0,0,0,0
234,40000,5205737,40237,0,0,0,0,40000,40000,40000,40000,679606393,40715,5235814,0,0,0,0
235,40000,5211172,40243,0,0,0,0,40000,40000,40000,40000,681029762,40733,5242041,0,0,0,0
236,40000,5216450,40252,0,0,0,0,40000,40000,40000,40000,682414306,40760,5248481,0,0,0,0
237,40000,5221689,40262,0,0,0,0,40000,40000,40000,40000,683790527,40790,5255041,0,0,0,0
238,40000,5226546,40268,0,0,0,0,40000,40000,40000,40000,685072538,40810,5260712,0,0,0,0
239,40000,5231372,40279,0,0,0,0,40000,40000,40000,40000,686348842,40843,5266932,0,0,0,0
240,40000,5236045,40288,0,0,0,0,40000,40000,40000,40000,687580365,40870,5272769,0,0,0,0
241,40000,5240544,40298,0,0,0,0,40000,40000,40000,40000,688769930,40900,5278589,0,0,0,0
242,40000,5245043,40306,0,0,0,0,40000,40000,40000,40000,689958539,40924,5284136,0,0,0,0
243,40000,5249231,40321,0,0,0,0,40000,40000,40000,40000,691069095,40969,5290296,0,0,0,0
244,40000,5253513,40333,0,0,0,0,40000,40000,40000,40000,692205591,41005,5296115,0,0,0,0
245,40000,5257542,40346,0,0,0,0,40000,40000,40000,40000,693276198,41044,5301861,0,0,0,0
246,40000,5261136,40357,0,0,0,0,40000,40000,40000,40000,694229166,41077,5306912,0,0,0,0
247,40000,5264974,40365,0,0,0,0,40000,40000,40000,40000,695247662,41101,5311861,0,0,0,0
248,40000,5268693,40381,0,0,0,0,40000,40000,40000,40000,696230199,41149,5317638,0,0,0,0
249,40000,5272227,40399,0,0,0,0,40000,40000,40000,40000,697171365,41205,5323519,0,0,0,0
250,40000,5275701,40409,0,0,0,0,40000,40000,40000,40000,698096089,41235,5328324,0,0,0,0
251,40000,5278698,40417,0,0,0,0,40000,40000,40000,40000,698892906,41259,5332362,0,0,0,0
252,40000,5281623,40433,0,0,0,0,40000,40000,40000,40000,699669191,41309,5337419,0,0,0,0
253,40000,5284668,40448,0,0,0,0,40000,40000,40000,40000,700484718,41354,5342472,0,0,0,0
254,40000,5287598,40461,0,0,0,0,40000,40000,40000,40000,701272084,41395,5347119,0,0,0,0
255,40000,5289977,40476,0,0,0,0,40000,40000,40000,40000,701908113,41440,5351424,0,0,0,0
256,40000,5292702,40489,0,0,0,0,40000,40000,40000,40000,702639784,41479,5355926,0,0,0,0
257,40000,5295025,40510,0,0,0,0,40000,40000,40000,40000,703261875,41542,5360987,0,0,0,0
258,40000,5297498,40531,0,0,0,0,40000,40000,40000,40000,703924378,41605,5366201,0,0,0,0
259,40000,5299366,40546,0,0,0,0,40000,40000,40000,40000,704425562,41650,5369967,0,0,0,0
260,40000,5301448,40568,0,0,0,0,40000,40000,40000,40000,704986136,41716,5374910,0,0,0,0
261,40000,5303374,40578,0,0,0,0,40000,40000,40000,40000,705502284,41746,5378107,0,0,0,0
262,40000,5304888,40594,0,0,0,0,40000,40000,40000,40000,705916436,41794,5381747,0,0,0,0
263,40000,5306216,40615,0,0,0,0,40000,40000,40000,40000,706275988,41863,5385828,0,0,0,0
264,40000,5307961,40639,0,0,0,0,40000,40000,40000,40000,706744423,41935,5390749,0,0,0,0
265,40000,5309225,40656,0,0,0,0,40000,40000,40000,40000,707088461,41988,5394272,0,0,0,0
