k,replicas,sum_clusters_G,sum_clusters_Gstar,sum_wrap_H_G,sum_wrap_V_G,sum_wrap_E_G,sum_wrap_B_G,sum_wrap_H_Gstar,sum_wrap_V_Gstar,sum_wrap_E_Gstar,sum_wrap_B_Gstar,sum_clusters_G_sq,sum_clusters_Gstar_sq,sum_clusters_G_Gstar,sum_H_G_H_Gstar,sum_V_G_V_Gstar,sum_E_G_E_Gstar,sum_B_G_B_Gstar
32,60000,1712825,60000,0,0,0,0,60000,60000,60000,60000,49079365,60000,1712825,0,0,0,0
33,60000,1759438,60000,0,0,0,0,60000,60000,60000,60000,51787340,60000,1759438,0,0,0,0
34,60000,1805801,60000,0,0,0,0,60000,60000,60000,60000,54553437,60000,1805801,0,0,0,0
35,60000,1851822,60000,0,0,0,0,60000,60000,60000,60000,57369272,60000,1851822,0,0,0,0
36,60000,1897197,60000,0,0,0,0,60000,60000,60000,60000,60216371,60000,1897197,0,0,0,0
37,60000,1942058,60000,0,0,0,0,60000,60000,60000,60000,63099186,60000,1942058,0,0,0,0
38,60000,1986550,60000,0,0,0,0,60000,60000,60000,60000,66024702,60000,1986550,0,0,0,0
39,60000,2030846,60000,0,0,0,0,60000,60000,60000,60000,69002724,60000,2030846,0,0,0,0
40,60000,2074698,60000,0,0,0,0,60000,60000,60000,60000,72015546,60000,2074698,0,0,0,0
41,60000,2118133,60000,0,0,0,0,60000,60000,60000,60000,75063331,60000,2118133,0,0,0,0
42,60000,2161338,60000,0,0,0,0,60000,60000,60000,60000,78158488,60000,2161338,0,0,0,0
43,60000,2203778,60000,0,0,0,0,60000,60000,60000,60000,81259634,60000,2203778,0,0,0,0
44,60000,2245940,60000,0,0,0,0,60000,60000,60000,60000,84400992,60000,2245940,0,0,0,0
45,60000,2287511,60000,0,0,0,0,60000,60000,60000,60000,87555471,60000,2287511,0,0,0,0
46,60000,2328900,60000,0,0,0,0,60000,60000,60000,60000,90753180,60000,2328900,0,0,0,0
47,60000,2369714,60000,0,0,0,0,60000,60000,60000,60000,93963522,60000,2369714,0,0,0,0
48,60000,2410405,60000,0,0,0,0,60000,60000,60000,60000,97219949,60000,2410405,0,0,0,0
49,60000,2450775,60000,0,0,0,0,60000,60000,60000,60000,100504993,60000,2450775,0,0,0,0
50,60000,2490275,60000,0,0,0,0,60000,60000,60000,60000,103772377,60000,2490275,0,0,0,0
51,60000,2529402,60000,0,0,0,0,60000,60000,60000,60000,107060646,60000,2529402,0,0,0,0
52,60000,2568451,60000,0,0,0,0,60000,60000,60000,60000,110393053,60000,2568451,0,0,0,0
53,60000,2607120,60000,0,0,0,0,60000,60000,60000,60000,113744032,60000,2607120,0,0,0,0
54,60000,2645284,60000,0,0,0,0,60000,60000,60000,60000,117101042,60000,2645284,0,0,0,0
55,60000,2682802,60000,0,0,0,0,60000,60000,60000,60000,120448438,60000,2682802,0,0,0,0
56,60000,2720006,60000,0,0,0,0,60000,60000,60000,60000,123813124,60000,2720006,0,0,0,0
57,60000,2756972,60000,0,0,0,0,60000,60000,60000,60000,127203328,60000,2756972,0,0,0,0
58,60000,2793600,60000,0,0,0,0,60000,60000,60000,60000,130607526,60000,2793600,0,0,0,0
59,60000,2829695,60000,0,0,0,0,60000,60000,60000,60000,134006809,60000,2829695,0,0,0,0
60,60000,2865282,60000,0,0,0,0,60000,60000,60000,60000,137400968,60000,2865282,0,0,0,0
61,60000,2900403,60000,0,0,0,0,60000,60000,60000,60000,140794465,60000,2900403,0,0,0,0
62,60000,2935221,60000,0,0,0,0,60000,60000,60000,60000,144198007,60000,2935221,0,0,0,0
63,60000,2969594,60000,0,0,0,0,60000,60000,60000,60000,147595980,60000,2969594,0,0,0,0
64,60000,3003579,60000,0,0,0,0,60000,60000,60000,60000,150996077,60000,3003579,0,0,0,0
65,60000,3037156,60000,0,0,0,0,60000,60000,60000,60000,154392638,60000,3037156,0,0,0,0
66,60000,3070467,60000,0,0,0,0,60000,60000,60000,60000,157797815,60000,3070467,0,0,0,0
67,60000,3103271,60000,0,0,0,0,60000,60000,60000,60000,161190249,60000,3103271,0,0,0,0
68,60000,3135725,60000,0,0,0,0,60000,60000,60000,60000,164582985,60000,3135725,0,0,0,0
69,60000,3167773,60001,0,0,0,0,60000,60000,60000,60000,167967789,60003,3167820,0,0,0,0
70,60000,3199378,60001,0,0,0,0,60000,60000,60000,60000,171340522,60003,3199426,0,0,0,0
71,60000,3230709,60001,0,0,0,0,60000,60000,60000,60000,174716049,60003,3230758,0,0,0,0
72,60000,3261430,60002,0,0,0,0,60000,60000,60000,60000,178058948,60006,3261531,0,0,0,0
73,60000,3291852,60002,0,0,0,0,60000,60000,60000,60000,181399944,60006,3291955,0,0,0,0
74,60000,3321903,60002,0,0,0,0,60000,60000,60000,60000,184730187,60006,3322008,0,0,0,0
75,60000,3351364,60002,0,0,0,0,60000,60000,60000,60000,188025016,60006,3351471,0,0,0,0
76,60000,3380707,60002,0,0,0,0,60000,60000,60000,60000,191334597,60006,3380814,0,0,0,0
77,60000,3409240,60003,0,0,0,0,60000,60000,60000,60000,194582594,60009,3409400,0,0,0,0
78,60000,3437616,60003,0,0,0,0,60000,60000,60000,60000,197839624,60009,3437777,0,0,0,0
79,60000,3465935,60003,0,0,0,0,60000,60000,60000,60000,201114939,60009,3466099,0,0,0,0
80,60000,3493438,60003,0,0,0,0,60000,60000,60000,60000,204322298,60009,3493604,0,0,0,0
81,60000,3520684,60003,0,0,0,0,60000,60000,60000,60000,207524010,60009,3520852,0,0,0,0
82,60000,3547526,60003,0,0,0,0,60000,60000,60000,60000,210704928,60009,3547696,0,0,0,0
83,60000,3573696,60004,0,0,0,0,60000,60000,60000,60000,213828712,60012,3573922,0,0,0,0
84,60000,3599734,60005,0,0,0,0,60000,60000,60000,60000,216959704,60015,3600024,0,0,0,0
85,60000,3625354,60006,0,0,0,0,60000,60000,60000,60000,220064746,60018,3625695,0,0,0,0
86,60000,3650248,60006,0,0,0,0,60000,60000,60000,60000,223100968,60018,3650593,0,0,0,0
87,60000,3675137,60007,0,0,0,0,60000,60000,60000,60000,226156969,60021,3675547,0,0,0,0
88,60000,3699464,60009,0,0,0,0,60000,60000,60000,60000,229164864,60027,3699982,0,0,0,0
89,60000,3723460,60010,0,0,0,0,60000,60000,60000,60000,232152958,60030,3724034,0,0,0,0
90,60000,3747279,60011,0,0,0,0,60000,60000,60000,60000,235138285,60033,3747918,0,0,0,0
91,60000,3770508,60014,0,0,0,0,60000,60000,60000,60000,238067846,60042,3771334,0,0,0,0
92,60000,3793492,60014,0,0,0,0,60000,60000,60000,60000,240982786,60042,3794324,0,0,0,0
93,60000,3815811,60018,0,0,0,0,60000,60000,60000,60000,243834363,60054,3816905,0,0,0,0
94,60000,3837899,60021,0,0,0,0,60000,60000,60000,60000,246671879,60063,3839183,0,0,0,0
95,60000,3859598,60021,0,0,0,0,60000,60000,60000,60000,249472952,60063,3860885,0,0,0,0
96,60000,3880919,60022,0,0,0,0,60000,60000,60000,60000,252238369,60066,3882282,0,0,0,0
97,60000,3901914,60023,0,0,0,0,60000,60000,60000,60000,254978990,60069,3903353,0,0,0,0
98,60000,3922433,60026,0,0,0,0,60000,60000,60000,60000,257671179,60078,3924079,0,0,0,0
99,60000,3942464,60028,0,0,0,0,60000,60000,60000,60000,260315290,60084,3944238,0,0,0,0
100,60000,3962054,60029,0,0,0,0,60000,60000,60000,60000,262911218,60087,3963904,0,0,0,0
101,60000,3981402,60031,0,0,0,0,60000,60000,60000,60000,265491690,60093,3983381,0,0,0,0
102,60000,4000524,60035,0,0,0,0,60000,60000,60000,60000,268051054,60105,4002762,0,0,0,0
103,60000,4019069,60039,0,0,0,0,60000,60000,60000,60000,270546143,60117,4021566,0,0,0,0
104,60000,4037581,60040,0,0,0,0,60000,60000,60000,60000,273050901,60120,4040141,0,0,0,0
105,60000,4055381,60046,0,0,0,0,60000,60000,60000,60000,275466479,60138,4058339,0,0,0,0
106,60000,4072918,60048,0,0,0,0,60000,60000,60000,60000,277857546,60144,4076021,0,0,0,0
107,60000,4090211,60053,0,0,0,0,60000,60000,60000,60000,280228269,60159,4093655,0,0,0,0
108,60000,4107093,60052,0,0,0,0,60000,60000,60000,60000,282553683,60156,4110487,0,0,0,0
109,60000,4123406,60057,0,0,0,0,60000,60000,60000,60000,284809692,60171,4127140,0,0,0,0
110,60000,4139532,60058,0,0,0,0,60000,60000,60000,60000,287048868,60174,4143354,0,0,0,0
111,60000,4155166,60063,0,0,0,0,60000,60000,60000,60000,289227658,60189,4159346,0,0,0,0
112,60000,4170675,60068,0,0,0,0,60000,60000,60000,60000,291400171,60204,4175200,0,0,0,0
113,60000,4185685,60072,0,0,0,0,60000,60000,60000,60000,293508607,60216,4190495,0,0,0,0
114,60000,4200344,60074,0,0,0,0,60000,60000,60000,60000,295573586,60222,4205304,0,0,0,0
115,60000,4214364,60081,0,0,0,0,60000,60000,60000,60000,297554810,60243,4219837,0,0,0,0
116,60000,4228068,60085,0,0,0,0,60000,60000,60000,60000,299499040,60255,4233839,0,0,0,0
117,60000,4241374,60089,0,0,0,0,60000,60000,60000,60000,301391342,60267,4247427,0,0,0,0
118,60000,4254782,60096,0,0,0,0,60000,60000,60000,60000,303307700,60288,4261345,0,0,0,0
119,60000,4267868,60099,0,0,0,0,60000,60000,60000,60000,305182880,60297,4274666,0,0,0,0
120,60000,4280039,60101,0,0,0,0,60000,60000,60000,60000,306934049,60303,4286988,0,0,0,0
121,60000,4292227,60110,0,0,0,0,60000,60000,60000,60000,308691971,60330,4299859,0,0,0,0
122,60000,4304051,60118,0,0,0,0,60000,60000,60000,60000,310403743,60354,4312265,0,0,0,0
123,60000,4315403,60127,0,0,0,0,60000,60000,60000,60000,312051509,60381,4324256,0,0,0,0
124,60000,4326345,60134,0,0,0,0,60000,60000,60000,60000,313643691,60402,4335705,0,0,0,0
125,60000,4337052,60143,0,0,0,0,60000,60000,60000,60000,315206308,60429,4347054,0,0,0,0
126,60000,4347125,60148,0,0,0,0,60000,60000,60000,60000,316680823,60444,4357514,0,0,0,0
127,60000,4356994,60158,0,0,0,0,60000,60000,60000,60000,318128402,60474,4368136,0,0,0,0
128,60000,4366639,60163,0,0,0,0,60000,60000,60000,60000,319542965,60489,4378154,0,0,0,0
129,60000,4375710,60174,0,0,0,0,60000,60000,60000,60000,320881908,60522,4388043,0,0,0,0
130,60000,4384186,60183,0,0,0,0,60000,60000,60000,60000,322131824,60549,4397204,0,0,0,0
131,60000,4392752,60190,0,0,0,0,60000,60000,60000,60000,323400548,60570,4406274,0,0,0,0
132,60000,4400989,60203,0,0,0,0,60000,60000,60000,60000,324621349,60609,4415446,0,0,0,0
133,60000,4408783,60217,0,0,0,0,60000,60000,60000,60000,325781861,60651,4424244,0,0,0,0
134,60000,4415982,60230,0,0,0,0,60000,60000,60000,60000,326857046,60690,4432345,0,0,0,0
135,60000,4423110,60235,0,0,0,0,60000,60000,60000,60000,327923426,60705,4439831,0,0,0,0
136,60000,4429840,60248,0,0,0,0,60000,60000,60000,60000,328930788,60744,4447506,0,0,0,0
137,60000,4436238,60259,0,0,0,0,60000,60000,60000,60000,329888330,60777,4454722,0,0,0,0
138,60000,4442291,60274,0,0,0,0,60000,60000,60000,60000,330796025,60822,4461871,0,0,0,0
139,60000,4448148,60298,0,0,0,0,60000,60000,60000,60000,331676762,60894,4469486,0,0,0,0
140,60000,4454029,60312,0,0,0,0,60000,60000,60000,60000,332564305,60936,4476354,0,0,0,0
141,60000,4459071,60335,0,0,0,0,60000,60000,60000,60000,333328619,61007,4482989,0,0,0,0
142,60000,4463868,60359,0,0,0,0,60000,60000,60000,60000,334054224,61079,4489527,0,0,0,0
143,60000,4468300,60380,0,0,0,0,60000,60000,60000,60000,334725522,61142,4495453,0,0,0,0
144,60000,4472383,60405,0,0,0,0,60000,60000,60000,60000,335347503,61217,4501395,0,0,0,0
145,60000,4475863,60436,0,0,0,0,60000,60000,60000,60000,335878359,61310,4507127,0,0,0,0
146,60000,4479452,60458,0,0,0,0,60000,60000,60000,60000,336428610,61376,4512301,0,0,0,0
147,60000,4482314,60483,0,0,0,0,60000,60000,60000,60000,336867522,61451,4516973,0,0,0,0
148,60000,4484813,60512,0,0,0,0,60000,60000,60000,60000,337251963,61538,4521592,0,0,0,0
149,60000,4487080,60534,0,0,0,0,60000,60000,60000,60000,337606470,61608,4525485,0,0,0,0
150,60000,4488813,60560,0,0,0,0,60000,60000,60000,60000,337877351,61684,4529105,0,0,0,0
151,60000,4490380,60582,0,0,0,0,60000,60000,60000,60000,338121892,61752,4532303,0,0,0,0
152,60000,4491827,60612,0,0,0,0,60000,60000,60000,60000,338349661,61842,4535996,0,0,0,0
153,60000,4492687,60652,0,0,0,0,60000,60000,60000,60000,338488367,61962,4539772,0,0,0,0
154,60000,4493179,60681,0,0,0,0,60000,60000,60000,60000,338574273,62049,4542409,0,0,0,0
155,60000,4493567,60713,0,0,0,0,60000,60000,60000,60000,338640957,62145,4545132,0,0,0,0
156,60000,4493795,60747,0,0,0,0,60000,60000,60000,60000,338683027,62249,4547901,0,0,0,0
157,60000,4493690,60781,0,0,0,0,60000,60000,60000,60000,338673384,62351,4550261,0,0,0,0
158,60000,4493125,60818,0,0,0,0,60000,60000,60000,60000,338600411,62462,4552331,0,0,0,0
159,60000,4492114,60862,0,0,0,0,60000,60000,60000,60000,338462004,62596,4554479,0,0,0,0
160,60000,4490819,60911,0,0,0,0,60000,60000,60000,60000,338277537,62743,4556768,0,0,0,0
161,60000,4489322,60943,0,0,0,0,60000,60000,60000,60000,338061028,62839,4557575,0,0,0,0
162,60000,4487145,60989,0,0,0,0,60000,60000,60000,60000,337741221,62977,4558751,0,0,0,0
163,60000,4484921,61050,0,0,0,0,60000,60000,60000,60000,337419079,63164,4560856,0,0,0,0
164,60000,4482603,61101,0,0,0,0,60000,60000,60000,60000,337083481,63319,4562168,0,0,0,0
165,60000,4479558,61165,0,0,0,0,60000,60000,60000,60000,336633812,63513,4563717,0,0,0,0
166,60000,4476181,61218,0,0,0,0,60000,60000,60000,60000,336138703,63674,4564181,0,0,0,0
167,60000,4472887,61276,0,0,0,0,60000,60000,60000,60000,335653923,63848,4565065,0,0,0,0
168,60000,4469231,61347,0,0,0,0,60000,60000,60000,60000,335116247,64065,4566550,0,0,0,0
169,60000,4465198,61405,0,0,0,0,60000,60000,60000,60000,334529184,64239,4566636,0,0,0,0
170,60000,4460764,61473,0,0,0,0,60000,60000,60000,60000,333879434,64447,4566990,0,0,0,0
171,60000,4456035,61562,0,0,0,0,60000,60000,60000,60000,333184029,64722,4568539,0,0,0,0
172,60000,4451380,61645,0,0,0,0,60000,60000,60000,60000,332497970,64981,4569792,0,0,0,0
173,60000,4446187,61708,0,0,0,0,60000,60000,60000,60000,331738293,65172,4569005,0,0,0,0
174,60000,4440832,61802,0,0,0,0,60000,60000,60000,60000,330952450,65458,4570289,0,0,0,0
175,60000,4434914,61873,0,0,0,0,60000,60000,60000,60000,330083570,65675,4569329,0,0,0,0
176,60000,4428249,61971,0,0,0,0,60000,60000,60000,60000,329102613,65977,4569441,0,0,0,0
177,60000,4421875,62056,0,0,0,0,60000,60000,60000,60000,328166619,66238,4569019,0,0,0,0
178,60000,4415245,62135,0,0,0,0,60000,60000,60000,60000,327194587,66491,4567794,0,0,0,0
179,60000,4408366,62226,0,0,0,0,60000,60000,60000,60000,326188750,66766,4567136,0,0,0,0
180,60000,4400919,62335,0,0,0,0,60000,60000,60000,60000,325096669,67103,4567326,0,0,0,0
181,60000,4393128,62445,0,0,0,0,60000,60000,60000,60000,323959150,67443,4567114,0,0,0,0
182,60000,4384937,62562,0,0,0,0,60000,60000,60000,60000,322765623,67806,4567011,0,0,0,0
183,60000,4376499,62668,0,0,0,0,60000,60000,60000,60000,321539279,68130,4565916,0,0,0,0
184,60000,4367880,62778,0,0,0,0,60000,60000,60000,60000,320289860,68470,4564673,0,0,0,0
185,60000,4358989,62894,0,0,0,0,60000,60000,60000,60000,319002999,68820,4563695,0,0,0,0
186,60000,4349677,63047,0,0,0,0,60000,60000,60000,60000,317655861,69291,4564773,0,0,0,0
187,60000,4340221,63182,0,0,0,0,60000,60000,60000,60000,316290393,69712,4564479,0,0,0,0
188,60000,4330309,63335,0,0,0,0,60000,60000,60000,60000,314860103,70187,4564999,0,0,0,0
189,60000,4320181,63477,0,0,0,0,60000,60000,60000,60000,313403317,70637,4564563,0,0,0,0
190,60000,4310037,63626,0,0,0,0,60000,60000,60000,60000,311943855,71100,4564367,0,0,0,0
191,60000,4299499,63774,0,0,0,0,60000,60000,60000,60000,310438517,71556,4563355,0,0,0,0
192,60000,4288583,63929,0,0,0,0,60000,60000,60000,60000,308875493,72051,4562662,0,0,0,0
193,60000,4277643,64105,0,0,0,0,60000,60000,60000,60000,307315041,72603,4563314,0,0,0,0
194,60000,4266231,64266,0,0,0,0,60000,60000,60000,60000,305690887,73118,4562381,0,0,0,0
195,60000,4254443,64439,0,0,0,0,60000,60000,60000,60000,304025961,73671,4561854,0,0,0,0
196,60000,4242503,64610,0,0,0,0,60000,60000,60000,60000,302336095,74224,4561092,0,0,0,0
197,60000,4230210,64817,0,0,0,0,60000,60000,60000,60000,300595336,74883,4561933,0,0,0,0
198,60000,4217909,64991,0,0,0,0,60000,60000,60000,60000,298866889,75439,4560680,0,0,0,0
199,60000,4205391,65221,0,0,0,0,60000,60000,60000,60000,297112471,76169,4563061,0,0,0,0
200,60000,4192439,65442,0,0,0,0,60000,60000,60000,60000,295302901,76884,4564097,0,0,0,0
201,60000,4179216,65626,0,0,0,0,60000,60000,60000,60000,293461974,77456,4562142,0,0,0,0
202,60000,4165844,65847,0,0,0,0,60000,60000,60000,60000,291603802,78159,4562669,0,0,0,0
203,60000,4151929,66064,0,0,0,0,60000,60000,60000,60000,289674777,78856,4562110,0,0,0,0
204,60000,4137620,66299,0,0,0,0,60000,60000,60000,60000,287696592,79597,4562414,0,0,0,0
205,60000,4123237,66558,0,0,0,0,60000,60000,60000,60000,285713945,80432,4563707,0,0,0,0
206,60000,4108260,66816,0,0,0,0,60000,60000,60000,60000,283655768,81270,4564597,0,0,0,0
207,60000,4093335,67082,0,0,0,0,60000,60000,60000,60000,281611793,82128,4565858,0,0,0,0
208,60000,4078467,67370,0,0,0,0,60000,60000,60000,60000,279586573,83060,4568521,0,0,0,0
209,60000,4062979,67668,0,0,0,0,60000,60000,60000,60000,277480061,84062,4571060,0,0,0,0
210,60000,4047560,68007,0,0,0,0,60000,60000,60000,60000,275395962,85175,4576096,0,0,0,0
211,60000,4031945,68344,0,0,0,0,60000,60000,60000,60000,273291299,86306,4580771,0,0,0,0
212,60000,4015776,68675,0,0,0,0,60000,60000,60000,60000,271118858,87401,4584412,0,0,0,0
213,60000,3999717,69017,0,0,0,0,60000,60000,60000,60000,268973163,88501,4588838,0,0,0,0
214,60000,3983284,69367,0,0,0,0,60000,60000,60000,60000,266782774,89673,4592779,0,0,0,0
215,60000,3966612,69751,0,0,0,0,60000,60000,60000,60000,264575280,90961,4598415,0,0,0,0
216,60000,3949988,70106,0,0,0,0,60000,60000,60000,60000,262383324,92154,4602186,0,0,0,0
217,60000,3932862,70503,0,0,0,0,60000,60000,60000,60000,260131726,93483,4607918,0,0,0,0
218,60000,3915236,70912,0,0,0,0,60000,60000,60000,60000,257823148,94900,4613489,0,0,0,0
219,60000,3897662,71303,0,0,0,0,60000,60000,60000,60000,255533368,96223,4617972,0,0,0,0
220,60000,3879995,71755,0,0,0,0,60000,60000,60000,60000,253238835,97757,4625784,0,0,0,0
221,60000,3861533,72182,0,0,0,0,60000,60000,60000,60000,250852077,99210,4630774,0,0,0,0
222,60000,3842922,72647,0,0,0,0,60000,60000,60000,60000,248460712,100807,4637904,0,0,0,0
223,60000,3824530,73130,0,0,0,0,60000,60000,60000,60000,246104504,102490,4645900,0,0,0,0
224,60000,3806175,73606,0,0,0,0,60000,60000,60000,60000,243767203,104144,4653545,0,0,0,0
225,60000,3786881,74155,0,2,2,0,59998,60000,60000,59998,241319579,106033,4663976,0,2,2,0
226,60000,3767748,74717,0,2,2,0,59998,60000,60000,59998,238907128,108009,4675209,0,2,2,0
227,60000,3748654,75246,0,2,2,0,59998,60000,60000,59998,236508938,109924,4684121,0,2,2,0
228,60000,3729080,75785,0,2,2,0,59998,60000,60000,59998,234060174,111787,4692809,0,2,2,0
229,60000,3709242,76343,0,2,2,0,59998,60000,60000,59998,231596354,113735,4701796,0,2,2,0
230,60000,3689323,76932,0,2,2,0,59998,60000,60000,59998,229133943,115792,4712322,0,2,2,0
231,60000,3669372,77568,0,2,2,0,59998,60000,60000,59998,226685590,118112,4725456,0,2,2,0
232,60000,3648791,78210,0,2,2,0,59998,60000,60000,59998,224172257,120414,4737340,0,2,2,0
233,60000,3628385,78896,0,2,2,0,59998,60000,60000,59998,221693759,122890,4751756,0,2,2,0
234,60000,3607804,79548,0,3,3,0,59997,60000,60000,59997,219209220,125252,4763258,0,3,3,0
235,60000,3587035,80208,0,3,3,0,59997,60000,60000,59997,216717053,127704,4774773,0,3,3,0
236,60000,3565915,80893,0,3,3,0,59997,60000,60000,59997,214194315,130235,4786793,0,3,3,0
237,60000,3544927,81610,1,3,4,0,59997,59999,60000,59996,211699289,132888,4800569,1,3,4,0
238,60000,3523680,82348,1,3,4,0,59997,59999,60000,59996,209190062,135690,4814580,1,3,4,0
239,60000,3502150,83120,2,3,5,0,59997,59998,60000,59995,206662196,138572,4829292,2,3,5,0
240,60000,3480460,83954,2,4,6,0,59996,59998,60000,59994,204132958,141790,4847281,2,4,6,0
241,60000,3458182,84808,4,4,8,0,59996,59996,60000,59992,201552582,144994,4864634,4,4,8,0
242,60000,3435634,85628,6,4,10,0,59996,59994,60000,59990,198957164,148130,4879025,6,4,10,0
243,60000,3413259,86480,6,5,11,0,59995,59994,60000,59989,196395817,151384,4894944,6,5,11,0
244,60000,3390506,87395,6,5,11,0,59995,59994,60000,59989,193810166,154987,4913856,6,5,11,0
245,60000,3367821,88328,7,6,13,0,59994,59993,60000,59987,191251249,158638,4932545,7,6,13,0
246,60000,3344801,89295,7,9,16,0,59991,59993,60000,59984,188670019,162461,4951591,7,9,16,0
247,60000,3321828,90252,7,10,17,0,59990,59993,60000,59983,186111100,166254,4969962,7,10,17,0
248,60000,3298467,91274,7,10,17,0,59990,59993,60000,59983,183529259,170420,4990088,7,10,17,0
249,60000,3274974,92332,7,10,17,0,59990,59993,60000,59983,180947434,174662,5012133,7,10,17,0
250,60000,3251463,93442,7,15,22,0,59985,59993,60000,59978,178384245,179224,5035895,7,15,22,0
251,60000,3227687,94473,8,17,25,0,59983,59992,60000,59975,175809253,183565,5053613,8,17,25,0
252,60000,3204071,95680,9,18,27,0,59982,59991,60000,59973,173272107,188540,5080405,9,18,27,0
253,60000,3179971,96869,9,21,30,0,59979,59991,60000,59970,170698905,193639,5104611,9,21,30,0
254,60000,3156114,98042,11,22,33,0,59978,59989,60000,59967,168169274,198650,5126989,11,22,33,0
255,60000,3132030,99277,13,27,40,0,59973,59987,60000,59960,165633628,203933,5151181,13,27,40,0
256,60000,3107617,100536,15,30,45,0,59970,59985,60000,59955,163083627,209492,5175507,15,30,45,0
257,60000,3083124,101829,18,32,49,1,59969,59983,60000,59952,160549614,215177,5200225,18,32,49,1
258,60000,3058655,103157,22,34,55,1,59967,59979,60000,59946,158036533,220953,5226011,22,34,55,1
259,60000,3033887,104520,26,38,63,1,59963,59975,60000,59938,155513055,227024,5251707,26,38,63,1
260,60000,3009155,105927,31,43,73,1,59958,59970,60000,59928,153016393,233423,5278942,31,43,73,1
261,60000,2984134,107306,33,48,80,1,59953,59968,60000,59921,150508384,239782,5303226,33,48,80,1
262,60000,2958660,108765,36,49,84,1,59952,59965,60000,59917,147973740,246591,5328864,36,49,84,1
263,60000,2933521,110302,40,57,96,1,59944,59961,60000,59905,145494959,253814,5357323,40,57,96,1
264,60000,2907959,111968,48,63,110,1,59938,59953,60000,59891,142997245,261784,5390330,48,63,110,1
265,60000,2882256,113643,53,72,123,2,59930,59949,60000,59879,140503776,269741,5422325,53,72,123,2
