N,channel,p,mean_F1,mean_F2,mean_A,mean_E,pointwise_se_F1,pointwise_se_F2,pointwise_se_A,pointwise_se_E
325,plus_D,0.34500000000000003,2.2249766218338407e-25,1.3307794223848333e-25,3.5557560442186738e-25,-8.941971994490097e-26,2.208529875136159e-25,1.2033725684133968e-25,2.540391514990515e-25,2.489544224576414e-25
325,plus_D,0.34600000000000003,3.2206934728727175e-25,1.9191555175190202e-25,5.139848990391736e-25,-1.3015379553536984e-25,3.1932256461416977e-25,1.7402371920862979e-25,3.674820119171414e-25,3.598045040786444e-25
325,plus_D,0.34700000000000003,4.653093267706965e-25,2.762319028670891e-25,7.41541229637785e-25,-1.8907742390360743e-25,4.608116998608998e-25,2.511809073339207e-25,5.305678923679112e-25,5.19014694843836e-25
325,plus_D,0.34800000000000003,6.709748922584305e-25,3.968265863503629e-25,1.0678014786087929e-24,-2.741483059080675e-25,6.6372574456021105e-25,3.6185817529737053e-25,7.645731223150437e-25,7.47244502607094e-25
325,plus_D,0.34900000000000003,9.657097466775062e-25,5.689768501059034e-25,1.5346865967834092e-24,-3.9673289657160258e-25,9.541766623319817e-25,5.203163190109539e-25,1.0996993544275347e-24,1.0737903330761937e-24
325,plus_D,0.35000000000000003,1.3872874093951787e-24,8.1425223012523955e-25,2.2015396395204177e-24,-5.730351792699384e-25,1.3691389465648292e-24,7.467538546457319e-25,1.5787358009362392e-24,1.5401164954963727e-24
325,plus_D,0.35100000000000003,1.9891584307101635e-24,1.1630474171475367e-24,3.1522058478577013e-24,-8.261110135626283e-25,1.9608685359340836e-24,1.069724898903258e-24,2.262190199777874e-24,2.2047968271767502e-24
325,plus_D,0.352,2.8468132905322385e-24,1.658110752576457e-24,4.504924043108695e-24,-1.18870253795578e-24,2.8030782799794606e-24,1.529519241071693e-24,3.2354637590443644e-24,3.15041714204846e-24
325,plus_D,0.353,4.0666689470146005e-24,2.3594501811057356e-24,6.426119128120334e-24,-1.7072187659088675e-24,3.999551661373133e-24,2.1828784928993966e-24,4.618865161654064e-24,4.493198040590805e-24
325,plus_D,0.354,5.798456316455646e-24,3.351141205204035e-24,9.149597521659677e-24,-2.447315111251613e-24,5.696134539880008e-24,3.1095639340483073e-24,6.5815604330357515e-24,6.396384555277632e-24
325,plus_D,0.355,8.252455129835876e-24,4.7507560360335666e-24,1.300321116586944e-23,-3.5016990938023075e-24,8.097397925632697e-24,4.421485762456565e-24,9.360968781480054e-24,9.088841647836615e-24
325,plus_D,0.356,1.1723427661047603e-23,6.722398089076946e-24,1.844582575012454e-23,-5.0010295719706675e-24,1.1489747384588473e-23,6.275368739472386e-24,1.3289679585519045e-23,1.2890830542298205e-23
325,plus_D,0.357,1.6623792439401106e-23,9.494685913560897e-24,2.6118478352962004e-23,-7.129106525840199e-24,1.627341271629303e-23,8.89029110080945e-24,1.8832736756718752e-23,1.824967125282024e-23
325,plus_D,0.358,2.3529518878843164e-23,1.3385518666355573e-23,3.69150375451987e-23,-1.0144000212487583e-23,2.3006647069851365e-23,1.2571926314256431e-23,2.6639186817245694e-23,2.578899003473129e-23
325,plus_D,0.359,3.324350209421641e-23,1.883611562466699e-23,5.207961771888337e-23,-1.440738646954943e-23,3.2466681041613495e-23,1.7745986816296646e-23,3.7613214452168245e-23,3.6376598940242907e-23
325,plus_D,0.36,4.68829126327114e-23,2.645771410990109e-23,7.334062674261254e-23,-2.0425198522810324e-23,4.5733626311068604e-23,2.500427698618066e-23,5.301212588676024e-23,5.1217881597060474e-23
325,plus_D,0.361,6.599936738823674e-23,3.709551237354707e-23,1.0309487976178382e-22,-2.890385501468969e-23,6.430575461777275e-23,3.5167991982179445e-23,7.45810628158129e-23,7.198402977955214e-23
325,plus_D,0.362,9.274394822833245e-23,5.191606129073792e-23,1.4466000951907036e-22,-4.082788693759456e-23,9.025759117449236e-23,4.937456014764132e-23,1.0473787387969048e-22,1.0098780958091801e-22
325,plus_D,0.363,1.3009338773822233e-22,7.252648025067145e-23,2.0261986798889377e-22,-5.756690748755087e-23,1.2645632331040034e-22,6.919656685363967e-23,1.468263518552099e-22,1.4142402744908493e-22
325,plus_D,0.364,1.8215952525384368e-22,1.0113678274299576e-22,2.8329630799683944e-22,-8.102274251084799e-23,1.7685748962321925e-22,9.68043130557804e-23,2.0546248229221016e-22,1.9769790513402137e-22
325,plus_D,0.365,2.546119140859926e-22,1.4078048950800033e-22,3.9539240359399295e-22,-1.1383142457799236e-22,2.469082527580647e-22,1.351876131621105e-22,2.870070007947761e-22,2.7587267635596854e-22
325,plus_D,0.366,3.552539002689461e-22,1.956139033038928e-22,5.508678035728388e-22,-1.5963999696505355e-22,3.4409639376046204e-22,1.8845786970403709e-22,4.00209161059486e-22,3.842785722737347e-22
325,plus_D,0.367,4.948064788885708e-22,2.7132134280974377e-22,7.661278216983148e-22,-2.2348513607882684e-22,4.78696322665297e-22,2.622587342914711e-22,5.570821532419463e-22,5.343398737041826e-22
325,plus_D,0.368,6.879729356678776e-22,3.7566284049499444e-22,1.0636357761628722e-21,-3.123100951728832e-22,6.647809675753418e-22,3.6432337982090564e-22,7.740913760020238e-22,7.41696070819014e-22
325,plus_D,0.369,9.548822425008426e-22,5.192130305127915e-22,1.4740952730136341e-21,-4.3566921198805115e-22,9.215918178199459e-22,5.052293648053622e-22,1.0737644619758151e-21,1.0277189594759803e-21
325,plus_D,0.37,1.3230424290051954e-21,7.163561435899605e-22,2.0393985725951553e-21,-6.066862854152339e-22,1.2753905428256702e-21,6.994193157458941e-22,1.4868688314942037e-21,1.4215617854550976e-21
325,plus_D,0.371,1.829979370472338e-21,9.866234353006063e-22,2.8166028057729444e-21,-8.433559351717317e-22,1.7619569637931324e-21,9.665785651670398e-22,2.05535155401414e-21,1.9629220359481003e-21
325,plus_D,0.372,2.5267951224745454e-21,1.356487630517228e-21,3.883282752991772e-21,-1.1703074919573174e-21,2.4299529647241784e-21,1.3334912671800608e-21,2.836301300498936e-21,2.705759722078562e-21
325,plus_D,0.373,3.4829576861056445e-21,1.861766189705478e-21,5.344723875811121e-21,-1.621191496400165e-21,3.3454444351043972e-21,1.8365367322133354e-21,3.907278237401974e-21,3.7232926355316926e-21
325,plus_D,0.374,4.79273690788569e-21,2.5508341451616585e-21,7.343571053047349e-21,-2.2419027627240317e-21,4.5979690749170846e-21,2.525040863967013e-21,5.3734714599078535e-21,5.114695145045309e-21
325,plus_D,0.375,6.583836935644871e-21,3.488911486467004e-21,1.0072748422111874e-20,-3.094925449177865e-21,6.308664074801964e-21,3.465767667580725e-21,7.37729361485392e-21,7.014065496481003e-21
325,plus_D,0.376,9.028954463035576e-21,4.763774212537996e-21,1.3792728675573575e-20,-4.2651802504975825e-21,8.641133684872622e-21,4.7489280625305255e-21,1.0111219948270157e-20,9.602408518885464e-21
325,plus_D,0.377,1.236122715305633e-20,6.493348176580173e-21,1.8854575329636506e-20,-5.867878976476163e-21,1.1815954669360031e-20,6.49620447399617e-21,1.3834938710390346e-20,1.3123619375477973e-20
325,plus_D,0.378,1.6894845325998133e-20,8.835788416827578e-21,2.5730633742825717e-20,-8.05905690917055e-21,1.613000336493329e-20,8.871448702631848e-21,1.8898220566994344e-20,1.7905766687679348e-20
325,plus_D,0.379,2.3052504487298602e-20,1.2002833678465658e-20,3.505533816576428e-20,-1.1049670808832947e-20,2.1982161882564768e-20,1.2094918783033132e-20,2.5771360863201114e-20,2.43893821581763e-20
325,plus_D,0.38,3.1401905319464393e-20,1.627746898628501e-20,4.767937430574942e-20,-1.51244363331794e-20,2.990744918986502e-20,1.646219265433699e-20,3.508563186069981e-20,3.316499728631341e-20
325,plus_D,0.381,4.270419847044016e-20,2.203724469207781e-20,6.474144316251796e-20,-2.0666953778362355e-20,4.0622259216711854e-20,2.2369251453018258e-20,4.7686943154787896e-20,4.5022862652525846e-20
325,plus_D,0.382,5.797817160309828e-20,2.9785009202540945e-20,8.776318080563927e-20,-2.819316240055736e-20,5.508421622831117e-20,3.034568750330434e-20,6.470689978602822e-20,6.101868873674673e-20
325,plus_D,0.383,7.858514710457017e-20,4.018934115261317e-20,1.1877448825718342e-19,-3.839580595195702e-20,7.45712332944968e-20,4.109859296280792e-20,8.765673640794811e-20,8.256041981165773e-20
325,plus_D,0.384,1.0634107931176977e-19,5.4137648964407937e-20,1.604787282761777e-19,-5.2203430347361767e-20,1.0078575418558505e-19,5.557046474489278e-20,1.1855127854945334e-19,1.1152257148995003e-19
325,plus_D,0.385,1.4366431086829256e-19,7.280578455223358e-20,2.1647009542052616e-19,-7.085852631605905e-20,1.3599196373782785e-19,7.501547116694326e-20,1.600722489316785e-19,1.5039662680157787e-19
325,plus_D,0.386,1.937699976584345e-19,9.774914801003138e-20,2.915191456684661e-19,-9.602084964840302e-20,1.8319608311255875e-19,1.0109973137419915e-19,2.157830389756844e-19,2.024885211409669e-19
325,plus_D,0.387,2.60925504896406e-19,1.3102171062478102e-19,3.9194721552118733e-19,-1.2990379427162514e-19,2.463828726975841e-19,1.360329435814934e-19,2.904106828233794e-19,2.7217751321220114e-19
325,plus_D,0.388,3.5078532244417e-19,1.7533124195636247e-19,5.261165644005323e-19,-1.754540804878077e-19,3.3082533509780403e-19,1.8274086893519925e-19,3.9021543210085707e-19,3.652549405468369e-19
325,plus_D,0.389,4.708295109208739e-19,2.3424140337160577e-19,7.050709142924793e-19,-2.3658810754926806e-19,4.434895827440665e-19,2.4509096939654824e-19,5.234743247413704e-19,4.89366751936682e-19
325,plus_D,0.39,6.309367085279345e-19,3.124344043124682e-19,9.433711128404024e-19,-3.185023042154662e-19,5.935632117107324e-19,3.2818708167643667e-19,7.011128386484388e-19,6.545906211011885e-19
325,plus_D,0.391,8.441317281741414e-19,4.1605178343590785e-19,1.2601835116100496e-18,-4.280799447382339e-19,7.931436877463886e-19,4.387536014748525e-19,9.375285866736834e-19,8.741872874892625e-19
325,plus_D,0.392,1.1275592942257351e-18,5.531357938001311e-19,1.6806950880258659e-18,-5.744235004256042e-19,1.0581336845707634e-18,5.856355265530754e-19,1.2516636316417829e-18,1.1655770596550443e-18
325,plus_D,0.393,1.503750187475005e-18,7.342001139944712e-19,2.237950301469476e-18,-7.695500734805338e-19,1.4094036253129432e-18,7.8044820814447985e-19,1.6683981205875318e-18,1.5516068060247685e-18
325,plus_D,0.394,2.002264840969187e-18,9.729665186128922e-19,2.9752313595820804e-18,-1.0292983223562948e-18,1.8742986284560195e-18,1.0384202214687327e-18,2.220358489075201e-18,2.0621910653395502e-18
325,plus_D,0.395,2.661823332679884e-18,1.2873141497495825e-18,3.949137482429467e-18,-1.374509182930302e-18,2.4885886066005115e-18,1.3794849320862142e-18,2.950259641271073e-18,2.736434159740856e-18
325,plus_D,0.396,3.533061101092085e-18,1.700500669145284e-18,5.233561770237366e-18,-1.8325604319468015e-18,3.298987607483548e-18,1.829691787881238e-18,3.913933738237506e-18,3.625369669237373e-18
325,plus_D,0.397,4.682088253225504e-18,2.242730500460389e-18,6.924818753685894e-18,-2.439357752765115e-18,4.366403118461973e-18,2.4230279602390965e-18,5.184240363542898e-18,4.7954909270107404e-18
325,plus_D,0.398,6.195079148474359e-18,2.9531654142944986e-18,9.148244562768857e-18,-3.2419137341798594e-18,5.770119844340511e-18,3.2037657584398946e-18,6.856106176924922e-18,6.333293313651295e-18
325,plus_D,0.399,8.184180653448973e-18,3.882497881863763e-18,1.2066678535312736e-17,-4.301682771585209e-18,7.613177736962431e-18,4.22948257699512e-18,9.053009574343257e-18,8.351108542835535e-18
325,plus_D,0.4,1.0795105343037807e-17,5.096239183144498e-18,1.58913445261823e-17,-5.698866159893302e-18,1.0029273689438479e-17,5.574939659436048e-18,1.1935310905901725e-17,1.099458591614505e-17
325,plus_D,0.401,1.421687403383955e-17,6.678913751303369e-18,2.089578778514292e-17,-7.53796028253618e-18,1.3191603887042812e-17,7.337055726298125e-18,1.5710935882266488e-17,1.4452269489260346e-17
325,plus_D,0.402,1.869429541556022e-17,8.73940057469861e-18,2.743369599025883e-17,-9.954894840861609e-18,1.7324173760143572e-17,9.64127406355146e-18,2.0649054404780542e-17,1.896783794397052e-17
325,plus_D,0.403,2.4543925428537904e-17,1.1417724003874416e-17,3.596164943241232e-17,-1.3126201424663485e-17,2.2716240283936103e-17,1.2649700147479078e-17,2.7097565963638786e-17,2.4855721509615284e-17
325,plus_D,0.404,3.217444312294634e-17,1.4893672897149525e-17,4.706811602009583e-17,-1.7280770225796795e-17,2.974072376218545e-17,1.657148517901775e-17,3.5505414334019153e-17,3.2520994677956585e-17
325,plus_D,0.405,4.211262252319243e-17,1.9397722201189084e-17,6.151034472438151e-17,-2.271490032200336e-17,3.887764152077671e-17,2.1676053804342764e-17,4.645101888077065e-17,4.248467350035604e-17
325,plus_D,0.406,5.5036383195522046e-17,2.5224849098047874e-17,8.026123229356991e-17,-2.981153409747419e-17,5.074388432069804e-17,2.830992770119743e-17,6.06784400533595e-17,5.541583273298054e-17
325,plus_D,0.40700000000000003,7.18167801315081e-17,3.2751981994904364e-17,1.0456876212641247e-16,-3.906479813660371e-17,6.613099028283926e-17,3.691808784712716e-17,7.914330820331749e-17,7.217231421250848e-17
325,plus_D,0.40800000000000003,9.357126381227456e-17,4.2460001260298287e-17,1.3603126507257284e-16,-5.111126255197628e-17,8.605298599891097e-17,4.807105602377852e-17,1.0307105679345519e-16,9.385223974216268e-17
325,plus_D,0.40900000000000003,1.217311254404984e-16,5.4961433461735296e-17,1.7669255890223366e-16,-6.676969197876311e-17,1.1180687896981062e-16,6.249917129822954e-17,1.34030636765747e-16,1.2185908913182896e-16
325,plus_D,0.41000000000000003,1.5812676661746535e-16,7.10352553176204e-17,2.291620219350859e-16,-8.709151129984493e-17,1.4504902234248192e-16,8.113590310295286e-17,1.7402767683390566e-16,1.5798378083042847e-16
325,plus_D,0.41100000000000003,2.0509532925690685e-16,9.167056099474065e-17,2.9676589025164755e-16,-1.134247682621662e-16,1.878913598198587e-16,1.0517249525213811e-16,2.2562202955002633e-16,2.045080279274149e-16
325,plus_D,0.41200000000000003,2.6561632926723103e-16,1.1812126047130535e-16,3.8373758973853663e-16,-1.474950687959257e-16,2.430225292450188e-16,1.3612679441887057e-16,2.920758474727685e-16,2.6433427148569095e-16
325,plus_D,0.41300000000000003,3.4348230385744295e-16,1.5197448396963353e-16,4.954567878270767e-16,-1.915078198878093e-16,3.1385999848953e-16,1.7592980609391422e-16,3.7753981900517575e-16,3.4114875892155783e-16
325,plus_D,0.41400000000000003,4.4351316462709594e-16,1.9523598782111458e-16,6.387491524482105e-16,-2.482771768059809e-16,4.047408762333712e-16,2.2703436974115656e-16,4.872870217206653e-16,4.3962588906756454e-16
325,plus_D,0.41500000000000004,5.718250163143456e-16,2.5043661442711787e-16,8.222616307414634e-16,-3.213884018872276e-16,5.211608425554863e-16,2.925513876970466e-16,6.280060975392058e-16,5.656838498373464e-16
325,plus_D,0.41600000000000004,7.36166738018908e-16,3.2076478182706974e-16,1.0569315198459776e-15,-4.154019561918382e-16,6.700728517063202e-16,3.764203215122143e-16,8.081682098319553e-16,7.26803903882891e-16
325,plus_D,0.417,9.463407308809119e-16,4.102311009887713e-16,1.356571831869684e-15,-5.36109629892141e-16,8.602599582767752e-16,4.836222357233972e-16,1.0384856169092732e-15,9.324285221256795e-16
325,plus_D,0.418,1.2147280350389893e-15,5.238725821390321e-16,1.7386006171780213e-15,-6.908554528999574e-16,1.102799911753008e-15,6.204455835913622e-16,1.3324838210475978e-15,1.1944570321980314e-15
325,plus_D,0.419,1.5569426549758038e-15,6.680055439128505e-16,2.2249481988886547e-15,-8.889371110629537e-16,1.4116431771616134e-15,7.948172654991258e-16,1.707214285241071e-15,1.5278616673618407e-15
325,plus_D,0.42,1.9926455806985834e-15,8.505383386846916e-16,2.8431839193832755e-15,-1.1421072420138915e-15,1.804330919409515e-15,1.016714336351568e-15,2.184140840494679e-15,1.9514520249914375e-15
325,plus_D,0.421,2.546555861330756e-15,1.0813574228351639e-15,3.6279132841659204e-15,-1.4651984384955913e-15,2.3028854128533745e-15,1.2986751985147817e-15,2.7902403609643423e-15,2.4888221551541415e-15
325,plus_D,0.422,3.2497044266549993e-15,1.372803213260037e-15,4.622507639915038e-15,-1.8769012133949623e-15,2.934912516152358e-15,1.6564333169530726e-15,3.559367332554471e-15,3.1695220166302547e-15
325,plus_D,0.423,4.14098645747871e-15,1.7402556773340718e-15,5.881242134812779e-15,-2.400730780144636e-15,3.734964535739716e-15,2.1097015825685962e-15,4.5339429041505064e-15,4.030504117769256e-15
325,plus_D,0.424,5.269080329774219e-15,2.202853816311029e-15,7.471934146085247e-15,-3.066226513463191e-15,4.7462222859580964e-15,2.6831416057939508e-15,5.7670422715134e-15,5.117907108136417e-15
325,plus_D,0.425,6.694815918255575e-15,2.784378255448547e-15,9.47919417370412e-15,-3.91043766280703e-15,6.02256779108627e-15,3.4075596557465122e-15,7.324970255063077e-15,6.489251264502188e-15
325,plus_D,0.426,8.494092836948808e-15,3.514332205128215e-15,1.2008425042077032e-14,-4.979760631820599e-15,7.631134278706726e-15,4.321379919952667e-15,9.290434230606629e-15,8.21613664633315e-15
325,plus_D,0.427,1.0761470601512095e-14,4.42926329024627e-15,1.519073389175837e-14,-6.33220731126583e-15,9.655438373697225e-15,5.472456540264494e-15,1.1766446790022725e-14,1.0387553681414168e-14
325,plus_D,0.428,1.3614578408985492e-14,5.574377376014761e-15,1.918895578500026e-14,-8.040201032970733e-15,1.2199221292118001e-14,6.9202988293273985e-15,1.4881118393760312e-14,1.3113938668203347e-14
325,plus_D,0.429,1.7199523055041093e-14,7.0055057992845005e-15,2.4205028854325604e-14,-1.0194017255756603e-14,1.5391152028710696e-14,8.738799597411456e-15,1.8793533707320546e-14,1.6532133835080525e-14
325,plus_D,0.43,2.1697510397019086e-14,8.791499639763882e-15,3.048901003678298e-14,-1.2906010757255203e-14,1.9390576820245292e-14,1.1019575101404905e-14,2.3700945321082487e-14,2.0811443980698026e-14
325,plus_D,0.431,2.7332939836205613e-14,1.1017139177518473e-14,3.83500790137241e-14,-1.6315800658687145e-14,2.4394536472316954e-14,1.3876047328618107e-14,2.9847566345346546e-14,2.6161020270445113e-14
325,plus_D,0.432,3.4383283835810104e-14,1.3786663879732862e-14,4.816994771554295e-14,-2.0596619956077252e-14,3.0646317535351405e-14,1.7448425805378987e-14,3.753530036305464e-14,3.283884757085844e-14
325,plus_D,0.433,4.319112702913651e-14,1.722804860222858e-14,6.041917563136509e-14,-2.5963078426907937e-14,3.84458560585076e-14,2.1909777641758627e-14,4.713681505962623e-14,4.116266603124945e-14
325,plus_D,0.434,5.417881377090468e-14,2.1498175713441862e-14,7.567698948434655e-14,-3.268063805746285e-14,4.816237519123436e-14,2.7473411982954975e-14,5.911144645149572e-14,5.1523221934432215e-14
325,plus_D,0.435,6.786624109359689e-14,2.6789081167080708e-14,9.465532226067765e-14,-4.107715992651623e-14,6.024971192520725e-14,3.4401849473725304e-14,7.402451623147738e-14,6.440031882888757e-14
325,plus_D,0.436,8.489243832487431e-14,3.333548587509705e-14,1.1822792419997148e-13,-5.1556952449777265e-14,7.526487572005278e-14,4.301769995934009e-14,9.257075792373276e-14,8.03822295741992e-14
325,plus_D,0.437,1.0604169784695959e-13,4.142386288253106e-14,1.4746556072949067e-13,-6.461783496442848e-14,9.389048487878135e-14,5.371683383882294e-14,1.156026812825752e-13,1.0018913542475604e-13
325,plus_D,0.438,1.3227516680045892e-13,5.1403336758872345e-14,1.8367850355933126e-13,-8.087183004158668e-14,1.169618479148124e-13,6.6984305863093e-14,1.4416486212636853e-13,1.2470138221888856e-13
325,plus_D,0.439,1.6476898059670834e-13,6.36987653723313e-14,2.2846774596903957e-13,-1.0107021522437699e-13,1.4549959974533104e-13,8.341357658623818e-14,1.7953533054175797e-13,1.549934890799649e-13
325,plus_D,0.44,2.0496022008643465e-13,7.882641703387405e-14,2.8378663712030857e-13,-1.2613380305256047e-13,1.8074896974866105e-13,1.037296782636733e-13,2.2327544868647165e-13,1.9237501513873852e-13
325,plus_D,0.441,2.546022099284374e-13,9.741272929089753e-14,3.5201493921933484e-13,-1.5718948063753984e-13,2.2422695441312065e-13,1.2881709119085408e-13,2.7728992549063855e-13,2.3843958848712425e-13
325,plus_D,0.442,3.1583095158176797e-13,1.202167210148353e-13,4.3604767259660337e-13,-1.9561423056693257e-13,2.777788958983714e-13,1.5975323608701694e-13,3.438989153860178e-13,2.951236332283563e-13
325,plus_D,0.443,3.912448066459559e-13,1.4815672868072227e-13,5.394015353266781e-13,-2.430880779652337e-13,3.4364623434967754e-13,1.9784865134318464e-13,4.2592449860213256e-13,3.6477660003429916e-13
325,plus_D,0.444,4.839999220855899e-13,1.8234225294177762e-13,6.663421750273677e-13,-3.016576691438122e-13,4.2454751194377377e-13,2.446951144080586e-13,5.267942493204554e-13,4.502448186359741e-13
325,plus_D,0.445,5.979243262392369e-13,2.2411183509349604e-13,8.220361613327327e-13,-3.7381249114574117e-13,5.237750668421975e-13,3.022231884108709e-13,6.506650738869057e-13,5.549714534472112e-13
325,plus_D,0.446,7.376541325205844e-13,2.750780374374732e-13,1.0127321699580578e-12,-4.625760950831113e-13,6.453102727461035e-13,3.727709329979415e-13,8.025710543279206e-13,6.831154631206811e-13
325,plus_D,0.447,9.087958766320684e-13,3.37180779871144e-13,1.2459766565032118e-12,-5.716150967609242e-13,7.939606627581105e-13,4.591658175834174e-13,9.88599673871701e-13,8.396929491840807e-13
325,plus_D,0.448,1.1181196944664906e-12,4.127504905932829e-13,1.5308701850597744e-12,-7.053692038732078e-13,9.755228339259306e-13,5.648222217518628e-13,1.2161015437421086e-12,1.0307448368530588e-12
325,plus_D,0.449,1.3737888346194904e-12,5.045827653877708e-13,1.8783716000072616e-12,-8.6920606923172e-13,1.1969756714252279e-12,6.938573081150029e-13,1.4939396084411008e-12,1.2635354725324484e-12
325,plus_D,0.45,1.685631906058334e-12,6.160265017448575e-13,2.301658407803193e-12,-1.0696054043134768e-12,1.4667091702723959e-12,8.51228515046785e-13,1.832784796056801e-12,1.5467874583545152e-12
325,plus_D,0.451,2.0654653041478255e-12,7.510877858149916e-13,2.816553089962817e-12,-1.3143775183328335e-12,1.7947949804626189e-12,1.0428964488246784e-12,2.2454662186991698e-12,1.8909588864940256e-12
325,plus_D,0.452,2.5274744548876605e-12,9.145521671280358e-13,3.442026622015694e-12,-1.6129222877596243e-12,2.1933057726064613e-12,1.276017566188269e-12,2.7473853358838056e-12,2.308570098331507e-12
325,plus_D,0.453,3.088663887791549e-12,1.1121283640159845e-12,4.200792251807533e-12,-1.9765355237755653e-12,2.676691631080092e-12,1.5591717396458841e-12,3.357004992683865e-12,2.8145881905360067e-12
325,plus_D,0.454,3.769387714343359e-12,1.3506169082652935e-12,5.12000462260865e-12,-2.4187708060780656e-12,3.2622229475735863e-12,1.9026306006091186e-12,4.0964259592462885e-12,3.426878737935287e-12
325,plus_D,0.455,4.593973875653637e-12,1.6381077679320538e-12,6.232081643585693e-12,-2.9558661077215814e-12,3.9705107285759844e-12,2.318673472441845e-12,4.992065555887681e-12,4.16673561925938e-12
325,plus_D,0.456,5.591457556416728e-12,1.984211590481727e-12,7.575669146898454e-12,-3.6072459659350013e-12,4.82611686638756e-12,2.8219587509071085e-12,6.075455178217509e-12,5.059501435633102e-12
325,plus_D,0.457,6.7964414716466115e-12,2.4003298933142e-12,9.196771364960806e-12,-4.3961115783324094e-12,5.858268777177333e-12,3.4299597788190763e-12,7.384176072253876e-12,6.135292823809478e-12
325,plus_D,0.458,8.250103349658485e-12,2.8999703050559767e-12,1.1150073654714461e-11,-5.35013304460251e-12,7.1016949058027e-12,4.163475611968116e-12,8.962955586003822e-12,7.4298470089523e-12
325,plus_D,0.459,1.0001373893777336e-11,3.4991138394707237e-12,1.3500487733248058e-11,-6.502260054306615e-12,8.597599961954846e-12,5.047228603149583e-12,1.086494938036237e-11,8.985508239308328e-12
325,plus_D,0.46,1.210831184349846e-11,4.216642176241104e-12,1.632495401973957e-11,-7.891669667257358e-12,1.0394801414092366e-11,6.110562460581949e-12,1.3153238760644307e-11,1.085237532301865e-11
325,plus_D,0.461,1.4639706513299244e-11,5.074834042103509e-12,1.971454055540275e-11,-9.564872471195735e-12,1.2551051756994227e-11,7.388256388006432e-12,1.5902576436176052e-11,1.3089634372850513e-11
325,plus_D,0.462,1.7676942406891978e-11,6.099941045981999e-12,2.3776883452873978e-11,-1.1577001360909995e-11,1.5134574418070366e-11,8.921473109922234e-12,1.9201418678230216e-11,1.57671040865995e-11
325,plus_D,0.463,2.1316165232035784e-11,7.32285473823795e-12,2.8639019970273717e-11,-1.3993310493797837e-11,1.8225844911201166e-11,1.0758861052052563e-11,2.3154287078691283e-11,1.89670244795174e-11
325,plus_D,0.464,2.5670793924543253e-11,8.779878253682327e-12,3.4450672178225596e-11,-1.6890915670860932e-11,2.1919653021187976e-11,1.2957833711391223e-11,2.7884508969285514e-11,2.2786123971937838e-11
325,plus_D,0.465,3.0874429180715955e-11,1.0513617678723561e-11,4.138804685943953e-11,-2.03608115019924e-11,2.6327486444856955e-11,1.5586052340850657e-11,3.3537392103311616e-11,2.7338004152835616e-11
325,plus_D,0.466,3.708421554859126e-11,1.2574010274664999e-11,4.965822582325626e-11,-2.4510205273926246e-11,3.158028146617306e-11,1.8723141521222558e-11,4.028389649135617e-11,3.2755886421933174e-11
325,plus_D,0.467,4.4484721395402384e-11,1.5019508912948977e-11,5.950423030835132e-11,-2.946521248245341e-11,3.7831591943190723e-11,2.246267102996524e-11,4.8324874385010024e-11,3.919577009303513e-11
325,plus_D,0.468,5.329240910882978e-11,1.791844455701914e-11,7.121085366584892e-11,-3.5373964551810684e-11,4.526123417630418e-11,2.691444167597346e-11,5.7895958386656344e-11,4.684005745378416e-11
325,plus_D,0.46900000000000003,6.376077676123288e-11,2.135059138404679e-11,8.51113681452797e-11,-4.2410185377186135e-11,5.4079472152445465e-11,3.220711748688868e-11,6.927318759952274e-11,5.590170775570348e-11
325,plus_D,0.47000000000000003,7.618626222827251e-11,2.5408962204537743e-11,1.0159522443281031e-10,-5.077730002373477e-11,6.453181526135415e-11,3.849125184685186e-11,8.277947269300183e-11,6.66289891863534e-11
325,plus_D,0.47100000000000003,9.091501146489228e-11,3.02018652369564e-11,1.2111687670184868e-10,-6.071314622793591e-11,7.690450889972487e-11,4.594276092470786e-11,9.879201281703697e-11,7.931090558393502e-11
325,plus_D,0.47200000000000003,1.0835062436088479e-10,3.58552570582687e-11,1.442058814191535e-10,-7.249536730261613e-11,9.153080745823808e-11,5.4766904043162864e-11,1.1775079053039592e-10,9.428338302334587e-11
325,plus_D,0.47300000000000003,1.2896300438083531e-10,4.2515430711627065e-11,1.7147843509246237e-10,-8.644757366920825e-11,1.0879812906384729e-10,6.520283755556739e-11,1.4016828538360915e-10,1.1193631045733847e-10
325,plus_D,0.47400000000000003,1.5329845209252e-10,5.035208254342656e-11,2.0365053463594667e-10,-1.0294636954909347e-10,1.2915620216185584e-10,7.752881635622605e-11,1.6664056259017474e-10,1.3272153835972997e-10
325,plus_D,0.47500000000000003,1.8199115775181934e-10,5.956180639943473e-11,2.41552964151254e-10,-1.2242935135238466e-10,1.5312632560118824e-10,9.206812538832402e-11,1.9785991039710973e-10,1.5716194980633906e-10
325,plus_D,0.47600000000000003,2.1577626438387244e-10,7.037206937166597e-11,2.8614833375553837e-10,-1.454041950122064e-10,1.813118763595947e-10,1.0919583246549804e-10,2.3462921839234453e-10,1.8586172965497128e-10
325,plus_D,0.47700000000000004,2.555046903134897e-10,8.304572939351966e-11,3.385504197070094e-10,-1.7245896091997015e-10,2.1441021243361915e-10,1.2934646342050164e-10,2.778783091183508e-10,2.1951796945117733e-10
